game,trial_index,horizon,ground_truth,model_predicted_char,nll,top2
1,5,6,H,H,2.75,"[('I', 0.369140625), ('It', 0.1748046875)]"
1,6,6,H,H,1.640625,"[('I', 0.52734375), ('H', 0.1943359375)]"
1,7,6,H,H,1.1953125,"[('I', 0.56640625), ('H', 0.302734375)]"
1,8,6,H,H,0.53125,"[('H', 0.5859375), ('I', 0.27734375)]"
1,9,6,H,H,0.423828125,"[('H', 0.65625), ('I', 0.1875)]"
1,10,6,H,H,0.326171875,"[('H', 0.72265625), ('I', 0.181640625)]"
2,5,6,I,I,0.306640625,"[('I', 0.734375), ('H', 0.2392578125)]"
2,6,6,I,I,0.03173828125,"[('I', 0.96875), ('H', 0.0228271484375)]"
2,7,6,I,I,0.0262451171875,"[('I', 0.97265625), ('H', 0.0228271484375)]"
2,8,6,H,H,3.40625,"[('I', 0.9609375), ('H', 0.033203125)]"
2,9,6,H,H,0.578125,"[('H', 0.5625), ('I', 0.4375)]"
2,10,6,H,H,0.015380859375,"[('H', 0.984375), ('I', 0.0142822265625)]"
3,5,1,H,H,0.0498046875,"[('H', 0.953125), ('I', 0.047607421875)]"
4,5,6,I,I,1.703125,"[('H', 0.81640625), ('I', 0.181640625)]"
4,6,6,H,H,1.2265625,"[('I', 0.703125), ('H', 0.29296875)]"
4,7,6,I,I,0.388671875,"[('I', 0.6796875), ('H', 0.3203125)]"
4,8,6,I,I,0.1279296875,"[('I', 0.87890625), ('H', 0.11962890625)]"
4,9,6,I,I,0.1611328125,"[('I', 0.8515625), ('H', 0.1474609375)]"
4,10,6,I,I,0.055908203125,"[('I', 0.9453125), ('H', 0.052978515625)]"
5,5,1,H,H,0.2265625,"[('H', 0.796875), ('I', 0.201171875)]"
6,5,1,I,I,0.0208740234375,"[('I', 0.98046875), ('H', 0.0203857421875)]"
7,5,6,I,I,0.03466796875,"[('I', 0.96484375), ('H', 0.033203125)]"
7,6,6,I,I,0.00714111328125,"[('I', 0.9921875), ('H', 0.006744384765625)]"
7,7,6,I,I,0.005035400390625,"[('I', 0.99609375), ('H', 0.004638671875)]"
7,8,6,I,I,0.004791259765625,"[('I', 0.99609375), ('H', 0.00408935546875)]"
7,9,6,I,I,0.0091552734375,"[('I', 0.9921875), ('H', 0.0086669921875)]"
7,10,6,I,I,0.003997802734375,"[('I', 0.99609375), ('H', 0.0031890869140625)]"
8,5,6,I,I,0.0234375,"[('I', 0.9765625), ('H', 0.023193359375)]"
8,6,6,I,I,0.00103759765625,"[('I', 1.0), ('H', 0.000911712646484375)]"
8,7,6,I,I,0.000759124755859375,"[('I', 1.0), ('H', 0.0006256103515625)]"
8,8,6,I,I,0.0013580322265625,"[('I', 1.0), ('H', 0.00116729736328125)]"
8,9,6,I,I,0.00128936767578125,"[('I', 1.0), ('H', 0.00102996826171875)]"
8,10,6,I,I,0.0016937255859375,"[('I', 1.0), ('H', 0.0013275146484375)]"
9,5,1,I,I,0.1005859375,"[('I', 0.90625), ('H', 0.09619140625)]"
10,5,6,H,H,1.6015625,"[('I', 0.796875), ('H', 0.201171875)]"
10,6,6,H,H,0.018310546875,"[('H', 0.98046875), ('I', 0.0177001953125)]"
10,7,6,H,H,0.0111083984375,"[('H', 0.98828125), ('I', 0.0111083984375)]"
10,8,6,H,H,0.0125732421875,"[('H', 0.98828125), ('I', 0.0125732421875)]"
10,9,6,H,H,0.004730224609375,"[('H', 0.99609375), ('I', 0.004638671875)]"
10,10,6,H,H,0.0087890625,"[('H', 0.9921875), ('I', 0.0086669921875)]"
11,5,1,H,H,0.01422119140625,"[('H', 0.984375), ('I', 0.0142822265625)]"
12,5,6,H,H,0.006744384765625,"[('H', 0.9921875), ('I', 0.006744384765625)]"
12,6,6,H,H,0.0016021728515625,"[('H', 1.0), ('I', 0.00150299072265625)]"
12,7,6,H,H,0.000881195068359375,"[('H', 1.0), ('I', 0.000804901123046875)]"
12,8,6,H,H,0.000392913818359375,"[('H', 1.0), ('I', 0.000335693359375)]"
12,9,6,H,H,0.0004291534423828125,"[('H', 1.0), ('I', 0.000335693359375)]"
12,10,6,H,H,0.00037384033203125,"[('H', 1.0), ('I', 0.0002956390380859375)]"
13,5,1,I,I,0.38671875,"[('I', 0.6796875), ('H', 0.3203125)]"
14,5,1,H,H,0.00408935546875,"[('H', 0.99609375), ('I', 0.00408935546875)]"
15,5,1,I,I,0.000659942626953125,"[('I', 1.0), ('H', 0.0006256103515625)]"
16,5,6,H,H,0.349609375,"[('H', 0.703125), ('I', 0.29296875)]"
16,6,6,H,H,0.00408935546875,"[('H', 0.99609375), ('I', 0.00408935546875)]"
16,7,6,H,H,0.00106048583984375,"[('H', 1.0), ('I', 0.00102996826171875)]"
16,8,6,H,H,0.00075531005859375,"[('H', 1.0), ('I', 0.00070953369140625)]"
16,9,6,H,H,0.00078582763671875,"[('H', 1.0), ('I', 0.00070953369140625)]"
16,10,6,H,H,0.00201416015625,"[('H', 0.99609375), ('I', 0.00193023681640625)]"
17,5,1,I,I,0.001739501953125,"[('I', 1.0), ('H', 0.00170135498046875)]"
18,5,1,I,I,1.9140625,"[('H', 0.8515625), ('I', 0.1474609375)]"
19,5,1,H,H,0.28125,"[('H', 0.75390625), ('I', 0.2451171875)]"
20,5,1,H,H,1.140625,"[('I', 0.6796875), ('H', 0.3203125)]"
21,5,1,I,I,0.00093841552734375,"[('I', 1.0), ('H', 0.000911712646484375)]"
22,5,6,I,I,0.00072479248046875,"[('I', 1.0), ('H', 0.00070953369140625)]"
22,6,6,I,I,0.0009307861328125,"[('I', 1.0), ('H', 0.000911712646484375)]"
22,7,6,I,I,0.005279541015625,"[('I', 0.99609375), ('H', 0.0052490234375)]"
22,8,6,I,I,0.00156402587890625,"[('I', 1.0), ('H', 0.00150299072265625)]"
22,9,6,I,I,0.000583648681640625,"[('I', 1.0), ('H', 0.000553131103515625)]"
22,10,6,I,I,0.00140380859375,"[('I', 1.0), ('H', 0.0013275146484375)]"
23,5,6,I,I,0.00104522705078125,"[('I', 1.0), ('H', 0.00102996826171875)]"
23,6,6,I,I,0.033935546875,"[('I', 0.96484375), ('H', 0.033203125)]"
23,7,6,H,H,4.875,"[('I', 0.9921875), ('H', 0.00762939453125)]"
23,8,6,H,H,0.9765625,"[('I', 0.62109375), ('H', 0.376953125)]"
23,9,6,H,H,0.38671875,"[('H', 0.6796875), ('I', 0.3203125)]"
23,10,6,I,I,2.234375,"[('H', 0.89453125), ('I', 0.10693359375)]"
24,5,6,I,I,0.0001544952392578125,"[('I', 1.0), ('H', 0.00014019012451171875)]"
24,6,6,I,I,6.67572021484375e-05,"[('I', 1.0), ('H', 5.14984130859375e-05)]"
24,7,6,I,I,6.031990051269531e-05,"[('I', 1.0), ('H', 4.00543212890625e-05)]"
24,8,6,I,I,0.00250244140625,"[('I', 0.99609375), ('H', 0.002471923828125)]"
24,9,6,I,I,0.0017547607421875,"[('I', 1.0), ('H', 0.00170135498046875)]"
24,10,6,I,I,0.00176239013671875,"[('I', 1.0), ('H', 0.00170135498046875)]"
25,5,6,I,I,0.000637054443359375,"[('I', 1.0), ('H', 0.0006256103515625)]"
