participant_id,trial_index,ground_truth,nll,top2
207,1,Q,0.03364565595984459,"[('Q', 0.9669140577316284), ('D', 0.033085983246564865)]"
207,2,Q,0.6931471824645996,"[('Q', 0.5), ('D', 0.5)]"
207,3,Q,1.8047446012496948,"[('D', 0.8354835510253906), ('Q', 0.16451647877693176)]"
207,4,Q,2.3502066135406494,"[('D', 0.9046505093574524), ('Q', 0.09534946084022522)]"
207,5,Q,1.8047446012496948,"[('D', 0.8354835510253906), ('Q', 0.16451647877693176)]"
207,6,Q,1.3132617473602295,"[('D', 0.7310584783554077), ('Q', 0.26894140243530273)]"
207,7,Q,1.1368709802627563,"[('D', 0.6791786551475525), ('Q', 0.3208213150501251)]"
207,8,Q,1.0537006855010986,"[('D', 0.6513548493385315), ('Q', 0.3486451208591461)]"
207,9,Q,0.8981232643127441,"[('D', 0.5926665663719177), ('Q', 0.4073334038257599)]"
207,10,Q,0.8981232643127441,"[('D', 0.5926665663719177), ('Q', 0.4073334038257599)]"
207,11,Q,0.825939416885376,"[('D', 0.562176525592804), ('Q', 0.43782350420951843)]"
207,12,Q,0.7575989961624146,"[('D', 0.531209409236908), ('Q', 0.4687906503677368)]"
207,13,Q,0.7575989961624146,"[('D', 0.531209409236908), ('Q', 0.4687906503677368)]"
207,14,Q,0.6325989961624146,"[('Q', 0.531209409236908), ('D', 0.4687906503677368)]"
207,15,Q,0.575939416885376,"[('Q', 0.562176525592804), ('D', 0.43782350420951843)]"
207,16,Q,0.5231232643127441,"[('Q', 0.5926665663719177), ('D', 0.4073334038257599)]"
207,17,Q,0.4740769863128662,"[('Q', 0.622459352016449), ('D', 0.3775406777858734)]"
207,18,Q,0.4740769863128662,"[('Q', 0.622459352016449), ('D', 0.3775406777858734)]"
207,19,Q,0.5231232643127441,"[('Q', 0.5926665663719177), ('D', 0.4073334038257599)]"
207,20,Q,0.4740769863128662,"[('Q', 0.622459352016449), ('D', 0.3775406777858734)]"
207,21,Q,0.42870065569877625,"[('Q', 0.6513548493385315), ('D', 0.3486451208591461)]"
207,22,Q,0.38687101006507874,"[('Q', 0.6791786551475525), ('D', 0.3208213150501251)]"
207,23,Q,0.4740769863128662,"[('Q', 0.622459352016449), ('D', 0.3775406777858734)]"
207,24,Q,0.42870065569877625,"[('Q', 0.6513548493385315), ('D', 0.3486451208591461)]"
207,25,Q,0.42870065569877625,"[('Q', 0.6513548493385315), ('D', 0.3486451208591461)]"
207,26,Q,0.42870065569877625,"[('Q', 0.6513548493385315), ('D', 0.3486451208591461)]"
207,27,Q,0.42870065569877625,"[('Q', 0.6513548493385315), ('D', 0.3486451208591461)]"
207,28,Q,0.4740769863128662,"[('Q', 0.622459352016449), ('D', 0.3775406777858734)]"
207,29,Q,0.38687101006507874,"[('Q', 0.6791786551475525), ('D', 0.3208213150501251)]"
207,30,Q,0.38687101006507874,"[('Q', 0.6791786551475525), ('D', 0.3208213150501251)]"
207,31,Q,0.3484445810317993,"[('Q', 0.7057850360870361), ('D', 0.29421499371528625)]"
207,32,Q,0.3132617473602295,"[('Q', 0.7310584783554077), ('D', 0.26894140243530273)]"
207,33,Q,0.3484445810317993,"[('Q', 0.7057850360870361), ('D', 0.29421499371528625)]"
207,34,Q,0.3484445810317993,"[('Q', 0.7057850360870361), ('D', 0.29421499371528625)]"
207,35,Q,0.3132617473602295,"[('Q', 0.7310584783554077), ('D', 0.26894140243530273)]"
207,36,D,1.3132617473602295,"[('Q', 0.7310584783554077), ('D', 0.26894140243530273)]"
207,37,D,0.6325989961624146,"[('D', 0.531209409236908), ('Q', 0.4687906503677368)]"
207,38,D,0.07888974994421005,"[('D', 0.9241418242454529), ('Q', 0.07585817575454712)]"
207,39,D,0.03804141283035278,"[('D', 0.9626731276512146), ('Q', 0.037326887249946594)]"
207,40,D,0.02630021423101425,"[('D', 0.9740425944328308), ('Q', 0.02595735713839531)]"
207,41,D,0.018149960786104202,"[('D', 0.9820137023925781), ('Q', 0.01798621192574501)]"
207,42,D,0.018149960786104202,"[('D', 0.9820137023925781), ('Q', 0.01798621192574501)]"
207,43,D,0.016034230589866638,"[('D', 0.9840936064720154), ('Q', 0.01590639352798462)]"
207,44,D,0.016034230589866638,"[('D', 0.9840936064720154), ('Q', 0.01590639352798462)]"
207,45,D,0.01416344940662384,"[('D', 0.9859364032745361), ('Q', 0.014063626527786255)]"
207,46,D,0.012509571388363838,"[('D', 0.9875683188438416), ('Q', 0.012431653216481209)]"
207,47,D,0.011047743260860443,"[('D', 0.9890130758285522), ('Q', 0.010986941866576672)]"
207,48,D,0.009755908511579037,"[('D', 0.9902915358543396), ('Q', 0.009708474390208721)]"
207,49,D,0.007606116589158773,"[('D', 0.9924226999282837), ('Q', 0.007577241398394108)]"
207,50,D,0.006715348921716213,"[('D', 0.9933071136474609), ('Q', 0.006692851427942514)]"
207,51,D,0.007606116589158773,"[('D', 0.9924226999282837), ('Q', 0.007577241398394108)]"
207,52,D,0.006715348921716213,"[('D', 0.9933071136474609), ('Q', 0.006692851427942514)]"
207,53,D,0.005928550846874714,"[('D', 0.9940889477729797), ('Q', 0.005911068990826607)]"
207,54,D,0.005928550846874714,"[('D', 0.9940889477729797), ('Q', 0.005911068990826607)]"
207,55,D,0.006715348921716213,"[('D', 0.9933071136474609), ('Q', 0.006692851427942514)]"
207,56,Q,5.1309285163879395,"[('D', 0.9940889477729797), ('Q', 0.005911068990826607)]"
207,57,Q,0.575939416885376,"[('Q', 0.562176525592804), ('D', 0.43782350420951843)]"
207,58,Q,0.1797446459531784,"[('Q', 0.8354835510253906), ('D', 0.16451647877693176)]"
207,59,Q,0.10020658373832703,"[('Q', 0.9046505093574524), ('D', 0.09534946084022522)]"
207,60,Q,0.10020658373832703,"[('Q', 0.9046505093574524), ('D', 0.09534946084022522)]"
207,61,Q,0.10020658373832703,"[('Q', 0.9046505093574524), ('D', 0.09534946084022522)]"
207,62,Q,0.08893945813179016,"[('Q', 0.9149009585380554), ('D', 0.08509904891252518)]"
207,63,Q,0.07888974994421005,"[('Q', 0.9241418242454529), ('D', 0.07585817575454712)]"
207,64,Q,0.06993623077869415,"[('Q', 0.9324532747268677), ('D', 0.06754668802022934)]"
207,65,Q,0.06196761503815651,"[('Q', 0.9399133324623108), ('D', 0.06008664891123772)]"
207,66,Q,0.06196761503815651,"[('Q', 0.9399133324623108), ('D', 0.06008664891123772)]"
207,67,Q,0.05488219112157822,"[('Q', 0.946596622467041), ('D', 0.05340332165360451)]"
207,68,Q,0.04858732968568802,"[('Q', 0.9525741338729858), ('D', 0.047425877302885056)]"
207,69,Q,0.04858732968568802,"[('Q', 0.9525741338729858), ('D', 0.047425877302885056)]"
207,70,Q,0.042999111115932465,"[('Q', 0.957912266254425), ('D', 0.04208773374557495)]"
207,71,D,3.167999029159546,"[('Q', 0.957912266254425), ('D', 0.04208773374557495)]"
207,72,D,0.12692804634571075,"[('D', 0.8807970285415649), ('Q', 0.11920291185379028)]"
207,73,D,0.042999111115932465,"[('D', 0.957912266254425), ('Q', 0.04208773374557495)]"
207,74,D,0.02630021423101425,"[('D', 0.9740425944328308), ('Q', 0.02595735713839531)]"
