participant_id,trial_index,ground_truth,nll,top2
106,1,U,0.04858732968568802,"[('U', 0.9525741338729858), ('M', 0.047425877302885056)]"
106,2,U,1.4061501026153564,"[('M', 0.7549149990081787), ('U', 0.24508503079414368)]"
106,3,U,2.6949362754821777,"[('M', 0.9324532747268677), ('U', 0.06754668802022934)]"
106,4,U,3.167999029159546,"[('M', 0.957912266254425), ('U', 0.04208773374557495)]"
106,5,U,2.3502066135406494,"[('M', 0.9046505093574524), ('U', 0.09534946084022522)]"
106,6,U,1.8047446012496948,"[('M', 0.8354835510253906), ('U', 0.16451647877693176)]"
106,7,U,1.4061501026153564,"[('M', 0.7549149990081787), ('U', 0.24508503079414368)]"
106,8,U,1.4061501026153564,"[('M', 0.7549149990081787), ('U', 0.24508503079414368)]"
106,9,U,1.2234445810317993,"[('M', 0.7057850360870361), ('U', 0.29421499371528625)]"
106,10,U,1.1368709802627563,"[('M', 0.6791786551475525), ('U', 0.3208213150501251)]"
106,11,U,1.0537006855010986,"[('M', 0.6513548493385315), ('U', 0.3486451208591461)]"
106,12,U,0.9740769863128662,"[('M', 0.622459352016449), ('U', 0.3775406777858734)]"
106,13,U,0.8981232643127441,"[('M', 0.5926665663719177), ('U', 0.4073334038257599)]"
106,14,U,0.825939416885376,"[('M', 0.562176525592804), ('U', 0.43782350420951843)]"
106,15,U,0.7575989961624146,"[('M', 0.531209409236908), ('U', 0.4687906503677368)]"
106,16,U,0.7575989961624146,"[('M', 0.531209409236908), ('U', 0.4687906503677368)]"
106,17,U,0.6325989961624146,"[('U', 0.531209409236908), ('M', 0.4687906503677368)]"
106,18,U,0.575939416885376,"[('U', 0.562176525592804), ('M', 0.43782350420951843)]"
106,19,U,0.5231232643127441,"[('U', 0.5926665663719177), ('M', 0.4073334038257599)]"
106,20,U,0.575939416885376,"[('U', 0.562176525592804), ('M', 0.43782350420951843)]"
106,21,U,0.575939416885376,"[('U', 0.562176525592804), ('M', 0.43782350420951843)]"
106,22,U,0.4740769863128662,"[('U', 0.622459352016449), ('M', 0.3775406777858734)]"
106,23,U,0.5231232643127441,"[('U', 0.5926665663719177), ('M', 0.4073334038257599)]"
106,24,U,0.4740769863128662,"[('U', 0.622459352016449), ('M', 0.3775406777858734)]"
106,25,U,0.4740769863128662,"[('U', 0.622459352016449), ('M', 0.3775406777858734)]"
106,26,U,0.4740769863128662,"[('U', 0.622459352016449), ('M', 0.3775406777858734)]"
106,27,U,0.5231232643127441,"[('U', 0.5926665663719177), ('M', 0.4073334038257599)]"
106,28,U,0.4740769863128662,"[('U', 0.622459352016449), ('M', 0.3775406777858734)]"
106,29,U,0.42870065569877625,"[('U', 0.6513548493385315), ('M', 0.3486451208591461)]"
106,30,U,0.3484445810317993,"[('U', 0.7057850360870361), ('M', 0.29421499371528625)]"
106,31,U,0.3132617473602295,"[('U', 0.7310584783554077), ('M', 0.26894140243530273)]"
106,32,U,0.3132617473602295,"[('U', 0.7310584783554077), ('M', 0.26894140243530273)]"
106,33,U,0.28115010261535645,"[('U', 0.7549149990081787), ('M', 0.24508503079414368)]"
106,34,U,0.28115010261535645,"[('U', 0.7549149990081787), ('M', 0.24508503079414368)]"
106,35,U,0.25192904472351074,"[('U', 0.7772998809814453), ('M', 0.22270016372203827)]"
106,36,M,1.6004126071929932,"[('U', 0.7981867790222168), ('M', 0.2018132209777832)]"
106,37,M,0.3132617473602295,"[('M', 0.7310584783554077), ('U', 0.26894140243530273)]"
106,38,M,0.05488219112157822,"[('M', 0.946596622467041), ('U', 0.05340332165360451)]"
106,39,M,0.023245446383953094,"[('M', 0.977022647857666), ('U', 0.022977372631430626)]"
106,40,M,0.01416344940662384,"[('M', 0.9859364032745361), ('U', 0.014063626527786255)]"
106,41,M,0.011047743260860443,"[('M', 0.9890130758285522), ('U', 0.010986941866576672)]"
106,42,M,0.007606116589158773,"[('M', 0.9924226999282837), ('U', 0.007577241398394108)]"
106,43,M,0.009755908511579037,"[('M', 0.9902915358543396), ('U', 0.009708474390208721)]"
106,44,M,0.008614521473646164,"[('M', 0.9914224743843079), ('U', 0.008577484637498856)]"
106,45,M,0.008614521473646164,"[('M', 0.9914224743843079), ('U', 0.008577484637498856)]"
106,46,M,0.008614521473646164,"[('M', 0.9914224743843079), ('U', 0.008577484637498856)]"
106,47,M,0.007606116589158773,"[('M', 0.9924226999282837), ('U', 0.007577241398394108)]"
106,48,M,0.009755908511579037,"[('M', 0.9902915358543396), ('U', 0.009708474390208721)]"
106,49,M,0.008614521473646164,"[('M', 0.9914224743843079), ('U', 0.008577484637498856)]"
106,50,M,0.007606116589158773,"[('M', 0.9924226999282837), ('U', 0.007577241398394108)]"
106,51,M,0.008614521473646164,"[('M', 0.9914224743843079), ('U', 0.008577484637498856)]"
106,52,M,0.007606116589158773,"[('M', 0.9924226999282837), ('U', 0.007577241398394108)]"
106,53,M,0.007606116589158773,"[('M', 0.9924226999282837), ('U', 0.007577241398394108)]"
106,54,M,0.007606116589158773,"[('M', 0.9924226999282837), ('U', 0.007577241398394108)]"
106,55,M,0.007606116589158773,"[('M', 0.9924226999282837), ('U', 0.007577241398394108)]"
106,56,U,4.882606029510498,"[('M', 0.9924226999282837), ('U', 0.007577241398394108)]"
106,57,U,0.8981232643127441,"[('M', 0.5926665663719177), ('U', 0.4073334038257599)]"
106,58,U,0.2014133334159851,"[('U', 0.8175744414329529), ('M', 0.18242549896240234)]"
106,59,U,0.11282224208116531,"[('U', 0.893309473991394), ('M', 0.10669059306383133)]"
106,60,U,0.08893945813179016,"[('U', 0.9149009585380554), ('M', 0.08509904891252518)]"
106,61,U,0.06196761503815651,"[('U', 0.9399133324623108), ('M', 0.06008664891123772)]"
106,62,U,0.05488219112157822,"[('U', 0.946596622467041), ('M', 0.05340332165360451)]"
106,63,U,0.042999111115932465,"[('U', 0.957912266254425), ('M', 0.04208773374557495)]"
106,64,U,0.03804141283035278,"[('U', 0.9626731276512146), ('M', 0.037326887249946594)]"
106,65,U,0.03364565595984459,"[('U', 0.9669140577316284), ('M', 0.033085983246564865)]"
106,66,U,0.029750416055321693,"[('U', 0.970687747001648), ('M', 0.02931223250925541)]"
106,67,U,0.02630021423101425,"[('U', 0.9740425944328308), ('M', 0.02595735713839531)]"
106,68,U,0.023245446383953094,"[('U', 0.977022647857666), ('M', 0.022977372631430626)]"
106,69,U,0.020541900768876076,"[('U', 0.979667603969574), ('M', 0.020332353189587593)]"
106,70,U,0.018149960786104202,"[('U', 0.9820137023925781), ('M', 0.01798621192574501)]"
106,71,M,4.0181498527526855,"[('U', 0.9820137023925781), ('M', 0.01798621192574501)]"
106,72,M,0.14267508685588837,"[('M', 0.8670357465744019), ('U', 0.13296423852443695)]"
106,73,M,0.06993623077869415,"[('M', 0.9324532747268677), ('U', 0.06754668802022934)]"
106,74,M,0.042999111115932465,"[('M', 0.957912266254425), ('U', 0.04208773374557495)]"
106,75,M,0.029750416055321693,"[('M', 0.970687747001648), ('U', 0.02931223250925541)]"
106,76,M,0.029750416055321693,"[('M', 0.970687747001648), ('U', 0.02931223250925541)]"
106,77,M,0.023245446383953094,"[('M', 0.977022647857666), ('U', 0.022977372631430626)]"
