trial_index,choice_mapped,choice,choice_option_1,choice_option_2,reward,cumulative_reward,prompt_hash,seed,initial_correct_bandit
1,J,2,G,J,1,1,4168b47ba4af8a0afe9bd45fe471826e04df8e446c6cd98ef28448dd4f53d24c,761338718,2
2,G,1,G,J,1,2,bc160253a69ac47209d22c267a11ff1ef3ffdf51e04a8ec55d8c851239b6c8d0,761338718,2
3,G,1,G,J,1,3,6b2d108eb04109d431405bdc4e05135641f2d473b67ca8f375a3cd00b717a991,761338718,2
4,G,1,G,J,0,3,f02512b8f98943d984d7503894907c0d42dd02c0f5915d9dc900fb86f67768c4,761338718,2
5,J,2,G,J,0,3,d7000b63e8e569b7dfce222f9049ca809761f290eca7274a0bf4fae711b69c31,761338718,2
6,G,1,G,J,1,4,3b12f99df81f73c1a094d5a3aa50adcc9d8f1183fbf93210475f34b2bb4b850c,761338718,2
7,G,1,G,J,1,5,a1cc69e24a4887428288488e76a326081cbc4f1877fdcdd6466af868f7b5ebb1,761338718,2
8,J,2,G,J,1,6,b272c3049fc455d2966eb94f1337689a36724057c33331ad7b4e43bf39a03ed2,761338718,2
9,G,1,G,J,0,6,c743212a618785aae898da6536173c57fb6ad944a122748631c390f4b56378df,761338718,2
10,J,2,G,J,1,7,b0cba260a42c0b0108b0349aeb4cddbcf973695e5d2082086db5a7ff942826c2,761338718,2
11,J,2,G,J,1,8,20949fa608f2ac401cf22646b3a00d178147ff7025d679ac30531ee77bb2b843,761338718,2
12,J,2,G,J,1,9,b23b8ee87ce664c8ad1046855d559b20bce71aed785a1d6a50f1db77c3fc5885,761338718,2
13,G,1,G,J,0,9,953986535ce86fa3bf962894d8e1f65f149e4857f11354d066ee2947d1013033,761338718,2
14,J,2,G,J,1,10,f5191d3cc0ebe2fe5c3837a4f02e902ef4dfc022786ba1ceda3b814177f0530a,761338718,2
15,J,2,G,J,1,11,69944c04965d0b5971c4692d6d5fe1e91a1e59b057d0f47ca4efab2ffa33fde7,761338718,2
16,J,2,G,J,0,11,bde33f0c26f990616b0c669de4e30b1ed032d07e43031f7c7bdc05a09e4c6d4f,761338718,2
17,G,1,G,J,0,11,53c4830facac3c7d7bff9de85a415fe4e95f736cae67a776d888e7700573be54,761338718,2
18,G,1,G,J,0,11,4dbd257374e624270dd5758a949ce6cfc3b0510945afd7c39ab1bd30c9685f0b,761338718,2
19,G,1,G,J,0,11,e06ce8ff3217d4e7a2d67cbc2ab6b83f3abf32e3ac0a7889031179577057ec00,761338718,2
20,J,2,G,J,1,12,beb374c47e26715b55506e78931befe42a505241d07864d2cbcb3804e3eaa402,761338718,2
21,J,2,G,J,1,13,2531a6c954a29f7f97fd838355f1edcf7d2ef20f2b623e1b8e125508b58e7e40,761338718,2
22,J,2,G,J,1,14,ab8a5b65e2cca6e4fb97b4a1b14177e1346fa35e89baa985329af9063332bf36,761338718,2
23,J,2,G,J,1,15,667aacb7cd7282649a5f50d058323fe35f9f3ce9d26476d9746f3e831dee6017,761338718,2
24,J,2,G,J,1,16,0591a7995240310a1be53026cd201b465645b4ff1d3f6363cda9e8ad53d98505,761338718,2
25,J,2,G,J,0,16,bc54b4ec95ec20d1f476c548eee9165da7e3636aa3ac938dd9f2cf122592a048,761338718,2
26,G,1,G,J,0,16,f25a62d733bf079a339c5fedc936b43d1c72c8a469138ba8849306fd7439bbaa,761338718,2
27,J,2,G,J,1,17,925f17ff8a7b554b6c0bbf4652f9f8396515b6847c729d6c8b17693318492be2,761338718,2
28,J,2,G,J,1,18,98b952b8641671939ff74b88855aedd20b80a8f7d36ac2cd0423b771e9bf3d7e,761338718,2
29,J,2,G,J,1,19,e3535a922d588398c7818b650904fb12c2be025c26dfbcbd067cae65e2e2a88c,761338718,2
30,J,2,G,J,1,20,a7838e566ffe61db976fa5ef88f77be0fbb8f627aca98defe52a44cbac1a3547,761338718,2
31,J,2,G,J,1,21,504c18927192a7b53d923d6b91c0a38749a1aec442af274a600d03a6380687ad,761338718,2
32,J,2,G,J,1,22,3c3a4e7771e3ef8c20a9bf95c3df0f0b6ec0cf7d3eaeec73214fbec83221f856,761338718,2
33,J,2,G,J,1,23,0c009e9a41c3b33f7e659ae65c570436dd5f890c034417ff29e56a78b9a063cc,761338718,2
34,J,2,G,J,1,24,d99934f130d86fa6ee3a3b324c3e5f7319c4fcad7c7118a5f5454e3f4f95fc10,761338718,2
35,J,2,G,J,1,25,2a73f52124fc8a22b06941f60d236fe252708b5a1ebdca15547c8741fa887313,761338718,2
36,J,2,G,J,1,26,22f24cf2dc2ac733a2d83d083dafecbef2a4efbec9fd0e85e89e22a5061cb4a2,761338718,2
37,J,2,G,J,0,26,e37058490cec18a70ca902ca9c08def3d9d01664e066d6c48c4580c81f076384,761338718,2
38,J,2,G,J,0,26,56fc6b674a4a745e6cd6a1d21510a7fc70a7998f5e6be1ffdaeb9836b91bbe1d,761338718,2
39,G,1,G,J,1,27,4a50675cf7b2cd908a0d53ee86811a7f5ea85a993744d93b64862fafeb0cbed1,761338718,2
40,G,1,G,J,1,28,a9deaae2be2131a31799ebe03515bb646a3012f96efef658ffee137fde187cd7,761338718,2
41,G,1,G,J,0,28,b73ca6d02fe1a33908bc99fec734fe94bd6f03ed98aad746b7ec312db1b83fab,761338718,2
42,J,2,G,J,0,28,67ccaedf61cc26007645e68a4edb8a94b8b861e428434e84a8fd3cf1677eebee,761338718,2
43,J,2,G,J,1,29,ef113ccfcc4a4def363daec600f7d3a263bb089e3226506789936014edaf2798,761338718,2
44,J,2,G,J,0,29,8c8380107a9be27653bdea013f0ae0c522eead0cf6e1c8e785a3cfafe60650ec,761338718,2
45,G,1,G,J,0,29,3759e5b611dd92814c8cbd99ebeb5a382ef24e744e35b6131fd8c1b12a79afbe,761338718,2
46,J,2,G,J,0,29,19c8c7b602c03c3f6955759eaed602c94f18ee1988a1f9366b529a94ee008974,761338718,2
47,J,2,G,J,0,29,0f00ff49ad666f1d72747547f631c741fff890e29279cc372b37aa1b804df017,761338718,2
48,J,2,G,J,0,29,1f37018166af7f11dc5779e0238b34e4a652d28708528cb8cddf0e2f90115f6a,761338718,2
49,G,1,G,J,1,30,c6c4d4a1d84fdea76eb70c4e341d8660bc2ea6a707e372239382bd79b03fd708,761338718,2
50,G,1,G,J,0,30,c17d39d037517bcd07f7b1135eca7eac336d4c80f44b6cc4b699d7cc23e45598,761338718,2
51,G,1,G,J,1,31,05d0c73a16b5af0b39a1b9aabbbc357fbdb56f62663930109dfa1f43547ba6b7,761338718,2
52,G,1,G,J,1,32,86c3d28b5364a4a6b3eea4d21b43b87c136a254616b2492f349098d1949c2e46,761338718,2
53,G,1,G,J,1,33,9a8f0f9986ecc56cac2ce088d67c8bfafc723d788c27304b1821d806a06bcf79,761338718,2
54,G,1,G,J,1,34,3ad00e760e5542d71a8ab6ff53a8e1a916490fc0831d824f170f381bf218f6b7,761338718,2
55,G,1,G,J,1,35,24900ee89bf1487bb25deb2271e4a0b83a433598d6dc1a53a5a5c96547429cf8,761338718,2
56,G,1,G,J,1,36,8a98a29032c5b4472b9d908fab4f121c161f3906ea14199833c09a8d201fc817,761338718,2
57,G,1,G,J,0,36,a049d4b471102a9fea7dbaf635c5eb72fb9d7ff50df3b51b2cdc71f6cd73a3a1,761338718,2
58,J,2,G,J,1,37,6a0236f497f147b2cd72e1953afb731e126edafbc349bed5baae9360d4373792,761338718,2
59,J,2,G,J,1,38,a8e7e5f901f3c0e78b62b401130db0f83dd17f501bb33753b3f430670517bf59,761338718,2
60,J,2,G,J,1,39,bc27c27a00361151eab34ce8f1b3ed64320b329aa84cce8bb3bf2868ac05d093,761338718,2
61,J,2,G,J,1,40,5e56ae688c5d5f633f4258ba68c05a9a047187bf26d28da566d9fbad88ef5d00,761338718,2
62,J,2,G,J,1,41,8d673aa1faf77e20bc9d9ba255e48773fdaaec19204b88da0d8d1129a74217ed,761338718,2
63,J,2,G,J,1,42,d328da1bbcc8edc0e95071aa3f18238317de19d7729fe61b84d81215dd3fe50f,761338718,2
64,J,2,G,J,1,43,52594cdea517febcc25424df933c6483bde6a2ecddd7adfb7715a4ab7ae87c35,761338718,2
65,J,2,G,J,0,43,124a3941fd6271bbe12f5e9a61744b8529cebd0fb4d220a4b8b7dd9cd73149d5,761338718,2
66,J,2,G,J,1,44,6b3990aa92d4ef86fc4a6bd2cdf5c1277bd738b1b0a950a3ee80f19a0a4d3ff8,761338718,2
67,J,2,G,J,1,45,217a6afd80b6d628b8a29190ba9f483f8aa14e7b691af47968a744f5947ad488,761338718,2
68,J,2,G,J,0,45,323ce5f9514878ebec663616209a295c26214db09a951d01107984be67507bcb,761338718,2
69,G,1,G,J,0,45,724720e42f1d71d3758fa557f57a9c637e57bbe92e47e84bd4d5f8217dc11782,761338718,2
70,G,1,G,J,1,46,5936e17edd604a8b69a0efbc182b181183d31901015e7d6a8c33c5d0a7ee82de,761338718,2
71,G,1,G,J,0,46,9fc89f34669f8d995ed03dc6c9d3cd0bef294af63c4749a8f7548dbf49f9ed5d,761338718,2
72,J,2,G,J,0,46,3bd604539615e8c7b00534785bb886b8bef200f23b077dcef7f5dd9424a96248,761338718,2
73,J,2,G,J,0,46,b967b08fbf391dada9b5ac521bec8ff6696fe9359e7a8a9529d71b680a83a89b,761338718,2
74,G,1,G,J,1,47,04cffc38d1f70a91cc05e200913a624cbd57131a6f959259e5fae5b8610a8234,761338718,2
75,G,1,G,J,0,47,a33210e2c3c311bf70634944a512bf68fd0e75da02f2740c5f06a706369bcb7b,761338718,2
76,G,1,G,J,1,48,2560e8924df3d6a8d91a4bdb05fd90fbb0d99292ad800b865dd70320c504914e,761338718,2
77,G,1,G,J,1,49,e0806741532a9543738a1ab9e3a33d034bc651b7e51391852041f1600f36c85e,761338718,2
78,G,1,G,J,1,50,555150de8f37002149aee7890b9af77265a21d540ec014bfce9977f965a17e35,761338718,2
79,G,1,G,J,1,51,79c90986eb2d3fcd602d9050ea7776152eb972444212b9c5305b7cfe70a4eef6,761338718,2
80,G,1,G,J,1,52,ae52218845256ff7363a756352e3a90a2fd85223ad4a072e1f0159a0239116cc,761338718,2
81,G,1,G,J,0,52,2d0d2d3b9925bee3d7b91f15c04099fc862dbd48fcff8dcab8966d23b9d9ed91,761338718,2
82,G,1,G,J,1,53,d270850f7901d82a8d12c25e279a96354ae7557e0c5a4aa94a44188deb888afc,761338718,2
83,G,1,G,J,1,54,43403586012c767e36601de19ffaa3dbf3bf6a10ce2350a3398a1f74585cb40b,761338718,2
84,G,1,G,J,1,55,0501820cb750f62f4aa402ffffd111c778f901c4e7cacaf81f3c1f6d55ea0926,761338718,2
85,G,1,G,J,1,56,463a5982603c7d387b83b7115c8e58ca55b5aaad2876d0830d930f4f3c442de8,761338718,2
86,G,1,G,J,0,56,4351cde33709dcfafb8fe8aa3a40345647566ecb27c3aafe2e2e06e07f085f01,761338718,2
87,G,1,G,J,0,56,6858b87844fbe93dadeb3b5018faa7c2e4c8cfd965709bdaea5c76a6807345e8,761338718,2
88,J,2,G,J,1,57,2c1e8fc770e8e86378630dd137f54d6fc23fcd5152c70bf52e0b5868be1d1d18,761338718,2
89,J,2,G,J,1,58,5c85c4c9375e580fef58faf823b2bf754630628633e7cc03f213f5a4ee64f58d,761338718,2
90,J,2,G,J,1,59,72b04f87577f02a1ab8512e990ea070c8f53d304c87f3ea237fd71b98dd83f2f,761338718,2
91,J,2,G,J,1,60,a3b53c3564aed09deb626b73a07e7c3a936c7995fd04c183b9ae0db335726533,761338718,2
92,J,2,G,J,1,61,77633fcbb17fcd735a832f3f18782b0b1f96ea2d29221e127cd156e93275ba1b,761338718,2
93,J,2,G,J,1,62,9755a7ea065ed9a3461967bd3cd6cb2a12025712ed444d000f2497db47f042ff,761338718,2
94,J,2,G,J,1,63,ab87f6df37063d323186bfd610f1d11debe5a3e8da0d6fe8e1a90aef9f119a9f,761338718,2
95,J,2,G,J,1,64,673c920381576f0356031891efd728d824c076a2dda31df5ed2743a263c60809,761338718,2
96,J,2,G,J,0,64,4c2c16d74704ba6a6ed5b76bb772e1f79f69852f11a8b6a999e6c5ef1bd90bcc,761338718,2
97,J,2,G,J,0,64,ffe6c46044c9431e8b152326d913378d385ebb5a63f2419bf9d0d70e5eaabae3,761338718,2
98,J,2,G,J,1,65,99292d9d1d364dce24cbb74ef882c9721158581da00a1e603b78f70af97ca6d2,761338718,2
99,J,2,G,J,1,66,cf87b926f16d3eab3cc36e5cdc5a3468143fe069b32ee0afca357718ef6e385d,761338718,2
100,J,2,G,J,1,67,2710da075a63b8396b30f6c3f6cdb604b1d3889a74a5e8a92cef83b4dc3dfc46,761338718,2
101,J,2,G,J,0,67,83b5cb8a65057eabbc61254d4fdab6601130f373e1ea3cae1b6f17376d2addb2,761338718,2
102,J,2,G,J,1,68,ebd09ca95b0e477b408bfc777ecff5283708049f1791984d0484e516a515c3a1,761338718,2
103,J,2,G,J,0,68,98856cf1d1ff46fa4f0dc1182c15e10e3e482b3a989c9a3b32383845ceb8af2d,761338718,2
104,J,2,G,J,1,69,7c05c6388748cc1c819a3a193b460a0560ece9222c1f90fb2d99e9258927ce58,761338718,2
105,J,2,G,J,1,70,824fe41f574fddef976afaf025b88804c726a20a751238e8669567b40d4a6e65,761338718,2
106,J,2,G,J,1,71,6df00611acdfed2e59faebbe221b777891c6b5123143b344f96b7313773d95e1,761338718,2
107,J,2,G,J,1,72,b6a8447296e3775936caa18ceafc8a1ce75fb12b495be4f2cf1bd1c6b254e035,761338718,2
108,J,2,G,J,0,72,63852ebf680e368032af7b0acd9dde004d9dd091eb5b663d59b06744f4368455,761338718,2
109,G,1,G,J,1,73,2306d37d58a894ef2d70e325b56edbe9708f14d43726ebb759d2cf36119ccb40,761338718,2
110,G,1,G,J,1,74,ec292c51347025623fa556c0d046bef58b5be61d808c3aff191773d52ec515ee,761338718,2
111,G,1,G,J,1,75,b3b2b7a85ac1a42c202e4d14760f1b007f4f3753dca2a725bdff8ec09c6e6333,761338718,2
112,G,1,G,J,1,76,84e85c4427e17f75a31f7d2c3a26716f1e7d3d7581fcd39add919500ce121fad,761338718,2
113,G,1,G,J,1,77,d13cf328a757022271307f78e0fdcf7fbc3b602094bf4819044790f42806038b,761338718,2
114,G,1,G,J,0,77,a3f54f70180328b26e49c5e30066fdf61fb3ca2540607f5fcb24df195698c011,761338718,2
115,G,1,G,J,1,78,5c5054aea3d2002b1ad2f8ea10c7eb9c685a1b72e07c2953f09330162ec8dfaa,761338718,2
116,G,1,G,J,1,79,d7f5ae9b9d9dd6a4a3642b792d0d9c3f97fc6864ff35738b4f4c8db1cdc96826,761338718,2
117,G,1,G,J,0,79,45a2dfee2cd3c3f9ff1e84fcaa8faa417f1dffa61f307bc509ecb573a7a3bab6,761338718,2
118,G,1,G,J,0,79,b0ceb70288068683c11c82e46dbb8523d21910c71e3ceeeb84a97c859f160d5e,761338718,2
119,G,1,G,J,0,79,8fd5747eb4aca7a3e30666ad818d98f32653ccc86852ca11c668512b28778d52,761338718,2
120,G,1,G,J,1,80,0303162805940794ec3377b795067ad82e2263f1531cad3d8a83da0cef070068,761338718,2
