trial_index,choice_mapped,choice,choice_option_1,choice_option_2,reward,cumulative_reward,prompt_hash,seed,initial_correct_bandit
1,P,1,P,S,0,0,668e7e0720c7b0ec93b7de062177a0fa577ae430cb0979b27a3bd4a9082897f7,1981113449,2
2,S,2,P,S,1,1,94f2828729868add5ce92c292960feff598484c6e947c5169c4b2d26f4b2490c,1981113449,2
3,S,2,P,S,1,2,11d6a8a8dfce17cf1d064719ffa1f259a6c381cdf8632f8eb2b77bc2cf83263d,1981113449,2
4,S,2,P,S,1,3,26062a0c57224bcaf1cc33112cec2fad222a849133c0740a8c216ec11748e0c4,1981113449,2
5,S,2,P,S,1,4,ded5bd434d9219888a4f03eb444c46ce20626eb78b01551e6b1aa8ce777d3e17,1981113449,2
6,S,2,P,S,1,5,4aa07df52a293df1b2dfcb16ea6e49887d93a7ca3292520fc9bb095e081233f4,1981113449,2
7,S,2,P,S,0,5,0bd24d27989dcec8d835fe12539ed284cf6540ad598fcee5d03597483ca3bd5a,1981113449,2
8,P,1,P,S,1,6,c51ef05eec6e76f3c8728126fd872891e38575ecc64d1e7057af85951e93fb7a,1981113449,2
9,P,1,P,S,1,7,70706ee59f877ca68e03495b3e47db1eb8a5c72dadbb8e5c097f9053596ecbaa,1981113449,2
10,P,1,P,S,0,7,4a6af624538e0bf50fcae51cec712d9dd7b603b5cf9c8bdbc09c5efd6dac9622,1981113449,2
11,P,1,P,S,0,7,2c295580e9737d45c3d66a3f7a242f48e5677bc314216073cce573f897167414,1981113449,2
12,P,1,P,S,0,7,adf2b0222379cc9d8e62ba52157de649656d707490dff79def9dabb163c07a2f,1981113449,2
13,S,2,P,S,1,8,3bf436ccef5a92cc7431b0ed496882d803eb9e1bc365e7807e1b332b094403ef,1981113449,2
14,S,2,P,S,1,9,3d0794f33a36546b25c37ff48afceee635056b60b8b98b837f4308ec1f154805,1981113449,2
15,S,2,P,S,1,10,6c5dfcfdea35f5667f5cf739689cba2dcabbca1b8ab5f5d97af532b00bcef80e,1981113449,2
16,S,2,P,S,0,10,4cb4d79fff7107fd64957bea1607561b3140d06ffc81b9dd869e92d6cc3200f2,1981113449,2
17,S,2,P,S,1,11,46549ce6b4fb4ee9036f006975869c7890345466f0c38a4c2027eb26ac2ff2d9,1981113449,2
18,S,2,P,S,1,12,82fec2f1cfb1ed6cc15241b23fd2f6d50483b521fee0f4da733f8107a0a28185,1981113449,2
19,S,2,P,S,1,13,4bbb31e50a7b4b897c2e16c56c7b60d19ef1f31c678b7203708aab37bfd17799,1981113449,2
20,S,2,P,S,1,14,1db4833709234370becbd4ca8d75f5e11e539f3064c938316cd5166a90b8497e,1981113449,2
21,S,2,P,S,1,15,731764b18d93a145b2ac3d92dbf5cc3fab2a6fb146871f9b8525c250ccd30cbc,1981113449,2
22,S,2,P,S,1,16,57c51ed9e738dd47bf6e0af48431a613c6975e087d64bbd95a47d116eecc6cb3,1981113449,2
23,S,2,P,S,1,17,5cc987b050b388770097d159319f9da010c06423dc63e2d67ea5d3b66022bc94,1981113449,2
24,S,2,P,S,1,18,0379499ddd73ccdcaf5229639ad9f87e7eb1f1882bf0d814dd5fc32d27a1e2db,1981113449,2
25,S,2,P,S,0,18,45b71355397de1e45f1ccf0ed9dacefac39fbd9b500a042671e6659c38164a30,1981113449,2
26,S,2,P,S,1,19,9127e5638fa3fb5092f02f67025c8165dc409a20e7df4d1dd03e6a663d60554e,1981113449,2
27,S,2,P,S,1,20,599972cc9ddd6dba500adfb39c7140351cf8b1e6db7e65f71ec850b5a61f0217,1981113449,2
28,S,2,P,S,0,20,cc6b2d3291d97df123762734c019e5118a44a5a6919adf497ac7d47e605bbd6b,1981113449,2
29,S,2,P,S,1,21,f7d6bff4881cf0aac80e85106c15c136b99246271ef5f19c1eb1c1a30396fc50,1981113449,2
30,S,2,P,S,1,22,8a97fb71230154b4a6ae0da5205ec33de03fe4c65f28a9f00faec6ff3993aeb7,1981113449,2
