participant_id,game,trial_index,ground_truth,nll,is_free,top2
1,1,1,I,0.201171875,False,"[('I', 0.81640625), ('H', 0.181640625)]"
1,1,2,H,1.3125,False,"[('I', 0.73046875), ('H', 0.26953125)]"
1,1,3,I,0.201171875,False,"[('I', 0.81640625), ('H', 0.181640625)]"
1,1,4,I,0.34765625,False,"[('I', 0.70703125), ('H', 0.29296875)]"
1,1,5,I,0.251953125,True,"[('I', 0.77734375), ('H', 0.22265625)]"
1,2,1,I,0.16015625,False,"[('I', 0.8515625), ('H', 0.1474609375)]"
1,2,2,H,2.34375,False,"[('I', 0.90625), ('H', 0.09619140625)]"
1,2,3,H,0.474609375,False,"[('H', 0.62109375), ('I', 0.37890625)]"
1,2,4,H,0.97265625,False,"[('I', 0.62109375), ('H', 0.37890625)]"
1,2,5,H,0.28125,True,"[('H', 0.75390625), ('I', 0.2451171875)]"
1,2,6,H,0.16015625,True,"[('H', 0.8515625), ('I', 0.1474609375)]"
1,2,7,H,0.16015625,True,"[('H', 0.8515625), ('I', 0.1474609375)]"
1,2,8,H,0.10009765625,True,"[('H', 0.90625), ('I', 0.09619140625)]"
1,2,9,H,0.8984375,True,"[('I', 0.59375), ('H', 0.40625)]"
1,2,10,H,0.69140625,True,"[('I', 0.5), ('H', 0.5)]"
1,3,1,H,0.126953125,False,"[('H', 0.87890625), ('I', 0.11962890625)]"
1,3,2,H,0.10009765625,False,"[('H', 0.90625), ('I', 0.09619140625)]"
1,3,3,I,2.125,False,"[('H', 0.87890625), ('I', 0.11962890625)]"
1,3,4,H,0.16015625,False,"[('H', 0.8515625), ('I', 0.1474609375)]"
1,3,5,I,0.16015625,True,"[('I', 0.8515625), ('H', 0.1474609375)]"
1,3,6,H,2.125,True,"[('I', 0.87890625), ('H', 0.11962890625)]"
1,3,7,I,0.06201171875,True,"[('I', 0.94140625), ('H', 0.06005859375)]"
1,3,8,I,0.126953125,True,"[('I', 0.87890625), ('H', 0.11962890625)]"
1,3,9,I,0.048583984375,True,"[('I', 0.953125), ('H', 0.047607421875)]"
1,3,10,H,2.8125,True,"[('I', 0.94140625), ('H', 0.06005859375)]"
1,4,1,I,1.140625,False,"[('H', 0.6796875), ('I', 0.3203125)]"
1,4,2,I,1.8046875,False,"[('H', 0.8359375), ('I', 0.1640625)]"
1,4,3,H,0.5234375,False,"[('H', 0.59375), ('I', 0.40625)]"
1,4,4,I,1.0546875,False,"[('H', 0.65234375), ('I', 0.34765625)]"
1,4,5,I,1.3125,True,"[('H', 0.73046875), ('I', 0.26953125)]"
1,4,6,H,0.28125,True,"[('H', 0.75390625), ('I', 0.2451171875)]"
1,4,7,I,1.140625,True,"[('H', 0.6796875), ('I', 0.3203125)]"
1,4,8,H,1.5,True,"[('I', 0.77734375), ('H', 0.22265625)]"
1,4,9,I,0.82421875,True,"[('H', 0.5625), ('I', 0.439453125)]"
1,4,10,H,0.34765625,True,"[('H', 0.70703125), ('I', 0.29296875)]"
