participant_id,game,trial_index,ground_truth,nll,is_free,top2
26,1,1,H,0.3125,False,"[('H', 0.73046875), ('I', 0.26953125)]"
26,1,2,H,0.251953125,False,"[('H', 0.77734375), ('I', 0.22265625)]"
26,1,3,H,0.38671875,False,"[('H', 0.6796875), ('I', 0.3203125)]"
26,1,4,H,0.126953125,False,"[('H', 0.87890625), ('I', 0.11962890625)]"
26,1,5,H,0.0791015625,True,"[('H', 0.92578125), ('I', 0.07568359375)]"
26,1,6,H,0.048583984375,True,"[('H', 0.953125), ('I', 0.047607421875)]"
26,1,7,I,0.3125,True,"[('I', 0.73046875), ('H', 0.26953125)]"
26,1,8,I,0.16015625,True,"[('I', 0.8515625), ('H', 0.1474609375)]"
26,1,9,I,0.126953125,True,"[('I', 0.87890625), ('H', 0.11962890625)]"
26,1,10,H,1.2265625,True,"[('I', 0.70703125), ('H', 0.29296875)]"
26,2,1,H,0.38671875,False,"[('H', 0.6796875), ('I', 0.3203125)]"
26,2,2,H,0.10009765625,False,"[('H', 0.90625), ('I', 0.09619140625)]"
26,2,3,H,0.06201171875,False,"[('H', 0.94140625), ('I', 0.06005859375)]"
26,2,4,I,1.703125,False,"[('H', 0.81640625), ('I', 0.181640625)]"
26,2,5,H,0.474609375,True,"[('H', 0.62109375), ('I', 0.37890625)]"
26,2,6,I,0.2255859375,True,"[('I', 0.796875), ('H', 0.201171875)]"
26,2,7,I,0.251953125,True,"[('I', 0.77734375), ('H', 0.22265625)]"
26,2,8,I,0.82421875,True,"[('H', 0.5625), ('I', 0.439453125)]"
26,2,9,I,0.251953125,True,"[('I', 0.77734375), ('H', 0.22265625)]"
26,2,10,H,0.16015625,True,"[('H', 0.8515625), ('I', 0.1474609375)]"
26,3,1,I,0.0380859375,False,"[('I', 0.9609375), ('H', 0.03759765625)]"
26,3,2,I,0.16015625,False,"[('I', 0.8515625), ('H', 0.1474609375)]"
26,3,3,I,0.0791015625,False,"[('I', 0.92578125), ('H', 0.07568359375)]"
26,3,4,I,0.0181884765625,False,"[('I', 0.98046875), ('H', 0.0177001953125)]"
26,3,5,I,0.01416015625,True,"[('I', 0.984375), ('H', 0.0142822265625)]"
26,4,1,I,0.0181884765625,False,"[('I', 0.98046875), ('H', 0.0177001953125)]"
26,4,2,I,0.0052490234375,False,"[('I', 0.99609375), ('H', 0.0052490234375)]"
26,4,3,I,0.0791015625,False,"[('I', 0.92578125), ('H', 0.07568359375)]"
26,4,4,I,0.0380859375,False,"[('I', 0.9609375), ('H', 0.03759765625)]"
26,4,5,I,0.01104736328125,True,"[('I', 0.98828125), ('H', 0.0111083984375)]"
26,4,6,I,0.01104736328125,True,"[('I', 0.98828125), ('H', 0.0111083984375)]"
26,4,7,I,0.0052490234375,True,"[('I', 0.99609375), ('H', 0.0052490234375)]"
26,4,8,I,0.00408935546875,True,"[('I', 0.99609375), ('H', 0.00408935546875)]"
26,4,9,I,0.126953125,True,"[('I', 0.87890625), ('H', 0.11962890625)]"
26,4,10,H,0.126953125,True,"[('H', 0.87890625), ('I', 0.11962890625)]"
26,5,1,H,0.06201171875,False,"[('H', 0.94140625), ('I', 0.06005859375)]"
26,5,2,H,0.01416015625,False,"[('H', 0.984375), ('I', 0.0142822265625)]"
26,5,3,H,0.0181884765625,False,"[('H', 0.98046875), ('I', 0.0177001953125)]"
26,5,4,H,0.0067138671875,False,"[('H', 0.9921875), ('I', 0.006744384765625)]"
26,5,5,H,0.0067138671875,True,"[('H', 0.9921875), ('I', 0.006744384765625)]"
26,6,1,H,0.023193359375,False,"[('H', 0.9765625), ('I', 0.023193359375)]"
26,6,2,H,0.0181884765625,False,"[('H', 0.98046875), ('I', 0.0177001953125)]"
26,6,3,H,0.0052490234375,False,"[('H', 0.99609375), ('I', 0.0052490234375)]"
26,6,4,H,0.00193023681640625,False,"[('H', 1.0), ('I', 0.00193023681640625)]"
26,6,5,H,0.0011749267578125,True,"[('H', 1.0), ('I', 0.00116729736328125)]"
26,7,1,H,0.0011749267578125,False,"[('H', 1.0), ('I', 0.00116729736328125)]"
26,7,2,H,0.0011749267578125,False,"[('H', 1.0), ('I', 0.00116729736328125)]"
26,7,3,I,0.82421875,False,"[('H', 0.5625), ('I', 0.439453125)]"
26,7,4,H,0.0380859375,False,"[('H', 0.9609375), ('I', 0.03759765625)]"
26,7,5,I,0.0052490234375,True,"[('I', 0.99609375), ('H', 0.0052490234375)]"
26,7,6,H,0.28125,True,"[('H', 0.75390625), ('I', 0.2451171875)]"
26,7,7,H,0.10009765625,True,"[('H', 0.90625), ('I', 0.09619140625)]"
26,7,8,H,0.0181884765625,True,"[('H', 0.98046875), ('I', 0.0177001953125)]"
26,7,9,H,0.0067138671875,True,"[('H', 0.9921875), ('I', 0.006744384765625)]"
26,7,10,H,0.00408935546875,True,"[('H', 0.99609375), ('I', 0.00408935546875)]"
26,8,1,H,0.00860595703125,False,"[('H', 0.9921875), ('I', 0.0086669921875)]"
26,8,2,I,0.0181884765625,False,"[('I', 0.98046875), ('H', 0.0177001953125)]"
26,8,3,I,1.2265625,False,"[('H', 0.70703125), ('I', 0.29296875)]"
26,8,4,H,0.02978515625,False,"[('H', 0.96875), ('I', 0.029296875)]"
26,8,5,H,0.4296875,True,"[('H', 0.65234375), ('I', 0.34765625)]"
26,8,6,I,0.023193359375,True,"[('I', 0.9765625), ('H', 0.023193359375)]"
26,8,7,I,0.0791015625,True,"[('I', 0.92578125), ('H', 0.07568359375)]"
26,8,8,I,0.023193359375,True,"[('I', 0.9765625), ('H', 0.023193359375)]"
26,8,9,I,0.02978515625,True,"[('I', 0.96875), ('H', 0.029296875)]"
26,8,10,I,0.0181884765625,True,"[('I', 0.98046875), ('H', 0.0177001953125)]"
26,9,1,I,0.00408935546875,False,"[('I', 0.99609375), ('H', 0.00408935546875)]"
26,9,2,I,0.00408935546875,False,"[('I', 0.99609375), ('H', 0.00408935546875)]"
26,9,3,I,0.01416015625,False,"[('I', 0.984375), ('H', 0.0142822265625)]"
26,9,4,I,0.201171875,False,"[('I', 0.81640625), ('H', 0.181640625)]"
26,9,5,H,1.140625,True,"[('I', 0.6796875), ('H', 0.3203125)]"
26,10,1,H,1.140625,False,"[('I', 0.6796875), ('H', 0.3203125)]"
26,10,2,H,0.474609375,False,"[('H', 0.62109375), ('I', 0.37890625)]"
