trial_index,choice_mapped,choice,choice_option_1,choice_option_2,reward,cumulative_reward,prompt_hash
1,C,1,C,R,1,1,530886931af3ae9a240cad3671fa5106c261cd63c573884f9af1a8ce105a43a4
2,C,1,C,R,1,2,18f5932dfd2b4801f762ee3d04382b6576d3aa176bf5bebad0605ade07b6c2e4
3,R,2,C,R,0,2,58754928f015cc83fd538b898b9d95cf435f79c8957cd6db79d3e62ea411ddaa
4,C,1,C,R,0,2,7c8b9ae634cad2f4e98689ef7de66de00732c703a51e3626c37510058019aa4e
5,C,1,C,R,1,3,68eeacda46bd3459fc1276af83f9173717327d05aa75e2b31860153ea10f115c
6,R,2,C,R,0,3,f15ba5878f8c67078de143d3c2ca20e118f775bb3089ca9dfca4685519bda520
7,C,1,C,R,1,4,ac7c26b973b073d3d2a445d2f78f3c608e53dbf7e7dec81fcecb6b91475a955c
8,C,1,C,R,1,5,2bf49b443907e861921ad4bbc11b8c840dc85e29f6693ed3f6ef13fefd4281ef
9,C,1,C,R,1,6,2e7c4f4a8f85488aa176c60b30c7abe6da7fbc8cb06a6209c3e93cc306ef6089
10,C,1,C,R,0,6,48d18568ad61a3c9704f699373c243e09b6cf13e7380e88abc752180a4195e17
11,C,1,C,R,1,7,ea4049207a4b4ed0c584dceffce191ab3717359355a8c76ea907192cbc022dfe
12,C,1,C,R,1,8,7429c8c28bcfd5994cafd35e04ecd2dcde202cb397fdbc8595a0fcc65f4a20e9
13,C,1,C,R,1,9,f7f5849d665a87e7ac6659d706ce3c5f62d9708006a5b3baf4b30a7705f011d5
14,C,1,C,R,1,10,c3d3f34003e80f98e849e372d1ecbedb8b661beb062ecec6b211894806ece35a
15,C,1,C,R,1,11,9ce7fce372ffbf84a8427d67030ce1e2bd1e7b940a5653e917dab3af44deb717
16,C,1,C,R,1,12,8a6d7306588f54aa2b5a840815ac443ee610e13101cca333be233df74d51eba3
17,C,1,C,R,1,13,4365273b4bd806e758224993aa4f158eb7c9dc3a9f190ef9b0401760232f18b8
18,C,1,C,R,1,14,d7b3dd17639a7491b810f915d5b65a0d98db40dfe70e30fa9d131d9ed52bba4a
19,C,1,C,R,1,15,b7f2ca89a203e67e30a80d089b31e66df2f290de7332e774b92036225033a01e
20,C,1,C,R,1,16,3f339638cd530f254f7b952722d0dc28bda9f2564faf31ef3ca9d6c3d38a7c82
21,C,1,C,R,1,17,e2141c6df7a95115d1fcda1ff1afe8e194bcb667c7b2dae505d6594227b452db
22,C,1,C,R,1,18,1246140823c792839669422497455c35b75aff92477aac09c7f7cd7a1bc96dfd
23,C,1,C,R,1,19,4fd65852227a39289016a2c356352927273d4fba6d7380c8294d4d3cea89f187
24,C,1,C,R,1,20,77e905d4714608045032de36f2e338c8cbe35ada55f80a5db79a36727135bdf2
25,C,1,C,R,1,21,505f9e74ad5a2a47dd570ebfac945c565bc105ac3cdaebaabbd4f5d75d4cb344
26,C,1,C,R,1,22,5d51d18b7bb253b6cdc3770d1a9a7a67de0097cbdcb8545c50edac3de73cdde3
27,C,1,C,R,1,23,555a4d5c03d23ef2d1c7b83a1b8d90030fbe75325611d25ed1ecbf7a865a570f
28,C,1,C,R,1,24,e28e304eeee4c3d93c1ef1c7e6c524b034e31c5d2f39cdfaede4fb28aab3553d
29,C,1,C,R,1,25,5c24db35d3565189d78fb2b31517e06eb1ce1a69cbff57a9010c83506af7010c
30,C,1,C,R,1,26,4a2ddd960ca08e3ee5429cd534724650a0482a932171b6c67d2bcc6a9c1e77f4
31,C,1,C,R,1,27,ecc5b91d26befcc065560aabb98f80e428d77317ed9b8436226e548db7312897
32,C,1,C,R,1,28,33203fb73e4201545e98e0aca179f4e9aa91a8d3143ffd6349f285600ee0777e
33,C,1,C,R,1,29,b775ca75b6a8904f9abb527414445810b972bf3b2888550f3544fd57c4d4ea01
34,C,1,C,R,1,30,59447d4394bca0b6475151c479dabca8adc515a144f2a8c887b0e236f8d09280
35,C,1,C,R,1,31,6f43ea511753c4017586651591827b572964f4e1326792fc15e79e2c2251895e
