trial_index,choice_mapped,choice,choice_option_1,choice_option_2,reward,cumulative_reward,prompt_hash
1,R,1,R,E,1,1,9de34921a7daf6169724dab6c0194bebff61ef2b17bffb82303c180f7a24a703
2,R,1,R,E,1,2,d023a90599254e28114095eec9d806a2d032d18f21f9da48d4e34a01cd714683
3,R,1,R,E,1,3,b5710b392a1df70987b8cc103ed81521dcffaac5cc94b56443101fc545b6ff8d
4,R,1,R,E,0,3,f75afaf88f99608da568d6cc160bec6ed8f5c1bdff0d60c55655dae52f295bda
5,R,1,R,E,1,4,bc7b1939d0bbd9da1693eb5128ebff4955929680f93f15f35f2b60c76de4e5b0
6,R,1,R,E,1,5,b3cf6820b022b606b8c34283b5acbec60a70591eff2d828851f69653dcff7c46
7,R,1,R,E,1,6,b245b64d197d4ff8a9cff8dc51aee7d723c703d3059882b3b79cc941ad0beb19
8,R,1,R,E,1,7,18bb5054212651bf1bcdb0f85cdd3c106ff96b4c35140a101117333fd7123139
9,R,1,R,E,1,8,cc15b80a36e10b9d401a79539eb1c2930c9a0957ed37958f9098a8dac43ca1dc
10,R,1,R,E,0,8,881eb32006edf65d4921012052e62ae0ac8212b2cc75680f0baf540f4b6d70d3
11,R,1,R,E,1,9,a3a9a40113c324a05352fc4bd516c39b11c27d4cdefcbd6c6b191a08dc8c6a66
12,R,1,R,E,1,10,3b7e3047eb99f362df82e10521da0d49297946c81b91b70765d78166395e256c
13,R,1,R,E,1,11,3504bdda24e722be96b4421560978c9cafd40f5171d5116227aba75951088bee
14,R,1,R,E,1,12,a60a5c3af94a23d247616dafd24aa5836da3f35c880f44d898d52f2efca78253
15,R,1,R,E,1,13,e46f289ea3666e02bf6055eb4f0eec2f3313c103b066d8dc507c7352d815c1d5
16,R,1,R,E,1,14,3a39ef2c3f899bb320b68198ad95af7a16533c9455751316ad2677bae9ffcbe1
17,R,1,R,E,1,15,575ab5976d9526cf1ecc45e10a0a1abec4eb4fa080995ac6e7e52d11b6a9c9ca
18,R,1,R,E,1,16,50000416efe77641aa26c335891dce400c9ece45a847d80accefe43492903419
19,R,1,R,E,1,17,ba8ca336bc8425eff41499f2002e082a15c5262e0ebdc9308fae9339e23dbc07
20,R,1,R,E,1,18,c00c53ad3cc66ea8b960d189cd61ebb7a2ca79723bcf5e03128fa7b00c6b6d3c
21,R,1,R,E,1,19,8030bd903df9816ae0486bab1aac795214d9c5e8a87fa4262f667467ea54d6b3
22,R,1,R,E,1,20,3a90f8e48d05549e2dedb0d32e1bc701365e0dee6d6d59ee3b5eb48a20989b3c
23,R,1,R,E,1,21,7fae722156db6f2bc15f3238d8c3ce6bc3407c81acdb22878fb7ea9620585bfd
24,R,1,R,E,1,22,35250f53e90ad2e32eaf9a98a226e34a49a636a2672cd72c9ee236d0d341fe27
25,R,1,R,E,1,23,9b2a7800d95b9fd9bf7a23ca179ecfa7b26476b4e398bd7d60a243ba0367ef4d
26,R,1,R,E,1,24,9a9e3a71104973b5cb5da35d689c812ab3bea5d17b5db700008f3f6f7de952f0
27,R,1,R,E,1,25,0b80a0343fa1cb2b907cf589be5f26ac9490dcfb0e85ba98f94af3c9bf33fa90
28,R,1,R,E,1,26,09af46e37c07fbcc5eaa4eb2222dba87733f0d043d23f6936665a195b2e14970
29,R,1,R,E,1,27,c0721b8fb62850df6a2d48daaa3cf205a0573878da6b321404b697ed2010bd9b
30,R,1,R,E,1,28,4d1196e954cfbe4a9b3017e964d0b49f0aa3291f133caf54e6e4872af44eeb19
31,R,1,R,E,1,29,c167c894f0f66cfb13ce3e9a742534ffa1e5227b47b1fc1bebcc2bb44c683bbe
32,R,1,R,E,1,30,448e4bdc82f4cec85a7eaccf2a8b865c64c9db4d9a08cc90c053360778656f43
33,R,1,R,E,1,31,6ff81fdd98a2e0248348e85b031f6df830bf509432dc2f82de7760b2d121817f
34,R,1,R,E,1,32,684ba16df8d1b60dac697aaaa2f713e6f488aea74a7d89c6ed4f7f665771fdc1
35,R,1,R,E,1,33,8ad2cb0c2676810bfa6809ec80f35687bb25aac539eeb5abdd868603a0469e7c
36,R,1,R,E,1,34,124f1ac6c2db90cd35fd8da4ee9e1a4eb8c994fa489e3ebc6c4ec6130abf6e50
37,R,1,R,E,1,35,a7a96a6888b6018a103adec3dc1cb2a513e53b820bab8008de99583033391ac9
38,R,1,R,E,1,36,fb2f4ffce6fe8386ef5545d9890067e90c78256b2dd120b731b47052ca58dbca
39,R,1,R,E,1,37,96da72b8ab1b70b323855b137340fadc79f430713ded064e753ab7dc1c3fe537
40,R,1,R,E,1,38,43cce255932398de126c35f4610054604a63a76eb75c042746c513a85b08196d
41,R,1,R,E,1,39,e112fe3f86b8d7b7e9338dac451a8e77ce4777ccbef2f1d52016800321664ae7
42,R,1,R,E,1,40,8bb3480237208d613c693eb6115b6b73da39d069e8c3f8ab71c5497fdc0fd15b
43,R,1,R,E,1,41,4dab2fc99742693ba8c7c65c035e103c09ff9ed1662833b3973abac3e8161c6f
44,R,1,R,E,1,42,af3b38a9ab8f84bdb199874048e766030d153dbd75387871ad660ce2a9123f96
45,R,1,R,E,1,43,7cc1a662f7030f7014bf9a0ee1aca24ae9d30544c5f31318d1afdfe222c1de86
46,R,1,R,E,1,44,9916560e7c44a936cf5072ebd9109c5cd15c5db8f8543b871c5f570189cb5983
47,R,1,R,E,1,45,5682cbb200b701c8366f5920f421c5ca04e16a8aea1535a00f58752c3c3c60fb
48,R,1,R,E,1,46,d60ab1b6117d02995eaf64f18af335027bef495869940f699c7bd94290e52102
49,R,1,R,E,1,47,7f17251e122d2eaae88a7c0160bc8b0d4e9535b5039a4b574e9a5586a2ac1ab0
50,R,1,R,E,1,48,d617417f80e79719a385804fd3200df77e8499f8a1ca865c480b9c31f9eed5be
51,R,1,R,E,1,49,013bc4042cbce85a3a586f1104372e1158632ec5cc5551b59431fe9555557747
52,R,1,R,E,1,50,19aa8bff17e2d638eaae2568f516930055075e2289115fe2236617606b3f4a1d
53,R,1,R,E,0,50,df416f6ea73d0a735ac444dc20f8fa078a3c4671dd4e6db0a797c12a2979282a
54,R,1,R,E,0,50,0deb27be8b73d34aed04a08e0f2ea9c0e1711f052797e7251ea7daa40a00a914
55,R,1,R,E,0,50,92c7684b53eb631ced820811e121dbbfac9ed100996cd8d35d0dd25c7faab7eb
56,R,1,R,E,0,50,f549e527876c2d6f1deb59d1de5c67afae1d5250ad9cd86a9ff8aae1eeac6b7b
57,R,1,R,E,0,50,696dc509426f65038b4f448bf523a0dc93cabeca81ccf79188c0f6e7858ac215
58,R,1,R,E,0,50,74991b82df4c771becaf5999a00c2631d906b552fbed4d87e4909cd9b3c3dad5
59,R,1,R,E,0,50,b7c12b6576aa1f342b678de598524b8c65cd9e70a15ec377f5bc6a8b742e16d6
60,R,1,R,E,1,51,dbd90d616a67afce3ea7601e634941731adcf0fe7a0c482b07a3859c45ca6fbd
61,R,1,R,E,0,51,09c3ae7e4ad64a583a13ae5ee6631d4e50f13bce3570ad92e1eef526bbbd514b
62,R,1,R,E,0,51,fbcc07a19fb91231ef50ad84114813df94b409b52fb200147b40f71300d1f3ce
63,R,1,R,E,1,52,465c7d138d1049368298e9529a1611a13ae1b4a83f833f0a59543ec6e74fddb3
64,R,1,R,E,0,52,037e07bd0a7cb703bc292a2acc99c62e2f35a180e4f53aa63e2942ed7995ae23
65,R,1,R,E,0,52,d230c925216a0ae2eec0c82c5b391685bdadc0b912f88d2fc936359293b135c6
66,R,1,R,E,0,52,2aaaa11e1ecb77e68fdf3237c91b32c80252091a2f2b98756aacb54ee0d5abe1
67,R,1,R,E,0,52,2ff4ccc024bc3f1d09053abf00fe33f14f9ff92ed4bdee6f18b1e8f42f037446
68,R,1,R,E,0,52,f32b3d1208a73b3fb8ca5827df691b2c9607d658d30c7c1465f41b33caabc146
69,R,1,R,E,0,52,54aa47f7cb705ca3bd02ba3007a46749850f3a466c2c3a740e6a2e480ebbb4ae
70,R,1,R,E,1,53,c907293844b6ecf0194668dd2eee2d42b578cd839fda8245423d9ae444473c65
