trial_index,choice_mapped,choice,choice_option_1,choice_option_2,reward,cumulative_reward,prompt_hash
1,B,1,B,A,1,1,78f28e7e3c16b580226235bf80dff43fecb67df825f106232da92139882ce00e
2,B,1,B,A,1,2,a05b1dc173823cb5c95c4508f9f8b498d6701c39a1b2971ff43dbd71ad4fb734
3,B,1,B,A,1,3,ef58656429b479340e2e96b75e77b7f5a0b2d484c3b878700ecb102a69ee903d
4,B,1,B,A,0,3,bcbb52b71b88a84aa4bb8ec30d61ec2ef7fc532fc32e8ca6e7b137f51e1c22c9
5,B,1,B,A,1,4,4827469a01570a65b695e21d88fcf58610107cd2ac1d1f0276b3bd63a044edc9
6,B,1,B,A,1,5,a12fadf1f9808d044ea39747e890b114631532774f3d153b4fa67dcc2a916088
7,B,1,B,A,1,6,a4281d45c695938a223899d6a8bc7666593978c8689ac6c511fa7535337670ab
8,B,1,B,A,1,7,c6d4ef1033d79fe9b56295698bef99b423d38fcbb7e23fc1810acd276c587465
9,B,1,B,A,1,8,6cc64235fd084506d02966a3a54074235547b71386a2fa15af619f44ccaa30c2
10,B,1,B,A,0,8,63f69e92b24344f77b49bb8f134c5bfc5bf16960d68e60826e9df63e4f29cfac
11,B,1,B,A,1,9,5d9156133c0656578d41b51894a3ac11bc4810d6a4b30e8073cd3ef95ef06b46
12,B,1,B,A,1,10,e984d7b5ce95d2272ce0074db29a753391eb9ff41a67ef82b7e09cbbd31d71e2
13,B,1,B,A,1,11,791cea1b728ad2313dd55d1dbdd9a3f36c6096f8016e434e926852273a9cd1b9
14,B,1,B,A,1,12,c778aef764619a3417f5c12e3177f34c5193a44bfa914059a02588f34e042aee
15,B,1,B,A,1,13,6e988162b8b49d5a0ed11afad8c2459bdae725f9cd0ae3fc98b5a5c970f53ef5
16,B,1,B,A,1,14,0c0da0350f2a506bf7423cf1489eba85d03d789d767d043dd09aec4631545f3e
17,B,1,B,A,1,15,8e60824a7e62e8babde287718dbb9af6c3bed07eb4a12ec2bf8b4ae69000ba0b
18,B,1,B,A,1,16,7c47ee7acf2062dd916ae9a99da3a6c0c5435707bc16d8ab84bf3e93087f15c0
