trial_index,choice_mapped,choice,choice_option_1,choice_option_2,reward,cumulative_reward,prompt_hash
1,H,1,H,L,1,1,02b030a04d876eff883549d7a47e05e65ab450c15b20136901d78da09d012d9f
2,H,1,H,L,1,2,b405f143328dbc22a77c99f12e4f9f83c2289f916735ff1ce5fd25fb6cc7124d
3,L,2,H,L,0,2,5d706c7e5828d8658bb91e238dde9fb041175e6385f59b44ff75bfb1ad542e71
4,H,1,H,L,0,2,0f7b87278ca7d82b3d84354ba627d632653b60e70908b9280a76456c2715e83b
5,L,2,H,L,1,3,b742c47ff32fcec2cd4771dced8df4a602b30b42bfbb786084d589501eb1a0d5
6,L,2,H,L,0,3,5ddd64bf9cd7195a181d66543ff261c1d9a66b8df3b62a99807600be44e85b48
7,H,1,H,L,1,4,af30ab8115ffcc809c635b0865c4c6a6b4f5bda40fb49f78353be8c5705fb355
8,H,1,H,L,1,5,f68ed81a3da5e13ee80bbc17c5cf295cca38caf2b05cd286ae3bc4167fde0460
9,L,2,H,L,0,5,93bc91772dca711398e8ba81d20e7825fa6e81ec3a5ba4bcee5b831cfb9a1ca6
10,H,1,H,L,0,5,f8092a0fef88d859f2ba5283d159cbe885655a44a1f4d1f99c6ccc22437cdfe8
11,L,2,H,L,1,6,52ae08d93a0c000d4137d2bd57df9a0bdfba3ede17a1560c42bc4f152ebc1eed
12,L,2,H,L,1,7,747a3a206ee44b691aa66921469db4c1635646d56f27a0cb023c130e87af9f8c
13,H,1,H,L,1,8,4a363617b6c40b890b273fd2372c96ad85e89c47bff91b9bdfed2dbc5d7d936b
14,H,1,H,L,1,9,5d4b7e18253937a4ac0f53315ac18148389d101f5268bf424a076e8b7582c004
15,L,2,H,L,1,10,3c46b231eb03c2b9a8ca6928e572900f43da23f6b7ab3d61e54d996ee4976740
16,L,2,H,L,0,10,cc9029acd5c5e6f8c825086e59a1ef0c56b2dd7a9cb7b9ba7880cda30ff9848c
17,L,2,H,L,0,10,7d60f6998c766b173353fce2854e27209784a6d229f38203ef52f5442fef79c0
18,H,1,H,L,1,11,3f36d493e32da06c6ceb3661d32f8e720fb3c1c96507b3c39a965614ba90aa19
19,H,1,H,L,1,12,9ed5dbee984e7fcf2a547905943c9ac95174bce506b725a6320e7b4396e0a525
20,L,2,H,L,0,12,c590a5f5dd136678461853df25f0b26068c1bf55409b7780676fe36b8b37e204
21,L,2,H,L,0,12,f96d435f8de8b6ca49de819dba3e7bfd1cd3b881c191bf749ba6139fd6658b92
22,L,2,H,L,0,12,784d56f531bac50bdffc0d1649ca99c52b31bfeb66036826626fb47a98079678
23,H,1,H,L,1,13,290bc3a529913bbc920e612ff86769b0d11d4b212114502c39127799ff2098f1
24,H,1,H,L,1,14,feb4555cc0c96b77a70a6be34255129561376b1c3ddf94a91b1095683177df71
25,L,2,H,L,0,14,a4573b92a6b2e02efdd9abf20262a58ef0f1226c7882bc3839f99205682c942a
26,L,2,H,L,1,15,b198cd88d46856d58c9198bd75f97622bece539257cda7ae46d411063267e8b3
27,L,2,H,L,0,15,479c1b46a152f632e2e0039a974fc17af8630ff44370abed1a925377d51df3fd
28,H,1,H,L,1,16,24e41132dab42e2d6b46163818f075b9b7695dde426088859cb8ca1af292fd27
