trial_index,choice_mapped,choice,choice_option_1,choice_option_2,reward,cumulative_reward,prompt_hash
1,Y,2,K,Y,1,1,8dd1d4aea5ec7b77de7c6c9604ace02398d31bec2ca84bfc2a723bf257431984
2,Y,2,K,Y,0,1,55cb1e7533d863ce095d2dfeb6c1c28c8e2998f05b5c3856b3d020824a4f1763
3,K,1,K,Y,1,2,03d7c4a3f02a40c0a3fa1673e98df675fd2732e43ae630c5cee257ba3365446f
4,K,1,K,Y,0,2,e7b2f5a05a5b0d192dc39baf81018e7bb5898fafe708a5a22cadccffde6e6b12
5,K,1,K,Y,1,3,e384899a58f6a8d1e8e51d594913663a4b87f4656fc6ecd96782519533e429b5
6,Y,2,K,Y,0,3,214101906a5b3415072fcad69de274dd0597ee89de3f648de2e6bf94e151b977
7,Y,2,K,Y,1,4,773e256deb8ffe3d32fb2d9763897dedb727da8fe188a7a69c0fb95dc580f038
8,K,1,K,Y,1,5,19633575c59ff39cb8b62feb33bbaf04026e7e14453b6c7ef438eb921d3a2016
9,K,1,K,Y,1,6,1ff79d83fe0686a339ab61aeba2dd195d0bfa9bf66fe3416251932c0c0347e28
10,K,1,K,Y,0,6,2c8b700ef3f2ade2d4fad43d506d491ca40aaab230643493c9482afb00e714a2
11,K,1,K,Y,1,7,02806128e285552e65c8607cfdbff3ac2e61250326d1696c26d843fda420bae3
12,K,1,K,Y,1,8,3b58e82752ae51d72b538a66329b0d3cd4321094dc09ea16ba707dd5a23ce212
13,Y,2,K,Y,0,8,1dea76ee031884bb4d2d55b9524e65859c4381bbb18313ce273c5a3727d31efc
14,Y,2,K,Y,0,8,5ddd4c11cd9de9d0a544997352e979fe82182705be2b4b75d63b23370710f0e9
15,K,1,K,Y,1,9,80fd2122a3a14d6298ae0f61158ec504a2e701c89b894b1b1ae2ff26fb48d958
16,K,1,K,Y,1,10,492ca3e3c9b79e8772672bf7b61bc51b3fae415df518fc12428d3ec1a9951681
17,K,1,K,Y,1,11,720b18f0625044e97dce6ad62fca76faa36db648cd9306bac26072fe53530c2d
18,K,1,K,Y,1,12,05d85ef451be9cb99765cf70729913b532d0c5ac0f5dd580c2c8e4fbd037b8b7
19,K,1,K,Y,1,13,ed5ab612b2f9085a5554520d8aebd3292699b4667a1fbee69b4b8b7db6b75dd5
20,K,1,K,Y,1,14,99d9b1fc14d26f7a85cef0e2c344b5fe6f7ad40170f290db9b210ee6bca50d55
21,K,1,K,Y,1,15,1009983b276d167cd3c4fe17a3f582563116a3e6107f4a66f68e96710fff3f67
22,K,1,K,Y,1,16,890ff7f32c4a61451eb1c3e6d734f2621687a6a0f0c3924c3a276e0089464281
23,K,1,K,Y,1,17,4f483172bd17d5404ab9c12fdba64e11cd074c586752a380c3595c18e1d7aab3
24,K,1,K,Y,1,18,cc4a50ca060d883d6aba385436f7864e166920c1b0f351b35f6952818c4949ad
25,K,1,K,Y,1,19,4bf0b47cc166e5dcf6719b9ce35fde72165130a12757f2ee1aff5f6842201d53
26,K,1,K,Y,1,20,bb3ae446c02b18229f20e0b4e2f84406b24bf6a5ea8aac6402190e7d49c61767
27,K,1,K,Y,1,21,a467bf1691856b85624e14f37cea11817b4123dd2f7e1e89e1f2b5563d3e93e6
28,K,1,K,Y,1,22,5644f3107231eef47e20650e81a598fb99dc2923c6d335e299802b9ed16347d2
29,K,1,K,Y,1,23,55144b9f220fe461d09e07812425b30362a9f4b40c16a4e2b5bfe459c20e9911
30,K,1,K,Y,1,24,49e10c6ddc34ac90200662d71eb2dd57971047aa4660a92125c14e674679c83c
31,K,1,K,Y,1,25,5772902005980803e211f255ca95218dd198ca8171ffa797e1cb2bceb7d849c1
32,K,1,K,Y,1,26,438af26453b787737411bb59aecd10d80b923feac149591cc7e9dce3efe19844
33,K,1,K,Y,1,27,5425f74eb4342ecb172659f971ae456e2cfffbb591fbe73a6f90b72e61b0508f
34,K,1,K,Y,1,28,975b89a7df3572ff7ebb7635fdc9203e9f241e933ebb80d369cea4ef9417cce3
35,K,1,K,Y,1,29,5d8663d8ef9bf3af40f23ccd2f4c15437d77362452ddd42d1195eb57c039ded5
36,K,1,K,Y,1,30,49d81b6bce11646ac50af9d2195263fb8266b2c2cb70701b4d964b5000ec88cb
37,K,1,K,Y,1,31,ce98d57691bd2133b529c6343c1dad8ecfb801cd29841306419462df172e9854
38,K,1,K,Y,1,32,bdfe2c049e7db10f6849e280693aa8e0ff65a613b519d6587e3ec9e91ebe5c43
39,K,1,K,Y,1,33,8204e98f82018aa93daae45c53d63eeb9d3501c2d7c46cd52b172857e5585899
40,K,1,K,Y,1,34,1d24110d9831e144f3f5896a0cd65005ab556bd7278d59f9c16a07a5ff496f13
41,K,1,K,Y,1,35,03b56e4cbd4b2b6421cf81ade3a6f7c26a8c44b9ee345b4d9a7c4207769764ff
42,K,1,K,Y,1,36,86deeffd8623868accbe75ebd7913b1174fda394ccf904dfd51e34c0b62b6818
43,K,1,K,Y,1,37,30aac99bae478525f3f7fe6a3422f914147dfbcaceb90d896717439004391d7e
44,K,1,K,Y,1,38,491b66a04ddb7ba8673405888797ab951b78257c3113a04b9aae55e444efa9ea
45,K,1,K,Y,1,39,02a845f0c05efb8d0a1f50cf829de318e057d1e470456f8142269d41462a3f7d
46,K,1,K,Y,1,40,9d7f3dc61b249b09fb8a829581e75c1c47b07c0c537525fb079118b27d06a575
47,K,1,K,Y,1,41,5c654984e1bd3df93101b8b490752f16726516f52eda0dfecb932b8ecb846b46
48,K,1,K,Y,1,42,3e4566516e2dc53ac03c68aeacff120da3b7c79de6b81a3ca14e0bbb1a7c2f17
