trial_index,ground_truth,nll,top2
1,U,0.0498046875,"[('U', 0.953125), ('I', 0.02880859375)]"
2,P,0.7578125,"[('U', 0.53125), ('P', 0.46875)]"
3,U,0.00677490234375,"[('U', 0.9921875), ('P', 0.006744384765625)]"
4,P,4.875,"[('U', 0.9921875), ('P', 0.00762939453125)]"
5,U,0.82421875,"[('P', 0.5625), ('U', 0.439453125)]"
6,U,0.34765625,"[('U', 0.70703125), ('P', 0.29296875)]"
7,U,0.6328125,"[('U', 0.53125), ('P', 0.46875)]"
8,P,0.69140625,"[('U', 0.5), ('P', 0.5)]"
9,U,0.03369140625,"[('U', 0.96875), ('P', 0.033203125)]"
10,U,0.10009765625,"[('U', 0.90625), ('P', 0.09619140625)]"
11,U,1.5,"[('P', 0.77734375), ('U', 0.22265625)]"
12,P,0.97265625,"[('U', 0.62109375), ('P', 0.37890625)]"
13,P,0.4296875,"[('P', 0.65234375), ('U', 0.34765625)]"
14,P,2.125,"[('U', 0.87890625), ('P', 0.11962890625)]"
15,U,0.03369140625,"[('U', 0.96875), ('P', 0.033203125)]"
16,P,2.8125,"[('U', 0.94140625), ('P', 0.06005859375)]"
17,U,0.0888671875,"[('U', 0.9140625), ('P', 0.08447265625)]"
18,P,2.578125,"[('U', 0.92578125), ('P', 0.07568359375)]"
19,U,0.11279296875,"[('U', 0.89453125), ('P', 0.10693359375)]"
20,U,0.10009765625,"[('U', 0.90625), ('P', 0.09619140625)]"
21,U,0.201171875,"[('U', 0.81640625), ('P', 0.181640625)]"
22,U,0.349609375,"[('U', 0.703125), ('P', 0.29296875)]"
23,U,0.38671875,"[('U', 0.6796875), ('P', 0.3203125)]"
24,U,0.38671875,"[('U', 0.6796875), ('P', 0.3203125)]"
25,U,0.314453125,"[('U', 0.73046875), ('P', 0.26953125)]"
26,U,0.251953125,"[('U', 0.77734375), ('P', 0.22265625)]"
27,U,0.2265625,"[('U', 0.796875), ('P', 0.201171875)]"
28,U,0.181640625,"[('U', 0.83203125), ('P', 0.1640625)]"
29,P,2.015625,"[('U', 0.86328125), ('P', 0.1328125)]"
30,U,0.07958984375,"[('U', 0.921875), ('P', 0.07568359375)]"
31,U,0.09033203125,"[('U', 0.9140625), ('P', 0.08447265625)]"
32,U,0.1015625,"[('U', 0.90234375), ('P', 0.09423828125)]"
33,U,0.1025390625,"[('U', 0.90234375), ('P', 0.09423828125)]"
34,U,0.103515625,"[('U', 0.90234375), ('P', 0.09423828125)]"
35,U,0.10498046875,"[('U', 0.8984375), ('P', 0.09423828125)]"
36,U,0.0966796875,"[('U', 0.90625), ('P', 0.08447265625)]"
37,U,0.0869140625,"[('U', 0.91796875), ('P', 0.07470703125)]"
38,U,0.09033203125,"[('U', 0.9140625), ('P', 0.07470703125)]"
39,U,0.08740234375,"[('U', 0.91796875), ('P', 0.06591796875)]"
40,U,0.0927734375,"[('U', 0.91015625), ('P', 0.06591796875)]"
41,U,0.07666015625,"[('U', 0.92578125), ('P', 0.05224609375)]"
42,U,0.06982421875,"[('U', 0.93359375), ('P', 0.046875)]"
43,U,0.06494140625,"[('U', 0.9375), ('P', 0.041259765625)]"
44,U,0.051513671875,"[('U', 0.94921875), ('P', 0.02880859375)]"
45,U,0.04541015625,"[('U', 0.95703125), ('P', 0.025390625)]"
46,U,0.038818359375,"[('U', 0.9609375), ('P', 0.0201416015625)]"
