trial_index,ground_truth,nll,top2
1,P,4.3125,"[('U', 0.953125), ('I', 0.02880859375)]"
2,U,1.6015625,"[('P', 0.796875), ('U', 0.201171875)]"
3,U,1.2265625,"[('P', 0.70703125), ('U', 0.29296875)]"
4,U,0.69140625,"[('U', 0.5), ('P', 0.5)]"
5,P,0.004638671875,"[('P', 0.99609375), ('U', 0.004638671875)]"
6,P,0.0031890869140625,"[('P', 0.99609375), ('U', 0.0031890869140625)]"
7,P,2.34375,"[('U', 0.90625), ('P', 0.09619140625)]"
8,P,0.142578125,"[('P', 0.8671875), ('U', 0.1328125)]"
9,P,3.65625,"[('U', 0.97265625), ('P', 0.02587890625)]"
10,P,3.890625,"[('U', 0.98046875), ('P', 0.0203857421875)]"
11,P,0.6953125,"[('U', 0.498046875), ('P', 0.498046875)]"
12,U,0.82421875,"[('P', 0.5625), ('U', 0.439453125)]"
13,P,2.8125,"[('U', 0.94140625), ('P', 0.06005859375)]"
14,U,0.126953125,"[('U', 0.87890625), ('P', 0.11962890625)]"
15,U,0.0888671875,"[('U', 0.9140625), ('P', 0.08447265625)]"
16,P,1.703125,"[('U', 0.81640625), ('P', 0.181640625)]"
17,U,0.34765625,"[('U', 0.70703125), ('P', 0.29296875)]"
18,U,0.28125,"[('U', 0.75390625), ('P', 0.2451171875)]"
19,U,0.4296875,"[('U', 0.65234375), ('P', 0.34765625)]"
20,P,0.828125,"[('U', 0.5625), ('P', 0.4375)]"
21,U,0.57421875,"[('U', 0.5625), ('P', 0.439453125)]"
22,U,0.4296875,"[('U', 0.65234375), ('P', 0.34765625)]"
23,U,0.4296875,"[('U', 0.65234375), ('P', 0.34765625)]"
24,U,0.578125,"[('U', 0.5625), ('P', 0.4375)]"
25,U,0.578125,"[('U', 0.5625), ('P', 0.4375)]"
26,P,0.97265625,"[('U', 0.62109375), ('P', 0.37890625)]"
27,U,1.40625,"[('P', 0.75390625), ('U', 0.2451171875)]"
28,P,0.97265625,"[('U', 0.62109375), ('P', 0.37890625)]"
29,U,0.6953125,"[('U', 0.498046875), ('P', 0.498046875)]"
30,U,0.4296875,"[('U', 0.65234375), ('P', 0.34765625)]"
31,U,0.4296875,"[('U', 0.65234375), ('P', 0.34765625)]"
32,P,0.9765625,"[('U', 0.62109375), ('P', 0.376953125)]"
33,P,1.2265625,"[('U', 0.703125), ('P', 0.29296875)]"
34,U,0.4296875,"[('U', 0.65234375), ('P', 0.34765625)]"
35,U,0.2255859375,"[('U', 0.796875), ('P', 0.201171875)]"
36,U,0.28125,"[('U', 0.75390625), ('P', 0.2451171875)]"
37,U,0.349609375,"[('U', 0.703125), ('P', 0.29296875)]"
38,U,0.390625,"[('U', 0.67578125), ('P', 0.3203125)]"
39,U,0.392578125,"[('U', 0.67578125), ('P', 0.3203125)]"
40,U,0.39453125,"[('U', 0.67578125), ('P', 0.31640625)]"
41,U,0.294921875,"[('U', 0.74609375), ('P', 0.2412109375)]"
42,U,0.267578125,"[('U', 0.765625), ('P', 0.2197265625)]"
43,U,0.2275390625,"[('U', 0.796875), ('P', 0.177734375)]"
44,P,1.9375,"[('U', 0.828125), ('P', 0.14453125)]"
45,U,0.40625,"[('U', 0.66796875), ('P', 0.314453125)]"
46,U,0.1953125,"[('U', 0.82421875), ('P', 0.162109375)]"
47,U,0.1708984375,"[('U', 0.84375), ('P', 0.146484375)]"
48,P,1.8125,"[('U', 0.828125), ('P', 0.1630859375)]"
49,U,0.431640625,"[('U', 0.6484375), ('P', 0.34765625)]"
50,U,0.1640625,"[('U', 0.84765625), ('P', 0.1474609375)]"
51,U,0.2041015625,"[('U', 0.81640625), ('P', 0.181640625)]"
52,U,0.228515625,"[('U', 0.796875), ('P', 0.201171875)]"
53,U,0.1845703125,"[('U', 0.83203125), ('P', 0.1630859375)]"
54,U,0.48046875,"[('U', 0.6171875), ('P', 0.375)]"
55,P,1.0625,"[('U', 0.6484375), ('P', 0.345703125)]"
56,P,0.3515625,"[('P', 0.703125), ('U', 0.29296875)]"
57,P,0.314453125,"[('P', 0.73046875), ('U', 0.26953125)]"
58,P,0.1806640625,"[('P', 0.8359375), ('U', 0.1640625)]"
59,P,0.1279296875,"[('P', 0.87890625), ('U', 0.11962890625)]"
60,P,0.1142578125,"[('P', 0.890625), ('U', 0.10693359375)]"
61,P,0.0908203125,"[('P', 0.9140625), ('U', 0.08447265625)]"
62,P,0.0810546875,"[('P', 0.921875), ('U', 0.07568359375)]"
63,P,0.0654296875,"[('P', 0.9375), ('U', 0.06005859375)]"
64,P,0.053466796875,"[('P', 0.94921875), ('U', 0.047607421875)]"
65,P,0.042236328125,"[('P', 0.95703125), ('U', 0.037109375)]"
66,U,3.40625,"[('P', 0.9609375), ('U', 0.033203125)]"
67,U,1.2421875,"[('P', 0.6953125), ('U', 0.2890625)]"
68,P,0.6953125,"[('U', 0.498046875), ('P', 0.498046875)]"
69,P,0.14453125,"[('P', 0.8671875), ('U', 0.1328125)]"
70,P,0.1142578125,"[('P', 0.890625), ('U', 0.10693359375)]"
71,P,0.055908203125,"[('P', 0.9453125), ('U', 0.052978515625)]"
