trial_index,ground_truth,nll,top2
1,P,4.3125,"[('U', 0.953125), ('I', 0.02880859375)]"
2,U,1.6015625,"[('P', 0.796875), ('U', 0.201171875)]"
3,U,1.2265625,"[('P', 0.70703125), ('U', 0.29296875)]"
4,U,0.69140625,"[('U', 0.5), ('P', 0.5)]"
5,U,5.375,"[('P', 0.99609375), ('U', 0.004638671875)]"
6,U,0.97265625,"[('P', 0.62109375), ('U', 0.37890625)]"
7,U,0.97265625,"[('P', 0.62109375), ('U', 0.37890625)]"
8,U,0.97265625,"[('P', 0.62109375), ('U', 0.37890625)]"
9,P,0.474609375,"[('P', 0.62109375), ('U', 0.37890625)]"
10,P,1.3125,"[('U', 0.73046875), ('P', 0.26953125)]"
11,U,2.6875,"[('P', 0.93359375), ('U', 0.06787109375)]"
12,U,0.69140625,"[('U', 0.5), ('P', 0.5)]"
13,U,0.6328125,"[('U', 0.53125), ('P', 0.46875)]"
14,U,0.69140625,"[('U', 0.5), ('P', 0.5)]"
15,U,0.828125,"[('P', 0.5625), ('U', 0.4375)]"
16,U,0.828125,"[('P', 0.5625), ('U', 0.4375)]"
17,U,0.6328125,"[('U', 0.53125), ('P', 0.46875)]"
18,U,0.578125,"[('U', 0.5625), ('P', 0.4375)]"
19,U,0.5234375,"[('U', 0.59375), ('P', 0.40625)]"
20,U,0.474609375,"[('U', 0.62109375), ('P', 0.37890625)]"
21,U,0.38671875,"[('U', 0.6796875), ('P', 0.3203125)]"
22,U,0.349609375,"[('U', 0.703125), ('P', 0.29296875)]"
23,P,1.40625,"[('U', 0.75390625), ('P', 0.2451171875)]"
24,U,0.97265625,"[('P', 0.62109375), ('U', 0.37890625)]"
25,U,0.28125,"[('U', 0.75390625), ('P', 0.2451171875)]"
26,P,1.6015625,"[('U', 0.796875), ('P', 0.201171875)]"
27,U,1.0546875,"[('P', 0.65234375), ('U', 0.34765625)]"
28,P,1.140625,"[('U', 0.6796875), ('P', 0.3203125)]"
29,P,0.69140625,"[('U', 0.5), ('P', 0.5)]"
30,P,1.0546875,"[('U', 0.65234375), ('P', 0.34765625)]"
31,U,0.2255859375,"[('U', 0.796875), ('P', 0.201171875)]"
32,U,0.11279296875,"[('U', 0.89453125), ('P', 0.10693359375)]"
33,U,0.11328125,"[('U', 0.89453125), ('P', 0.10693359375)]"
34,P,2.34375,"[('U', 0.90625), ('P', 0.09619140625)]"
35,U,0.474609375,"[('U', 0.62109375), ('P', 0.37890625)]"
36,U,0.2255859375,"[('U', 0.796875), ('P', 0.201171875)]"
37,U,0.1806640625,"[('U', 0.8359375), ('P', 0.1640625)]"
38,P,1.9140625,"[('U', 0.8515625), ('P', 0.1474609375)]"
39,U,0.4296875,"[('U', 0.65234375), ('P', 0.34765625)]"
40,U,0.12890625,"[('U', 0.87890625), ('P', 0.11962890625)]"
41,U,0.12890625,"[('U', 0.87890625), ('P', 0.11962890625)]"
42,U,0.181640625,"[('U', 0.83203125), ('P', 0.1640625)]"
43,U,0.1826171875,"[('U', 0.83203125), ('P', 0.1640625)]"
44,U,0.18359375,"[('U', 0.83203125), ('P', 0.1640625)]"
45,U,0.146484375,"[('U', 0.86328125), ('P', 0.1328125)]"
46,U,0.1318359375,"[('U', 0.875), ('P', 0.11962890625)]"
47,U,0.1201171875,"[('U', 0.88671875), ('P', 0.10546875)]"
48,U,0.10888671875,"[('U', 0.8984375), ('P', 0.09423828125)]"
49,U,0.0986328125,"[('U', 0.90625), ('P', 0.08447265625)]"
50,U,0.10009765625,"[('U', 0.90625), ('P', 0.08447265625)]"
51,U,0.08203125,"[('U', 0.921875), ('P', 0.06689453125)]"
52,U,0.07373046875,"[('U', 0.9296875), ('P', 0.05908203125)]"
53,U,0.06689453125,"[('U', 0.93359375), ('P', 0.052978515625)]"
54,U,0.39453125,"[('U', 0.67578125), ('P', 0.3203125)]"
55,P,0.90234375,"[('U', 0.58984375), ('P', 0.40625)]"
56,P,0.4296875,"[('P', 0.65234375), ('U', 0.34765625)]"
57,P,0.2265625,"[('P', 0.796875), ('U', 0.201171875)]"
58,U,2.015625,"[('P', 0.8671875), ('U', 0.1328125)]"
59,P,0.4296875,"[('P', 0.65234375), ('U', 0.34765625)]"
60,P,0.2265625,"[('P', 0.796875), ('U', 0.201171875)]"
61,P,0.1611328125,"[('P', 0.8515625), ('U', 0.1474609375)]"
62,U,2.125,"[('P', 0.87890625), ('U', 0.11962890625)]"
63,P,0.314453125,"[('P', 0.73046875), ('U', 0.26953125)]"
64,P,0.1806640625,"[('P', 0.8359375), ('U', 0.1640625)]"
65,P,0.1806640625,"[('P', 0.8359375), ('U', 0.1640625)]"
66,P,0.1806640625,"[('P', 0.8359375), ('U', 0.1640625)]"
67,P,0.1435546875,"[('P', 0.8671875), ('U', 0.1328125)]"
68,P,0.11376953125,"[('P', 0.890625), ('U', 0.10693359375)]"
69,P,0.08984375,"[('P', 0.9140625), ('U', 0.08447265625)]"
70,U,2.703125,"[('P', 0.93359375), ('U', 0.06689453125)]"
71,P,0.4765625,"[('P', 0.62109375), ('U', 0.376953125)]"
72,P,0.1806640625,"[('P', 0.8359375), ('U', 0.1640625)]"
