trial_index,ground_truth,nll,top2
1,P,4.3125,"[('U', 0.953125), ('I', 0.02880859375)]"
2,P,0.2255859375,"[('P', 0.796875), ('U', 0.201171875)]"
3,U,0.02978515625,"[('U', 0.96875), ('P', 0.029296875)]"
4,U,0.00194549560546875,"[('U', 1.0), ('P', 0.00193023681640625)]"
5,P,0.126953125,"[('P', 0.87890625), ('U', 0.11962890625)]"
6,U,2.46875,"[('P', 0.9140625), ('U', 0.08447265625)]"
7,U,0.16015625,"[('U', 0.8515625), ('P', 0.1474609375)]"
8,U,0.34765625,"[('U', 0.70703125), ('P', 0.29296875)]"
9,U,0.38671875,"[('U', 0.6796875), ('P', 0.3203125)]"
10,U,0.4296875,"[('U', 0.65234375), ('P', 0.34765625)]"
11,U,3.765625,"[('P', 0.9765625), ('U', 0.023193359375)]"
12,P,1.2265625,"[('U', 0.70703125), ('P', 0.29296875)]"
13,P,0.048583984375,"[('P', 0.953125), ('U', 0.047607421875)]"
14,U,0.38671875,"[('U', 0.6796875), ('P', 0.3203125)]"
15,U,0.34765625,"[('U', 0.70703125), ('P', 0.29296875)]"
16,U,0.34765625,"[('U', 0.70703125), ('P', 0.29296875)]"
17,U,0.3125,"[('U', 0.73046875), ('P', 0.26953125)]"
18,U,0.3125,"[('U', 0.73046875), ('P', 0.26953125)]"
19,P,1.3125,"[('U', 0.73046875), ('P', 0.26953125)]"
20,U,0.34765625,"[('U', 0.70703125), ('P', 0.29296875)]"
21,P,1.9140625,"[('U', 0.8515625), ('P', 0.1474609375)]"
22,U,0.57421875,"[('U', 0.5625), ('P', 0.439453125)]"
23,U,0.251953125,"[('U', 0.77734375), ('P', 0.22265625)]"
24,U,0.2255859375,"[('U', 0.796875), ('P', 0.201171875)]"
25,U,0.251953125,"[('U', 0.77734375), ('P', 0.22265625)]"
26,U,0.28125,"[('U', 0.75390625), ('P', 0.2451171875)]"
27,U,0.314453125,"[('U', 0.73046875), ('P', 0.26953125)]"
28,U,0.314453125,"[('U', 0.73046875), ('P', 0.26953125)]"
29,U,0.28125,"[('U', 0.75390625), ('P', 0.2451171875)]"
30,U,0.25390625,"[('U', 0.77734375), ('P', 0.2216796875)]"
31,U,0.228515625,"[('U', 0.796875), ('P', 0.201171875)]"
32,U,0.18359375,"[('U', 0.83203125), ('P', 0.1630859375)]"
33,U,0.1474609375,"[('U', 0.86328125), ('P', 0.1328125)]"
34,U,0.1337890625,"[('U', 0.875), ('P', 0.11767578125)]"
35,U,0.12158203125,"[('U', 0.88671875), ('P', 0.10546875)]"
36,U,0.099609375,"[('U', 0.90625), ('P', 0.08447265625)]"
37,U,0.09228515625,"[('U', 0.91015625), ('P', 0.07470703125)]"
38,U,0.076171875,"[('U', 0.92578125), ('P', 0.05908203125)]"
39,U,0.0673828125,"[('U', 0.93359375), ('P', 0.046875)]"
40,U,0.06884765625,"[('U', 0.93359375), ('P', 0.046875)]"
41,U,0.057373046875,"[('U', 0.9453125), ('P', 0.036376953125)]"
42,U,0.048583984375,"[('U', 0.953125), ('P', 0.02880859375)]"
43,U,0.05029296875,"[('U', 0.94921875), ('P', 0.02880859375)]"
44,U,0.05126953125,"[('U', 0.94921875), ('P', 0.02880859375)]"
45,P,3.796875,"[('U', 0.9609375), ('P', 0.0224609375)]"
46,U,1.4140625,"[('P', 0.75), ('U', 0.2431640625)]"
47,P,1.0703125,"[('U', 0.640625), ('P', 0.34375)]"
48,P,1.3125,"[('U', 0.73046875), ('P', 0.26953125)]"
49,U,0.474609375,"[('U', 0.62109375), ('P', 0.376953125)]"
50,U,0.2275390625,"[('U', 0.796875), ('P', 0.201171875)]"
51,U,0.25390625,"[('U', 0.77734375), ('P', 0.22265625)]"
52,P,1.8046875,"[('U', 0.83203125), ('P', 0.1640625)]"
53,U,0.6953125,"[('U', 0.498046875), ('P', 0.498046875)]"
54,P,0.8984375,"[('U', 0.59375), ('P', 0.40625)]"
55,U,0.7578125,"[('P', 0.53125), ('U', 0.46875)]"
56,P,0.6953125,"[('U', 0.498046875), ('P', 0.498046875)]"
57,U,0.6953125,"[('U', 0.498046875), ('P', 0.498046875)]"
58,P,0.578125,"[('P', 0.5625), ('U', 0.4375)]"
59,P,0.6953125,"[('U', 0.498046875), ('P', 0.498046875)]"
60,P,0.6953125,"[('U', 0.498046875), ('P', 0.498046875)]"
61,P,0.388671875,"[('P', 0.6796875), ('U', 0.3203125)]"
62,P,0.251953125,"[('P', 0.77734375), ('U', 0.22265625)]"
63,P,0.1806640625,"[('P', 0.8359375), ('U', 0.1640625)]"
64,P,0.1279296875,"[('P', 0.87890625), ('U', 0.11962890625)]"
65,P,0.08984375,"[('P', 0.9140625), ('U', 0.08447265625)]"
66,P,0.0712890625,"[('P', 0.9296875), ('U', 0.06689453125)]"
67,P,0.056640625,"[('P', 0.9453125), ('U', 0.052978515625)]"
68,P,0.05078125,"[('P', 0.94921875), ('U', 0.047607421875)]"
69,P,0.045166015625,"[('P', 0.95703125), ('U', 0.0419921875)]"
70,P,0.04052734375,"[('P', 0.9609375), ('U', 0.037109375)]"
71,P,0.03662109375,"[('P', 0.96484375), ('U', 0.033203125)]"
72,P,0.03271484375,"[('P', 0.96875), ('U', 0.029296875)]"
73,P,0.0294189453125,"[('P', 0.97265625), ('U', 0.02587890625)]"
74,P,0.0260009765625,"[('P', 0.97265625), ('U', 0.0228271484375)]"
75,P,0.023681640625,"[('P', 0.9765625), ('U', 0.0201416015625)]"
76,P,0.018798828125,"[('P', 0.98046875), ('U', 0.015625)]"
77,P,0.0213623046875,"[('P', 0.98046875), ('U', 0.0177001953125)]"
78,P,0.022216796875,"[('P', 0.9765625), ('U', 0.0177001953125)]"
79,P,0.01904296875,"[('P', 0.98046875), ('U', 0.015625)]"
80,P,0.0172119140625,"[('P', 0.984375), ('U', 0.01385498046875)]"
81,P,0.01513671875,"[('P', 0.984375), ('U', 0.0125732421875)]"
