trial_index,ground_truth,nll,top2
1,P,4.3125,"[('U', 0.953125), ('I', 0.02880859375)]"
2,P,0.2255859375,"[('P', 0.796875), ('U', 0.201171875)]"
3,U,0.02978515625,"[('U', 0.96875), ('P', 0.029296875)]"
4,P,6.25,"[('U', 1.0), ('P', 0.00193023681640625)]"
5,P,0.38671875,"[('P', 0.6796875), ('U', 0.3203125)]"
6,U,1.0546875,"[('P', 0.65234375), ('U', 0.34765625)]"
7,P,1.6015625,"[('U', 0.796875), ('P', 0.201171875)]"
8,U,0.5234375,"[('U', 0.59375), ('P', 0.40625)]"
9,U,0.474609375,"[('U', 0.62109375), ('P', 0.37890625)]"
10,U,0.69140625,"[('U', 0.5), ('P', 0.5)]"
11,P,0.0206298828125,"[('P', 0.98046875), ('U', 0.0203857421875)]"
12,P,0.0888671875,"[('P', 0.9140625), ('U', 0.08447265625)]"
13,P,0.2255859375,"[('P', 0.796875), ('U', 0.201171875)]"
14,U,0.054931640625,"[('U', 0.9453125), ('P', 0.052978515625)]"
15,U,0.201171875,"[('U', 0.81640625), ('P', 0.181640625)]"
16,U,0.34765625,"[('U', 0.70703125), ('P', 0.29296875)]"
17,U,0.474609375,"[('U', 0.62109375), ('P', 0.37890625)]"
18,U,0.5234375,"[('U', 0.59375), ('P', 0.40625)]"
19,P,0.97265625,"[('U', 0.62109375), ('P', 0.37890625)]"
20,U,0.16015625,"[('U', 0.8515625), ('P', 0.1474609375)]"
21,U,0.1796875,"[('U', 0.8359375), ('P', 0.1640625)]"
22,U,0.2255859375,"[('U', 0.796875), ('P', 0.201171875)]"
23,P,1.6015625,"[('U', 0.796875), ('P', 0.201171875)]"
24,U,0.201171875,"[('U', 0.81640625), ('P', 0.181640625)]"
25,P,2.125,"[('U', 0.87890625), ('P', 0.11962890625)]"
26,U,0.28125,"[('U', 0.75390625), ('P', 0.2451171875)]"
27,U,0.1796875,"[('U', 0.8359375), ('P', 0.1640625)]"
28,U,0.201171875,"[('U', 0.81640625), ('P', 0.181640625)]"
29,U,0.28125,"[('U', 0.75390625), ('P', 0.2451171875)]"
30,U,0.349609375,"[('U', 0.703125), ('P', 0.29296875)]"
31,U,0.38671875,"[('U', 0.6796875), ('P', 0.3203125)]"
32,U,0.349609375,"[('U', 0.703125), ('P', 0.29296875)]"
33,U,0.31640625,"[('U', 0.73046875), ('P', 0.26953125)]"
34,U,0.28515625,"[('U', 0.75), ('P', 0.2431640625)]"
35,U,0.232421875,"[('U', 0.79296875), ('P', 0.2001953125)]"
36,U,0.2138671875,"[('U', 0.80859375), ('P', 0.1806640625)]"
37,U,0.158203125,"[('U', 0.85546875), ('P', 0.130859375)]"
38,U,0.130859375,"[('U', 0.87890625), ('P', 0.10546875)]"
39,U,0.1279296875,"[('U', 0.87890625), ('P', 0.0927734375)]"
40,U,0.10009765625,"[('U', 0.90625), ('P', 0.06591796875)]"
41,P,2.84375,"[('U', 0.91015625), ('P', 0.05810546875)]"
42,U,0.07958984375,"[('U', 0.921875), ('P', 0.06689453125)]"
43,U,0.091796875,"[('U', 0.9140625), ('P', 0.07470703125)]"
44,U,0.10400390625,"[('U', 0.90234375), ('P', 0.08349609375)]"
45,U,0.08154296875,"[('U', 0.921875), ('P', 0.06689453125)]"
46,U,0.0849609375,"[('U', 0.91796875), ('P', 0.06689453125)]"
47,U,0.08251953125,"[('U', 0.921875), ('P', 0.06689453125)]"
48,U,0.07470703125,"[('U', 0.9296875), ('P', 0.05908203125)]"
49,U,0.07568359375,"[('U', 0.92578125), ('P', 0.05908203125)]"
50,U,0.064453125,"[('U', 0.9375), ('P', 0.046875)]"
51,U,0.06396484375,"[('U', 0.9375), ('P', 0.046875)]"
52,U,0.05810546875,"[('U', 0.9453125), ('P', 0.041259765625)]"
53,P,3.296875,"[('U', 0.94921875), ('P', 0.037109375)]"
54,U,0.90625,"[('P', 0.5859375), ('U', 0.404296875)]"
55,U,0.53125,"[('U', 0.5859375), ('P', 0.404296875)]"
56,P,0.5234375,"[('P', 0.59375), ('U', 0.40625)]"
57,P,0.4296875,"[('P', 0.65234375), ('U', 0.34765625)]"
58,P,0.388671875,"[('P', 0.6796875), ('U', 0.3203125)]"
59,P,0.251953125,"[('P', 0.77734375), ('U', 0.22265625)]"
60,P,0.1806640625,"[('P', 0.8359375), ('U', 0.1640625)]"
61,P,0.1435546875,"[('P', 0.8671875), ('U', 0.1328125)]"
62,P,0.11376953125,"[('P', 0.890625), ('U', 0.10693359375)]"
63,P,0.09033203125,"[('P', 0.9140625), ('U', 0.08447265625)]"
64,P,0.08056640625,"[('P', 0.921875), ('U', 0.07568359375)]"
65,P,0.056396484375,"[('P', 0.9453125), ('U', 0.052978515625)]"
66,P,0.051513671875,"[('P', 0.94921875), ('U', 0.047607421875)]"
67,P,0.04052734375,"[('P', 0.9609375), ('U', 0.037109375)]"
68,P,0.04248046875,"[('P', 0.95703125), ('U', 0.037109375)]"
69,U,3.53125,"[('P', 0.96875), ('U', 0.029296875)]"
70,P,0.2080078125,"[('P', 0.8125), ('U', 0.1806640625)]"
71,P,0.14453125,"[('P', 0.8671875), ('U', 0.1328125)]"
72,U,2.46875,"[('P', 0.9140625), ('U', 0.08447265625)]"
73,P,0.251953125,"[('P', 0.77734375), ('U', 0.22265625)]"
74,P,0.251953125,"[('P', 0.77734375), ('U', 0.22265625)]"
75,P,0.2265625,"[('P', 0.796875), ('U', 0.201171875)]"
76,P,0.1279296875,"[('P', 0.87890625), ('U', 0.11962890625)]"
77,P,0.1005859375,"[('P', 0.90625), ('U', 0.09619140625)]"
78,U,2.703125,"[('P', 0.93359375), ('U', 0.06689453125)]"
79,P,0.1279296875,"[('P', 0.87890625), ('U', 0.11962890625)]"
80,P,0.126953125,"[('P', 0.87890625), ('U', 0.11962890625)]"
81,P,0.142578125,"[('P', 0.8671875), ('U', 0.1328125)]"
