participant_id,trial_index,ground_truth,nll,top2
14593,1,O,0.06993623077869415,"[('O', 0.9324532747268677), ('C', 0.06754668802022934)]"
14593,2,O,0.42870065569877625,"[('O', 0.6513548493385315), ('C', 0.3486451208591461)]"
14593,3,O,0.12692804634571075,"[('O', 0.8807970285415649), ('C', 0.11920291185379028)]"
14593,4,O,0.2014133334159851,"[('O', 0.8175744414329529), ('C', 0.18242549896240234)]"
14593,5,C,0.04858732968568802,"[('C', 0.9525741338729858), ('O', 0.047425877302885056)]"
14593,6,C,0.06196761503815651,"[('C', 0.9399133324623108), ('O', 0.06008664891123772)]"
14593,7,O,0.06196761503815651,"[('O', 0.9399133324623108), ('C', 0.06008664891123772)]"
14593,8,O,0.12692804634571075,"[('O', 0.8807970285415649), ('C', 0.11920291185379028)]"
14593,9,O,0.1602240949869156,"[('O', 0.851952850818634), ('C', 0.14804720878601074)]"
14593,10,O,0.1602240949869156,"[('O', 0.851952850818634), ('C', 0.14804720878601074)]"
14593,11,C,0.06196761503815651,"[('C', 0.9399133324623108), ('O', 0.06008664891123772)]"
14593,12,C,0.10020658373832703,"[('C', 0.9046505093574524), ('O', 0.09534946084022522)]"
14593,13,C,0.1602240949869156,"[('C', 0.851952850818634), ('O', 0.14804720878601074)]"
14593,14,C,3.529750347137451,"[('O', 0.970687747001648), ('C', 0.02931223250925541)]"
14593,15,O,0.012509571388363838,"[('O', 0.9875683188438416), ('C', 0.012431653216481209)]"
14593,16,O,0.02630021423101425,"[('O', 0.9740425944328308), ('C', 0.02595735713839531)]"
14593,17,O,0.029750416055321693,"[('O', 0.970687747001648), ('C', 0.02931223250925541)]"
14593,18,O,0.03804141283035278,"[('O', 0.9626731276512146), ('C', 0.037326887249946594)]"
14593,19,O,0.06196761503815651,"[('O', 0.9399133324623108), ('C', 0.06008664891123772)]"
14593,20,C,2.6949362754821777,"[('O', 0.9324532747268677), ('C', 0.06754668802022934)]"
14593,21,O,0.2014133334159851,"[('O', 0.8175744414329529), ('C', 0.18242549896240234)]"
14593,22,O,0.04858732968568802,"[('O', 0.9525741338729858), ('C', 0.047425877302885056)]"
14593,23,O,0.05488219112157822,"[('O', 0.946596622467041), ('C', 0.05340332165360451)]"
14593,24,O,0.06993623077869415,"[('O', 0.9324532747268677), ('C', 0.06754668802022934)]"
14593,25,O,0.07888974994421005,"[('O', 0.9241418242454529), ('C', 0.07585817575454712)]"
14593,26,O,0.08893945813179016,"[('O', 0.9149009585380554), ('C', 0.08509904891252518)]"
14593,27,O,0.08893945813179016,"[('O', 0.9149009585380554), ('C', 0.08509904891252518)]"
14593,28,C,2.578889846801758,"[('O', 0.9241418242454529), ('C', 0.07585817575454712)]"
14593,29,O,0.10020658373832703,"[('O', 0.9046505093574524), ('C', 0.09534946084022522)]"
14593,30,O,0.03364565595984459,"[('O', 0.9669140577316284), ('C', 0.033085983246564865)]"
14593,31,O,0.03364565595984459,"[('O', 0.9669140577316284), ('C', 0.033085983246564865)]"
14593,32,O,0.03804141283035278,"[('O', 0.9626731276512146), ('C', 0.037326887249946594)]"
14593,33,O,0.042999111115932465,"[('O', 0.957912266254425), ('C', 0.04208773374557495)]"
14593,34,O,0.04858732968568802,"[('O', 0.9525741338729858), ('C', 0.047425877302885056)]"
14593,35,O,0.04858732968568802,"[('O', 0.9525741338729858), ('C', 0.047425877302885056)]"
14593,36,O,0.05488219112157822,"[('O', 0.946596622467041), ('C', 0.05340332165360451)]"
14593,37,O,0.042999111115932465,"[('O', 0.957912266254425), ('C', 0.04208773374557495)]"
14593,38,O,0.03804141283035278,"[('O', 0.9626731276512146), ('C', 0.037326887249946594)]"
14593,39,O,0.029750416055321693,"[('O', 0.970687747001648), ('C', 0.02931223250925541)]"
14593,40,O,0.02630021423101425,"[('O', 0.9740425944328308), ('C', 0.02595735713839531)]"
14593,41,O,0.023245446383953094,"[('O', 0.977022647857666), ('C', 0.022977372631430626)]"
14593,42,O,0.018149960786104202,"[('O', 0.9820137023925781), ('C', 0.01798621192574501)]"
14593,43,O,0.016034230589866638,"[('O', 0.9840936064720154), ('C', 0.01590639352798462)]"
14593,44,O,0.01416344940662384,"[('O', 0.9859364032745361), ('C', 0.014063626527786255)]"
14593,45,O,0.011047743260860443,"[('O', 0.9890130758285522), ('C', 0.010986941866576672)]"
14593,46,O,0.009755908511579037,"[('O', 0.9902915358543396), ('C', 0.009708474390208721)]"
14593,47,O,0.008614521473646164,"[('O', 0.9914224743843079), ('C', 0.008577484637498856)]"
14593,48,O,0.007606116589158773,"[('O', 0.9924226999282837), ('C', 0.007577241398394108)]"
14593,49,O,0.007606116589158773,"[('O', 0.9924226999282837), ('C', 0.007577241398394108)]"
14593,50,O,0.006715348921716213,"[('O', 0.9933071136474609), ('C', 0.006692851427942514)]"
14593,51,C,5.1309285163879395,"[('O', 0.9940889477729797), ('C', 0.005911068990826607)]"
14593,52,O,0.575939416885376,"[('O', 0.562176525592804), ('C', 0.43782350420951843)]"
14593,53,O,0.042999111115932465,"[('O', 0.957912266254425), ('C', 0.04208773374557495)]"
14593,54,O,0.22541262209415436,"[('O', 0.7981867790222168), ('C', 0.2018132209777832)]"
14593,55,C,1.0537006855010986,"[('O', 0.6513548493385315), ('C', 0.3486451208591461)]"
14593,56,C,0.38687101006507874,"[('C', 0.6791786551475525), ('O', 0.3208213150501251)]"
14593,57,C,0.3484445810317993,"[('C', 0.7057850360870361), ('O', 0.29421499371528625)]"
14593,58,O,1.6004126071929932,"[('C', 0.7981867790222168), ('O', 0.2018132209777832)]"
14593,59,C,0.8981232643127441,"[('O', 0.5926665663719177), ('C', 0.4073334038257599)]"
14593,60,C,0.3484445810317993,"[('C', 0.7057850360870361), ('O', 0.29421499371528625)]"
14593,61,C,0.3484445810317993,"[('C', 0.7057850360870361), ('O', 0.29421499371528625)]"
14593,62,O,1.3132617473602295,"[('C', 0.7310584783554077), ('O', 0.26894140243530273)]"
14593,63,C,0.6931471824645996,"[('O', 0.5), ('C', 0.5)]"
14593,64,C,0.3484445810317993,"[('C', 0.7057850360870361), ('O', 0.29421499371528625)]"
14593,65,C,0.3484445810317993,"[('C', 0.7057850360870361), ('O', 0.29421499371528625)]"
14593,66,C,0.42870065569877625,"[('C', 0.6513548493385315), ('O', 0.3486451208591461)]"
14593,67,O,1.1368709802627563,"[('C', 0.6791786551475525), ('O', 0.3208213150501251)]"
14593,68,C,0.5231232643127441,"[('C', 0.5926665663719177), ('O', 0.4073334038257599)]"
14593,69,C,0.3132617473602295,"[('C', 0.7310584783554077), ('O', 0.26894140243530273)]"
14593,70,C,0.3132617473602295,"[('C', 0.7310584783554077), ('O', 0.26894140243530273)]"
14593,71,O,1.2234445810317993,"[('C', 0.7057850360870361), ('O', 0.29421499371528625)]"
14593,72,C,0.4740769863128662,"[('C', 0.622459352016449), ('O', 0.3775406777858734)]"
14593,73,C,0.25192904472351074,"[('C', 0.7772998809814453), ('O', 0.22270016372203827)]"
14593,74,C,0.28115010261535645,"[('C', 0.7549149990081787), ('O', 0.24508503079414368)]"
14593,75,C,0.42870065569877625,"[('C', 0.6513548493385315), ('O', 0.3486451208591461)]"
14593,76,C,0.42870065569877625,"[('C', 0.6513548493385315), ('O', 0.3486451208591461)]"
14593,77,C,0.42870065569877625,"[('C', 0.6513548493385315), ('O', 0.3486451208591461)]"
14593,78,C,0.38687101006507874,"[('C', 0.6791786551475525), ('O', 0.3208213150501251)]"
14593,79,C,0.28115010261535645,"[('C', 0.7549149990081787), ('O', 0.24508503079414368)]"
14593,80,C,0.28115010261535645,"[('C', 0.7549149990081787), ('O', 0.24508503079414368)]"
14593,81,C,0.22541262209415436,"[('C', 0.7981867790222168), ('O', 0.2018132209777832)]"
14593,82,C,0.22541262209415436,"[('C', 0.7981867790222168), ('O', 0.2018132209777832)]"
14593,83,C,0.2014133334159851,"[('C', 0.8175744414329529), ('O', 0.18242549896240234)]"
14593,84,C,0.2014133334159851,"[('C', 0.8175744414329529), ('O', 0.18242549896240234)]"
14593,85,C,0.22541262209415436,"[('C', 0.7981867790222168), ('O', 0.2018132209777832)]"
14593,86,O,1.8047446012496948,"[('C', 0.8354835510253906), ('O', 0.16451647877693176)]"
14593,87,C,0.3484445810317993,"[('C', 0.7057850360870361), ('O', 0.29421499371528625)]"
14593,88,C,0.1797446459531784,"[('C', 0.8354835510253906), ('O', 0.16451647877693176)]"
14593,89,C,0.2014133334159851,"[('C', 0.8175744414329529), ('O', 0.18242549896240234)]"
14593,90,O,0.6931471824645996,"[('O', 0.5), ('C', 0.5)]"
14593,91,O,0.1602240949869156,"[('O', 0.851952850818634), ('C', 0.14804720878601074)]"
14593,92,O,0.9740769863128662,"[('C', 0.622459352016449), ('O', 0.3775406777858734)]"
14593,93,C,0.6325989961624146,"[('C', 0.531209409236908), ('O', 0.4687906503677368)]"
14593,94,C,0.2014133334159851,"[('C', 0.8175744414329529), ('O', 0.18242549896240234)]"
14593,95,O,1.4061501026153564,"[('C', 0.7549149990081787), ('O', 0.24508503079414368)]"
14593,96,C,0.5231232643127441,"[('C', 0.5926665663719177), ('O', 0.4073334038257599)]"
14593,97,C,0.25192904472351074,"[('C', 0.7772998809814453), ('O', 0.22270016372203827)]"
14593,98,C,0.28115010261535645,"[('C', 0.7549149990081787), ('O', 0.24508503079414368)]"
14593,99,C,0.3132617473602295,"[('C', 0.7310584783554077), ('O', 0.26894140243530273)]"
14593,100,C,0.28115010261535645,"[('C', 0.7549149990081787), ('O', 0.24508503079414368)]"
