trial_index,ground_truth,nll,top2
1,U,0.0498046875,"[('U', 0.953125), ('I', 0.02880859375)]"
2,U,0.6328125,"[('U', 0.53125), ('P', 0.46875)]"
3,U,0.126953125,"[('U', 0.87890625), ('P', 0.11962890625)]"
4,U,0.16015625,"[('U', 0.8515625), ('P', 0.1474609375)]"
5,P,0.0032196044921875,"[('P', 0.99609375), ('U', 0.0031890869140625)]"
6,U,6.125,"[('P', 0.99609375), ('U', 0.0021820068359375)]"
7,U,1.3125,"[('P', 0.73046875), ('U', 0.26953125)]"
8,U,1.0546875,"[('P', 0.65234375), ('U', 0.34765625)]"
9,P,0.474609375,"[('P', 0.62109375), ('U', 0.37890625)]"
10,U,0.251953125,"[('U', 0.77734375), ('P', 0.22265625)]"
11,P,0.009765625,"[('P', 0.9921875), ('U', 0.00982666015625)]"
12,P,0.01251220703125,"[('P', 0.98828125), ('U', 0.0125732421875)]"
13,U,3.765625,"[('P', 0.9765625), ('U', 0.023193359375)]"
14,P,0.28125,"[('P', 0.75390625), ('U', 0.2451171875)]"
15,P,0.57421875,"[('P', 0.5625), ('U', 0.439453125)]"
16,P,0.16015625,"[('P', 0.8515625), ('U', 0.1474609375)]"
17,U,0.04296875,"[('U', 0.95703125), ('P', 0.0419921875)]"
18,U,0.201171875,"[('U', 0.81640625), ('P', 0.181640625)]"
19,U,0.34765625,"[('U', 0.70703125), ('P', 0.29296875)]"
20,U,0.57421875,"[('U', 0.5625), ('P', 0.439453125)]"
21,U,0.6953125,"[('U', 0.498046875), ('P', 0.498046875)]"
22,U,0.6953125,"[('U', 0.498046875), ('P', 0.498046875)]"
23,U,0.578125,"[('U', 0.5625), ('P', 0.4375)]"
24,P,0.97265625,"[('U', 0.62109375), ('P', 0.37890625)]"
25,U,0.7578125,"[('P', 0.53125), ('U', 0.46875)]"
26,U,0.38671875,"[('U', 0.6796875), ('P', 0.3203125)]"
27,P,1.2265625,"[('U', 0.703125), ('P', 0.29296875)]"
28,U,1.140625,"[('P', 0.6796875), ('U', 0.3203125)]"
29,U,0.38671875,"[('U', 0.6796875), ('P', 0.3203125)]"
30,U,0.38671875,"[('U', 0.6796875), ('P', 0.3203125)]"
31,U,0.38671875,"[('U', 0.6796875), ('P', 0.3203125)]"
32,U,0.38671875,"[('U', 0.6796875), ('P', 0.3203125)]"
33,U,0.388671875,"[('U', 0.6796875), ('P', 0.3203125)]"
34,U,0.388671875,"[('U', 0.6796875), ('P', 0.3203125)]"
35,U,0.3515625,"[('U', 0.703125), ('P', 0.29296875)]"
36,U,0.3203125,"[('U', 0.7265625), ('P', 0.267578125)]"
37,U,0.26171875,"[('U', 0.76953125), ('P', 0.2197265625)]"
38,U,0.21484375,"[('U', 0.80859375), ('P', 0.1796875)]"
39,P,1.9296875,"[('U', 0.8359375), ('P', 0.1455078125)]"
40,U,0.28515625,"[('U', 0.75), ('P', 0.2431640625)]"
41,U,0.2314453125,"[('U', 0.79296875), ('P', 0.2001953125)]"
42,P,1.7109375,"[('U', 0.8125), ('P', 0.1806640625)]"
43,U,0.314453125,"[('U', 0.73046875), ('P', 0.26953125)]"
44,P,1.8046875,"[('U', 0.83203125), ('P', 0.1640625)]"
45,P,1.0546875,"[('U', 0.65234375), ('P', 0.34765625)]"
46,U,1.40625,"[('P', 0.75390625), ('U', 0.2451171875)]"
47,U,0.578125,"[('U', 0.5625), ('P', 0.4375)]"
48,U,0.388671875,"[('U', 0.6796875), ('P', 0.3203125)]"
49,P,1.2265625,"[('U', 0.703125), ('P', 0.29296875)]"
50,U,0.38671875,"[('U', 0.6796875), ('P', 0.3203125)]"
51,P,1.3125,"[('U', 0.73046875), ('P', 0.26953125)]"
52,P,0.6953125,"[('U', 0.498046875), ('P', 0.498046875)]"
53,U,0.8984375,"[('P', 0.59375), ('U', 0.40625)]"
54,P,0.5234375,"[('P', 0.59375), ('U', 0.40625)]"
55,P,0.474609375,"[('P', 0.62109375), ('U', 0.376953125)]"
56,P,0.474609375,"[('P', 0.62109375), ('U', 0.376953125)]"
57,P,0.4296875,"[('P', 0.65234375), ('U', 0.34765625)]"
58,P,0.283203125,"[('P', 0.75390625), ('U', 0.2451171875)]"
59,P,0.2265625,"[('P', 0.796875), ('U', 0.201171875)]"
60,P,0.162109375,"[('P', 0.8515625), ('U', 0.1474609375)]"
61,P,0.11572265625,"[('P', 0.890625), ('U', 0.10693359375)]"
62,P,0.10400390625,"[('P', 0.90234375), ('U', 0.09423828125)]"
63,U,2.703125,"[('P', 0.9296875), ('U', 0.06689453125)]"
64,P,0.3515625,"[('P', 0.703125), ('U', 0.29296875)]"
65,U,1.703125,"[('P', 0.81640625), ('U', 0.181640625)]"
66,P,0.283203125,"[('P', 0.75390625), ('U', 0.2451171875)]"
67,P,0.349609375,"[('P', 0.703125), ('U', 0.29296875)]"
68,U,1.5,"[('P', 0.77734375), ('U', 0.22265625)]"
69,P,0.251953125,"[('P', 0.77734375), ('U', 0.22265625)]"
70,U,1.40625,"[('P', 0.75390625), ('U', 0.2451171875)]"
71,U,1.2265625,"[('P', 0.703125), ('U', 0.29296875)]"
72,P,0.28125,"[('P', 0.75390625), ('U', 0.2451171875)]"
73,P,0.474609375,"[('P', 0.62109375), ('U', 0.37890625)]"
74,P,0.474609375,"[('P', 0.62109375), ('U', 0.376953125)]"
75,P,0.314453125,"[('P', 0.73046875), ('U', 0.26953125)]"
76,P,0.2021484375,"[('P', 0.81640625), ('U', 0.181640625)]"
77,P,0.1611328125,"[('P', 0.8515625), ('U', 0.1474609375)]"
78,P,0.1279296875,"[('P', 0.87890625), ('U', 0.11962890625)]"
79,U,2.234375,"[('P', 0.890625), ('U', 0.10693359375)]"
80,P,0.14453125,"[('P', 0.8671875), ('U', 0.1328125)]"
81,P,0.2255859375,"[('P', 0.796875), ('U', 0.201171875)]"
82,P,0.2021484375,"[('P', 0.81640625), ('U', 0.181640625)]"
83,P,0.142578125,"[('P', 0.8671875), ('U', 0.1328125)]"
84,P,0.1005859375,"[('P', 0.90625), ('U', 0.09619140625)]"
85,P,0.08935546875,"[('P', 0.9140625), ('U', 0.08447265625)]"
86,P,0.0791015625,"[('P', 0.92578125), ('U', 0.07568359375)]"
87,P,0.0791015625,"[('P', 0.92578125), ('U', 0.07568359375)]"
88,P,0.0703125,"[('P', 0.93359375), ('U', 0.06689453125)]"
