trial_index,ground_truth,nll,top2
1,U,0.0498046875,"[('U', 0.953125), ('I', 0.02880859375)]"
2,U,0.6328125,"[('U', 0.53125), ('P', 0.46875)]"
3,P,2.125,"[('U', 0.87890625), ('P', 0.11962890625)]"
4,P,4.875,"[('U', 0.9921875), ('P', 0.00762939453125)]"
5,P,0.3125,"[('P', 0.73046875), ('U', 0.26953125)]"
6,U,1.0546875,"[('P', 0.65234375), ('U', 0.34765625)]"
7,P,2.578125,"[('U', 0.92578125), ('P', 0.07568359375)]"
8,P,0.97265625,"[('U', 0.62109375), ('P', 0.37890625)]"
9,U,0.0263671875,"[('U', 0.97265625), ('P', 0.02587890625)]"
10,U,0.0233154296875,"[('U', 0.9765625), ('P', 0.023193359375)]"
11,U,1.0546875,"[('P', 0.65234375), ('U', 0.34765625)]"
12,U,0.4296875,"[('U', 0.65234375), ('P', 0.34765625)]"
13,U,0.82421875,"[('P', 0.5625), ('U', 0.439453125)]"
14,P,0.5234375,"[('P', 0.59375), ('U', 0.40625)]"
15,P,0.34765625,"[('P', 0.70703125), ('U', 0.29296875)]"
16,P,0.28125,"[('P', 0.75390625), ('U', 0.2451171875)]"
17,U,0.142578125,"[('U', 0.8671875), ('P', 0.1328125)]"
18,U,0.142578125,"[('U', 0.8671875), ('P', 0.1328125)]"
19,U,0.28125,"[('U', 0.75390625), ('P', 0.2451171875)]"
20,U,0.474609375,"[('U', 0.62109375), ('P', 0.37890625)]"
21,U,0.6328125,"[('U', 0.53125), ('P', 0.46875)]"
22,U,0.578125,"[('U', 0.5625), ('P', 0.4375)]"
23,U,0.474609375,"[('U', 0.62109375), ('P', 0.37890625)]"
24,U,0.38671875,"[('U', 0.6796875), ('P', 0.3203125)]"
25,U,0.28125,"[('U', 0.75390625), ('P', 0.2451171875)]"
26,U,0.251953125,"[('U', 0.77734375), ('P', 0.22265625)]"
27,U,0.2021484375,"[('U', 0.81640625), ('P', 0.181640625)]"
28,U,0.1806640625,"[('U', 0.8359375), ('P', 0.1640625)]"
29,U,0.14453125,"[('U', 0.8671875), ('P', 0.1328125)]"
30,U,0.130859375,"[('U', 0.87890625), ('P', 0.11962890625)]"
31,U,0.11962890625,"[('U', 0.88671875), ('P', 0.10546875)]"
32,U,0.0966796875,"[('U', 0.90625), ('P', 0.08447265625)]"
33,U,0.08203125,"[('U', 0.921875), ('P', 0.06689453125)]"
34,U,0.07763671875,"[('U', 0.92578125), ('P', 0.05908203125)]"
35,U,0.06103515625,"[('U', 0.94140625), ('P', 0.041259765625)]"
36,U,0.064453125,"[('U', 0.9375), ('P', 0.041259765625)]"
37,U,0.05419921875,"[('U', 0.9453125), ('P', 0.03271484375)]"
38,U,0.0517578125,"[('U', 0.94921875), ('P', 0.02880859375)]"
39,U,0.052734375,"[('U', 0.94921875), ('P', 0.02880859375)]"
40,U,0.05126953125,"[('U', 0.94921875), ('P', 0.025390625)]"
41,U,0.046630859375,"[('U', 0.953125), ('P', 0.019775390625)]"
42,P,3.921875,"[('U', 0.95703125), ('P', 0.019775390625)]"
43,U,0.43359375,"[('U', 0.6484375), ('P', 0.345703125)]"
44,U,0.1484375,"[('U', 0.86328125), ('P', 0.11572265625)]"
45,P,2.25,"[('U', 0.87890625), ('P', 0.10546875)]"
46,U,1.2265625,"[('P', 0.703125), ('U', 0.29296875)]"
47,U,0.431640625,"[('U', 0.6484375), ('P', 0.34765625)]"
48,U,0.283203125,"[('U', 0.75390625), ('P', 0.2451171875)]"
49,U,0.255859375,"[('U', 0.7734375), ('P', 0.2216796875)]"
50,U,0.1826171875,"[('U', 0.83203125), ('P', 0.1640625)]"
51,P,2.015625,"[('U', 0.86328125), ('P', 0.1328125)]"
52,U,0.578125,"[('U', 0.5625), ('P', 0.4375)]"
53,U,0.25390625,"[('U', 0.77734375), ('P', 0.22265625)]"
54,P,1.3125,"[('U', 0.73046875), ('P', 0.26953125)]"
55,P,0.6953125,"[('U', 0.498046875), ('P', 0.498046875)]"
56,P,0.6328125,"[('P', 0.53125), ('U', 0.46875)]"
57,P,0.38671875,"[('P', 0.6796875), ('U', 0.3203125)]"
58,U,1.40625,"[('P', 0.75390625), ('U', 0.2451171875)]"
59,P,0.4296875,"[('P', 0.65234375), ('U', 0.34765625)]"
60,P,0.251953125,"[('P', 0.77734375), ('U', 0.22265625)]"
61,P,0.2255859375,"[('P', 0.796875), ('U', 0.201171875)]"
62,P,0.1796875,"[('P', 0.8359375), ('U', 0.1640625)]"
63,P,0.1806640625,"[('P', 0.8359375), ('U', 0.1640625)]"
64,P,0.1611328125,"[('P', 0.8515625), ('U', 0.1474609375)]"
65,P,0.1279296875,"[('P', 0.87890625), ('U', 0.11962890625)]"
66,P,0.08984375,"[('P', 0.9140625), ('U', 0.08447265625)]"
67,P,0.07080078125,"[('P', 0.93359375), ('U', 0.06689453125)]"
68,U,2.9375,"[('P', 0.9453125), ('U', 0.052978515625)]"
69,P,0.2265625,"[('P', 0.796875), ('U', 0.201171875)]"
70,P,0.1005859375,"[('P', 0.90625), ('U', 0.09619140625)]"
71,U,2.578125,"[('P', 0.92578125), ('U', 0.07568359375)]"
72,P,0.314453125,"[('P', 0.73046875), ('U', 0.26953125)]"
73,P,0.1796875,"[('P', 0.8359375), ('U', 0.1640625)]"
74,P,0.1806640625,"[('P', 0.8359375), ('U', 0.1640625)]"
75,P,0.1435546875,"[('P', 0.8671875), ('U', 0.1328125)]"
76,P,0.11328125,"[('P', 0.89453125), ('U', 0.10693359375)]"
77,P,0.08935546875,"[('P', 0.9140625), ('U', 0.08447265625)]"
78,U,2.578125,"[('P', 0.921875), ('U', 0.07568359375)]"
79,P,0.1435546875,"[('P', 0.8671875), ('U', 0.1328125)]"
80,P,0.1005859375,"[('P', 0.90625), ('U', 0.09619140625)]"
81,U,2.34375,"[('P', 0.90625), ('U', 0.09619140625)]"
82,P,0.1611328125,"[('P', 0.8515625), ('U', 0.1474609375)]"
83,P,0.1005859375,"[('P', 0.90625), ('U', 0.09619140625)]"
84,P,0.126953125,"[('P', 0.87890625), ('U', 0.11962890625)]"
85,P,0.1005859375,"[('P', 0.90625), ('U', 0.09619140625)]"
86,P,0.1005859375,"[('P', 0.90625), ('U', 0.09619140625)]"
87,P,0.1005859375,"[('P', 0.90625), ('U', 0.09619140625)]"
