trial_index,ground_truth,nll,top2
1,P,4.3125,"[('U', 0.953125), ('I', 0.02880859375)]"
2,U,1.6015625,"[('P', 0.796875), ('U', 0.201171875)]"
3,U,1.2265625,"[('P', 0.70703125), ('U', 0.29296875)]"
4,U,0.69140625,"[('U', 0.5), ('P', 0.5)]"
5,U,5.375,"[('P', 0.99609375), ('U', 0.004638671875)]"
6,U,0.97265625,"[('P', 0.62109375), ('U', 0.37890625)]"
7,P,0.474609375,"[('P', 0.62109375), ('U', 0.37890625)]"
8,P,0.009765625,"[('P', 0.9921875), ('U', 0.00982666015625)]"
9,U,0.57421875,"[('U', 0.5625), ('P', 0.439453125)]"
10,U,0.6328125,"[('U', 0.53125), ('P', 0.46875)]"
11,U,3.40625,"[('P', 0.96875), ('U', 0.033203125)]"
12,U,1.2265625,"[('P', 0.70703125), ('U', 0.29296875)]"
13,U,1.2265625,"[('P', 0.70703125), ('U', 0.29296875)]"
14,P,0.38671875,"[('P', 0.6796875), ('U', 0.3203125)]"
15,U,1.6015625,"[('P', 0.796875), ('U', 0.201171875)]"
16,U,0.6328125,"[('U', 0.53125), ('P', 0.46875)]"
17,U,0.6328125,"[('U', 0.53125), ('P', 0.46875)]"
18,P,0.6328125,"[('P', 0.53125), ('U', 0.46875)]"
19,U,1.5,"[('P', 0.77734375), ('U', 0.22265625)]"
20,U,0.474609375,"[('U', 0.62109375), ('P', 0.37890625)]"
21,U,0.4296875,"[('U', 0.65234375), ('P', 0.34765625)]"
22,U,0.6328125,"[('U', 0.53125), ('P', 0.46875)]"
23,U,0.7578125,"[('P', 0.53125), ('U', 0.46875)]"
24,U,0.6953125,"[('U', 0.498046875), ('P', 0.498046875)]"
25,U,0.5234375,"[('U', 0.59375), ('P', 0.40625)]"
26,U,0.474609375,"[('U', 0.62109375), ('P', 0.37890625)]"
27,P,1.0546875,"[('U', 0.65234375), ('P', 0.34765625)]"
28,U,0.5234375,"[('U', 0.59375), ('P', 0.40625)]"
29,U,0.201171875,"[('U', 0.81640625), ('P', 0.181640625)]"
30,U,0.1796875,"[('U', 0.8359375), ('P', 0.1640625)]"
31,U,0.2021484375,"[('U', 0.81640625), ('P', 0.181640625)]"
32,U,0.2021484375,"[('U', 0.81640625), ('P', 0.181640625)]"
33,U,0.2021484375,"[('U', 0.81640625), ('P', 0.181640625)]"
34,U,0.2275390625,"[('U', 0.796875), ('P', 0.201171875)]"
35,U,0.228515625,"[('U', 0.796875), ('P', 0.201171875)]"
36,U,0.20703125,"[('U', 0.8125), ('P', 0.1806640625)]"
37,U,0.1884765625,"[('U', 0.828125), ('P', 0.1630859375)]"
38,U,0.171875,"[('U', 0.84375), ('P', 0.146484375)]"
39,U,0.140625,"[('U', 0.8671875), ('P', 0.11767578125)]"
40,U,0.1435546875,"[('U', 0.8671875), ('P', 0.11767578125)]"
41,U,0.130859375,"[('U', 0.87890625), ('P', 0.10546875)]"
42,U,0.0986328125,"[('U', 0.90625), ('P', 0.07470703125)]"
43,P,2.59375,"[('U', 0.90234375), ('P', 0.07470703125)]"
44,P,0.259765625,"[('P', 0.76953125), ('U', 0.2216796875)]"
45,U,0.390625,"[('U', 0.67578125), ('P', 0.3203125)]"
46,P,1.9140625,"[('U', 0.84765625), ('P', 0.1474609375)]"
47,U,0.4296875,"[('U', 0.65234375), ('P', 0.34765625)]"
48,U,0.388671875,"[('U', 0.6796875), ('P', 0.3203125)]"
49,U,0.31640625,"[('U', 0.73046875), ('P', 0.26953125)]"
50,U,0.283203125,"[('U', 0.75390625), ('P', 0.2451171875)]"
51,P,1.6015625,"[('U', 0.796875), ('P', 0.201171875)]"
52,U,1.3125,"[('P', 0.73046875), ('U', 0.26953125)]"
53,P,1.40625,"[('U', 0.75390625), ('P', 0.2451171875)]"
54,U,0.7578125,"[('P', 0.53125), ('U', 0.46875)]"
55,P,0.8984375,"[('U', 0.59375), ('P', 0.40625)]"
56,U,0.6953125,"[('U', 0.498046875), ('P', 0.498046875)]"
57,P,0.578125,"[('P', 0.5625), ('U', 0.4375)]"
58,U,0.7578125,"[('P', 0.53125), ('U', 0.46875)]"
59,P,0.5234375,"[('P', 0.59375), ('U', 0.40625)]"
60,P,0.6953125,"[('U', 0.498046875), ('P', 0.498046875)]"
61,P,0.6953125,"[('U', 0.498046875), ('P', 0.498046875)]"
62,P,0.388671875,"[('P', 0.6796875), ('U', 0.3203125)]"
63,P,0.25390625,"[('P', 0.77734375), ('U', 0.22265625)]"
64,P,0.181640625,"[('P', 0.83203125), ('U', 0.1640625)]"
65,P,0.12890625,"[('P', 0.87890625), ('U', 0.11962890625)]"
66,P,0.1142578125,"[('P', 0.890625), ('U', 0.10693359375)]"
67,P,0.0810546875,"[('P', 0.921875), ('U', 0.07568359375)]"
68,P,0.0654296875,"[('P', 0.9375), ('U', 0.06005859375)]"
69,U,3.046875,"[('P', 0.94921875), ('U', 0.047607421875)]"
70,P,0.2080078125,"[('P', 0.8125), ('U', 0.1806640625)]"
71,U,1.703125,"[('P', 0.81640625), ('U', 0.181640625)]"
72,P,0.2255859375,"[('P', 0.796875), ('U', 0.201171875)]"
