trial_index,ground_truth,nll,top2
1,P,4.3125,"[('U', 0.953125), ('I', 0.02880859375)]"
2,U,1.6015625,"[('P', 0.796875), ('U', 0.201171875)]"
3,P,0.34765625,"[('P', 0.70703125), ('U', 0.29296875)]"
4,P,2.8125,"[('U', 0.94140625), ('P', 0.06005859375)]"
5,P,0.28125,"[('P', 0.75390625), ('U', 0.2451171875)]"
6,U,1.0546875,"[('P', 0.65234375), ('U', 0.34765625)]"
7,P,1.5,"[('U', 0.77734375), ('P', 0.22265625)]"
8,U,0.474609375,"[('U', 0.62109375), ('P', 0.37890625)]"
9,U,0.7578125,"[('P', 0.53125), ('U', 0.46875)]"
10,P,0.34765625,"[('P', 0.70703125), ('U', 0.29296875)]"
11,U,0.8984375,"[('P', 0.59375), ('U', 0.40625)]"
12,U,1.0546875,"[('P', 0.65234375), ('U', 0.34765625)]"
13,P,0.2255859375,"[('P', 0.796875), ('U', 0.201171875)]"
14,U,0.38671875,"[('U', 0.6796875), ('P', 0.3203125)]"
15,U,0.5234375,"[('U', 0.59375), ('P', 0.40625)]"
16,U,0.7578125,"[('P', 0.53125), ('U', 0.46875)]"
17,U,0.97265625,"[('P', 0.62109375), ('U', 0.37890625)]"
18,U,0.97265625,"[('P', 0.62109375), ('U', 0.37890625)]"
19,P,0.578125,"[('P', 0.5625), ('U', 0.4375)]"
20,U,0.4296875,"[('U', 0.65234375), ('P', 0.34765625)]"
21,U,0.34765625,"[('U', 0.70703125), ('P', 0.29296875)]"
22,U,0.4296875,"[('U', 0.65234375), ('P', 0.34765625)]"
23,U,0.474609375,"[('U', 0.62109375), ('P', 0.37890625)]"
24,U,0.5234375,"[('U', 0.59375), ('P', 0.40625)]"
25,U,0.474609375,"[('U', 0.62109375), ('P', 0.37890625)]"
26,P,0.97265625,"[('U', 0.62109375), ('P', 0.37890625)]"
27,U,0.5234375,"[('U', 0.59375), ('P', 0.40625)]"
28,P,1.2265625,"[('U', 0.703125), ('P', 0.29296875)]"
29,U,0.38671875,"[('U', 0.6796875), ('P', 0.3203125)]"
30,U,0.314453125,"[('U', 0.73046875), ('P', 0.26953125)]"
31,U,0.349609375,"[('U', 0.703125), ('P', 0.29296875)]"
32,U,0.349609375,"[('U', 0.703125), ('P', 0.29296875)]"
33,U,0.388671875,"[('U', 0.6796875), ('P', 0.3203125)]"
34,U,0.4296875,"[('U', 0.65234375), ('P', 0.34765625)]"
35,U,0.431640625,"[('U', 0.6484375), ('P', 0.34765625)]"
36,P,1.0625,"[('U', 0.6484375), ('P', 0.345703125)]"
37,U,0.181640625,"[('U', 0.83203125), ('P', 0.1640625)]"
38,U,0.2041015625,"[('U', 0.81640625), ('P', 0.181640625)]"
39,U,0.2041015625,"[('U', 0.81640625), ('P', 0.181640625)]"
40,U,0.2041015625,"[('U', 0.81640625), ('P', 0.181640625)]"
41,U,0.205078125,"[('U', 0.81640625), ('P', 0.181640625)]"
42,U,0.23046875,"[('U', 0.79296875), ('P', 0.201171875)]"
43,U,0.234375,"[('U', 0.79296875), ('P', 0.2001953125)]"
44,P,1.609375,"[('U', 0.7890625), ('P', 0.2001953125)]"
45,U,0.10546875,"[('U', 0.8984375), ('P', 0.09423828125)]"
46,U,0.10546875,"[('U', 0.8984375), ('P', 0.09423828125)]"
47,P,2.25,"[('U', 0.890625), ('P', 0.10546875)]"
48,U,0.1435546875,"[('U', 0.8671875), ('P', 0.1328125)]"
49,U,0.162109375,"[('U', 0.8515625), ('P', 0.1474609375)]"
50,U,0.1640625,"[('U', 0.84765625), ('P', 0.1474609375)]"
51,U,0.18359375,"[('U', 0.83203125), ('P', 0.1640625)]"
52,U,0.18359375,"[('U', 0.83203125), ('P', 0.1640625)]"
53,P,1.8125,"[('U', 0.828125), ('P', 0.1630859375)]"
54,U,0.3203125,"[('U', 0.7265625), ('P', 0.267578125)]"
55,U,0.29296875,"[('U', 0.74609375), ('P', 0.2412109375)]"
56,P,0.98046875,"[('U', 0.6171875), ('P', 0.375)]"
57,P,0.8984375,"[('U', 0.59375), ('P', 0.40625)]"
58,P,0.6328125,"[('P', 0.53125), ('U', 0.46875)]"
59,P,0.349609375,"[('P', 0.703125), ('U', 0.29296875)]"
60,U,1.5,"[('P', 0.77734375), ('U', 0.22265625)]"
61,P,0.52734375,"[('P', 0.58984375), ('U', 0.40625)]"
62,P,0.388671875,"[('P', 0.6796875), ('U', 0.3203125)]"
63,P,0.28125,"[('P', 0.75390625), ('U', 0.2451171875)]"
64,P,0.2265625,"[('P', 0.796875), ('U', 0.201171875)]"
65,P,0.203125,"[('P', 0.81640625), ('U', 0.181640625)]"
66,P,0.162109375,"[('P', 0.8515625), ('U', 0.1474609375)]"
67,P,0.12890625,"[('P', 0.87890625), ('U', 0.11962890625)]"
68,P,0.09130859375,"[('P', 0.9140625), ('U', 0.08447265625)]"
69,P,0.072265625,"[('P', 0.9296875), ('U', 0.06689453125)]"
70,P,0.0654296875,"[('P', 0.9375), ('U', 0.06005859375)]"
71,P,0.06591796875,"[('P', 0.9375), ('U', 0.06005859375)]"
72,P,0.05224609375,"[('P', 0.94921875), ('U', 0.047607421875)]"
