trial_index,ground_truth,nll,top2
1,P,4.3125,"[('U', 0.953125), ('I', 0.02880859375)]"
2,U,1.6015625,"[('P', 0.796875), ('U', 0.201171875)]"
3,U,1.2265625,"[('P', 0.70703125), ('U', 0.29296875)]"
4,P,0.69140625,"[('U', 0.5), ('P', 0.5)]"
5,P,0.34765625,"[('P', 0.70703125), ('U', 0.29296875)]"
6,P,0.97265625,"[('U', 0.62109375), ('P', 0.37890625)]"
7,P,4.15625,"[('U', 0.984375), ('P', 0.015625)]"
8,U,0.474609375,"[('U', 0.62109375), ('P', 0.37890625)]"
9,P,2.015625,"[('U', 0.8671875), ('P', 0.1328125)]"
10,U,0.06982421875,"[('U', 0.93359375), ('P', 0.06787109375)]"
11,U,1.0546875,"[('P', 0.65234375), ('U', 0.34765625)]"
12,U,0.38671875,"[('U', 0.6796875), ('P', 0.3203125)]"
13,U,0.97265625,"[('P', 0.62109375), ('U', 0.37890625)]"
14,U,1.140625,"[('P', 0.6796875), ('U', 0.3203125)]"
15,U,1.140625,"[('P', 0.6796875), ('U', 0.3203125)]"
16,U,0.97265625,"[('P', 0.62109375), ('U', 0.37890625)]"
17,P,0.6953125,"[('U', 0.498046875), ('P', 0.498046875)]"
18,U,0.38671875,"[('U', 0.6796875), ('P', 0.3203125)]"
19,U,0.34765625,"[('U', 0.70703125), ('P', 0.29296875)]"
20,U,0.38671875,"[('U', 0.6796875), ('P', 0.3203125)]"
21,U,0.34765625,"[('U', 0.70703125), ('P', 0.29296875)]"
22,U,0.3125,"[('U', 0.73046875), ('P', 0.26953125)]"
23,U,0.28125,"[('U', 0.75390625), ('P', 0.2451171875)]"
24,U,0.28125,"[('U', 0.75390625), ('P', 0.2451171875)]"
25,U,0.251953125,"[('U', 0.77734375), ('P', 0.22265625)]"
26,P,1.5,"[('U', 0.77734375), ('P', 0.22265625)]"
27,U,1.3125,"[('P', 0.73046875), ('U', 0.26953125)]"
28,U,0.4296875,"[('U', 0.65234375), ('P', 0.34765625)]"
29,U,0.349609375,"[('U', 0.703125), ('P', 0.29296875)]"
30,P,1.3125,"[('U', 0.73046875), ('P', 0.26953125)]"
31,U,0.314453125,"[('U', 0.73046875), ('P', 0.26953125)]"
32,U,0.201171875,"[('U', 0.81640625), ('P', 0.181640625)]"
33,U,0.1796875,"[('U', 0.8359375), ('P', 0.1640625)]"
34,U,0.1796875,"[('U', 0.8359375), ('P', 0.1640625)]"
35,U,0.1796875,"[('U', 0.8359375), ('P', 0.1640625)]"
36,U,0.2265625,"[('U', 0.796875), ('P', 0.201171875)]"
37,U,0.2265625,"[('U', 0.796875), ('P', 0.201171875)]"
38,U,0.203125,"[('U', 0.81640625), ('P', 0.181640625)]"
39,U,0.205078125,"[('U', 0.81640625), ('P', 0.181640625)]"
40,U,0.2060546875,"[('U', 0.8125), ('P', 0.181640625)]"
41,P,1.9140625,"[('U', 0.84375), ('P', 0.1474609375)]"
42,U,0.1611328125,"[('U', 0.8515625), ('P', 0.1474609375)]"
43,U,0.1455078125,"[('U', 0.86328125), ('P', 0.1328125)]"
44,U,0.1298828125,"[('U', 0.87890625), ('P', 0.11962890625)]"
45,U,0.11572265625,"[('U', 0.890625), ('P', 0.10693359375)]"
46,U,0.09619140625,"[('U', 0.91015625), ('P', 0.08447265625)]"
47,U,0.11865234375,"[('U', 0.88671875), ('P', 0.10546875)]"
48,U,0.10693359375,"[('U', 0.8984375), ('P', 0.09423828125)]"
49,U,0.10791015625,"[('U', 0.8984375), ('P', 0.09423828125)]"
50,U,0.12060546875,"[('U', 0.88671875), ('P', 0.10546875)]"
51,U,0.1005859375,"[('U', 0.90625), ('P', 0.08447265625)]"
52,U,0.10107421875,"[('U', 0.90234375), ('P', 0.08447265625)]"
53,U,0.080078125,"[('U', 0.921875), ('P', 0.06689453125)]"
54,U,0.39453125,"[('U', 0.67578125), ('P', 0.31640625)]"
55,P,0.90234375,"[('U', 0.58984375), ('P', 0.40625)]"
56,U,1.40625,"[('P', 0.75390625), ('U', 0.2451171875)]"
57,P,0.349609375,"[('P', 0.703125), ('U', 0.29296875)]"
58,P,0.2255859375,"[('P', 0.796875), ('U', 0.201171875)]"
59,P,0.1279296875,"[('P', 0.87890625), ('U', 0.11962890625)]"
60,P,0.08935546875,"[('P', 0.9140625), ('U', 0.08447265625)]"
61,P,0.0703125,"[('P', 0.93359375), ('U', 0.06689453125)]"
62,U,2.8125,"[('P', 0.9375), ('U', 0.06005859375)]"
63,P,0.1279296875,"[('P', 0.87890625), ('U', 0.11962890625)]"
64,P,0.126953125,"[('P', 0.87890625), ('U', 0.11962890625)]"
65,P,0.0791015625,"[('P', 0.92578125), ('U', 0.07568359375)]"
66,P,0.0703125,"[('P', 0.93359375), ('U', 0.06787109375)]"
67,P,0.0703125,"[('P', 0.93359375), ('U', 0.06689453125)]"
68,P,0.0703125,"[('P', 0.93359375), ('U', 0.06689453125)]"
69,P,0.0625,"[('P', 0.9375), ('U', 0.06005859375)]"
70,P,0.049072265625,"[('P', 0.953125), ('U', 0.047607421875)]"
71,U,3.28125,"[('P', 0.9609375), ('U', 0.03759765625)]"
