trial_index,choice_mapped,choice,choice_option_1,choice_option_2,reward,cumulative_reward,prompt_hash,seed,initial_correct_bandit
1,S,1,S,X,1,1,0219234b6602e3a33c61c8990f4ea643d883b3407e334a67f1c1f9ac3bb5e16e,197860368,1
2,X,2,S,X,0,1,220dfb2738b334ff847277d76048a14a5949d26f1d023ef0f033be420ec6f6c4,197860368,1
3,S,1,S,X,1,2,bd1e2e27d167dd5141c7104c7641114f1da9224147a9ceb9aded9a26fe7eebab,197860368,1
4,S,1,S,X,1,3,ad20e28fa5f9d4b7834c9c05d01b733ee0783e2efd020ccfd092c19039d95221,197860368,1
5,S,1,S,X,1,4,f951dee3c9a03336d335bfba750eb6313f0276c9fa1be3549e1c142eb9f9a30f,197860368,1
6,S,1,S,X,1,5,9368b62297ef513af3500f0aff2ef15885ae908e9313d6204dd793dc4299089a,197860368,1
7,S,1,S,X,1,6,2e6196787baf221d06880eee154dad358c0d4a5bc039cdbff3eb2a199c563732,197860368,1
8,S,1,S,X,1,7,6731437f5063743196991390ab2d1f5073a59c587ff766c65ad2d98dc0a4b678,197860368,1
9,S,1,S,X,1,8,a7b963bf71ff0d17c5496c67e9ac72d5f56b70074db6e814a7c398aaec4fe3be,197860368,1
10,S,1,S,X,0,8,13beebc11ccfa4390efeb3eabc3909b4592776ad623dbe35fb765121860dae0c,197860368,1
11,X,2,S,X,0,8,cf7208ae5480ba1a3aecc00b007c573cbee5ec0e377c45477e862d3ab723c9f0,197860368,1
12,S,1,S,X,0,8,17b56fe143f1b356dc70f3eadaaffcad1077b3b30c681f2fe982c5a43d497b68,197860368,1
13,S,1,S,X,1,9,80c693d83af4f69f4fe8b563634d6c624c5699b7d297fc5883a20621cc0ebd24,197860368,1
14,S,1,S,X,1,10,f0d3ab9a0a8e0fa88238a912af6a41030ef90ff66cd50e380c8aa74b456517c1,197860368,1
15,S,1,S,X,1,11,b1d0f23aa0c0d2e0b65eb387957a4c3f47e74ba6dfc13f84e22b627306056463,197860368,1
16,S,1,S,X,1,12,29cbdd7d5677fb28eb7179a211b77f2475ef683825b844ae4b4a5c09baf279c7,197860368,1
17,S,1,S,X,0,12,160120f0ab9581c4806774c050b93d2b83fced9610fe82625bb65dfcf5d9d55a,197860368,1
18,X,2,S,X,0,12,ccb9d8abba970a5c9e1c30d5ce53982a7c877bdd622d0cb9d288e3022d0f3457,197860368,1
19,S,1,S,X,1,13,c4efc39c30560bf375309509117e44d991fa559fb6461fe70d422d2bfbbc2251,197860368,1
20,S,1,S,X,1,14,66af033826016c214dd88230bcea0da343f23ac076298384fe4ffb91803b9735,197860368,1
21,S,1,S,X,0,14,1c980d4b606ff86627be59af6a8cbfebd5c79a17ec23cce160ebb57acaf75581,197860368,1
22,X,2,S,X,0,14,ea0e6a9d7e25947db8721eb262269b3aa53790cb624b08082a44872ccee4a52b,197860368,1
23,S,1,S,X,1,15,a3250f3ea195ce88a3dc168b4e35457958b46c2b83abd6cf65468fe1a0c899dd,197860368,1
24,S,1,S,X,0,15,e6be50c143a1df3f3d1038cbb614a71d92e3badd3c178aa48825caf0afd42cff,197860368,1
25,X,2,S,X,1,16,dde9f0ead55a48beccd5bc9039e3201e5cea962fdf16a16428ff36115f07c9f7,197860368,1
26,X,2,S,X,0,16,771fb611de88723bd11ce3dad53a5c1109ca5f9125114da66a42a9612edbe41b,197860368,1
27,S,1,S,X,1,17,a88e41abfdb3a879a2073da1cc468cef175132b3acecd04647116d9f7f358684,197860368,1
28,S,1,S,X,1,18,9277b998957a2759084ead152de79841c9e60d2686435263c68fdc45813758e9,197860368,1
29,S,1,S,X,1,19,65311bce72fd67f97f80eb0ee564e2c288cfccc71bca23569e13c30f78d4df38,197860368,1
30,S,1,S,X,1,20,067417cea2d99f8fb2a1bafef05f9e920b6dc4d85327cc84b3fb999b311843f4,197860368,1
31,S,1,S,X,1,21,3227b6c944cf0fd56a9ad38cd9b90267b5f056f77a50fc98f1f7dfd185a768d3,197860368,1
32,S,1,S,X,1,22,ad3a87ea5b147256ba7e7894fea313bc54af78fce13558984b08ffc28fe78426,197860368,1
33,S,1,S,X,1,23,ff733a2064f36b09eacf7cc1181a109a25235d22b73c413e32d6cdf0f0b3964c,197860368,1
34,S,1,S,X,1,24,2200aa3ea75bf5497a78a1db535e73687cbd8b321bf4dc4b626a73930a8de274,197860368,1
35,S,1,S,X,1,25,69a9b96390c5d591b5f2e0a246f6dc6c2d15524d597759641727e314a5c9b2fe,197860368,1
36,S,1,S,X,0,25,bc2d696987decc304619b3053c14dcd4142eff0477c06e84f9de25ea5c0f2890,197860368,1
37,X,2,S,X,0,25,68e6460daad30938a18bc40314c2ef8df7a65a343d0703458d3d20334b523226,197860368,1
38,S,1,S,X,0,25,71a6f856241940265916bb094ab2b98c324f98de6fba2e03ce76f2c93002b717,197860368,1
39,S,1,S,X,0,25,e69246f72b1340fac31235455eb5252cd37fd505293eb78da12a75f138bf96a3,197860368,1
40,X,2,S,X,1,26,6646a5f4e272c32cad23d865714e9773e903c54a57d347507b02fa73c18c3b2c,197860368,1
41,X,2,S,X,1,27,a1b74848ea615307bdda508479abfa2d2499199331d40efb362e150e9fd91bd8,197860368,1
42,X,2,S,X,1,28,5c9a37d4383f334cc93dfc7da88de04a9fbd0984797081ed259207a40ddc4007,197860368,1
43,X,2,S,X,0,28,9ef120530c6220ec13b46f2f85e2f83436e0bfc99ed6ac3853ab0a272db53dbf,197860368,1
44,S,1,S,X,1,29,59cb79929363ee8d98d259ef7a2ebcf0ec6b9a3d06cf3afb03463b8b20c9868d,197860368,1
45,S,1,S,X,0,29,64f8f3e0ca7921e0b7d15ca2ed69346f182121e7550e9c2aabd74f35bc9d85f7,197860368,1
46,X,2,S,X,1,30,0e3447df7ecb3e42d9346109ac35623fe755660667a88b51aca476aae7a2c2fd,197860368,1
47,X,2,S,X,1,31,d6f424a9b8d8a7922a02d71f44bedf155cac459bbb337be7b008537f783d80c5,197860368,1
48,X,2,S,X,1,32,920e6d557c06cba43109f8451e3da743a6bb9ac6f28e9522ac94eb0ab03e1ead,197860368,1
49,X,2,S,X,1,33,0349fc79b2c47bc2e6c2f731e2d09106e227b19a0b1cbe509c5a5b93630094d2,197860368,1
