participant_id,trial,choice,reward,p_choice,nll
117,1,1,1.0,0.5,0.6931471805579453
117,2,1,0.0,0.9212258790244695,0.08205001869738501
117,3,1,1.0,0.7422847460902305,0.2980223545898791
117,4,1,1.0,0.9485441483062405,0.05282694529518401
117,5,1,1.0,0.9761717931058211,0.02411669053083134
117,6,1,1.0,0.9829816657759973,0.017164810303926067
117,7,1,0.0,0.9852852539372257,0.014824081828599794
117,8,1,1.0,0.8591845921858678,0.15177148813173374
117,9,1,1.0,0.9622077183748753,0.038524928156901575
117,10,1,1.0,0.9791979963225106,0.021021413464413892
117,11,1,1.0,0.9839530415599294,0.01617710505953954
117,12,1,1.0,0.9856533575009949,0.014450550592352647
117,13,1,1.0,0.9863290076204616,0.013765300908729865
117,14,1,1.0,0.9866099189384901,0.013480536574522646
117,15,1,0.0,0.9867290042127174,0.013359842381574292
117,16,1,1.0,0.8645479102247409,0.14554855581575238
117,17,1,1.0,0.9629062432274421,0.0377992309803662
117,18,1,0.0,0.9793671547674185,0.020848676350987513
117,19,1,1.0,0.8403084549731975,0.17398624624662998
117,20,1,1.0,0.9598229984945755,0.04100638808681279
117,21,1,1.0,0.9786326878362336,0.02159889803094029
117,22,1,1.0,0.9837659300449477,0.016367286196424958
117,23,1,1.0,0.9855815029287066,0.014523453698687119
117,24,1,1.0,0.9862995736748144,0.013795143268237886
117,25,1,0.0,0.9865975210272679,0.013493102826778994
117,26,1,1.0,0.8640437531335101,0.1461318712582739
117,27,1,1.0,0.9628401399662923,0.03786788307469456
117,28,1,1.0,0.9793510745420849,0.020865095481716313
117,29,1,0.0,0.9840041917775953,0.016125122001360258
117,30,1,1.0,0.8547141416123334,0.15698820324289767
117,31,1,1.0,0.9616330515726681,0.03912234435503538
117,32,1,1.0,0.9790600758211089,0.021162273858242008
117,33,1,1.0,0.9839071343430221,0.01622376205019127
117,34,1,0.0,0.9856356850401057,0.014468480444858614
117,35,1,1.0,0.8604527806470349,0.1502965391557346
117,36,1,0.0,0.9623719695548628,0.038354240311221546
117,37,1,0.0,0.8013114184300308,0.2215056204169117
117,38,0,1.0,0.3543669986122925,1.037422183624043
117,39,0,1.0,0.8652063092792998,0.14478729265023366
117,40,0,0.0,0.9486853165084241,0.052678130188669896
117,41,0,1.0,0.7136265155089022,0.3373955410217033
117,42,0,1.0,0.9248451873119793,0.07812892054385702
117,43,0,0.0,0.9607245414833476,0.040067548473395734
117,44,0,1.0,0.7375957136171754,0.3043594180118237
117,45,0,1.0,0.9283682824962346,0.07432676878324465
117,46,0,1.0,0.9615570156346898,0.03920141707833442
117,47,0,1.0,0.9707508386928542,0.02968544640590829
117,48,0,1.0,0.9740146417319986,0.02632894287250939
117,49,0,0.0,0.9753070734372391,0.025002910453579292
117,50,0,1.0,0.775499909769728,0.254247412715353
117,51,0,1.0,0.9340455795451292,0.06823004157340576
117,52,0,1.0,0.9629424846850768,0.0377615941118898
117,53,0,0.0,0.9712131785079646,0.029209289464018344
117,54,0,1.0,0.7634758966932599,0.2698737243119407
117,55,0,1.0,0.9322258734213208,0.07018014020197529
117,56,0,0.0,0.962492141274273,0.038229377762338146
117,57,0,0.0,0.7415633487812622,0.2989946877664309
117,58,1,0.0,0.4721209798880387,0.7505200129149954
117,59,1,1.0,0.3885378099573301,0.9453647909799394
117,60,1,1.0,0.8651345607397455,0.14487022259870622
117,61,1,0.0,0.9454852066423,0.05605703707339769
117,62,1,1.0,0.6946555711395874,0.3643391373509214
117,63,1,1.0,0.9173809375406635,0.08623247582101291
117,64,1,1.0,0.9564474669382474,0.04452941378548906
117,65,1,1.0,0.9671573713198883,0.03339405496955481
117,66,1,0.0,0.9709382472943349,0.029492409731380995
117,67,1,1.0,0.7510109170491936,0.28633509063898027
117,68,1,1.0,0.9261232977556311,0.07674790227466777
117,69,1,1.0,0.9585705547424019,0.04231210966620494
117,70,1,1.0,0.9678631292772042,0.032664597076584305
117,71,1,0.0,0.9712095567855934,0.02921301854142814
117,72,1,1.0,0.7517870832549872,0.2853021290903887
117,73,1,0.0,0.9262455009686653,0.07661595963635993
117,74,1,0.0,0.6644301249537861,0.4088255606772989
117,75,0,1.0,0.5278663115766801,0.638912225105388
117,76,1,1.0,0.10291369433310331,2.2738645610893014
117,77,0,1.0,0.5119978092965969,0.6694349326674142
117,78,0,1.0,0.7173721297264757,0.33216056363849134
117,79,0,1.0,0.7877668123387058,0.23855315634500446
117,80,0,1.0,0.8138176384442373,0.20601896947243564
117,81,0,1.0,0.824239958700992,0.193293579449674
117,82,0,1.0,0.8285801814274207,0.18804166776581457
117,83,0,1.0,0.8304209636947809,0.18582252159078266
117,84,0,1.0,0.8312079886670652,0.1848752282374516
117,85,0,0.0,0.8315456587214145,0.18446907058502826
117,86,0,0.0,0.29703375499014456,1.2139094934686327
117,87,1,1.0,0.872015156495074,0.13694847392137338
117,88,1,1.0,0.9442603141306632,0.05735339435506457
117,89,1,0.0,0.9616364446707303,0.03911881588638466
117,90,1,1.0,0.7172705346337885,0.33230219485493384
117,91,1,1.0,0.9171861785249662,0.08644479731606558
117,92,1,1.0,0.9542922615139554,0.046785300661329375
117,93,1,1.0,0.9648189945533436,0.035814765646687154
117,94,1,0.0,0.9685913486431585,0.03191248086772423
117,95,1,1.0,0.7349940802063483,0.3078928339413974
117,96,1,1.0,0.920052865419982,0.0833241481758415
117,97,1,1.0,0.9550064943134784,0.04603713819523222
117,98,1,1.0,0.965059098203305,0.03556593785585293
117,99,1,1.0,0.9686840958927955,0.03181673067384315
117,100,1,0.0,0.9701290997490468,0.030326123814911548
117,101,1,0.0,0.7393103958050603,0.3020374248297824
117,102,0,0.0,0.5016179705884585,0.689916463771173
117,103,0,0.0,0.38973654977002153,0.9422842815280659
117,104,1,1.0,0.6556813666427069,0.4220803296187015
117,105,1,1.0,0.9341356489238597,0.06813361690386342
117,106,1,1.0,0.9711340177057638,0.029290799919408486
117,107,1,0.0,0.9799128740372322,0.02029161531233837
117,108,1,0.0,0.8303505559688695,0.18590731076872777
117,109,0,1.0,0.3545722296135279,1.0368432030886265
117,110,1,0.0,0.14480549296978962,1.9323638648688866
117,111,0,1.0,0.9003786771489201,0.10493985176049148
117,112,0,1.0,0.9616944861017014,0.039058460770101736
117,113,0,0.0,0.9749767372893928,0.025341667458265577
117,114,0,1.0,0.8009998951560721,0.2218944628038338
117,115,0,1.0,0.9466033964248423,0.05487507348997146
117,116,0,1.0,0.9710530475812746,0.029374180275485582
117,117,0,0.0,0.9778448511265899,0.022404260460650218
117,118,0,1.0,0.8094110890373454,0.21144834631503906
117,119,0,1.0,0.9477576346142559,0.05365646910217329
117,120,0,1.0,0.9713307355098971,0.02908825538985655
117,121,0,1.0,0.9779371624238445,0.022309862110851002
117,122,0,1.0,0.9802981768596013,0.019898491493191717
117,123,0,1.0,0.9812359990322064,0.018942278488505875
117,124,0,0.0,0.9816258369474903,0.018545064672165493
117,125,0,1.0,0.821764254574718,0.1963017199795361
117,126,0,1.0,0.9494801531652903,0.05184065135342562
117,127,0,1.0,0.971751110718622,0.028655566240813342
117,128,0,0.0,0.9780778428657279,0.02216601818148921
117,129,0,1.0,0.8101274548644269,0.21056369200841835
