participant_id,trial,block,condition,cue1,cue2,criterium,choice,prompt_hash
108,1,1,4,4,3,50,40,568d2a3a9d1e90e30ab8bef92e38a95f9340c2740c3ee3f9e575fdcdc205387a
108,2,1,4,2,2,60,30,c3f6d706b6c8ed83a84b49d7361f0ae81c4df2afa640c930373a231c3cf17500
108,3,1,4,4,1,30,30,63aea76ef16adb883981e08114c29a0285c73e09f621855a3aeea6fcbaf6d2e7
108,4,1,4,3,5,50,60,0f6b3f1ecf816c3aae5121d519cc15ec6957dc59d0f516c9abf3179eaa1ff52c
108,5,1,4,1,5,10,60,9324d691e3963b72ff78f6b201a8b15d6db05fb0e5d9ae83ea999be3f42c056e
108,6,1,4,1,3,50,30,7fce89e46c25494e9cfb7af8c24cd4739b5a75acc3512538fdd33c732cb15a09
108,7,1,4,4,5,70,40,7cf1b3042b1bf85629a75e7fba3497cdfcc05349bbec5aaa362f8ca9770c635b
108,8,1,4,5,4,70,50,ca3720857f26dff6c34ee5708fe2cd2e9cda4a04a833db320ac2a61f485e2b9b
108,9,1,4,5,5,90,90,f7b5722c0a67516b22bd710f1b447bb0b23079182a228c4089da2722b327cd01
108,10,1,4,2,5,30,50,8a49ab069cdc1e5f64a47d471103d91292d352a5624601fbbd50b6c0ea7e2baa
108,11,1,4,3,3,50,30,af5b2ca19ae71f4078cde340a0f49e17a427b0b3a365f5d1a74e9a81fbf13455
108,12,1,4,5,3,50,40,6c3d488801a748dbd096f4fecba6848f975b5d088c3e3e015a6500664262bd77
108,13,1,4,2,4,40,40,5374818521c2942cec0864b3d700a1ced78dece404420e902af1cfe706c633b7
108,14,1,4,4,2,40,30,114131d95dc0a8479db50a0cf93970d08c6937623c76a0ecdca6a00a2f89e25c
108,15,1,4,3,2,50,30,933830ef90134a80524d979ae99dc9dc74a9a2350e29c1d09a6ec353eee31a21
108,16,1,4,3,4,50,50,40611d12e3c7f382cbdbc5c70beecdb9043dde617c87941d872611a9441d22ae
108,17,1,4,4,4,60,80,ec4e6bae31b5ffadc222121c57b85f3d059f2718e95b95c6325d63c2476c908c
108,18,1,4,2,3,50,30,f823e70edef3ac90787a031096e7dfa9cf5e538fc8efb8cfec4d548e302efa78
108,19,1,4,1,4,30,50,786fb26d8e518114407a4ae97d6a265b6ef7606930e1fa4979b108a80ab62e73
108,20,1,4,2,1,70,20,eed013559a9a21476058a8f5947bd7cc42a0e7e93a9b7ddf5f0b20d064f90732
108,21,1,4,5,2,30,30,8a773dc6f3de7c9d2bfacdc92557d26276589947f05a5c052eed35ee5748afb0
108,22,1,4,1,2,70,20,a3eb1716b163fcad956a07157cb4e3e9357ec0242ae3f0c87fd1f76fd68bec7e
108,23,1,4,3,1,50,30,2b9d78d8206a0b8fa66527149032a6b79030ee31406122030b64bca5f14f81fa
108,24,2,4,2,3,50,30,4fb0efd4013aa050a05d9a742802e896f375fd21830e92f1986f657400b2fa3a
108,25,2,4,2,5,30,60,aa79f292d00eab5d4ddb191aacc4037187b98f5b64d90726a52769a33b46bf3a
108,26,2,4,4,3,50,40,3eb7c82bcb316a2d22793b6719348ce10a443a464b51a19032cbbcad9e14c8ac
108,27,2,4,5,2,30,30,a5c6f24e8abbfc98315e2d3af0591460a5ec2855ae623fcf718d57de49de5b56
108,28,2,4,1,5,10,10,fe8ceb70bc05afb055d9d0ff74321ee37559c12e9ea2c2a36e109ecb36e4405d
108,29,2,4,3,4,50,60,fa54dd4bae40fb359634e9ea639998282e6d43e6e1984c3ec0a0cf0e31dfa043
108,30,2,4,5,4,70,50,df28d197a73fc5a9eddb69feb42723d89b609a256bfc9a5f8c5d4190cebc3198
108,31,2,4,5,3,50,40,f3b69f5061697f3ba43e17034d36ff863e194666e00e33090e7efce774c94edc
108,32,2,4,1,4,30,30,78a60b1a3040e1bb3900e6d408b8c71884a9f64afeacae1a711b95f045ca254a
108,33,2,4,5,5,90,90,ef3c4129e8e62373669d1f53cabe4f887f704a1612534373c4b13926469c44b2
108,34,2,4,4,5,70,60,cc859090d525ea8adf69440626bb506c59454f0553cf9a706e42d8727c884420
108,35,2,4,4,1,30,30,4fa96d83e13c3c76b9ae2673481b6030bfd83c05c6bbf27cca2434e2fc43c27c
108,36,2,4,1,3,50,30,b8d5b559f5c0685c82c677db41b4e93be1a52764cea662b0a4c66018cb76dd50
108,37,2,4,3,3,50,50,841ec154ca9c94a06558c00392b3dc31ff13209370b6525d8a582b88fe2ae561
108,38,2,4,1,2,70,20,1c56d4ecfc21e91ac5d752754734e80efd4dee9fcbf78577d350dea828658d2e
108,39,2,4,2,4,40,30,66fcd83b7967b3d66acc3280cae478bb93d8512d39bdffcfec8b605e807dbd94
108,40,2,4,2,2,60,40,6d0183919e3b0552d865550a9d33c13cf21f7289c9435342a355b70ece6f6c55
108,41,2,4,2,1,70,20,3d825a92a00e8f8c1e7a7033899bf6b6d916a02f9f692600581ae3a7db1d01ac
108,42,2,4,3,5,50,50,81012aeac901f74bdf56bd3168f72dd22db9a99ecdb05a48e2bf94435f6b4572
108,43,2,4,4,2,40,30,e1130bc5bd16d1af501555b2f2b5f990c433625029b5e03a2fb4fc797092ceb1
108,44,2,4,3,1,50,30,5f0b1fd3ccc7f021f01ebf9317101a55f5c8318b4bb139fe13e12955b8f25f26
108,45,2,4,3,2,50,30,555d99bd12658a5417639a0cea324f7f45c17acc98d489fdddbfdcbf472bd53f
108,46,2,4,4,4,60,70,3a3845fa6082b2ccaa0ef0325e39e6154dff8bb62c2b973b3871fc6bd064c6bb
108,47,3,4,2,5,30,30,010292bbf8572f579433a5f1b86fa9fdcb5b757b9f650264a9b96b00c4ee965d
108,48,3,4,4,4,60,70,1c11ffc471ccb211f49cf446e452c0dcfa8ab4ccbb12b3ae32a30a4ce1cf9e71
108,49,3,4,3,4,50,50,db87d07b0bd532a362f8864f6c6cf4a86aa78aaacb45b832b32199f4a85ce55e
108,50,3,4,5,5,90,90,0f83c91bfdf5d14c3c8fe6b9d85a6b9533bb66d03a6172666c91ab1e85fe9417
108,51,3,4,2,3,50,30,5c8d947a0f574f59a5886cba331b61938e2bdd16f78dab6aa3a3870bc478f5b2
108,52,3,4,3,1,50,50,483a17e922ba3f596fcadfac3d303663b5b615345eb860776cb5e1ecc86378fd
108,53,3,4,2,4,40,30,192c80055e5a2630c91a00b2c8b0a2ad2b30aeb953c3360012930cf67a284b4f
108,54,3,4,4,5,70,60,2f48c4d7e1b6d7d35ab20122668d8946028939aa8ed34dda74260fab6255cdfa
108,55,3,4,1,2,70,30,c663a9ed3a2ec2937427d434f1ee031fcc700b05b7ee0ad5b38a6549d6ff7253
108,56,3,4,3,5,50,50,1c928290aa0fa925aef99ce7744cc60d2cb4efd76ebb3feda1e3bf6221ea6eb1
108,57,3,4,1,3,50,30,76b849509599d297f8bd0ffdf435a3e5b39726cdecc324babbcbf9227187df88
108,58,3,4,2,1,70,30,191e76b7e545885548790e10d84ff33f2e25dc0b4e3655c252d6a59285b39904
108,59,3,4,5,4,70,50,5887083c5bcc57dcc4172d7e3dcdc9bcd405f26bcef5effaff4c79b34f1cb418
108,60,3,4,5,2,30,30,b0386bf665333833d141c2ceb22fa22c0e9a35e5f5766bdf131b265f180cf29e
108,61,3,4,4,2,40,30,1ad9370f0bb50e0a86f78447a36a97f8f6e658f42b2c99d82550dd5323a5e29f
108,62,3,4,5,3,50,50,24666f2de9a1a589a4ebb4e1c9f64b14231dfcf411615bd7c1e90b07d908da62
108,63,3,4,2,2,60,40,975670d00c3bac75656b354ea41ec46fefaf0e55edf7928867a0e409783b77dc
108,64,3,4,4,1,30,30,f9446afc4fa3ba4c8e23db621e20d2dc3f58c2da5f36af4a3a4b888abe57c913
108,65,3,4,3,3,50,50,36b78278f3e0dc1ffb372898a11794444e97dbbe2eed76e153e4aae975052e6a
108,66,3,4,4,3,50,50,1565172075c20324db377eb27d2bdbb5e942066e8abadea71293ea842e575d4b
108,67,3,4,1,5,10,30,3709fc963da15cc4efe4afed8aad6874c7ea14c8448b661306e5f4bb59ab59d4
108,68,3,4,3,2,50,30,14e0ae4d6b096e531d0a2db2902a86441811d51a0f2bd1c588578434bf8a4c4f
108,69,3,4,1,4,30,30,c5d76a302478f5acb476c292f4594cbefa0c1f260d15c347d2b4a15440735e4e
108,70,4,4,3,1,50,50,1b82bf9fcdf181ab6048d35155623717ac28b218d60213d3a86b389ef39ebd72
108,71,4,4,1,5,10,10,47757ed8985f7c1cc9907248ff7101dd86cd5f1ce443a8305e578d4eca9c9336
108,72,4,4,2,3,50,30,badd75c5a476011fd2ef42153ba87c21e23e72e5b56e19b34690c5c87b308716
108,73,4,4,4,3,50,50,8cf556c0189cf925d7430ca544deb720b7a449b9e98ef1f58cc8fe9860f17b74
108,74,4,4,1,3,50,30,ad84574564a552707cdca93211c29c98e44d8866f4cad92c747808020dac7723
108,75,4,4,1,2,70,30,7f84b748b61141f08c97f5cc4b40a9a9b40c2cc2e54a4fb1ca3e9dc75f61a80b
108,76,4,4,3,4,50,50,b1e29aaa6b02cb5c55b4b4befb44bc619a49cdf083de512420c366c51eb12436
108,77,4,4,4,5,70,70,0081e21c01023959c971cface57c2b97e0131b7214b60e430cdcce0a9ef71619
108,78,4,4,4,4,60,60,f6670836de45a8f76dcd83f755c38a8241cf6f70f1e6f14bf40255ab6b77478f
