participant_id,trial,block,condition,cue1,cue2,criterium,choice,prompt_hash
146,1,1,2,2,3,40,70,77a4c76582d73351fe3399d71dccb29f4338f776aaf422ac0d84ac63c7aa9ece
146,2,1,2,1,2,40,30,1adf880f7e3f41b854d2ff52fc94d7607277da4e39d2cac51293d4a018231339
146,3,1,2,5,5,50,90,97b8843b2f7d71ae69258781c538ea0a491066b18c0ee7911ede21f418afd122
146,4,1,2,5,2,80,70,c665071bd1c067b75cbe86499c4534591d3b0c8a71083ed24a8882b6ed358304
146,5,1,2,2,1,60,20,02d1397552238e50c1b18cdc91a62aeb85120f5b99a496a736b2218e8813fdd7
146,6,1,2,3,1,70,70,fa5575c9f3659ce1fea3db8228e2c2530cdc98684330c375104b436e1d993eb8
146,7,1,2,3,2,60,60,f10b1e2258bea0a502f1377922e09531d9738adcdb27294d314dd298c2b9371a
146,8,1,2,2,2,50,50,459cac69a24c17ac3557673fc939fb1fe320ae83e02450671beaf8820b9c8fd8
146,9,1,2,4,4,50,80,57003c15ea4d28460fc4cee12f30eff30cba15d2d45a4c00d674979858c93984
146,10,1,2,3,4,40,70,367cbfa03fc566b9f24a0d61196781fa61f82a9e2cfa7cf1d3833cc3dc949225
146,11,1,2,2,4,30,40,ccd3bd976849ff8abbfad601d92c322b54a2fa44e51d6fdcb65c8bd38c19b551
146,12,1,2,3,3,50,50,6fe11887f95f8d0a51d1ee09077e66372c0080e689839fb7adfd267ae7f6ac46
146,13,1,2,4,2,70,60,808a8d05dd8bd9f19e77091245f8cdcab78b28db34d0e0ea32b84180b20d0320
146,14,1,2,4,1,80,70,1f18d86030337c9d8438329fa02078f028fb7bc4e40450444e8a70dc41016aad
146,15,1,2,1,1,50,50,46368af4720ef129c5f510a7d7226fbd2e483511ed29f6457010cf04c85f95e3
146,16,1,2,5,4,60,60,737febec50b5bcfb8068c3221d75ee2b846960ea53a48f68726b10e5723fc3eb
146,17,1,2,4,3,60,60,20652068c3705135a3b620e41bb93d1eee23588564be6149306c9c4d329c6a78
146,18,1,2,1,4,20,20,bfb3045f9f6d288ec34edfc02408d6286da0b462b4f75f28156c5561542a9f15
146,19,1,2,5,3,70,80,e87cbaefd441af24456f5c03a00fd36c20bdbd8b9884101f3432478c37fb1ca8
146,20,1,2,2,5,20,40,27cdbe1a4dd19eed176b24292c527eae6c6f1dea47ce04c086bf4e3da4d006b6
146,21,1,2,1,3,30,30,68ba7d0ecff46135e930e298c6f817327d79000cfdd6726cbfbc0be09e95cb28
146,22,1,2,4,5,40,60,4a70fe5f8f03c33a6e933c1b7d4e8a241799a031028ee462d5d889c351b9822e
146,23,1,2,3,5,30,40,11c54eaa64bef957759f26f0500c3eb6be09b4e22793b41cd7f467e4f88d7221
146,24,2,2,1,4,20,40,5d8a913b327182f9a3ca0f13ad5243888dbb0040f173117d6e16ad682d1839bc
146,25,2,2,1,3,30,30,f7cbd9f389cbdb03a0755f92f6d161f5ed950a28435143b922d57db014f4161c
146,26,2,2,2,3,40,60,1bfe55c645b7ee760a59daa01b7b32538fc60b201c8ac58753f3661af00b7d5c
146,27,2,2,5,3,70,60,f895226ffb4fc1354824d82c6b1377a2b907e3399b7de0e14a2df4623c875fa7
146,28,2,2,2,2,50,50,f446328a3f1581bd41e97215e37b53168d9b2729f7e87875a82e12f6d769df2d
146,29,2,2,3,4,40,60,cbf8c5e3e816d39322a7b1b2bf1a1d739cd4d8ba37691cb6322955ad979ac2c0
146,30,2,2,2,4,30,70,eebc4e743772ae8336d618f8247d41b29bee683227a113a531ac12efda3acdd7
146,31,2,2,5,4,60,60,178bed19b002ad64d4f2da45dca996f098237a5c9fca1516437265d586fea0f5
146,32,2,2,4,3,60,60,5befd4f305f5bcd6046557e7c43e6ed1872e537eed3dbde687eb624a7049e9a4
