participant_id,trial,block,condition,cue1,cue2,criterium,choice,prompt_hash
137,1,1,1,a lot,very little,very high,high,56dd8bbaa3edf14235c9b0c587ddedb0714d3b0f865e1fb3bda9ca856c576b1c
137,2,1,1,very much,a lot,somewhat high,somewhat low,ce486804a1edc909d80e8392303203b4da4a2e5445d7d8a3788a7843625448df
137,3,1,1,average,average,normal,normal,c8ff57f2dccd43ead80104ecc863215fe295ae8498ba2a5ec3c125c2d27f4e6f
137,4,1,1,very much,a little,very high,somewhat low,d2995b69ccd9d0a861535d00c5d4bdcc5405b2dbcace062861ea489fd644a28d
137,5,1,1,average,very much,low,low,abc6c7b3feacc58694d77902aa3dac6c3041c01b68ac70ee64f02af89261176f
137,6,1,1,average,very little,high,very high,b339a386aec5c66ddb8384f0b8c294792c5cfd2af39ce6ea2ba20226d2c77961
137,7,1,1,very little,average,low,somewhat high,1a812b8b0e1992614a30345341cffa62845cc00c6618a8878ab7983be6c834a9
137,8,1,1,a little,average,somewhat low,high,7e775afce514b43b110b2ef9ed50d4dcfa9424cef536986d1a50239a61668197
137,9,1,1,very much,very much,normal,normal,33a76c1462a31cb1c3f1288fcc952d7b20c556e4e3ebde5e8db4fb1a79341298
137,10,1,1,a little,a lot,low,low,81d30f1e58f1dfc6fae34847682cec529a9bca055986186656f30f324ecb8152
137,11,1,1,very much,average,high,somewhat high,90e6f4818add48d4e133fe938bf9d0e7ab0479502ea2069df67d2ef1acf59810
137,12,1,1,a little,a little,normal,normal,81796c306d2876e9791203c43eb1164b6823f4c7ce68c9d8f72f8da85bea259d
137,13,1,1,average,a little,somewhat high,high,c7515707393a29a96769faef5461d4f1a8f91c073a477d33bb676826f1abe9a8
137,14,1,1,a lot,very much,somewhat low,somewhat low,1204c137785351a74463792ef20620074d628e3134b880566d765f3c2bacda85
137,15,1,1,very little,very little,normal,normal,cd4707b0b5ef9749f58a1e46c339bf4699901fce9bfcedb8a29c49726901795b
137,16,1,1,average,a lot,somewhat low,somewhat low,768083a03b317571cc57fecc94e2e46964ac7538af23984b5916683bcadc5fe2
137,17,1,1,very little,a little,somewhat low,very high,546584afd37d9d35d73ce944ecd04ff6831645e244ba0df15762e4d4c0890aff
137,18,1,1,a lot,a lot,normal,normal,b8288d81b672aab050e5e88d1f5c031f236b277eac75a9c1c5e2cf29c72c794d
137,19,1,1,a little,very little,somewhat high,somewhat high,7fc7374cf1d9b1f73a8b9584a47dbe95db0f5ac5c050075dbd26f566296a33de
137,20,1,1,very little,a lot,very low,low,8b7dd36306c5e2bb54a22ea4d62662bfab5672f483f011613127c5eca220c20d
137,21,1,1,a little,very much,very low,low,cefc34a616c8d0dd833066f657f4e4e578e839a406aa19197fa88269e0994cc3
137,22,1,1,a lot,a little,high,very high,b09a72fd1ee14cdc2ecfa5aed2434f3b1edab06f271434408b49875f6ad3537b
137,23,1,1,a lot,average,somewhat high,somewhat high,8ce6bcf9afef81ee6632ac33f715f33d531ce1275c4dd5ef3463322e5fedf04e
137,24,2,1,very much,very much,normal,normal,b0df662dc57ea236abfa608b0ea5a7e1dfdda070f7da69b95d79b17d79137e86
137,25,2,1,very much,a little,very high,somewhat high,e2004001f56d1fe2a3de3009e7dd3c7a58d9dc1d66fb75577c8662be7fa6e20f
137,26,2,1,very much,a lot,somewhat high,somewhat low,bb2a408317c7c1bb89a819b297fcb7795770151796a255eb75ee5c76bca36844
137,27,2,1,average,a lot,somewhat low,somewhat low,ed080989b08026b3e3ffbb6b5a0e7aa0e8b77046ed04ba851fe088fc91a17aa8
137,28,2,1,very little,average,low,low,5baee8b50ac825a64bc7eef5f292c444e12b7bf5b3f93d12cbd88fb3690d86de
137,29,2,1,a lot,a lot,normal,normal,362c5dd99328c9f9b87fb5165d1cf9f9511369b45232a7381761f1915b7bc0e1
137,30,2,1,average,average,normal,normal,f9285316c458d6cd074ff84924003303f27c07a8a0e8ddc030ba87022f939103
137,31,2,1,very little,very little,normal,normal,9370defbb621516cd2d5951d3c2cf1a1ff3929f4538042a95108904296bc76b5
137,32,2,1,a lot,very much,somewhat low,somewhat low,88848d31440a014a5c1f849d76f95496ba2716c3b55334e5389bb9dd34047620
137,33,2,1,a little,very much,very low,very low,18e102aaec8e9a98e19afa4fdbaa14257428e2f97356c36b36ec75c9d0d09fd8
137,34,2,1,very much,average,high,high,2e4cbc472bb4c78ef74e033fb66efb3c92e295117390a3ad6a129adb09c560c8
137,35,2,1,a little,very little,somewhat high,somewhat high,7132ca937e9e4c5786f4304a730095bd6d41d03f13d36a0122037d1efa9e8504
137,36,2,1,average,a little,somewhat high,somewhat high,54faff156923361be6ac87aea749a64ce69b63c66b745617dcb4ec4f87a85816
137,37,2,1,very little,a lot,very low,very low,2426663c3d7dd9165c9397aad4c28670e2692603dbd0f1fa33d0a3ddd95232f1
137,38,2,1,a lot,very little,very high,high,8087765a59596a16242adbe131d88fb100469b0473e18f827ea78bf9d7fc911a
137,39,2,1,a little,a little,normal,normal,be744cf592eebfda7712270035eee1b7850f94029e10d729f10769ec9568b987
137,40,2,1,a little,a lot,low,very low,308053955c7fde724b037812aac49bc5a93eb31aaa458d492e44529470b2ab30
137,41,2,1,a lot,average,somewhat high,somewhat high,3b831deec306a611b86e340618415dbc15075a03f3d048e0a760f6f70bf74368
137,42,2,1,average,very little,high,somewhat high,5059bcf7a125c8247a842a70f3d9e241e5f6c6a422429424e6399f7fbea542b4
137,43,2,1,average,very much,low,somewhat low,41ced000c216dae00db18d4f17782fc578c7c30c343ab604ba3e8d31514d3823
137,44,2,1,very little,a little,somewhat low,somewhat high,043f7ffb9b9c37829540dd1b67a06d8bb49d16092a1b91e74e9813dcac79044e
137,45,2,1,a little,average,somewhat low,high,1911c5373123cbd78a60a437415d8af70d2c5f52b7218a92133c452f329b8701
137,46,2,1,a lot,a little,high,somewhat high,da3145ade3da1c2c73e0ad73773b4c734e742e9cc172248d3b95395dcc7320c4
137,47,3,1,a lot,very little,very high,high,c1689025e8adf0735afe9893b622ee60241d567d0cd0c232eaea2ab1408a87e4
137,48,3,1,very little,very little,normal,normal,50d1adfa51eab392707ecd2dbadd78d7cd9249859b1c5bb6e8a5dbe024281edc
137,49,3,1,very little,a lot,very low,very low,41ea4764ba7e42bea4cfae8596c35b19e953e117f344bc7796bf9378f23ad5e5
137,50,3,1,very much,a lot,somewhat high,somewhat high,5998dfd77fdf1538d277c780b401ed931dec5479d2a1471ce382dfa22898d3a8
137,51,3,1,a little,very much,very low,very low,bede9fc381f8b4822cb5ab70c5004340e9de40d76af0ce0c13e84af2dac96941
137,52,3,1,average,average,normal,normal,132ea9d40e32621c6695a7aac2e26c339d71a6d622f49cf508629760245de158
137,53,3,1,a lot,a lot,normal,normal,f31e54ddc674977c8bbd007120c0f138fcce05f357d40ae436d58def41b9de59
