participant_id,trial,block,condition,cue1,cue2,criterium,choice,prompt_hash
119,1,1,1,a little,very little,somewhat high,somewhat low,b8b1db330f59b52c4fdeed0b3540c305a8110668a7b8ce2ff4ca7e685f10c936
119,2,1,1,very much,average,high,very high,791876864f1452df8a01e6a5534b8e0f351dee5ea4cbdfd55c479c16b7a6e1ae
119,3,1,1,very little,very little,normal,very low,3e3ad244f487a187470392ba43cb28101dfc0b25339c972a7a2e664fae2b661c
119,4,1,1,average,very little,high,somewhat high,f58aea0ef303a54c4868cfd376036a9e404048a583e29dab64fda83b88286169
119,5,1,1,a lot,very little,very high,very high,2c6d9e9b191780710fb25cbe70a932cbbaa3cff3fbae1ecac2c98b6b7bd33b31
119,6,1,1,a little,a lot,low,somewhat low,39d61132e146dfc417e9aaa8d0d68ebafe495743c4fc3e50f74a4123291c772e
119,7,1,1,very little,a little,somewhat low,normal,dbd3be9a32c383d03e687b0ddfa2e99da100a6296920f931fd4124d3e64ef841
119,8,1,1,a little,average,somewhat low,normal,bbdff68f604d984c4bae4626e8b440d1269d5264e7b0662e7669f247fa22305c
119,9,1,1,a little,very much,very low,somewhat low,bbebad8abcc453838134335f6097144868ac3be2aa2ce0f9ffafe6cd279e7326
119,10,1,1,a little,a little,normal,normal,3bd525aec2c4a01a74331aae99d9a7662352ff07856abd8ba92cfa0b2d092444
119,11,1,1,average,average,normal,normal,d3dff2fdea3e4a3503cb39b385a4e269cb6738040a29ebbc6804de8232843e40
119,12,1,1,average,very much,low,somewhat high,4546bead8005ab66ab693ac03818fb362d9bfa69397cc6b8236ac8964daa75a9
119,13,1,1,a lot,average,somewhat high,somewhat high,8369463f4a0edfc9ce491f72ddb59c6970931fba795ac0d5cd400ef70ebdbca7
119,14,1,1,very little,average,low,low,0cdb773ac651f0da5891109aa4059086e0f2b7a8a76bfa6a3b849b2b594cc901
119,15,1,1,very much,a little,very high,high,9e19dc379c8cdf45e96a5888fc72cfdb45408eeeacc9c9c7dfb044a5636c9644
119,16,1,1,a lot,a lot,normal,high,c9da4d075deb5fb13868baf6d7cfa72178897f550a7c9f3ee2b99a71a4edd4ed
119,17,1,1,very much,a lot,somewhat high,high,fa8ab79435e50a9035a7251193cb1071e3b86ee5e5ac8bcfbc35a172637e7d60
119,18,1,1,a lot,a little,high,high,b96f225c8ea641102f21b0afcecc1cf6a2d20d5a4a3f3f909d44a2d60e48c10a
119,19,1,1,average,a little,somewhat high,somewhat low,bd492acdd3c55b7652454f458c664a16783a17d4cfcefc02dff3293d711e997a
119,20,1,1,very much,very much,normal,very high,0689c59fb9029c4f6c9d525e40785473e577c819f4dd10d96709e8c6bf39d5d4
119,21,1,1,very little,a lot,very low,low,236223f646475ccba216a673c3d7ee1c8658fd60fa6fef693191653445e6a34c
119,22,1,1,average,a lot,somewhat low,high,57c1707a7d431a0473115489abfc7d201d9ebb0d2e9483c5008551a899ee2e61
119,23,1,1,a lot,very much,somewhat low,somewhat low,086a18037a5e74e19157b872c1d134e848046641235ffc4fa95b4c3ca08af927
119,24,2,1,a lot,a lot,normal,normal,d118998606ee1b1adb7808d309817611952745861f028f5afcc62b1d54c92e7b
119,25,2,1,a little,a lot,low,somewhat low,c6780831c6333b949ec69204bc84eb88056f5c2c234c1bae8ebc0df8d907daa3
119,26,2,1,a little,average,somewhat low,somewhat low,5de8d5a39cb0341c446323b1abd1241d09d0715159bd1d3b1f056cf69eda2e03
119,27,2,1,very little,very little,normal,very low,adeb58c6912b7512e15a422bc60fa27f9f1e5ff9689c1e34d575fe20fa911ded
119,28,2,1,average,a lot,somewhat low,somewhat low,3dc08581980cc21e66e9aa3008224b3127a28cd6f8b362ce042a199ede5cbc6f
119,29,2,1,a little,very much,very low,very low,c0d19b5e1108f50da0e923f235575fbf93c62514991067a20b5a517ae03ae3ec
119,30,2,1,very much,average,high,high,2da0841a79c7792aa8ad4429a340d822876ac9a4ac604df6308af82f22e0636e
119,31,2,1,a little,very little,somewhat high,somewhat high,26384b314dac5a626cd20eedccb57e868c91ba7c5cc35f04671b1abee7d34c53
119,32,2,1,average,a little,somewhat high,somewhat high,bb8cf65edfe13bbc13cfbcfd04f82e7bbde65d81ecdf71205f1810ca6f56e18b
119,33,2,1,average,very little,high,somewhat high,955add514a18006681104ce42bc6c9497c54d3a990b8c0ed06e4cd38a8533e52
119,34,2,1,a lot,very much,somewhat low,somewhat low,da25bfdc969d38ef496837b7e51e1bd08a4a4655ba62cfdb98beb4e5bb26112a
119,35,2,1,a little,a little,normal,normal,b244878c880104178a5dd0e45c06729a4f8e662119356fd84252dfc8cfea78b0
119,36,2,1,a lot,a little,high,high,3c8a4cc7c9e5f22b924878b2fd6b509c0f124810abf2015b3e4a032ce82eda7e
119,37,2,1,very little,a little,somewhat low,somewhat low,6a33b478b4a700f113f692bfd92a40adf47905c57039ce84fae4b75f4f3b774d
119,38,2,1,very little,average,low,somewhat low,d51eb37372bffffb817aa2d60763ce41518943e3934b059fd4ebdd7b226d9100
119,39,2,1,very much,very much,normal,normal,1fc2b47c044e78c6eb75e238d0be80cd33147e86f6ce43e4363bc6202a4c8bd8
119,40,2,1,average,average,normal,normal,422220eb1120adf8360d1234212425dd60eeef007966e7845d2c00fafd17616e
119,41,2,1,very little,a lot,very low,very low,5277d3bb9633714719d4e3c97cb9aff91fc15c2d5fd59d4ef3eea6270e78b63e
119,42,2,1,average,very much,low,somewhat low,d5c1f2eccf9cf3901ebb6295c7ba6cb415220ab730f6ab20533cb1718eb1c6c8
119,43,2,1,a lot,average,somewhat high,somewhat high,376ea4774f14d9ab5bb1f3c2276b726d59f7b566de11b78ad23369854a7d8a2e
119,44,2,1,very much,a lot,somewhat high,somewhat low,e3d9db95b4e88be6c1782d14eeaf880883c863df090d128b9b0d5fdd201478bb
119,45,2,1,a lot,very little,very high,very high,d8e99d33a9f04474bc7fdd26096eb7952904e5385998c816dcfbe799a614e3ee
119,46,2,1,very much,a little,very high,very high,3e15ec5ba0e2936c62072dfb61ce5467f624646f89e9d254353ba7c9511a9620
119,47,3,1,a little,average,somewhat low,somewhat low,da129043163405872ecbbaca669213263acc8879256dca2d3370c74ad3d4d925
119,48,3,1,very little,a little,somewhat low,somewhat low,3cc447ea236b8d51ec9be3a8415f4ffeb7f019e392876487612dafebab791a63
119,49,3,1,average,a little,somewhat high,somewhat high,6b0823166bbc0ad18709086b2f21a6cbd674373dab26a91613e9976f84137578
119,50,3,1,a little,very much,very low,very low,25453d9a674bc67f3ba82912d6e22c45af8db08750443729eb77985d1a7d3c37
119,51,3,1,very much,a little,very high,very high,f48f83b612d84028f3cbdea528b4862081c2b27fc80ba00bfa915775406b3be9
119,52,3,1,average,very little,high,high,b914c8f168e6e759123c656cd73df2682452d91a5231d04c6c57bc102275c3d9
119,53,3,1,very much,a lot,somewhat high,somewhat high,8c5eabe6360eb3f3506bb2423dba0d9ee261300bf6bc84a4d72ba9ef35f91975
119,54,3,1,a little,very little,somewhat high,somewhat high,b87ac1c87402357448605a3f9bc261c4c0e4df1cc03d798a8d07851bd953a31b
119,55,3,1,a little,a lot,low,somewhat low,c5440b2a8ec5a8658c3f7b7168e190d4a48530ad35d7fb53182b435432a96cbf
119,56,3,1,a lot,a lot,normal,normal,7fa90e56394431c5b75bf8fb7eaa4fcc764cb0b166aa0e0d7ebcec7e7796ec08
119,57,3,1,a little,a little,normal,normal,6f7be6fb2e7dc35aee1a5ca4e7245f52630b6c9f8280c7b4438ea8f00f88a8c4
119,58,3,1,a lot,very little,very high,very high,ceb376d5fa10f40a3aa8a9a2b4ecfcd0d4a47089787504463a9525bb651b0f8f
119,59,3,1,a lot,a little,high,high,2ca83ef1763243aa8250ca4c45249679b9db9bedb8b7f0be5e47ec4adc7717a9
119,60,3,1,a lot,average,somewhat high,somewhat high,2f32266d03e4032ddb6b827c028ba919763eeac4aa0113773bbf937db4876ce8
119,61,3,1,very little,average,low,low,866ec84ff29e506c2ef0b67cca712c453b3ee4ebf1aa7e3792ca0a49d393c0ad
119,62,3,1,very much,very much,normal,normal,883d4f0af433cdbf2441ae74f53718a95cdab926f5e1ab0e765b115a4c70ac1d
119,63,3,1,very much,average,high,high,3dfc81b0bafb3fab009483fb51721e7430eea7f44f2bbdefc5adae5b396901e8
119,64,3,1,average,average,normal,normal,8bfb26cbc6612868b36a5d5a9df591be3a9ef95961efe0d44c5b8748ddff5a12
119,65,3,1,average,a lot,somewhat low,somewhat low,6f8c4d79dc0d3a39cc2096f5c815e3e3376ee99bbbd1f6a60220ff8c87c60428
