participant_id,trial,block,condition,cue1,cue2,criterium,choice,prompt_hash
114,1,1,2,2,5,20,70,6684eb75fe29e02fd21361ff96ae53a71fdfaf189cc07c1d73cffcc02ce43527
114,2,1,2,1,2,40,20,f44ec266e69525c9634eaa7bc9966f763e8ec082c852c302f5469b3a52496631
114,3,1,2,3,5,30,50,0761ce0881340b886441e3c6e48d53d26ab00a35364da8f661a62fcec8cccc00
114,4,1,2,3,3,50,60,9f8a73167cdd33812c56a370027cb376eb4a76029536c71311e1eae021715974
114,5,1,2,5,5,50,60,40a6f9828b27d3a5ac4fda4bd646303f3468b530ea8e1e96a03c333837ff3760
114,6,1,2,4,4,50,80,8742159100c5d46918adb249168ce7a463ee1a007e841796a6947ce33c2108f3
114,7,1,2,1,3,30,60,cafa22273f86ca6e96a9c2333eac907b1c65c8a50dcf6659c22620846586b88c
114,8,1,2,1,4,20,60,46c8718f67f44403c8d5a3d59767a337198915a65035d82832d6e29958b70880
114,9,1,2,3,4,40,40,20c7552feee809ba486350103ff3bebb0a73cd8d206b59a15fe03143eb2a505a
114,10,1,2,3,2,60,40,1254d88f681558ba20a15a21ba4bcb7e390986d4e390bbefa50f04af09d79ae9
114,11,1,2,3,1,70,30,0788c141f4ac0734ba43d4b1cad2dc1e31aa6a9c10f6c8a361f5a4b8b18af161
114,12,1,2,5,4,60,80,a536c949cb7b788bd6d9241850c885ff36db82065c392c33f5a51087116650a6
114,13,1,2,5,3,70,40,8805265246ef95e6036bdb5802308e05a49b54b0ff1bdcbc4510f44049c476f2
114,14,1,2,4,5,40,80,bd8a6d672a29366468f38c836bfdf17c2db436d8042bbc274c331eea79a6556a
114,15,1,2,4,3,60,70,e5a4271bfea1d0e0672e88adf68279df1e3589d1bcb65fda0b6bf2b688f695c2
114,16,1,2,2,4,30,30,b26c21295b90f8766413b1701bfaedbdaf6b888a98ce49e7b6c04e6326052653
114,17,1,2,4,1,80,30,52f68fe95130064a235c6d108013546ae1ce165f669017f6fd02df2d26a4b27d
114,18,1,2,2,1,60,20,66c5e03ffbf54543b1e717256b346e40386fef40dfbb80a8e3222c3a466a389b
114,19,1,2,2,3,40,20,e8787f658d08fbdf53e2540377e1761ae7195d288f51eccd644819cf1c22d52e
114,20,1,2,4,2,70,80,df45efb18dc18ea1fd93b955860030a24958863840ce7d9b1087d00e67ac6f8d
114,21,1,2,2,2,50,40,adc814170605084abb26414c73b71397cf8c5fa7cc18cfd21bc2f95f65ab7849
114,22,1,2,1,1,50,10,6eb851beed8ec4b809ba519c1333ef7c682c3b10ae22f9a4fbe0c9b545e6625a
114,23,1,2,5,2,80,60,36212a855aa13ea3eee678420bdaef23d5f92251eb161957b3dc4c3f1b6a7b8b
114,24,2,2,1,3,30,20,c2a41d92783453c57ed1e2d78c74427d44bcc7ea1ce6392ecf49008a64b448a0
114,25,2,2,1,1,50,50,9f4afc152f807504756c1a553d48b20e006e725db93ad86f5053c49a8c9abb8c
114,26,2,2,4,3,60,70,c687502a6556babcd3175e06f8cd4e082a517db72d877bd8d035572c5612153d
114,27,2,2,5,2,80,40,832680b9a217d46074184572a70acf9003c2eef2012969eaf9324a71b15c4d98
114,28,2,2,2,2,50,50,9a7dc34e522f481998ddf43a6d08d9afae955a18a0d757ba4b03929b94e1636d
114,29,2,2,3,2,60,60,7a7fb3e95b130542927fca6afc62620e530c2d4e1239d0e37b4dc872b1c91bb5
114,30,2,2,2,5,20,40,b70d16ca7ae998ea1cbe1b1a5bc5a2731a2c020a4db342f4d57ba97162a1df42
114,31,2,2,4,4,50,50,81ec0846e00cc741e9b9efe141142a5c70924a32b19bf0d08d8170190a8b9637
114,32,2,2,2,3,40,40,5e277b1953242cd9bace82bb86ee36cc6c4896fe4d056f51b46f02c40970b473
114,33,2,2,5,3,70,30,1a5f5dfc271b4d4c3affbbf5420522aeafe06c959d1e12189a284a98c88dda1c
114,34,2,2,2,1,60,70,4ec9a9ad1594770785778a33a12a27e36023ba7f28462aecc7187c266ba3b791
114,35,2,2,3,3,50,50,c1811d2d4dd4bff09939090e50009091f6f176bd72d0296797bc4d48c9eae006
114,36,2,2,2,4,30,30,cc58d693570861b2ed61b6e4e44a779d0c45ece2b4850cd8c0290b644e22ef97
114,37,2,2,4,1,80,70,26b3dfffb02191b8f982593d42a3db73edb84010b3fb319735b13b224d645b55
114,38,2,2,3,4,40,40,afa9d50e075c0610923c94c6ba3eeac08550c79afc82510c40c3d9edf1e53d2e
114,39,2,2,4,5,40,40,fee3b8cfd33b912c83c20294b29c3e6d01cf86f3e3eac5f3032f34eacd5e1de3
114,40,2,2,3,5,30,30,52c1e836a50e92b55eeb15b170ecab41ffbdc654f516d860925a963e7d589e50
114,41,2,2,3,1,70,70,d1790ecd2238d51fe3e1503137849b03df4bd1b3c4ad9207bde9064c07f99e41
