participant_id,trial,block,condition,cue1,cue2,criterium,choice,prompt_hash
145,1,1,3,a little,average,normal,somewhat high,de5c14dffec8f7d3a8192538e635b3b0df25bf6e3b669ee75fa3fa7b9e29f30e
145,2,1,3,very little,a little,high,very low,c1a13ff9e1bc42e1641b9e09eee9fff8a091804568e2f9827924fdfe13a9d938
145,3,1,3,average,average,normal,normal,75891cc2d182d8203d4d1637f70199237050a907839575060a67afb68bc545f5
145,4,1,3,a little,very little,high,somewhat low,0277177f535fbffed89615749ea61053ba5641b92ab3b1035c9c2426e82b40e0
145,5,1,3,average,a lot,normal,high,a4d6f3cb4bbda6ee186830c18485f3959cbe0263cdbe4686ffc8d587963d0f04
145,6,1,3,a little,a little,somewhat high,low,b81701fac97bae733221ffc34155f75d5a3dc36d012cd399d1afe16045ca9e97
145,7,1,3,very little,a lot,low,somewhat high,133bc86b0128b61d4600bb292af10fa1928babae1ac034a52013ef05da8a1643
145,8,1,3,a lot,a little,somewhat low,high,3dc2f999f7b5e64162201e7cbeae2290529c6f2696bdcd77f37a9225efd709f2
145,9,1,3,a little,a lot,somewhat low,somewhat low,4411669a705ca2598a5db92657205fd53b112d9a4435cb91c5417e996c6884c2
145,10,1,3,a lot,very little,low,somewhat high,b082e7a9d6ab27b3798a4c363a29c5321eefb20929be24bb721136a5a2cb3fe8
145,11,1,3,very much,very much,extremely high,normal,1a278d3ca8a8e1e7c5c096f0ea1ece6a97e5614a8c1aa84f2ad9fa998a876cd1
145,12,1,3,average,very much,normal,normal,fb131ff0009629a2fd08c9e744587e0ac26ac058a4799ad8eeaf816d061cd800
145,13,1,3,a lot,average,normal,somewhat high,15dca63d9090dea6e52764ab9b1b2ecf08a72fd6ee508b197bc67624be1556f5
145,14,1,3,a little,very much,low,normal,3d053ba1c4927a96a57a6276aa7ab8b355b0ffde0a1a8e7242d3d0ca00c86786
145,15,1,3,a lot,a lot,somewhat high,normal,e7dfa44c3a301460cc666a3ede2c12d99640ddc461bbe1bcee6177b24e83808b
145,16,1,3,a lot,very much,high,high,93ec945ea495ac8932a8408dca89f3145d94ec811522ee268e0b4dd6529c04ca
145,17,1,3,average,very little,normal,normal,6affdb6ac6c5c34688b0f34999894e9f01529cd0bb33cded950d6a96cde8b326
145,18,1,3,very little,average,normal,normal,b8478be97dcd33192f06ee83551426c3338b5c2842a0d29b46e5aac660b103c4
145,19,1,3,average,a little,normal,somewhat high,216f1b0a5dfe02189f564d29b2bc77c9ae48453b881d1be10b5cb43050b793a3
145,20,1,3,very much,average,normal,somewhat high,cfb63ae19d26475e5025fa21aec3991ebcb39951f313e88ccb43374d5a71e9a4
145,21,1,3,very little,very much,extremely low,somewhat high,fb0692939399dab71d0555af8c1a14ffca02fdab0266ad7c8efc95739e1f27ab
145,22,1,3,very much,a lot,high,somewhat high,37a08e7a79379e161ad10bf608428b236a0f0c604350c28929e2b67d48f05e88
145,23,1,3,very much,a little,low,somewhat low,5f19399be023d38840d5891471c81e70c7ea3534fb1513daf65c4549f1ad795a
145,24,2,3,very much,average,normal,somewhat low,d01c7170a9c0428e5017e76a878cb4bb1e0b5bb4c8f13a28c117413c4193d4a3
145,25,2,3,a lot,very little,low,normal,c5cc812b94f56e3cb3c5971009b04e42d67a6558af8494d03fb445d8ebd82572
145,26,2,3,very much,a little,low,somewhat low,c9a30294e3c057b19fd68efb1d1b9ed429075a944518647eb0b6d97c1163f71f
145,27,2,3,a little,average,normal,normal,1fb70ea0d2ba89f32977d879e36ab5ae7318f04d803e6506b3330dc0754c98e4
145,28,2,3,very little,a little,high,somewhat low,8ac2f50cfcd7e99500d182e8299b5953a77b6ee8012674cf7d7ad266d757dea6
145,29,2,3,average,a lot,normal,somewhat high,ea3546b1268e5def921dd015ecccc62f09bd8cc12f10f765324c42c4015954aa
145,30,2,3,a lot,very much,high,somewhat high,9821331484fd42c138d6547686c305bd2b31bd244d193b164ce4a57b402a0891
145,31,2,3,very little,a lot,low,somewhat low,93d911f5f8c36d67f2fca203c7ab778930c5eaace99de7ec974912a4f29c7910
145,32,2,3,average,average,normal,normal,5ea0ef3a995d04a7eb6d8e99d3176d0d24de3cf30f03e71577af319f2c9381b5
145,33,2,3,average,a little,normal,normal,7faaab8d8249393b3889aee241020e4823797902ca21b4cd3426d1d8dec562b4
145,34,2,3,very much,a lot,high,high,7b50b244d73e7412fe7099f3cf5be226400211dcf9a3516858317b53797e284f
145,35,2,3,a little,very little,high,somewhat high,8c2ad6543832beec6e3e6b92be7cbc7776211c7364c96483138da7786a6386dc
145,36,2,3,very little,average,normal,normal,38d36992053517ee118d4a3f80f739f48081535406a0f834788a9af58d7d27bf
145,37,2,3,a lot,a little,somewhat low,somewhat high,c465c0ddeccab8d3f846c11b43a9baf3cb8d4a65ca2695a41e0f04cd552488ab
145,38,2,3,a lot,average,normal,normal,262fd4670f0db93896d9df780680d6a436671c6662f48e736b6c81c786746947
145,39,2,3,a lot,a lot,somewhat high,normal,9828626c2ffa9d5276f6922004a180f23fff4c3cfed264a3b8619dd6eeef8f09
