participant_id,trial,block,condition,cue1,cue2,criterium,choice,prompt_hash
141,1,1,1,average,a lot,somewhat low,normal,9f63f76155c2c28c4b74c362c0c5e4587bad788c02ef9d387e6df869839c6397
141,2,1,1,average,average,normal,normal,eadeb612b0fc238fdf47e81c3e17aa03972d808b7efe4ce09a1ad0abf98d1d73
141,3,1,1,a little,a lot,low,low,c634572e7ef6aa66122a34e6970f56e473f36dfe9182bb219e3638bb6a372085
141,4,1,1,very little,a lot,very low,low,9f556c315a2422934d971df61fe0a241157d493f05a04ae5b3fbae4ae1ff20f5
141,5,1,1,a lot,a lot,normal,high,fa8440b96917fcb3a2cc66da085b57b55ea678a51d15d5577f7a161f38717c1b
141,6,1,1,very much,a lot,somewhat high,very high,ac664ec285bb53aa29689e7f31b3b6c52148ce93646eb3d82b51623a18fa40c1
141,7,1,1,a little,very much,very low,somewhat low,905b96ff48432e782bbbfbda4c6f07f68a77a998f6bcfdf9ef6d66ce42fe0884
141,8,1,1,very much,very much,normal,very high,4b02ee8c3d358d220556cd9de4705176ce5479da5e1f6d41b4bd7911f4300d32
141,9,1,1,a little,very little,somewhat high,low,3d6996bd8d1e1ce284cf378203bf41f422a3d10d0c13846ca664f69cdf6e2f11
141,10,1,1,a lot,very much,somewhat low,very high,81f12dc87b8be8038a53e4ef401f2dae2ec908a9c3b8504792405bf1c9a8bf7f
141,11,1,1,very little,very little,normal,very high,e08553fdbdea57a830e14a0e9a28bbe9e2cb8ab79d029bb5cdcc32170d865f5a
141,12,1,1,a lot,a little,high,normal,d9a0740f64173ab44a850d21733894c38827cd075cc8f6ccd448614cb415b8d0
141,13,1,1,very much,a little,very high,very high,2f49d4ee9e1e050c47d8e460b211d80784a5f4de00941dd2607e2d3ea234fb47
141,14,1,1,a lot,very little,very high,high,d03711833f076aacc038147db7cbc11699b93eb9e689fe48c505d41f8837077d
141,15,1,1,average,very little,high,high,9123c4e7bcf2f475cfd5629490ef6a8722aee88eed13a054b5f25ed5a03be4ba
141,16,1,1,a lot,average,somewhat high,high,fe80a1f08f20c5c8ae473102af089200655d93bc707a5080fc7976d9ad6ca4fd
