participant_id,trial,block,condition,cue1,cue2,criterium,choice,prompt_hash
144,1,1,4,5,3,50,60,69e1d6fb422180e73707e996e342869043d2698864018c469c41e2e3f0931103
144,2,1,4,4,1,30,80,d43007126a75adcf805c725ac8fb7abe15fe48804648a7aebe6a7d7e534b9dfb
144,3,1,4,2,3,50,40,a326666adaf6a01ca2900988b4b647f9226ba2115317973f94cdab9e1b8dbbaa
144,4,1,4,2,1,70,30,6b2ef44398ea837f43bf171ee3c161ddb82a3d7b14cb1879217d7d7cf80bc084
144,5,1,4,3,1,50,40,4e22ca3a78a14dabb7900a8a5718f49323258d860ed78cdfcd5b78228a9bb3dd
144,6,1,4,5,4,70,50,f38031be093f27aea0d8bb5a4f346b66b8096f929444d9aa66c35f6c0031bdcd
144,7,1,4,2,4,40,30,94961ff1533dc7a26f80519935f847c438dffba873b6ea8c60b8a5274ff0ca4c
144,8,1,4,4,5,70,60,9e0783a13cfd6b4f503ec0a1768cc4b920eda3a3c08eeb0e2d3759f4c631e0d4
144,9,1,4,5,2,30,50,35c5adf8e9ca982a54b1050e52fb9fca9ea6e5b66dd8ed69c739413c8214d2c5
144,10,1,4,1,3,50,70,9819e8ed6216ea60c7a43ec56a6bd4fb211569537b0ca9a91e54c4d368edbc66
144,11,1,4,4,3,50,40,73400d174011b868e81b1003cd6bb706411c430ace88953ea1fedf06b1cf7720
144,12,1,4,1,4,30,40,e77fe38a1643a24e8955128975ded52d650a0ef702e797ffdd90712b048fe0e7
144,13,1,4,3,2,50,40,917ed28b77e7c787ba7c7ed2fd8ab9362f6785c94fb62b458a49fac8f0e18c55
144,14,1,4,3,3,50,90,f7b002dd2f1a634749d14aaa55a40dcbf4f2cdb89be47638c87932b178f1174e
144,15,1,4,5,5,90,90,5dd5d4431f0de8077d1f7f2a66cdff645b66f9517be97538ce556a9bd7f8bda8
144,16,1,4,2,2,60,50,0e9c60bf54d76aaa1611900b8f16d5dfda6abb5e89d6ecf58d345fd8499ed5a8
144,17,1,4,3,4,50,50,1d4069e26b07db395db5406d62301d5489da2407dc5eee35c243e653dc89edbb
144,18,1,4,2,5,30,50,b5d4b24f737a57ba5d1c9bcbd36d6d8497985e5bc6d49ac96aade38242e34537
144,19,1,4,1,5,10,60,28f3026bb0ec4084add5cf28c1fa911fdf8ac642dfcaca400798edd00ee27b4f
144,20,1,4,1,2,70,70,622e4b6241d8c6273c423e9ca33adca664a1b84bc9b58dade2a44517dc00e41b
144,21,1,4,4,2,40,50,be4f81c9108680a1c092669d43f81b062b5f596caacd48061e74c4538e8ac33a
144,22,1,4,4,4,60,60,67db40cf69e7ffca45501620c2043cf60398e744ce54edbae18509e133638fd5
144,23,1,4,3,5,50,70,653351fc2f3d0354e5e9bc36d59d29678fbca1393eb3cdaa239b54a2e43f095c
144,24,2,4,5,2,30,50,9a83f36285acd5399451a37e18990d9e0ea5e7db62542b257698dffc6864cc08
144,25,2,4,3,5,50,50,6fc6bf3364db2b2baea7fdc832ce81f11d9c7abe1af0bde6b0bc3d5a7823c7dd
144,26,2,4,2,5,30,40,7241c9ec45a27fffd05c11b647e97df2d9d51bb640481e12380b1d98f633eac0
144,27,2,4,5,5,90,90,a32e74ea4154adb41cf57925613b4429d5952baf71827c51bc4d496bd1461ab2
144,28,2,4,1,5,10,70,6eac1f3c0de85d4e223a0c859c2b9a6e393838f7597bb9a9d72bc076594ab5ca
144,29,2,4,2,3,50,40,2fa33f640a3af011f6492072cbf6b709b43d57aecf554dd45febc52fb1ea94dd
144,30,2,4,5,3,50,50,a2dd96cd52a67516ecf379dcf192f64354bdbc63850e0c861cc81a9fd40e97e4
144,31,2,4,1,2,70,70,828f2f03c1c29b0a715820130db6aa969a17ad551317dfbfd39d97ef3eef97c0
144,32,2,4,4,1,30,50,d687dc7a6448b496a4348d277e38982026843cfac03a360d1762c64976bd1774
144,33,2,4,4,2,40,40,82f6867597508d7461cace0a20e51a15871ade9d802455f0423ba79512fa6d4d
144,34,2,4,1,4,30,70,6e31249a86ee6550142a4da60282a4aa97d9e747dc7dad0643238388083ae414
144,35,2,4,4,3,50,50,8c29e8129ed89d545ef32923bd08c4b271421ffc1cd7e5de5067f4b44f980ec5
