participant_id,trial,block,condition,cue1,cue2,criterium,choice,prompt_hash
128,1,1,4,5,5,90,50,e60f9b4ab997db5bfd4e2d80d1f8085e6eaeeb96840702110bea0de5328cc70d
128,2,1,4,1,5,10,50,a4ca9c98ab5297955d615681b3278560cd28a39e11e3dbc0877355973b644b53
128,3,1,4,2,1,70,30,6397a85abb47cfdbb17d36db89dcdc7b26096865ff498ef4299f6390e1b332a6
128,4,1,4,5,4,70,70,3309f16ae205b1f924ad14979cef0d153d43cf1bf7fce7b849bc623801f7759c
128,5,1,4,3,2,50,50,a9826289391a75517ea94139fe46d4c33dad16dd533a859e5f622d5f87fcf1b1
128,6,1,4,3,3,50,40,5ba42a52dad83f612261aa904f23f2002a3dae98e2e9a8c1dcd2869419db4b5b
128,7,1,4,4,4,60,40,902727e92f9f7f63830c24e35012b6db83217ce8931dddcbca41120d6a1d4b07
128,8,1,4,2,5,30,30,ebc2c10a9d852c341cd55e7371490f45e2d86258d68bff73ffb3f242c3ba6f3d
128,9,1,4,3,4,50,40,adcca2feee1e3139f0a787ffde7e0b58137b3ec3f96ea0d9b02c101d30fb50d8
128,10,1,4,1,3,50,40,61014b430d53904b5fa7bdf944fc3e82b107b282ccdc4c2d695d0b77bc5e0671
128,11,1,4,5,3,50,40,9b2b7c3475024c2bf0ba31ece98515d4f7c6e6905119e6736b03c0fa7fdb27c3
128,12,1,4,1,2,70,40,863e07091e8718a5c2ac9d8cb0c2ad77d783866d6d642e8058ab0d5dfabe669c
128,13,1,4,3,5,50,40,3b84a5630de215c916c22b9a39d19b8d00a0e9963449bd6c01c5af0305468a88
128,14,1,4,5,2,30,50,2428f40e6124490365a296da2ab590e99d033236f0b3d0a5355d3892d27823e1
128,15,1,4,4,2,40,30,5e367f94dc361595de7ca7757c76b6952bebbc065a191d21b2dc447d2b19bedd
128,16,1,4,2,4,40,40,d953235ddd791e7e8937ad749a7717a45aa476e0aa89db6fa13d95ef3a6e47f1
128,17,1,4,2,2,60,50,1642b21ebb0f94d6c348522d8c83bbc5e8726e72ec803284388d875fe58bf4d3
128,18,1,4,2,3,50,30,47a0fb394f7084e7c973ad8239c5131c7b13f49dd8f55df28efd1e9a1505b69b
128,19,1,4,4,5,70,30,cba0d2cfc84d8d67f9134452fc2042a352afe9e8adeaca49603061a270f5ef90
128,20,1,4,3,1,50,40,0b6b58162b689474827d8fd7ebeeb074372b6cf5ac8505f93e5c1775250761fb
128,21,1,4,1,4,30,40,0ec6da4143c3938e65f539c69ee11242f7086621c784233a330a43654c92b77f
128,22,1,4,4,3,50,40,c2f267e26ee87fbe50252560dfece62ac11064666bda29e0f152385aaf78216c
128,23,1,4,4,1,30,40,48101016bb8d62c1254f68b2908525a14cf90c6f05ba7f022331f7fc9f6b29fc
128,24,2,4,2,2,60,60,ab3e8b87355b236189572b0bc72f3e6018e999d4cf0c0a0c51f35be7d439308d
128,25,2,4,4,5,70,70,7dfced0690c6d2373a5e5afeac947ac53d98d03e0eeafa3ac104e3e149d41aa4
128,26,2,4,4,4,60,50,a39edb908b29b70580fc013addca213b019b9523ccaf63a2733c7dc1ac519b71
128,27,2,4,1,2,70,50,ef07353fcf81180d7e0f552ae646b5ddeed270804a1055955f80d4b738d82550
128,28,2,4,1,5,10,30,ac75da104be75515f6b3d6d219ab9448e4917feca1bebced22a160c92d762bec
128,29,2,4,4,2,40,40,e7bffc31c562e63e8ba326f4a67c4c2ce493f18109da0d3475e962222f846087
128,30,2,4,2,5,30,30,1e7c729e99d6a0ce3927df4d7abb7f6689bb6c4400d7c2bbf59f0364672a71e1
128,31,2,4,3,3,50,50,02f3a7e06efaae38336dc34c3107540683d92f82ca0c18875643f3343d713595
128,32,2,4,5,2,30,30,8de028adc71b6d9a149f5d483a81801b6ebefaf9b4d731453dc9ee6d0e0db312
128,33,2,4,5,4,70,70,240f4caa515816f3c582bed23a08fb6311f1fb64424a4cd5badf3ea1548e03aa
128,34,2,4,4,3,50,50,0607cc1da0b49577b423e63ce6a70c198cd15470cae43576db4b958cb2567954
128,35,2,4,3,5,50,50,9f4aee32d44376d6ed9c5de8606b6d847ed23b7cc738f67c57591803afbb01e6
128,36,2,4,2,1,70,40,249e0bc102f44ceb2f62cb12ed8f99fc41ab334216332c36e700f3dd4332221d
128,37,2,4,1,3,50,50,69c3c2c6e8412be1c8342bf7f6f0a60dbcc19ced97f9af4665be1a77903ef6e2
128,38,2,4,3,2,50,50,9178c80dbdd69ed865f96ba2f2ed5f9dbb41386395fe1760a0d95095a7eb29d6
128,39,2,4,3,4,50,50,bb31ae50e1c01dc6c61ca78ea3bda0090b8825ec091b039f7c1d39ab487a5a9d
128,40,2,4,3,1,50,50,39db726d8b236d2d9907009fdce1f2f7222e52e9051929c8ee1952a5d16b6dc1
128,41,2,4,5,3,50,50,b9570e33183c16e52f4e100ce3f48a6be36fd3d6d2ae600eb734b433bfbb4a24
128,42,2,4,2,3,50,50,5d73c51b4e5d2cc1188785b0ee6135d23d83af0143a11b12e1569e3c83e10606
128,43,2,4,2,4,40,40,d9554ad2a77f01a44b209bcf520c23825a46a2f6f95b3f62d3166e677352f784
128,44,2,4,5,5,90,50,2c02c04c78d9a354028f5e6dc257ece2caf50f2e62c912dd69189808589580af
128,45,2,4,4,1,30,30,a36215e42a0fe34614f24585105236e03b6efa3b7515373dad74de4b0cd22b3d
128,46,2,4,1,4,30,30,fd1c5a0e14981eaaf5516c7fcebe2e893576713bf8116023b3fcabe5d77ca8b0
128,47,3,4,2,4,40,40,970a09938fb0573fc982db09ff2c46469d580c81b751342a8347eac60380573b
128,48,3,4,1,2,70,30,6c9e487955e321894b79abc328eba0f4bc94dddf648c2c3d04e767b81878aa34
128,49,3,4,5,4,70,70,745849744b395b7f98a4c0d6c6a1733e53fa68fadb281ee9f02ac992f5b558ef
128,50,3,4,2,3,50,50,668a0f9bf479f8d1dcaf1c0210292e552df945516d4db79fb11f55064c61895f
128,51,3,4,2,1,70,40,b07cd03f52bdcd184fd5c2cecf81a5501fdfa6a5d34ac6f9853906a52b8165f5
128,52,3,4,5,3,50,50,62301606297682d7184ef4e2d1852f3d30b28477d2d5412e5fc046cfa7b3def0
128,53,3,4,5,2,30,30,17a879e70acb62194b9c13150ff97e236557f70abab2e062887a4efab9fa8b76
128,54,3,4,4,2,40,40,800679e15ddff6fa9d54d18d7ae2a5c008f167f89dbc33c041e9a7526d6792fa
128,55,3,4,3,1,50,50,646d8cb9653c48fe96fc24daeebfc87f9ca3f4f54ecb76b455f80e30947b7188
128,56,3,4,1,4,30,30,50aebaa5c2b47dc0a2c076ad0073827e6a4132f2cf360bb47f57cc16349e2b4a
128,57,3,4,1,3,50,50,c5c584af11e92904652fb64158b8720c32dd0fa44dbe1bee494190a2918d9234
128,58,3,4,3,3,50,50,68853b5f124e642f9f8c59398e1526406c135df749647d270c108ddc63786c9f
128,59,3,4,3,4,50,50,3d76d0849a87bb0e3cf3bde2cbfc42c0a8f9cc441073452f36550229da4f2266
128,60,3,4,3,2,50,50,0748f64f877f38cf27dd0a67b9c945d61c57416b326f99065366a4830d298756
128,61,3,4,4,1,30,30,c04354718a9d12f97527e1fdacb1ce520ed495ef1c79aa02f87d197b2dd877b2
128,62,3,4,4,5,70,70,985ce532cc8c45da215e005de76119b10fdf38ad545ae452294979b506a050d3
128,63,3,4,2,2,60,60,17bb16e94cab22c344d591ff0cf020d7cca76dd1aaddb14044a31086adf01d2c
128,64,3,4,5,5,90,90,16cfa8015bbeb9ca7972e9f12e1cbd4950a2facb68dcb4535d00f4283b86690f
128,65,3,4,1,5,10,10,17a1e8f85fa9b291c7da06d461f4815ae1e4ee0c27bbae07145908f2a4983fb5
128,66,3,4,3,5,50,50,4911635d86c7557c3c921da5646aecf49f2c21e961b226a5955ef623f3e1bb23
128,67,3,4,4,3,50,50,8d9e72a6e91b36d820c8c12c5ad31a4781a11cc07d900e2ab446ba49d8134c37
128,68,3,4,2,5,30,30,95f2f4ff7ac7f83e507efc0a75442e00256b4410b956dc6f09674db5939e8ad6
128,69,3,4,4,4,60,60,3b2152f00e530378e659fabdb08dcdacf2cdfd77130feaf7422503d029bc21b2
128,70,4,4,2,1,70,30,5265b9e709cc1e91742e2a849edd8a6c22f68409eb1fcd1fc340423c9c0908fe
128,71,4,4,4,1,30,30,9f964082540f22fb5242aca85e50ca54d5066dbbfc84b866ebd514b74ad83e80
128,72,4,4,4,3,50,50,5063f8045ed69b7d72406cfb647310bc98dc0ea12c18e095a611fd91f71c8d05
128,73,4,4,5,2,30,30,9162f04e7f40f24434b472cbe5f3384bc0b4be094c8a4cc9727e661a95ab7adf
128,74,4,4,2,3,50,50,c64fd2d614ba7ab0d10784c9b240ee5d03ed90307693f3437c78c0ff9be4ec5b
128,75,4,4,3,3,50,50,12b3fadacb5c23f640603b8c65725432bdaac5deaddefa789f3758f5a6293868
128,76,4,4,4,5,70,70,9654562c3538969cb5a0de3a013c98b3ec9e4317d1862121efdfc625882648aa
128,77,4,4,3,4,50,50,bb671c8f7eb75e8b1bc5dc480c1b93cbe34f2f0fa7e5d5eadd8ad7a74cd35743
128,78,4,4,3,1,50,50,270daf2a5541e76aa746491e7832f3690eaf856f24c5ecd7f2a219b699dfdcb7
128,79,4,4,1,4,30,30,a9fb28bbb2138fa9df2b8f02f3913309e0f86b42d4866acd33b6d124e65f8e92
128,80,4,4,5,5,90,90,4cfed7f3b1d1ece31d377d1a6367d5a7ec244d7738a4d8c37b5893a8fd9b4ef7
128,81,4,4,5,3,50,50,2fc8f2e7d72f6b02d28e762854af9de3e632a3b6a4910228ea9c106be5d8fd17
128,82,4,4,3,5,50,50,a6b6ee4519474c5a56526ae73cda1a50da33b404d517282c47fcc28457ac7cbf
128,83,4,4,2,5,30,30,192f999a822840c0609b6b795cea4fbb10fec86049c323e7ae8413e594065370
128,84,4,4,4,4,60,60,4db633ee8975d7a14e43ffd67d497e2fbb966ce319b6a6b87f6e3a5ea744f9dd
128,85,4,4,5,4,70,70,26f3477a6af5f92987cf953c89f04fd7504c62bf3ac7cf547585f5e7b91e9c3e
