participant_id,trial,block,condition,cue1,cue2,criterium,choice,prompt_hash
116,1,1,4,1,5,10,80,2b13450cadd316c0ae70cc73338e1c82e5fbd1f48095f913ce73ef86020244f7
116,2,1,4,1,3,50,50,b126d2348ec4f29d6c61d524da10527d623181222600b57d63f4ceb6e88c0b92
116,3,1,4,3,2,50,40,16484fdf963f4f599cf16a503cd635a5e3f7ae2bf320c7b0f6046100aaea9bce
116,4,1,4,1,4,30,70,9790946b68ffca7ae2ba339327497f13c16d6a6120ff7ca16e7262840a708e40
116,5,1,4,2,4,40,60,d14c8be61d346ecbbdfb6ab127f92d31bbeefde290e1620b8268606afbe61f22
116,6,1,4,3,5,50,70,54bdc647969f000313e571399eaf05cbd71280899496f383b93c44808bbdc631
116,7,1,4,4,2,40,50,482ee54bb9f27fc60f76f2b6b586fbc99d8b36dac7016a2b303aa2fa53b96612
116,8,1,4,1,2,70,20,f9a7a9b0c2e7e4eaee46fdb26798823caa9df12558f1d2c6fd1b33bd5574110d
116,9,1,4,2,1,70,70,1ee5cb401dc5aa3e1ffb302886c86db58313d32a1e00183cb703bafd5393e72d
116,10,1,4,3,1,50,60,a047f10130c248a613b799528f3d6405403c0a19e32ddaf0cd01fbc0ced1bcff
116,11,1,4,4,5,70,80,380c4f49946409cd316faee14e4823182fc45796997a5bebeb3535d253cd2870
116,12,1,4,4,3,50,70,4fc5d7d0ba71399353879c1ae5c022ec0e4fbbdec2ef6e272406811fae6a694d
116,13,1,4,4,1,30,40,d08c34770839ed98ee7be5ac284c0bf8e589b53b9504e99541a62d16b31de66d
116,14,1,4,4,4,60,40,9f80b2bc6fd743c3ba3ea8ef5e909a974d87d11ee2fd607e80fa2fd3c9a6c6b1
116,15,1,4,5,4,70,60,f76c06f9e92350a3bc61012a4973faab4659abaa6663e07b0cbc3c371da06630
116,16,1,4,2,3,50,50,b705df536658686b5b14611f3d4c55f8831dcda414b4518d0017c76edeaf73de
116,17,1,4,2,5,30,70,31144f279082b41f365f61e2c99e14a5f7cd542069b3310c2da598ec033098c1
116,18,1,4,2,2,60,40,d11d2af32202cd87ec2e82cac5f4096238bfc86812266796c9c64a71d2685caa
116,19,1,4,5,3,50,60,4f850502db49d47498cc985fd8ff2ceda9adf81e86cc9aef28c77934c4c8d417
116,20,1,4,3,4,50,50,49d526c84d793f4af66663cfbbdaf69ba484519810d479817147ee1946b8f8d5
116,21,1,4,3,3,50,30,0e1e79de8f86c5c6b43585447a73e8b51a874728491340e73501eaad0edbe75b
116,22,1,4,5,2,30,70,02bb15975c20f33e024d3dcc36415806672bd2b1d3f20cda19e1495a3865ef66
116,23,1,4,5,5,90,40,951a5f8165b436232e1d5e5c2c8cc8af040f69aa6bb0567442bc560e7d959061
116,24,2,4,3,3,50,50,84456f1e7327d70cb894e4ab826ddb65b4057ad2318366ad602aec08761a48d7
116,25,2,4,1,4,30,70,04b6411126ad168e51ef642fd4f049cf562fb1c56cdebd06ab93668fba3e4bdc
116,26,2,4,2,1,70,50,c518f19e9b916f05b788bdfb4eaf4bc8811a9223a4b5c6a7f2a3a6d20a46ff68
116,27,2,4,2,5,30,70,69736e9509e99dbd9eb5012a0dc2b6a93b4410b00f311dc84e6db9d37d9b21b7
116,28,2,4,3,1,50,40,eca82fd3a9cefb417bf8da143ecef4cba364a4f8763039a803c41cfadea6637d
116,29,2,4,5,2,30,70,39c42bdba11d4f281875b0c2ff18a6c07baeabcacb579e15a95489924778b813
116,30,2,4,1,5,10,70,227ec9d975399183b0ce87cb3dfcdf95378a20d50efd69f963d64ab56d283a8e
116,31,2,4,4,3,50,50,e9b5e20f8b6588d045e3d03b6862ecf915b8a6096fd1a563d54b469147bb6105
116,32,2,4,3,4,50,50,88c0c91bdd1d1f067656bc5a79ae5d849f56015101fd0022a086ac9f93c1f25e
116,33,2,4,2,3,50,50,f3cc40fda86e11a3bcdef0fac5d732e71fe6fd6523d820495b1a263812e4e043
116,34,2,4,5,5,90,40,7b7f9128d6aae9cdb18fa9fac380ec306cec0d1cbb5c058fe5abfd28d97455f0
116,35,2,4,3,5,50,50,541b3f19aa99d8ca9083636a741c2508a6d9253fa9471b1abc8c6738679c2746
116,36,2,4,5,4,70,70,90b81285a2a4177a733f5900733b4cf185bf650f18973100725af3e852ce8a26
116,37,2,4,3,2,50,50,6e09d5b7ab71acf1a2520bc7066d5f77186a143cc646c775fdb53f4f7552b117
116,38,2,4,2,2,60,50,4cda8998569554f1296f5b661d26828a148c1b1ed36393f8213769a221aeb501
116,39,2,4,4,4,60,60,0ed9dec74489c5b532f301f514de8dd51b9e7b7a9f9edb0cf222be087075f9c9
116,40,2,4,1,3,50,30,74e260dae11fa45bf3c04a72ee29e1e961719c5fa2aac3b832425e858d756273
116,41,2,4,4,1,30,50,5bed9b443a826ee73376ed52b450570fe8cc570f53688c83973397f6609443dd
116,42,2,4,1,2,70,70,cfec29acca5da0bcdaf3ff45618604bb09a5bbd1fcdde5e03f20b14f53b987df
116,43,2,4,4,5,70,70,ef7ab12bb8db77d12e4b9c09617a33c2d8579c72b5af4fd11ba96c09adbd8698
116,44,2,4,5,3,50,70,ede487dfc0975e4fb5cb456d992ecc69c2289caf4e608c43efefcbf0b2074ac3
116,45,2,4,4,2,40,50,a78b2b2f279876380e67fae38e737e03ff2918169e202b31ada7973cb36b6812
116,46,2,4,2,4,40,50,df320282a857e9513f45af0e34bd59121670d7f2a7818c709c6fd3f496d0716f
116,47,3,4,2,5,30,30,88cf365404e9e1fef54030d56606583d81d49b5ce7bd9ed9aa7178df95c8cacf
116,48,3,4,3,4,50,50,512b7318a9c57f00188f914d79436b080ae7617807da4da6551fd5b143dc922a
116,49,3,4,2,1,70,70,5f0bd9678ae9c4a1b3fc07e7c1fa9d1f56ede0bed774d31038e6126956bb690d
116,50,3,4,2,3,50,50,2b9a99a88106552f4349203bf8f776d47727e2edeb12fadcc9d0be62a5ea3a05
116,51,3,4,3,1,50,50,44ce73f868d461a195c053024134be7b408e27b1aeeccdc359c1f8f46a877efc
116,52,3,4,5,4,70,70,b896f0db7e284602e175c4f3b0401b3d6091d28b477b2bc526116f80fb22a07d
116,53,3,4,5,3,50,50,fd1f4c2620daa04ed07d94ce208083ab232cc9eeaf3515a13f370e0cfe5bfa1d
116,54,3,4,4,5,70,70,3f068f5e05a55491bdf12189115e5a3742d2507fc91f9956cd0828d23b9a9098
116,55,3,4,5,2,30,70,9b432f5c1012a21c985a3a2d6d5ded0aee95cf41c4d1b9f3000ac40528adb745
116,56,3,4,3,3,50,50,83011d813e198a9d4e79c96238af33401aeb22af0fbd360d75c1c84a7eb97c1f
116,57,3,4,3,5,50,50,e08f957f86037700c32454be5f05b2115ca4d3ed0911ba50884fc1b51383eaa7
116,58,3,4,2,2,60,60,9d7b84f0e903cc54de16066d9b4e7af75d5c609483a44b06c4b219de5b61d950
116,59,3,4,1,2,70,70,bd3b616059f12f7caf948c7a2aadf9f0ac41e428bc1e9c6cba2c78b81fb46c28
116,60,3,4,4,2,40,40,cf6256b34e96799b3d20fb6a8d08bed8a2a21ff8735d8e302c07b54a16a00920
116,61,3,4,4,4,60,60,fd7908c19e60e0b4b7d2ae3e58cf62820ce86de83a33960bf38b96b085a06481
116,62,3,4,5,5,90,90,883339641a8923c32e984f204657a06d5ea42cfd50f78dbc0ab5e9e1f6b61d65
116,63,3,4,4,1,30,40,5ad71639e0a8a960aa5d01d10ec4ff44fcad51567ab613c51bba33963a4b2597
116,64,3,4,4,3,50,50,5426e564cf151b6af6f4f92f26d0be8e8a94556368c676b277cf135a1c5188cc
116,65,3,4,3,2,50,50,82643c7a86adff76033878d6653482407ba819c218d9957570158414b83ff7a7
116,66,3,4,2,4,40,40,7ba27d606f856c17f88b4494d9387d3e70e9f72d74a2449c97e74bfcd01d09cc
116,67,3,4,1,5,10,10,57901fc8cd5efafe9b58d6348c02e5e0a1baf6308d49112c3b289dac7bd6403c
116,68,3,4,1,3,50,50,f00f21dfb192c3f076bc28f2ea7ec9bf261539dfdd784d57554c9d4e72890f05
116,69,3,4,1,4,30,30,3242b05b58560ecba0702ad0d6f29f19e7bb6e69aabf068f0e8e826078694d5a
116,70,4,4,1,3,50,50,37e0ed4f06931ba6e520137b7f76163ca9cc69917c0bf7f323ee98fe4442d7db
116,71,4,4,2,5,30,30,da35bbd4051e135c0b13f6fd25bc045883f2801f4dbf5ac6bf5a24863eee1da0
116,72,4,4,2,4,40,40,9506db606acb4a283bfe0c48784d941c187dc6ec71f7a9e64803474c00281cc8
116,73,4,4,3,3,50,50,9e406d0cbe09e3bee6dbccbe9251a479a3bbdc55ffdc24448f4b33bfd780ce91
116,74,4,4,4,3,50,50,d7d4aed1f180668def5ae97892333c5b13c38a462b6c25b89256e6d6f6b3c772
116,75,4,4,1,2,70,70,3e0b603fa28e02bdbb9501d0c1a2a52c5b0366991b88fa7dfbf53d4259b49e3e
116,76,4,4,4,1,30,30,75edeacdaa5f1317306be2e0a93ddcc891f85d39e1673ae4932e5319949d6b4a
116,77,4,4,5,3,50,50,ccfd1114ff00e3c5f58e069b6c714ee66442e14d7d2da4c33b5a47ccc5a6e2ad
116,78,4,4,4,2,40,40,bfbf66e6eefe5f3db6652a0df680412c4822bee0631e3aef182f1da2e9b899c1
116,79,4,4,5,2,30,30,c9b462c521fd88e70d125b9dea1e6f4cab05ff034a5e4e98adc52c8161363c49
116,80,4,4,1,4,30,30,245fb2506e523b604c50e972d2ced495840a2ed52d22e7ab127ff666054b6204
116,81,4,4,3,1,50,50,b14b79abb6f85727bd27336126413769143c3d52ec7167ac5ae060b4c6d7ac2e
116,82,4,4,3,2,50,50,1e52a4da9a19dec891aaaa317bcc414366a6abc367c8e55faa99f870a2e20444
116,83,4,4,3,4,50,50,5e0c402fe27aeabac01a53a2787a64a661da677c4882b4ce7476c9105f35b7cf
