trial,horizon,slot1_value,slot2_value,choice,participant,exp,reward,forced
5,10,40,52,1,15,1,59,0
6,10,40,52,1,15,1,44,0
7,10,40,52,0,15,1,47,0
8,10,40,52,1,15,1,46,0
9,10,40,52,1,15,1,63,0
0,5,48,40,0,15,1,37,1
1,5,48,40,1,15,1,30,1
2,5,48,40,1,15,1,36,1
3,5,48,40,1,15,1,41,1
4,5,48,40,0,15,1,48,0
0,5,70,40,1,15,1,26,1
1,5,70,40,0,15,1,75,1
2,5,70,40,0,15,1,59,1
3,5,70,40,1,15,1,47,1
4,5,70,40,0,15,1,82,0
0,5,40,20,0,15,1,29,1
1,5,40,20,0,15,1,37,1
2,5,40,20,0,15,1,47,1
3,5,40,20,1,15,1,13,1
4,5,40,20,0,15,1,44,0
0,5,60,30,1,15,1,18,1
1,5,60,30,0,15,1,67,1
2,5,60,30,1,15,1,26,1
3,5,60,30,1,15,1,25,1
4,5,60,30,0,15,1,59,0
0,5,30,60,1,15,1,67,1
1,5,30,60,0,15,1,47,1
2,5,30,60,0,15,1,23,1
3,5,30,60,0,15,1,21,1
4,5,30,60,1,15,1,64,0
0,10,52,40,0,15,1,44,1
1,10,52,40,1,15,1,45,1
2,10,52,40,0,15,1,51,1
3,10,52,40,1,15,1,43,1
4,10,52,40,0,15,1,49,0
5,10,52,40,1,15,1,47,0
6,10,52,40,1,15,1,39,0
7,10,52,40,0,15,1,56,0
8,10,52,40,0,15,1,55,0
9,10,52,40,0,15,1,49,0
0,10,36,40,0,15,1,52,1
1,10,36,40,0,15,1,31,1
2,10,36,40,1,15,1,46,1
3,10,36,40,0,15,1,39,1
4,10,36,40,0,15,1,28,0
5,10,36,40,0,15,1,16,0
6,10,36,40,1,15,1,47,0
7,10,36,40,0,15,1,43,0
8,10,36,40,1,15,1,37,0
9,10,36,40,0,15,1,35,0
0,10,60,64,1,15,1,60,1
1,10,60,64,0,15,1,52,1
2,10,60,64,1,15,1,70,1
3,10,60,64,0,15,1,68,1
4,10,60,64,1,15,1,63,0
5,10,60,64,1,15,1,63,0
6,10,60,64,0,15,1,62,0
7,10,60,64,1,15,1,63,0
8,10,60,64,0,15,1,54,0
9,10,60,64,1,15,1,61,0
0,10,56,60,1,15,1,62,1
1,10,56,60,1,15,1,72,1
2,10,56,60,0,15,1,58,1
3,10,56,60,0,15,1,60,1
4,10,56,60,1,15,1,59,0
5,10,56,60,0,15,1,51,0
6,10,56,60,1,15,1,64,0
7,10,56,60,1,15,1,56,0
8,10,56,60,1,15,1,62,0
9,10,56,60,1,15,1,51,0
0,10,40,20,0,15,1,40,1
1,10,40,20,1,15,1,32,1
2,10,40,20,0,15,1,45,1
3,10,40,20,0,15,1,40,1
4,10,40,20,1,15,1,1,0
5,10,40,20,0,15,1,41,0
6,10,40,20,1,15,1,26,0
7,10,40,20,0,15,1,36,0
8,10,40,20,1,15,1,20,0
9,10,40,20,0,15,1,39,0
0,5,70,40,0,15,1,68,1
1,5,70,40,0,15,1,73,1
2,5,70,40,1,15,1,36,1
3,5,70,40,1,15,1,43,1
4,5,70,40,0,15,1,74,0
0,5,28,40,0,15,1,35,1
1,5,28,40,1,15,1,32,1
2,5,28,40,0,15,1,25,1
3,5,28,40,0,15,1,29,1
4,5,28,40,1,15,1,42,0
0,10,60,40,1,15,1,50,1
1,10,60,40,0,15,1,63,1
2,10,60,40,1,15,1,34,1
3,10,60,40,0,15,1,48,1
4,10,60,40,0,15,1,57,0
5,10,60,40,0,15,1,58,0
6,10,60,40,1,15,1,32,0
7,10,60,40,0,15,1,49,0
8,10,60,40,0,15,1,66,0
9,10,60,40,1,15,1,27,0
0,10,60,52,1,15,1,45,1
1,10,60,52,0,15,1,80,1
2,10,60,52,1,15,1,46,1
3,10,60,52,1,15,1,56,1
4,10,60,52,0,15,1,53,0
5,10,60,52,0,15,1,60,0
6,10,60,52,1,15,1,40,0
7,10,60,52,0,15,1,50,0
8,10,60,52,0,15,1,62,0
9,10,60,52,1,15,1,67,0
0,10,60,48,1,15,1,49,1
1,10,60,48,1,15,1,41,1
2,10,60,48,0,15,1,54,1
3,10,60,48,1,15,1,52,1
4,10,60,48,0,15,1,56,0
5,10,60,48,1,15,1,50,0
6,10,60,48,0,15,1,59,0
7,10,60,48,0,15,1,56,0
8,10,60,48,0,15,1,71,0
9,10,60,48,0,15,1,57,0
0,10,80,60,1,15,1,61,1
1,10,80,60,1,15,1,71,1
2,10,80,60,0,15,1,91,1
3,10,80,60,0,15,1,67,1
4,10,80,60,1,15,1,67,0
5,10,80,60,0,15,1,87,0
6,10,80,60,0,15,1,91,0
7,10,80,60,0,15,1,87,0
8,10,80,60,0,15,1,86,0
9,10,80,60,0,15,1,75,0
0,10,44,40,0,15,1,38,1
1,10,44,40,1,15,1,49,1
2,10,44,40,1,15,1,44,1
3,10,44,40,0,15,1,36,1
4,10,44,40,1,15,1,37,0
5,10,44,40,0,15,1,31,0
6,10,44,40,1,15,1,39,0
7,10,44,40,1,15,1,43,0
8,10,44,40,0,15,1,38,0
9,10,44,40,1,15,1,43,0
0,10,40,60,0,15,1,53,1
1,10,40,60,1,15,1,58,1
2,10,40,60,1,15,1,63,1
3,10,40,60,0,15,1,39,1
4,10,40,60,1,15,1,60,0
5,10,40,60,0,15,1,40,0
6,10,40,60,1,15,1,56,0
7,10,40,60,0,15,1,40,0
8,10,40,60,1,15,1,74,0
9,10,40,60,1,15,1,70,0
0,10,52,60,0,15,1,53,1
1,10,52,60,1,15,1,67,1
2,10,52,60,0,15,1,49,1
3,10,52,60,1,15,1,55,1
4,10,52,60,0,15,1,65,0
5,10,52,60,1,15,1,62,0
6,10,52,60,0,15,1,44,0
7,10,52,60,1,15,1,55,0
8,10,52,60,0,15,1,54,0
9,10,52,60,1,15,1,53,0
0,5,40,10,0,15,1,50,1
1,5,40,10,0,15,1,63,1
2,5,40,10,1,15,1,12,1
3,5,40,10,1,15,1,5,1
4,5,40,10,0,15,1,56,0
0,10,48,40,1,15,1,37,1
1,10,48,40,0,15,1,42,1
2,10,48,40,0,15,1,47,1
3,10,48,40,0,15,1,63,1
4,10,48,40,1,15,1,38,0
5,10,48,40,1,15,1,40,0
6,10,48,40,0,15,1,66,0
7,10,48,40,0,15,1,50,0
8,10,48,40,0,15,1,46,0
9,10,48,40,0,15,1,52,0
0,10,60,56,0,15,1,65,1
1,10,60,56,0,15,1,64,1
2,10,60,56,0,15,1,49,1
3,10,60,56,1,15,1,54,1
4,10,60,56,0,15,1,59,0
5,10,60,56,1,15,1,51,0
6,10,60,56,1,15,1,49,0
7,10,60,56,0,15,1,57,0
8,10,60,56,0,15,1,49,0
9,10,60,56,0,15,1,54,0
0,10,28,40,1,15,1,25,1
1,10,28,40,1,15,1,40,1
2,10,28,40,1,15,1,35,1
3,10,28,40,0,15,1,24,1
4,10,28,40,1,15,1,46,0
5,10,28,40,1,15,1,39,0
6,10,28,40,0,15,1,32,0
7,10,28,40,1,15,1,45,0
8,10,28,40,1,15,1,20,0
9,10,28,40,1,15,1,35,0
0,5,20,40,1,15,1,47,1
1,5,20,40,0,15,1,31,1
2,5,20,40,1,15,1,40,1
3,5,20,40,0,15,1,21,1
4,5,20,40,1,15,1,41,0
0,10,28,40,0,15,1,38,1
1,10,28,40,0,15,1,22,1
2,10,28,40,0,15,1,44,1
3,10,28,40,1,15,1,35,1
4,10,28,40,0,15,1,32,0
5,10,28,40,1,15,1,27,0
6,10,28,40,1,15,1,30,0
7,10,28,40,0,15,1,29,0
8,10,28,40,1,15,1,35,0
9,10,28,40,1,15,1,43,0
0,10,60,40,1,15,1,52,1
1,10,60,40,0,15,1,72,1
2,10,60,40,0,15,1,69,1
3,10,60,40,0,15,1,75,1
4,10,60,40,0,15,1,69,0
5,10,60,40,1,15,1,35,0
6,10,60,40,0,15,1,75,0
7,10,60,40,0,15,1,55,0
8,10,60,40,0,15,1,78,0
9,10,60,40,0,15,1,63,0
0,10,40,52,1,15,1,42,1
1,10,40,52,1,15,1,32,1
2,10,40,52,0,15,1,46,1
3,10,40,52,1,15,1,53,1
4,10,40,52,0,15,1,30,0
5,10,40,52,1,15,1,51,0
6,10,40,52,1,15,1,78,0
7,10,40,52,1,15,1,50,0
8,10,40,52,1,15,1,59,0
9,10,40,52,0,15,1,36,0
0,10,36,40,1,15,1,24,1
1,10,36,40,1,15,1,44,1
2,10,36,40,0,15,1,49,1
3,10,36,40,0,15,1,37,1
4,10,36,40,0,15,1,28,0
5,10,36,40,0,15,1,40,0
6,10,36,40,1,15,1,28,0
7,10,36,40,1,15,1,41,0
8,10,36,40,0,15,1,29,0
9,10,36,40,1,15,1,40,0
0,10,60,80,1,15,1,76,1
1,10,60,80,0,15,1,42,1
2,10,60,80,1,15,1,79,1
3,10,60,80,0,15,1,63,1
4,10,60,80,1,15,1,75,0
5,10,60,80,0,15,1,55,0
6,10,60,80,1,15,1,83,0
7,10,60,80,1,15,1,83,0
8,10,60,80,1,15,1,75,0
9,10,60,80,1,15,1,88,0
0,5,60,40,1,15,1,37,1
1,5,60,40,1,15,1,40,1
2,5,60,40,1,15,1,38,1
3,5,60,40,0,15,1,60,1
4,5,60,40,1,15,1,48,0
0,5,80,60,1,15,1,67,1
1,5,80,60,0,15,1,85,1
2,5,80,60,0,15,1,81,1
3,5,80,60,0,15,1,75,1
4,5,80,60,0,15,1,69,0
0,5,40,70,0,15,1,34,1
1,5,40,70,1,15,1,68,1
2,5,40,70,1,15,1,85,1
3,5,40,70,1,15,1,57,1
4,5,40,70,1,15,1,63,0
0,5,60,40,0,15,1,50,1
1,5,60,40,0,15,1,67,1
2,5,60,40,1,15,1,43,1
3,5,60,40,1,15,1,47,1
4,5,60,40,0,15,1,59,0
0,10,60,56,1,15,1,62,1
1,10,60,56,0,15,1,52,1
2,10,60,56,1,15,1,40,1
3,10,60,56,1,15,1,62,1
4,10,60,56,0,15,1,58,0
5,10,60,56,0,15,1,51,0
6,10,60,56,1,15,1,49,0
7,10,60,56,0,15,1,66,0
8,10,60,56,0,15,1,63,0
9,10,60,56,0,15,1,59,0
0,10,60,68,0,15,1,62,1
1,10,60,68,0,15,1,72,1
2,10,60,68,1,15,1,75,1
3,10,60,68,0,15,1,55,1
4,10,60,68,1,15,1,66,0
5,10,60,68,0,15,1,64,0
6,10,60,68,0,15,1,50,0
7,10,60,68,1,15,1,68,0
8,10,60,68,0,15,1,64,0
9,10,60,68,1,15,1,73,0
0,10,20,40,1,15,1,50,1
1,10,20,40,0,15,1,29,1
2,10,20,40,0,15,1,31,1
3,10,20,40,1,15,1,37,1
4,10,20,40,0,15,1,3,0
5,10,20,40,1,15,1,49,0
6,10,20,40,1,15,1,40,0
7,10,20,40,1,15,1,35,0
8,10,20,40,1,15,1,36,0
9,10,20,40,1,15,1,38,0
0,5,40,52,1,15,1,57,1
1,5,40,52,1,15,1,40,1
2,5,40,52,0,15,1,41,1
3,5,40,52,1,15,1,53,1
4,5,40,52,1,15,1,55,0
0,5,30,60,1,15,1,65,1
1,5,30,60,1,15,1,60,1
2,5,30,60,0,15,1,25,1
3,5,30,60,0,15,1,30,1
4,5,30,60,1,15,1,56,0
0,5,44,40,1,15,1,35,1
1,5,44,40,0,15,1,43,1
2,5,44,40,1,15,1,64,1
3,5,44,40,0,15,1,41,1
4,5,44,40,1,15,1,48,0
0,10,90,60,0,15,1,91,1
1,10,90,60,1,15,1,62,1
2,10,90,60,0,15,1,89,1
3,10,90,60,0,15,1,86,1
4,10,90,60,0,15,1,79,0
5,10,90,60,1,15,1,69,0
6,10,90,60,0,15,1,86,0
7,10,90,60,0,15,1,80,0
8,10,90,60,1,15,1,59,0
9,10,90,60,0,15,1,91,0
0,5,68,60,1,15,1,56,1
1,5,68,60,1,15,1,58,1
2,5,68,60,0,15,1,72,1
3,5,68,60,1,15,1,62,1
4,5,68,60,0,15,1,67,0
0,5,52,40,1,15,1,46,1
1,5,52,40,1,15,1,48,1
2,5,52,40,0,15,1,50,1
3,5,52,40,1,15,1,45,1
4,5,52,40,1,15,1,41,0
0,5,40,48,1,15,1,48,1
1,5,40,48,0,15,1,50,1
2,5,40,48,1,15,1,35,1
3,5,40,48,0,15,1,23,1
4,5,40,48,1,15,1,56,0
0,5,60,30,0,15,1,54,1
1,5,60,30,0,15,1,59,1
2,5,60,30,1,15,1,31,1
3,5,60,30,0,15,1,41,1
4,5,60,30,0,15,1,80,0
0,10,60,90,0,15,1,53,1
1,10,60,90,1,15,1,78,1
2,10,60,90,0,15,1,63,1
3,10,60,90,1,15,1,91,1
4,10,60,90,0,15,1,68,0
5,10,60,90,0,15,1,56,0
6,10,60,90,1,15,1,78,0
7,10,60,90,1,15,1,99,0
8,10,60,90,1,15,1,87,0
9,10,60,90,1,15,1,83,0
0,5,60,90,0,15,1,47,1
1,5,60,90,1,15,1,92,1
2,5,60,90,0,15,1,64,1
3,5,60,90,0,15,1,71,1
4,5,60,90,1,15,1,99,0
0,10,10,40,0,15,1,1,1
1,10,10,40,0,15,1,19,1
2,10,10,40,0,15,1,14,1
3,10,10,40,1,15,1,29,1
4,10,10,40,0,15,1,1,0
5,10,10,40,1,15,1,29,0
6,10,10,40,1,15,1,43,0
7,10,10,40,1,15,1,24,0
8,10,10,40,1,15,1,45,0
9,10,10,40,0,15,1,8,0
0,10,60,68,0,15,1,55,1
1,10,60,68,1,15,1,66,1
2,10,60,68,1,15,1,65,1
3,10,60,68,1,15,1,59,1
4,10,60,68,0,15,1,62,0
5,10,60,68,1,15,1,63,0
6,10,60,68,0,15,1,65,0
7,10,60,68,1,15,1,61,0
8,10,60,68,0,15,1,64,0
9,10,60,68,1,15,1,65,0
0,10,40,52,0,15,1,34,1
1,10,40,52,0,15,1,31,1
2,10,40,52,1,15,1,48,1
3,10,40,52,1,15,1,53,1
4,10,40,52,0,15,1,54,0
5,10,40,52,1,15,1,49,0
6,10,40,52,0,15,1,42,0
7,10,40,52,1,15,1,58,0
8,10,40,52,1,15,1,49,0
9,10,40,52,1,15,1,39,0
0,5,40,28,1,15,1,29,1
1,5,40,28,0,15,1,50,1
2,5,40,28,0,15,1,49,1
3,5,40,28,1,15,1,21,1
4,5,40,28,0,15,1,49,0
0,10,10,40,1,15,1,44,1
1,10,10,40,0,15,1,27,1
2,10,10,40,1,15,1,48,1
3,10,10,40,0,15,1,5,1
4,10,10,40,1,15,1,41,0
5,10,10,40,1,15,1,48,0
6,10,10,40,1,15,1,41,0
7,10,10,40,1,15,1,37,0
8,10,10,40,0,15,1,8,0
9,10,10,40,1,15,1,28,0
0,5,30,60,1,16,1,57,1
1,5,30,60,0,16,1,32,1
2,5,30,60,0,16,1,30,1
3,5,30,60,0,16,1,35,1
4,5,30,60,1,16,1,65,0
0,5,20,40,1,16,1,35,1
1,5,20,40,0,16,1,13,1
2,5,20,40,1,16,1,46,1
3,5,20,40,0,16,1,22,1
4,5,20,40,1,16,1,49,0
0,10,20,40,1,16,1,30,1
1,10,20,40,0,16,1,13,1
2,10,20,40,0,16,1,25,1
3,10,20,40,1,16,1,36,1
4,10,20,40,1,16,1,40,0
5,10,20,40,1,16,1,33,0
6,10,20,40,1,16,1,29,0
7,10,20,40,1,16,1,35,0
8,10,20,40,1,16,1,31,0
9,10,20,40,1,16,1,27,0
0,5,60,90,0,16,1,55,1
1,5,60,90,1,16,1,79,1
2,5,60,90,0,16,1,43,1
3,5,60,90,0,16,1,54,1
4,5,60,90,1,16,1,89,0
0,10,60,40,0,16,1,47,1
1,10,60,40,1,16,1,47,1
2,10,60,40,1,16,1,38,1
3,10,60,40,0,16,1,62,1
4,10,60,40,0,16,1,72,0
5,10,60,40,1,16,1,54,0
6,10,60,40,0,16,1,62,0
7,10,60,40,0,16,1,63,0
8,10,60,40,0,16,1,62,0
9,10,60,40,0,16,1,54,0
0,5,60,72,1,16,1,70,1
1,5,60,72,0,16,1,61,1
2,5,60,72,0,16,1,51,1
3,5,60,72,1,16,1,72,1
4,5,60,72,1,16,1,88,0
0,10,80,60,0,16,1,86,1
1,10,80,60,1,16,1,67,1
2,10,80,60,0,16,1,66,1
3,10,80,60,1,16,1,73,1
4,10,80,60,0,16,1,73,0
5,10,80,60,0,16,1,72,0
6,10,80,60,0,16,1,79,0
7,10,80,60,0,16,1,74,0
8,10,80,60,0,16,1,90,0
9,10,80,60,0,16,1,80,0
0,10,80,60,0,16,1,91,1
1,10,80,60,0,16,1,84,1
2,10,80,60,1,16,1,61,1
3,10,80,60,0,16,1,72,1
4,10,80,60,1,16,1,45,0
5,10,80,60,0,16,1,77,0
6,10,80,60,0,16,1,74,0
7,10,80,60,0,16,1,74,0
8,10,80,60,0,16,1,75,0
9,10,80,60,0,16,1,80,0
0,5,72,60,0,16,1,68,1
1,5,72,60,1,16,1,57,1
2,5,72,60,0,16,1,68,1
3,5,72,60,0,16,1,59,1
4,5,72,60,0,16,1,64,0
0,5,70,40,1,16,1,40,1
1,5,70,40,1,16,1,41,1
2,5,70,40,0,16,1,66,1
3,5,70,40,1,16,1,35,1
4,5,70,40,0,16,1,65,0
0,5,40,70,0,16,1,38,1
1,5,40,70,1,16,1,65,1
2,5,40,70,1,16,1,72,1
3,5,40,70,0,16,1,28,1
4,5,40,70,1,16,1,76,0
0,10,60,56,1,16,1,48,1
1,10,60,56,1,16,1,58,1
2,10,60,56,1,16,1,51,1
3,10,60,56,0,16,1,60,1
4,10,60,56,0,16,1,55,0
5,10,60,56,1,16,1,53,0
6,10,60,56,0,16,1,64,0
7,10,60,56,0,16,1,62,0
8,10,60,56,0,16,1,50,0
9,10,60,56,0,16,1,50,0
0,10,64,60,1,16,1,55,1
1,10,64,60,0,16,1,59,1
2,10,64,60,0,16,1,49,1
3,10,64,60,1,16,1,73,1
4,10,64,60,1,16,1,49,0
5,10,64,60,0,16,1,68,0
6,10,64,60,0,16,1,57,0
7,10,64,60,0,16,1,60,0
8,10,64,60,0,16,1,66,0
9,10,64,60,0,16,1,66,0
0,5,36,40,0,16,1,32,1
1,5,36,40,1,16,1,49,1
2,5,36,40,1,16,1,34,1
3,5,36,40,1,16,1,47,1
4,5,36,40,1,16,1,51,0
0,5,60,64,1,16,1,78,1
1,5,60,64,0,16,1,55,1
2,5,60,64,1,16,1,70,1
3,5,60,64,1,16,1,72,1
4,5,60,64,1,16,1,79,0
0,10,48,60,1,16,1,75,1
1,10,48,60,0,16,1,40,1
2,10,48,60,0,16,1,42,1
3,10,48,60,1,16,1,57,1
4,10,48,60,1,16,1,55,0
5,10,48,60,1,16,1,67,0
6,10,48,60,1,16,1,61,0
7,10,48,60,1,16,1,58,0
8,10,48,60,1,16,1,64,0
9,10,48,60,1,16,1,53,0
0,5,60,72,1,16,1,80,1
1,5,60,72,1,16,1,74,1
2,5,60,72,0,16,1,62,1
3,5,60,72,0,16,1,76,1
4,5,60,72,0,16,1,57,0
0,10,40,60,1,16,1,61,1
1,10,40,60,0,16,1,44,1
2,10,40,60,1,16,1,48,1
3,10,40,60,1,16,1,58,1
4,10,40,60,1,16,1,70,0
5,10,40,60,1,16,1,55,0
6,10,40,60,1,16,1,52,0
7,10,40,60,1,16,1,66,0
8,10,40,60,1,16,1,62,0
9,10,40,60,1,16,1,59,0
0,5,52,60,1,16,1,59,1
1,5,52,60,0,16,1,65,1
2,5,52,60,1,16,1,74,1
3,5,52,60,0,16,1,36,1
4,5,52,60,1,16,1,53,0
0,10,28,40,0,16,1,13,1
1,10,28,40,0,16,1,27,1
2,10,28,40,1,16,1,44,1
3,10,28,40,1,16,1,32,1
4,10,28,40,1,16,1,44,0
5,10,28,40,1,16,1,37,0
6,10,28,40,1,16,1,38,0
7,10,28,40,1,16,1,25,0
8,10,28,40,1,16,1,45,0
9,10,28,40,1,16,1,42,0
0,5,48,40,1,16,1,36,1
1,5,48,40,0,16,1,52,1
2,5,48,40,0,16,1,40,1
3,5,48,40,0,16,1,50,1
4,5,48,40,1,16,1,45,0
0,10,68,60,0,16,1,88,1
1,10,68,60,0,16,1,61,1
2,10,68,60,1,16,1,58,1
3,10,68,60,0,16,1,82,1
4,10,68,60,0,16,1,75,0
5,10,68,60,0,16,1,64,0
6,10,68,60,0,16,1,76,0
7,10,68,60,0,16,1,60,0
8,10,68,60,0,16,1,72,0
9,10,68,60,0,16,1,62,0
0,10,52,40,0,16,1,38,1
1,10,52,40,1,16,1,60,1
2,10,52,40,1,16,1,38,1
3,10,52,40,1,16,1,41,1
4,10,52,40,1,16,1,40,0
5,10,52,40,0,16,1,55,0
6,10,52,40,0,16,1,60,0
7,10,52,40,0,16,1,54,0
8,10,52,40,0,16,1,39,0
9,10,52,40,0,16,1,49,0
0,5,70,40,0,16,1,51,1
1,5,70,40,1,16,1,53,1
2,5,70,40,1,16,1,59,1
3,5,70,40,0,16,1,74,1
4,5,70,40,1,16,1,47,0
0,5,40,48,1,16,1,46,1
1,5,40,48,1,16,1,29,1
2,5,40,48,0,16,1,45,1
3,5,40,48,1,16,1,54,1
4,5,40,48,0,16,1,33,0
0,10,44,40,0,16,1,46,1
1,10,44,40,0,16,1,63,1
2,10,44,40,1,16,1,41,1
3,10,44,40,1,16,1,53,1
4,10,44,40,0,16,1,38,0
5,10,44,40,1,16,1,35,0
6,10,44,40,0,16,1,46,0
7,10,44,40,1,16,1,43,0
8,10,44,40,0,16,1,39,0
9,10,44,40,0,16,1,46,0
0,10,40,10,1,16,1,1,1
1,10,40,10,0,16,1,38,1
2,10,40,10,1,16,1,8,1
3,10,40,10,0,16,1,45,1
4,10,40,10,0,16,1,44,0
5,10,40,10,0,16,1,43,0
6,10,40,10,0,16,1,41,0
7,10,40,10,0,16,1,39,0
8,10,40,10,0,16,1,40,0
9,10,40,10,0,16,1,34,0
0,10,60,90,0,16,1,70,1
1,10,60,90,0,16,1,62,1
2,10,60,90,1,16,1,94,1
3,10,60,90,1,16,1,71,1
4,10,60,90,1,16,1,99,0
5,10,60,90,1,16,1,82,0
6,10,60,90,1,16,1,99,0
7,10,60,90,1,16,1,82,0
8,10,60,90,1,16,1,73,0
9,10,60,90,1,16,1,85,0
0,10,72,60,1,16,1,60,1
1,10,72,60,0,16,1,80,1
2,10,72,60,1,16,1,66,1
3,10,72,60,0,16,1,78,1
4,10,72,60,0,16,1,78,0
5,10,72,60,0,16,1,78,0
6,10,72,60,0,16,1,71,0
7,10,72,60,1,16,1,59,0
8,10,72,60,0,16,1,77,0
9,10,72,60,0,16,1,89,0
0,5,60,40,0,16,1,47,1
1,5,60,40,0,16,1,51,1
2,5,60,40,1,16,1,48,1
3,5,60,40,0,16,1,56,1
4,5,60,40,0,16,1,58,0
0,5,40,20,0,16,1,33,1
1,5,40,20,0,16,1,40,1
2,5,40,20,1,16,1,14,1
3,5,40,20,1,16,1,22,1
4,5,40,20,0,16,1,42,0
0,5,40,10,0,16,1,58,1
1,5,40,10,1,16,1,18,1
2,5,40,10,0,16,1,33,1
3,5,40,10,1,16,1,3,1
4,5,40,10,0,16,1,42,0
0,10,48,60,0,16,1,55,1
1,10,48,60,0,16,1,45,1
2,10,48,60,0,16,1,59,1
3,10,48,60,1,16,1,53,1
4,10,48,60,1,16,1,64,0
5,10,48,60,1,16,1,55,0
6,10,48,60,1,16,1,58,0
7,10,48,60,1,16,1,60,0
8,10,48,60,1,16,1,66,0
9,10,48,60,1,16,1,66,0
0,5,30,60,0,16,1,34,1
1,5,30,60,1,16,1,68,1
2,5,30,60,0,16,1,26,1
3,5,30,60,1,16,1,63,1
4,5,30,60,1,16,1,58,0
0,10,40,28,1,16,1,27,1
1,10,40,28,0,16,1,30,1
2,10,40,28,1,16,1,29,1
3,10,40,28,0,16,1,40,1
4,10,40,28,1,16,1,23,0
5,10,40,28,0,16,1,40,0
6,10,40,28,0,16,1,47,0
7,10,40,28,0,16,1,44,0
8,10,40,28,0,16,1,49,0
9,10,40,28,0,16,1,44,0
0,10,40,10,0,16,1,33,1
1,10,40,10,1,16,1,8,1
2,10,40,10,0,16,1,48,1
3,10,40,10,1,16,1,18,1
4,10,40,10,0,16,1,42,0
5,10,40,10,0,16,1,39,0
6,10,40,10,0,16,1,55,0
7,10,40,10,0,16,1,42,0
8,10,40,10,0,16,1,30,0
9,10,40,10,0,16,1,43,0
0,5,60,56,1,16,1,54,1
1,5,60,56,0,16,1,60,1
2,5,60,56,0,16,1,47,1
3,5,60,56,1,16,1,59,1
4,5,60,56,1,16,1,48,0
0,10,52,60,1,16,1,58,1
1,10,52,60,0,16,1,56,1
2,10,52,60,0,16,1,49,1
3,10,52,60,1,16,1,56,1
4,10,52,60,1,16,1,50,0
5,10,52,60,0,16,1,51,0
6,10,52,60,1,16,1,58,0
7,10,52,60,0,16,1,57,0
8,10,52,60,1,16,1,72,0
9,10,52,60,0,16,1,55,0
0,10,40,36,0,16,1,50,1
1,10,40,36,1,16,1,29,1
2,10,40,36,1,16,1,27,1
3,10,40,36,1,16,1,35,1
4,10,40,36,0,16,1,38,0
5,10,40,36,0,16,1,42,0
6,10,40,36,0,16,1,58,0
7,10,40,36,0,16,1,37,0
8,10,40,36,0,16,1,38,0
9,10,40,36,0,16,1,35,0
0,5,80,60,1,16,1,58,1
1,5,80,60,0,16,1,80,1
2,5,80,60,0,16,1,79,1
3,5,80,60,1,16,1,59,1
4,5,80,60,0,16,1,91,0
0,5,56,60,0,16,1,54,1
1,5,56,60,0,16,1,62,1
2,5,56,60,1,16,1,60,1
3,5,56,60,0,16,1,67,1
4,5,56,60,0,16,1,53,0
0,5,40,60,1,16,1,57,1
1,5,40,60,0,16,1,31,1
2,5,40,60,0,16,1,55,1
3,5,40,60,0,16,1,50,1
4,5,40,60,1,16,1,74,0
0,10,60,72,0,16,1,62,1
1,10,60,72,1,16,1,80,1
2,10,60,72,0,16,1,69,1
3,10,60,72,0,16,1,42,1
4,10,60,72,1,16,1,68,0
5,10,60,72,1,16,1,77,0
6,10,60,72,1,16,1,78,0
7,10,60,72,1,16,1,76,0
8,10,60,72,1,16,1,75,0
9,10,60,72,1,16,1,62,0
0,10,10,40,1,16,1,35,1
1,10,10,40,0,16,1,1,1
2,10,10,40,1,16,1,35,1
3,10,10,40,0,16,1,6,1
4,10,10,40,1,16,1,48,0
5,10,10,40,1,16,1,34,0
6,10,10,40,1,16,1,38,0
7,10,10,40,1,16,1,46,0
8,10,10,40,1,16,1,50,0
9,10,10,40,1,16,1,44,0
0,5,80,60,1,16,1,53,1
1,5,80,60,0,16,1,82,1
2,5,80,60,0,16,1,71,1
3,5,80,60,0,16,1,68,1
4,5,80,60,0,16,1,73,0
0,5,60,68,1,16,1,73,1
1,5,60,68,0,16,1,57,1
2,5,60,68,1,16,1,64,1
3,5,60,68,0,16,1,74,1
4,5,60,68,1,16,1,72,0
0,5,90,60,0,16,1,96,1
1,5,90,60,0,16,1,80,1
2,5,90,60,1,16,1,62,1
3,5,90,60,1,16,1,50,1
4,5,90,60,0,16,1,99,0
0,5,40,70,0,16,1,54,1
1,5,40,70,1,16,1,62,1
2,5,40,70,0,16,1,54,1
3,5,40,70,0,16,1,27,1
4,5,40,70,1,16,1,69,0
0,5,60,90,0,16,1,62,1
1,5,60,90,0,16,1,58,1
2,5,60,90,1,16,1,96,1
3,5,60,90,1,16,1,89,1
4,5,60,90,1,16,1,95,0
0,10,60,30,0,16,1,57,1
1,10,60,30,1,16,1,36,1
2,10,60,30,1,16,1,40,1
3,10,60,30,1,16,1,25,1
4,10,60,30,0,16,1,53,0
5,10,60,30,1,16,1,38,0
6,10,60,30,0,16,1,66,0
7,10,60,30,0,16,1,45,0
8,10,60,30,0,16,1,65,0
9,10,60,30,0,16,1,60,0
0,10,70,40,0,16,1,72,1
1,10,70,40,0,16,1,80,1
2,10,70,40,1,16,1,36,1
3,10,70,40,1,16,1,38,1
4,10,70,40,0,16,1,75,0
