participant_id,trial_index,ground_truth,nll,top2
129,1,F,0.1797446459531784,"[('F', 0.8354835510253906), ('A', 0.16451647877693176)]"
129,2,F,5.006715297698975,"[('A', 0.9933071136474609), ('F', 0.006692851427942514)]"
129,3,F,5.753177642822266,"[('A', 0.9968273043632507), ('F', 0.0031726830638945103)]"
129,4,F,5.2552337646484375,"[('A', 0.9947799444198608), ('F', 0.005220125894993544)]"
129,5,F,0.4740769863128662,"[('F', 0.622459352016449), ('A', 0.3775406777858734)]"
129,6,F,0.28115010261535645,"[('F', 0.7549149990081787), ('A', 0.24508503079414368)]"
129,7,F,2.4639394283294678,"[('A', 0.9149009585380554), ('F', 0.08509904891252518)]"
129,8,F,3.167999029159546,"[('A', 0.957912266254425), ('F', 0.04208773374557495)]"
129,9,F,2.811967611312866,"[('A', 0.9399133324623108), ('F', 0.06008664891123772)]"
129,10,F,2.2378222942352295,"[('A', 0.893309473991394), ('F', 0.10669059306383133)]"
129,11,F,0.3484445810317993,"[('F', 0.7057850360870361), ('A', 0.29421499371528625)]"
129,12,F,0.38687101006507874,"[('F', 0.6791786551475525), ('A', 0.3208213150501251)]"
129,13,F,0.3484445810317993,"[('F', 0.7057850360870361), ('A', 0.29421499371528625)]"
129,14,F,0.38687101006507874,"[('F', 0.6791786551475525), ('A', 0.3208213150501251)]"
129,15,F,1.2234445810317993,"[('A', 0.7057850360870361), ('F', 0.29421499371528625)]"
129,16,F,0.25192904472351074,"[('F', 0.7772998809814453), ('A', 0.22270016372203827)]"
129,17,F,0.825939416885376,"[('A', 0.562176525592804), ('F', 0.43782350420951843)]"
129,18,F,0.22541262209415436,"[('F', 0.7981867790222168), ('A', 0.2018132209777832)]"
129,19,F,0.25192904472351074,"[('F', 0.7772998809814453), ('A', 0.22270016372203827)]"
129,20,F,0.22541262209415436,"[('F', 0.7981867790222168), ('A', 0.2018132209777832)]"
129,21,F,0.2014133334159851,"[('F', 0.8175744414329529), ('A', 0.18242549896240234)]"
