participant_id,trial_index,ground_truth,nll,top2
125,1,M,0.029750416055321693,"[('M', 0.970687747001648), ('V', 0.02931223250925541)]"
125,2,M,0.5231232643127441,"[('M', 0.5926665663719177), ('V', 0.4073334038257599)]"
125,3,M,0.12692804634571075,"[('M', 0.8807970285415649), ('V', 0.11920291185379028)]"
125,4,M,0.1602240949869156,"[('M', 0.851952850818634), ('V', 0.14804720878601074)]"
125,5,M,3.288041353225708,"[('V', 0.9626731276512146), ('M', 0.037326887249946594)]"
125,6,M,0.3484445810317993,"[('M', 0.7057850360870361), ('V', 0.29421499371528625)]"
125,7,M,0.5231232643127441,"[('M', 0.5926665663719177), ('V', 0.4073334038257599)]"
125,8,M,2.578889846801758,"[('V', 0.9241418242454529), ('M', 0.07585817575454712)]"
125,9,M,0.42870065569877625,"[('M', 0.6513548493385315), ('V', 0.3486451208591461)]"
125,10,M,0.42870065569877625,"[('M', 0.6513548493385315), ('V', 0.3486451208591461)]"
125,11,M,0.42870065569877625,"[('M', 0.6513548493385315), ('V', 0.3486451208591461)]"
125,12,M,0.38687101006507874,"[('M', 0.6791786551475525), ('V', 0.3208213150501251)]"
125,13,M,0.38687101006507874,"[('M', 0.6791786551475525), ('V', 0.3208213150501251)]"
125,14,M,1.9102240800857544,"[('V', 0.851952850818634), ('M', 0.14804720878601074)]"
125,15,M,0.25192904472351074,"[('M', 0.7772998809814453), ('V', 0.22270016372203827)]"
125,16,M,0.25192904472351074,"[('M', 0.7772998809814453), ('V', 0.22270016372203827)]"
125,17,M,0.2014133334159851,"[('M', 0.8175744414329529), ('V', 0.18242549896240234)]"
125,18,M,0.1797446459531784,"[('M', 0.8354835510253906), ('V', 0.16451647877693176)]"
125,19,M,0.9740769863128662,"[('V', 0.622459352016449), ('M', 0.3775406777858734)]"
125,20,M,0.2014133334159851,"[('M', 0.8175744414329529), ('V', 0.18242549896240234)]"
125,21,M,0.1602240949869156,"[('M', 0.851952850818634), ('V', 0.14804720878601074)]"
125,22,M,0.1602240949869156,"[('M', 0.851952850818634), ('V', 0.14804720878601074)]"
125,23,M,0.1602240949869156,"[('M', 0.851952850818634), ('V', 0.14804720878601074)]"
125,24,M,0.12692804634571075,"[('M', 0.8807970285415649), ('V', 0.11920291185379028)]"
125,25,M,0.6931471824645996,"[('V', 0.5), ('M', 0.5)]"
125,26,M,0.1602240949869156,"[('M', 0.851952850818634), ('V', 0.14804720878601074)]"
125,27,M,0.11282224208116531,"[('M', 0.893309473991394), ('V', 0.10669059306383133)]"
125,28,M,0.10020658373832703,"[('M', 0.9046505093574524), ('V', 0.09534946084022522)]"
125,29,M,0.575939416885376,"[('M', 0.562176525592804), ('V', 0.43782350420951843)]"
125,30,M,0.12692804634571075,"[('M', 0.8807970285415649), ('V', 0.11920291185379028)]"
125,31,M,0.08893945813179016,"[('M', 0.9149009585380554), ('V', 0.08509904891252518)]"
125,32,M,0.10020658373832703,"[('M', 0.9046505093574524), ('V', 0.09534946084022522)]"
125,33,M,0.38687101006507874,"[('M', 0.6791786551475525), ('V', 0.3208213150501251)]"
125,34,M,0.825939416885376,"[('V', 0.562176525592804), ('M', 0.43782350420951843)]"
125,35,M,0.12692804634571075,"[('M', 0.8807970285415649), ('V', 0.11920291185379028)]"
125,36,V,1.0537006855010986,"[('M', 0.6513548493385315), ('V', 0.3486451208591461)]"
