trial_index,choice_mapped,choice,choice_option_1,choice_option_2,reward,cumulative_reward,prompt_hash,seed,initial_correct_bandit
1,S,1,S,Q,1,1,f97089890b2b534abcb9742dccb6f143ed213463d6c3c0fc4db09d69ce93a853,1002275723,1
2,S,1,S,Q,1,2,f30fc76f1f82672f2121caa9bcb590d42f67ac9b874eaa615bb98fa1d7164605,1002275723,1
3,S,1,S,Q,1,3,21f258ee66f668f24adc80f6badf9ccbcbf1bb7d97eb859f72a9144399599869,1002275723,1
4,S,1,S,Q,1,4,0ed6f7e8b713a35f3e907e74f1cfe26c4a7104dbfc83d34eae846081ee48994d,1002275723,1
5,S,1,S,Q,1,5,1dc52358dd8c1e8eb6882c33fbe7d7ecb8374a0c7da9d282c253af3c420f279c,1002275723,1
6,S,1,S,Q,1,6,20548146d2c7fbb3a0cdb52d605d035d887be17fb3e6e58de418100085c8905f,1002275723,1
7,S,1,S,Q,0,6,e0800ca901fdaeb691768a739b57676ed8269918013b8e51c1df726d5acdacea,1002275723,1
8,S,1,S,Q,0,6,aad980519968212dfb79167db4542c558ff60020c1c6e0562803ac6b4059435c,1002275723,1
9,S,1,S,Q,1,7,9326b52a62dacc3728aec910bb01686bbbd3d0e33851e23b8eefbc490bf6b5e7,1002275723,1
10,S,1,S,Q,0,7,f808969868180f90425536dd8e168ef8f9e72faf457ba825f3ada3942fee09c4,1002275723,1
11,S,1,S,Q,1,8,71750b68271f1f3b192e7ad88d435585b98fba234b3a25245c2f99e36b176de3,1002275723,1
12,S,1,S,Q,1,9,86be173fd02cbb6b69d8ab1ee97e386b8217a8929457e06ea9602c2fe8e52a3f,1002275723,1
13,S,1,S,Q,0,9,14bc9b5ae7abf8d38d6c39873231ae911c9387fae8b4ba59abb8921e75594f7f,1002275723,1
14,S,1,S,Q,1,10,b2039e5fcc6431102d03f6c7d92fd1841365dcdb8621f57b9e689a9ef1a32074,1002275723,1
15,S,1,S,Q,1,11,7dec98bf083d42e6d04a2d1e80f4ab69f9ae93420c6424f3c445d2029d810978,1002275723,1
16,S,1,S,Q,1,12,cfcc079f0fb66eaa9b0384cd5394be0ccc23cc57aac128ef3b8fec80b80d3cc7,1002275723,1
17,S,1,S,Q,1,13,0b76ff11408db1d0abe523cd5683fa843b2e0fd7ec54839298cf289877ddc993,1002275723,1
18,S,1,S,Q,1,14,7e33def04777702b60f4680699aae0b00d0f778c08e9cf8c8a832345daa426d7,1002275723,1
19,S,1,S,Q,1,15,7e688b35c1ef3ba73a63f08a96570d410577de8afb189aa32218a7e7898ee657,1002275723,1
20,S,1,S,Q,1,16,51af9691df56a1e0658add5862a0f2875f18294d96b784da4e9826aac47a0c95,1002275723,1
21,S,1,S,Q,0,16,338cf53a4fa8fb15ec99baf232ca3821bcaf70badce45435e0f4988fd158e702,1002275723,1
22,S,1,S,Q,1,17,6ac6a6aa08c161349d4d6837ec0f50500ae6dc637d147be7fd43558a27de2a6a,1002275723,1
23,S,1,S,Q,1,18,33ca03d58c3fac7f1316ee3455b2cc3a963af5cd6a1af6d148f45e1c68d7e584,1002275723,1
24,S,1,S,Q,0,18,64607b05d08380cfcfdf245a1d2fa31aab93d05806bb7612f7d52dc391dab15d,1002275723,1
25,S,1,S,Q,1,19,5d6f920cd4a79daa954ae77a3208eb4d39ccec9c8a2c3b675d90d44c0ef9f4eb,1002275723,1
26,S,1,S,Q,1,20,90f91efa04bc737f73ef2e409531864d4866fbfc4cdb56437f3b9dca23612195,1002275723,1
27,S,1,S,Q,1,21,f3dea3cb56d989fc75a8e71358dd8c15676399a5af4a32ce17fb4dafd62856ed,1002275723,1
28,S,1,S,Q,1,22,cbbf57abf6dd9922804f15b5cd350940e748add16fbcb24c428c99feda14f3fa,1002275723,1
29,S,1,S,Q,1,23,40d4415bde236152adfff87fc20a7951158a67d5d56d63e8f7211b3753adb9b1,1002275723,1
30,S,1,S,Q,0,23,1f6356fa8498d1a844977083ed1b52a419b35295f02383da3ee60cdffe233fc9,1002275723,1
31,S,1,S,Q,1,24,b4f0107b84aed44b332b5200e33c14cb2ecfe6b583a3d5743415c950945658ed,1002275723,1
32,S,1,S,Q,1,25,18995613f37072681bbae94674b978ebb0e9e136f96bd30c9be2d5ac16fd36f0,1002275723,1
33,S,1,S,Q,1,26,5d756fa68af4f81431b305c7fe9f0015612f10e49d4c0ea07b4af0e6f803b076,1002275723,1
34,S,1,S,Q,1,27,c2b8e6878b886598549d87d39b0dcebc194fb83270bb8b5f6ac74c297c91c276,1002275723,1
35,S,1,S,Q,1,28,dc3cdf2bba43cd0a0f182a01ffd81dea252441c6c5f6197517a64d3238022194,1002275723,1
