trial_index,choice_mapped,choice,choice_option_1,choice_option_2,reward,cumulative_reward,prompt_hash,seed,initial_correct_bandit
1,Y,2,V,Y,1,1,25330684f074b2bc6828e9f534b55a911e3e0cdc6aa401b439f70537c3ff4920,1405681631,2
2,Y,2,V,Y,1,2,e805191d9a9c4de95be576b021cbd106d7791918bef8778b08dc57d612e6430a,1405681631,2
3,Y,2,V,Y,0,2,2c2633bcc6ed35b62f6a5038f3481b3ca38c94152f4412801f2e15268ccd554d,1405681631,2
4,Y,2,V,Y,1,3,f9ad7b3c9e87067ba205a6e11e3705ba2ea3c74fb737ddb9c63ea907de5bfeb2,1405681631,2
5,Y,2,V,Y,1,4,0228dbbf8430620acc7e269921b210c7fba98979cca86e641891f4569a4bca3d,1405681631,2
6,V,1,V,Y,1,5,bb30d4b754e309943497221669b519a32169e1a554de8f602802ba467afa4de6,1405681631,2
7,V,1,V,Y,0,5,bfb7f41e6ec64bec93d7c552e8edd26d68722667d80f0ce7b1f657d1f8c3c49b,1405681631,2
8,Y,2,V,Y,0,5,170b282fe85da6afd17e025e5e7858f4cabd05cf45cfd790e66b591a146a6718,1405681631,2
9,Y,2,V,Y,1,6,e37c4cad46d769faa5ebd11a2634c9c3547ad062445a0e16bb3c2c2c3b9b9bde,1405681631,2
10,Y,2,V,Y,1,7,9e83e7c7de8be8f14f46d7210b3dc462d274cc15c30b63625cc75767caf00e9c,1405681631,2
11,Y,2,V,Y,1,8,e0fbecf8cc349b3fea0d438c8b401ac41e0df63754fc50721b16b3b8cdf922a1,1405681631,2
12,Y,2,V,Y,1,9,170899dbeab4b37f55fe3bb31fb3d0494c179bd4b68132cb376ea09c123868b6,1405681631,2
13,Y,2,V,Y,1,10,f527fbdaf1294518eea9121d21c2e66174442e9923d6463d39277c1367b7fa47,1405681631,2
14,Y,2,V,Y,1,11,9dd33d4fb73bab8e387fdc066fc9cefafc4436d5e5355bdccc362f4981924248,1405681631,2
15,Y,2,V,Y,1,12,74a3cd49e715125a15f5d5cbc82a2c1e3148368305624e01647264b94c1680fd,1405681631,2
16,Y,2,V,Y,1,13,530d25ea83c847ebd7ad417bd71c6be0ce477b1e16054192c411a268de472237,1405681631,2
17,Y,2,V,Y,1,14,a52bf0055a1abb8bfa6ec8f7ec867da1c61c556a2d9d41d3bbbb2b8fd5c94cae,1405681631,2
18,Y,2,V,Y,0,14,18b41b5d2ae3b344c015f1fbca12f2b63192bcd7958f9a1633089a72081ad255,1405681631,2
19,Y,2,V,Y,1,15,2bb5c30f68391f20fcb78c1bcb12b65fbc7bb55e83183ecd18eb9dc1ce237a75,1405681631,2
