trial_index,choice_mapped,choice,choice_option_1,choice_option_2,reward,cumulative_reward,prompt_hash,seed,initial_correct_bandit
1,O,2,G,O,0,0,b9e78dd7d08ea65629e7c24989767be127ff8f76c5d28df2220bb2c4c7e396bf,1382689815,1
2,O,2,G,O,0,0,0a9aa64f77033044cc999f238db3d691eb149af59f58e1e7eab5e4891c893101,1382689815,1
3,G,1,G,O,1,1,212b5ea7a37fb959406fcd4f1d0fbb39dc1f100c5d79bb0b4d9aa94b4512c4b0,1382689815,1
4,O,2,G,O,0,1,84263015953f8f09462b777062ce03a05e154f2c1adf77e7ecd34968c268fd08,1382689815,1
5,G,1,G,O,0,1,3a9766d3ecb388789c8c2b617dabd94c3aa401c1cdcecf222170bca06c8c28e2,1382689815,1
6,O,2,G,O,0,1,594d3b3ced3b0a11aadfa6c97319e0dedd8b1bc137b5f67f061513ca376adc06,1382689815,1
7,O,2,G,O,0,1,e53f0d5631604aac99877cf2cf3b21de9c05c37d1d070ea344a5ca38f0a55395,1382689815,1
8,O,2,G,O,1,2,b8bae771da189aec162ddf35ab31f226b38669a16f00dc8890896e2892ade3b0,1382689815,1
9,O,2,G,O,0,2,e1fa771f0fbd36ec5f29b388d65112db5d4cc77c777e8a3bbdc8cf300a5e100e,1382689815,1
10,O,2,G,O,0,2,942dbb7ae7fe974c009c36a0be9f5e9fcbf1c0608ab730078682390e8601af91,1382689815,1
11,O,2,G,O,0,2,bd2156297de3a980853600407bd71874e5a3756b22ea41ba3eb21576a1fb1cc2,1382689815,1
12,O,2,G,O,0,2,c741d603677cb314a7fe68124f85a557fd8737177de2ac0fd6fafb06d511553b,1382689815,1
13,O,2,G,O,1,3,029b2cc914f1e76ace9a585509c7bd879b06c8a95eb8948854c8250c8d02879a,1382689815,1
14,O,2,G,O,0,3,00449dd085a509527e14f84a1109f799b1567bc4083b7c4d03c467f0f4a6d6aa,1382689815,1
15,O,2,G,O,0,3,f1adc5f3523c253248b220b5a90bc1143ae4f7a993427f164776ded47d869495,1382689815,1
16,O,2,G,O,0,3,2c0b6a8e06b500ad5b6e03772ed1dc51c3cbe5a102828fa46238a3a875ade4ec,1382689815,1
17,O,2,G,O,0,3,457b4cc9d80f169dfae9b4f492615a8e8f841064c1cf9d710bd560f2c77d4029,1382689815,1
18,O,2,G,O,0,3,d57507d58c026378071c3cc94d07273872e8bc82495c0762d01c4abbbfedf75c,1382689815,1
19,O,2,G,O,0,3,d47909192cc77e3a4a0f865fc7d7b149b73087c5003cd93b81162db7e464df72,1382689815,1
20,O,2,G,O,1,4,472cac57b8cbe33828eb6abeeec25ed45a537e7c1a882638e09b36ab04941088,1382689815,1
21,O,2,G,O,1,5,faa674535820911f469c9bdb8bbd1cb1baa908749e8673210f087b4d7c7719ae,1382689815,1
22,O,2,G,O,1,6,4136c67e0e7aa8fde84b107f24d36ade813c2bedb4deccd32363d92390954187,1382689815,1
23,O,2,G,O,0,6,eb675f1f215fdab75eecf9a5cdaf599657a6d7ae32a20ebdf23d2b875c69dd20,1382689815,1
24,O,2,G,O,0,6,cb772f8dac9b9386ad34378e2a81e37ad767727b151e0fd65ef5994be1107c69,1382689815,1
25,O,2,G,O,0,6,d1905e90c315d4f2b5d79ccfec02c1c9ea7874f6ea4a749a399f14187c0ce7d2,1382689815,1
26,O,2,G,O,0,6,6c322a7df3286212ff8de865b8124ddefe69500c542414799e4e2b03a4ec37a2,1382689815,1
27,O,2,G,O,0,6,7a61bf0d9ab7fe418d70295b3b131964f33a51b1eff5ed2bab88aefba7bc82b9,1382689815,1
28,O,2,G,O,0,6,e5fcba503b49e5e4bf4c560de08647f43b137bb72d741be83fad73a79a9300c3,1382689815,1
29,O,2,G,O,0,6,74d957a7de63d0fd63169835645daa9243f314b9861f71176d923e9027c51c89,1382689815,1
30,O,2,G,O,0,6,7c6adc289af6e3e71f62400c42af1b85bbe2cc497705f8305fb0a2a9181dfb88,1382689815,1
31,O,2,G,O,0,6,22fe5e585812f68db3a5c98df170649b9ba5f7181df506ff3b7642b9f6361ccc,1382689815,1
32,O,2,G,O,0,6,f9c2f3c0607d6fc0a100a9e7da32c42a6774e6edc178a2906961664488b17f55,1382689815,1
33,O,2,G,O,0,6,b167657a958791d035a0278fcf3b009c03a00d2f537c81a5f286a61f1169a0a6,1382689815,1
34,O,2,G,O,1,7,fa43579cf3f876e63340853ab8c3d106bc5f95aff7d20f44babc884c934e086d,1382689815,1
35,O,2,G,O,0,7,7b5e5e65ba37b0420e7585f80c13a089816921ece01f0c3e40e86e4696513032,1382689815,1
36,O,2,G,O,1,8,09b6f656c16c40f218e773ef1903e57ba2922ba4581bf93bb94d3deeca471d7a,1382689815,1
37,O,2,G,O,1,9,4e28389fbe5edd2ca984bf213d7fba829d835318bff7c0c722de515feaa9fbe9,1382689815,1
38,O,2,G,O,1,10,94034cad59b2caf2f8fcb0a1054fd3e65b21254cb8daee316e4e9b71dbb23c31,1382689815,1
39,O,2,G,O,1,11,29f869d7e57334b881cd64fa77b2e179c6428347f8c0a42e4159267830c48252,1382689815,1
40,O,2,G,O,1,12,8d40e5303ae600413162ed95990c2e28c144028a0f5d8358209ccb0faab8caec,1382689815,1
41,O,2,G,O,1,13,03d3a5293cfc9dbba2f28735c5cd98c9dce5d16aeb767870b1f2ad3134941c45,1382689815,1
42,O,2,G,O,1,14,13d824ffd844cd2dc63f92742a268392f36b70943a5e3f8be2fcf451cca8c0e8,1382689815,1
43,O,2,G,O,1,15,743376085ba6b35d1a7c93b2782c2b9acd6b3b22bfec74c08fb01af09a24ba61,1382689815,1
44,O,2,G,O,1,16,5d5d4a98f4534c217a3369d5a720e001db2e0de3e72a05f6b1f610eafce0dd3c,1382689815,1
45,O,2,G,O,1,17,5e5cf0cd002149ac8cc61612c66a1d20ec59dde765efcd660ebf4693d17b933b,1382689815,1
46,O,2,G,O,1,18,7c9f910b9dd6fc0c622f55533b3fe8c5c382385a958c2050ac64b4d80be7f445,1382689815,1
47,O,2,G,O,0,18,a5e2bd1f70dd8d7bcb6c756c7fedbafe29f8fc261279243e610c17c3b84d9db6,1382689815,1
48,O,2,G,O,0,18,f66d4eab137ed10df221dc8b84e31f37456b9f7b58f7ccba355a92dc5bd73c3c,1382689815,1
49,O,2,G,O,1,19,e630acf8a3b7df646f51fba20399e97a75c29eeb95678062d52545415a5e1c08,1382689815,1
50,O,2,G,O,0,19,cba51bc852b31e557485f7c7fa530230c7065d1a143d58f0fe809c839369023f,1382689815,1
51,O,2,G,O,1,20,6812aa188fdac0233b3e7b3720124d459442e1a15d1022c137159d0f07914528,1382689815,1
52,O,2,G,O,1,21,bb79a7cb3221f90e604e155378b3d55db2a58859c1694b29b7b42e5236f8b47b,1382689815,1
53,O,2,G,O,0,21,3c948395537601196c5b49f2cb3ef4e736115e3eddf74fbce03029f9f9a3be1d,1382689815,1
54,O,2,G,O,1,22,71fe120001cab20eb0e0445ef0159a9e998cb251bc8b17de3d9112da58983787,1382689815,1
55,O,2,G,O,1,23,d833efbe8655e0b80b9b8d6119278e3920a4d2c34e6784b8fb15de9bc740b710,1382689815,1
56,O,2,G,O,0,23,14bceef81c74ed76095149432deb0b3963527ed8e32630f00642ab931c41ef5c,1382689815,1
57,O,2,G,O,0,23,acd50edecd27ea71de0adb0be99a266e40d95ec2ef029ec6f8e0243f69e8d151,1382689815,1
58,O,2,G,O,0,23,ec81b2f52569b049c65d94aa1737eae9dd9ecb1bc48fb7df28dc51158a28319c,1382689815,1
59,O,2,G,O,0,23,43044db7506adff6c4f612bb2f36af01c65541504e4867b6d94838550880088b,1382689815,1
60,O,2,G,O,0,23,54dfb73f81d569fc18a2a9b8236f87cc339556ea8390c8991e033a1a24797359,1382689815,1
61,O,2,G,O,1,24,954906c0693ea1ba3915428e075c960a9202f7c044ed0d7e23d803e1081b52d4,1382689815,1
62,O,2,G,O,0,24,44be6758c0f1b723d9cdb274ea4209522be30d5a5cb23889734fb4c9abaaef73,1382689815,1
63,O,2,G,O,0,24,ed53ec5fc9853a0cdc06395e57ff8d7b42f3b79b596271d2418e1a91c2ad2817,1382689815,1
64,O,2,G,O,1,25,bdf8d7be0360f61fbef939c46e80ba55ae8b01d3340566b090ebf491f881cfbf,1382689815,1
65,O,2,G,O,0,25,0512949e3a506d5994a6e85352660ab8c64121ab6422bd2bd62a52dfe1b55302,1382689815,1
66,O,2,G,O,1,26,c753cc76ec8ea047b8edb2bc232554553021c60decf3f7eefe5c1f6af436bf7f,1382689815,1
67,O,2,G,O,0,26,29574c40721afa3e2862ccd97a0131c49e009dc779f815167560f03c9fc0e0e1,1382689815,1
68,O,2,G,O,0,26,e280a6734fcdac2274536a54b6f963df1b1078988a65ce64f9e74e0d4ec7f3e8,1382689815,1
69,O,2,G,O,0,26,33f501791c60ba10ecf5438a8a273002d134811784f5af0f9c2f5e37c2f51ac4,1382689815,1
70,O,2,G,O,0,26,36a2efb68803f702d2a3b0da02d389ba355d0f7b4d64f1ac1ca3103bc044c9a5,1382689815,1
71,O,2,G,O,1,27,90b510b11cf66fc83d51d685dfcd97b23fce0ddb09cabc2693a83f15365eebcf,1382689815,1
72,O,2,G,O,1,28,736ad71c5875363d1022e3ad657da2df6184787e02e6b7cd036fdd1b7f75be8f,1382689815,1
