trial,choice,reward,cumulative_reward,model_id
1,1,1,1,3279
2,1,1,2,3279
3,1,1,3,3279
4,1,0,3,3279
5,1,1,4,3279
6,1,1,5,3279
7,1,1,6,3279
8,2,0,6,3279
9,1,1,7,3279
10,1,0,7,3279
11,1,1,8,3279
12,2,1,9,3279
13,1,1,10,3279
14,2,0,10,3279
15,1,1,11,3279
16,1,1,12,3279
17,1,1,13,3279
18,1,1,14,3279
19,1,1,15,3279
20,1,1,16,3279
21,1,1,17,3279
22,1,1,18,3279
23,2,0,18,3279
24,1,1,19,3279
25,1,1,20,3279
26,1,1,21,3279
27,1,1,22,3279
28,1,1,23,3279
29,1,1,24,3279
30,1,1,25,3279
31,1,1,26,3279
32,1,1,27,3279
33,1,1,28,3279
34,1,1,29,3279
35,1,1,30,3279
36,1,1,31,3279
37,1,1,32,3279
38,1,1,33,3279
39,1,1,34,3279
40,1,1,35,3279
41,1,1,36,3279
42,1,1,37,3279
43,2,1,38,3279
44,1,1,39,3279
45,2,1,40,3279
46,1,1,41,3279
47,1,1,42,3279
48,1,1,43,3279
49,2,0,43,3279
50,1,1,44,3279
51,1,1,45,3279
52,1,1,46,3279
53,1,0,46,3279
54,1,0,46,3279
55,2,1,47,3279
56,2,1,48,3279
57,2,1,49,3279
58,2,1,50,3279
59,1,0,50,3279
60,2,1,51,3279
61,2,1,52,3279
62,2,1,53,3279
63,1,1,54,3279
64,2,1,55,3279
65,1,0,55,3279
66,2,1,56,3279
67,2,1,57,3279
68,2,1,58,3279
69,2,1,59,3279
70,2,1,60,3279
71,2,1,61,3279
72,2,1,62,3279
73,2,1,63,3279
74,2,1,64,3279
75,2,1,65,3279
76,2,1,66,3279
77,2,1,67,3279
78,2,1,68,3279
79,2,1,69,3279
80,2,1,70,3279
81,2,1,71,3279
82,1,0,71,3279
83,2,1,72,3279
84,1,0,72,3279
85,2,1,73,3279
86,2,1,74,3279
87,2,1,75,3279
88,2,1,76,3279
89,2,0,76,3279
90,2,1,77,3279
91,1,0,77,3279
92,1,0,77,3279
93,1,0,77,3279
94,2,1,78,3279
95,2,1,79,3279
96,2,1,80,3279
97,2,1,81,3279
98,2,1,82,3279
99,2,1,83,3279
100,2,1,84,3279
