trial,choice,reward,cumulative_reward,model_id
1,1,1,1,36049
2,1,1,2,36049
3,1,1,3,36049
4,1,0,3,36049
5,2,1,4,36049
6,1,1,5,36049
7,2,1,6,36049
8,1,1,7,36049
9,1,1,8,36049
10,2,1,9,36049
11,1,1,10,36049
12,1,1,11,36049
13,2,0,11,36049
14,1,1,12,36049
15,1,1,13,36049
16,1,1,14,36049
17,1,1,15,36049
18,1,1,16,36049
19,2,0,16,36049
20,1,1,17,36049
21,1,1,18,36049
22,1,1,19,36049
23,2,0,19,36049
24,1,1,20,36049
25,1,1,21,36049
26,1,1,22,36049
27,1,1,23,36049
28,1,1,24,36049
29,1,1,25,36049
30,1,1,26,36049
31,1,1,27,36049
32,1,1,28,36049
33,1,1,29,36049
34,1,1,30,36049
35,2,0,30,36049
36,1,1,31,36049
37,1,1,32,36049
38,2,0,32,36049
39,1,1,33,36049
40,1,1,34,36049
41,1,1,35,36049
42,2,0,35,36049
43,1,1,36,36049
44,1,1,37,36049
45,1,1,38,36049
46,1,1,39,36049
47,1,1,40,36049
48,1,1,41,36049
49,1,1,42,36049
50,1,1,43,36049
51,1,1,44,36049
52,1,1,45,36049
53,2,1,46,36049
54,1,0,46,36049
55,1,0,46,36049
56,2,1,47,36049
57,1,0,47,36049
58,2,1,48,36049
59,2,1,49,36049
60,2,1,50,36049
61,2,1,51,36049
62,2,1,52,36049
63,2,1,53,36049
64,2,1,54,36049
65,2,1,55,36049
66,2,1,56,36049
67,2,1,57,36049
68,2,1,58,36049
69,2,1,59,36049
70,2,1,60,36049
71,2,1,61,36049
72,2,1,62,36049
73,2,1,63,36049
74,2,1,64,36049
75,2,1,65,36049
76,2,1,66,36049
77,2,1,67,36049
78,2,1,68,36049
79,1,0,68,36049
80,2,1,69,36049
81,2,1,70,36049
82,2,1,71,36049
83,2,1,72,36049
84,1,0,72,36049
85,2,1,73,36049
86,2,1,74,36049
87,2,1,75,36049
88,2,1,76,36049
89,2,0,76,36049
90,2,1,77,36049
91,1,0,77,36049
92,2,1,78,36049
93,2,1,79,36049
94,2,1,80,36049
95,2,1,81,36049
96,2,1,82,36049
97,2,1,83,36049
98,1,0,83,36049
99,2,1,84,36049
100,2,1,85,36049
