trial,choice,reward,cumulative_reward,model_id
1,2,1,1,96531
2,1,1,2,96531
3,1,1,3,96531
4,2,1,4,96531
5,2,1,5,96531
6,2,0,5,96531
7,2,1,6,96531
8,1,1,7,96531
9,2,0,7,96531
10,1,0,7,96531
11,1,1,8,96531
12,1,1,9,96531
13,1,1,10,96531
14,1,1,11,96531
15,1,1,12,96531
16,1,1,13,96531
17,2,0,13,96531
18,1,1,14,96531
19,1,1,15,96531
20,1,1,16,96531
21,1,1,17,96531
22,1,1,18,96531
23,1,1,19,96531
24,1,1,20,96531
25,1,1,21,96531
26,2,1,22,96531
27,1,1,23,96531
28,1,1,24,96531
29,1,1,25,96531
30,2,0,25,96531
31,1,1,26,96531
32,1,1,27,96531
33,1,1,28,96531
34,1,1,29,96531
35,1,1,30,96531
36,1,1,31,96531
37,1,1,32,96531
38,1,1,33,96531
39,1,1,34,96531
40,1,1,35,96531
41,2,0,35,96531
42,1,1,36,96531
43,1,1,37,96531
44,1,1,38,96531
45,1,1,39,96531
46,1,1,40,96531
47,1,1,41,96531
48,1,1,42,96531
49,1,1,43,96531
50,1,1,44,96531
51,1,1,45,96531
52,1,1,46,96531
53,1,0,46,96531
54,1,0,46,96531
55,2,1,47,96531
56,1,0,47,96531
57,2,1,48,96531
58,2,1,49,96531
59,2,1,50,96531
60,2,1,51,96531
61,2,1,52,96531
62,1,0,52,96531
63,2,1,53,96531
64,2,1,54,96531
65,2,1,55,96531
66,2,1,56,96531
67,2,1,57,96531
68,2,1,58,96531
69,2,1,59,96531
70,2,1,60,96531
71,1,0,60,96531
72,2,1,61,96531
73,2,1,62,96531
74,1,0,62,96531
75,2,1,63,96531
76,2,1,64,96531
77,2,1,65,96531
78,2,1,66,96531
79,2,1,67,96531
80,2,1,68,96531
81,2,1,69,96531
82,2,1,70,96531
83,2,1,71,96531
84,2,1,72,96531
85,2,1,73,96531
86,2,1,74,96531
87,2,1,75,96531
88,2,1,76,96531
89,2,0,76,96531
90,2,1,77,96531
91,2,1,78,96531
92,2,1,79,96531
93,2,1,80,96531
94,2,1,81,96531
95,2,1,82,96531
96,2,1,83,96531
97,2,1,84,96531
98,2,1,85,96531
99,2,1,86,96531
100,2,1,87,96531
