trial,choice,reward,cumulative_reward,model_id
1,2,1,1,93851
2,2,0,1,93851
3,2,0,1,93851
4,1,0,1,93851
5,2,1,2,93851
6,2,0,2,93851
7,2,1,3,93851
8,2,0,3,93851
9,2,0,3,93851
10,2,1,4,93851
11,1,1,5,93851
12,1,1,6,93851
13,1,1,7,93851
14,1,1,8,93851
15,1,1,9,93851
16,2,0,9,93851
17,1,1,10,93851
18,1,1,11,93851
19,1,1,12,93851
20,1,1,13,93851
21,1,1,14,93851
22,1,1,15,93851
23,1,1,16,93851
24,1,1,17,93851
25,1,1,18,93851
26,1,1,19,93851
27,1,1,20,93851
28,1,1,21,93851
29,1,1,22,93851
30,1,1,23,93851
31,1,1,24,93851
32,1,1,25,93851
33,1,1,26,93851
34,2,1,27,93851
35,1,1,28,93851
36,1,1,29,93851
37,2,0,29,93851
38,2,0,29,93851
39,1,1,30,93851
40,1,1,31,93851
41,1,1,32,93851
42,1,1,33,93851
43,1,1,34,93851
44,1,1,35,93851
45,1,1,36,93851
46,1,1,37,93851
47,1,1,38,93851
48,1,1,39,93851
49,1,1,40,93851
50,1,1,41,93851
51,1,1,42,93851
52,1,1,43,93851
53,1,0,43,93851
54,2,1,44,93851
55,2,1,45,93851
56,2,1,46,93851
57,2,1,47,93851
58,1,0,47,93851
59,2,1,48,93851
60,2,1,49,93851
61,2,1,50,93851
62,2,1,51,93851
63,2,1,52,93851
64,2,1,53,93851
65,2,1,54,93851
66,2,1,55,93851
67,2,1,56,93851
68,2,1,57,93851
69,2,1,58,93851
70,2,1,59,93851
71,2,1,60,93851
72,2,1,61,93851
73,2,1,62,93851
74,2,1,63,93851
75,2,1,64,93851
76,2,1,65,93851
77,2,1,66,93851
78,1,0,66,93851
79,2,1,67,93851
80,2,1,68,93851
81,2,1,69,93851
82,2,1,70,93851
83,2,1,71,93851
84,2,1,72,93851
85,2,1,73,93851
86,2,1,74,93851
87,2,1,75,93851
88,1,1,76,93851
89,2,0,76,93851
90,2,1,77,93851
91,2,1,78,93851
92,1,0,78,93851
93,1,0,78,93851
94,2,1,79,93851
95,2,1,80,93851
96,2,1,81,93851
97,2,1,82,93851
98,2,1,83,93851
99,2,1,84,93851
100,2,1,85,93851
