trial,choice,reward,cumulative_reward,model_id
1,2,1,1,30496
2,2,0,1,30496
3,1,1,2,30496
4,2,1,3,30496
5,2,1,4,30496
6,1,1,5,30496
7,2,1,6,30496
8,1,1,7,30496
9,1,1,8,30496
10,1,0,8,30496
11,2,1,9,30496
12,2,1,10,30496
13,2,0,10,30496
14,1,1,11,30496
15,1,1,12,30496
16,1,1,13,30496
17,1,1,14,30496
18,1,1,15,30496
19,2,0,15,30496
20,1,1,16,30496
21,1,1,17,30496
22,1,1,18,30496
23,2,0,18,30496
24,1,1,19,30496
25,2,0,19,30496
26,1,1,20,30496
27,1,1,21,30496
28,1,1,22,30496
29,1,1,23,30496
30,1,1,24,30496
31,1,1,25,30496
32,1,1,26,30496
33,1,1,27,30496
34,1,1,28,30496
35,1,1,29,30496
36,1,1,30,30496
37,1,1,31,30496
38,1,1,32,30496
39,1,1,33,30496
40,1,1,34,30496
41,2,0,34,30496
42,1,1,35,30496
43,1,1,36,30496
44,1,1,37,30496
45,1,1,38,30496
46,1,1,39,30496
47,1,1,40,30496
48,1,1,41,30496
49,1,1,42,30496
50,1,1,43,30496
51,1,1,44,30496
52,1,1,45,30496
53,2,1,46,30496
54,1,0,46,30496
55,1,0,46,30496
56,2,1,47,30496
57,2,1,48,30496
58,2,1,49,30496
59,2,1,50,30496
60,2,1,51,30496
61,2,1,52,30496
62,2,1,53,30496
63,2,1,54,30496
64,2,1,55,30496
65,2,1,56,30496
66,2,1,57,30496
67,2,1,58,30496
68,2,1,59,30496
69,1,0,59,30496
70,2,1,60,30496
71,2,1,61,30496
72,1,0,61,30496
73,2,1,62,30496
74,2,1,63,30496
75,2,1,64,30496
76,2,1,65,30496
77,2,1,66,30496
78,1,0,66,30496
79,2,1,67,30496
80,2,1,68,30496
81,2,1,69,30496
82,1,0,69,30496
83,2,1,70,30496
84,1,0,70,30496
85,2,1,71,30496
86,2,1,72,30496
87,2,1,73,30496
88,2,1,74,30496
89,1,1,75,30496
90,2,1,76,30496
91,1,0,76,30496
92,2,1,77,30496
93,2,1,78,30496
94,1,0,78,30496
95,2,1,79,30496
96,2,1,80,30496
97,2,1,81,30496
98,2,1,82,30496
99,2,1,83,30496
100,2,1,84,30496
