trial,choice,reward,cumulative_reward,model_id
1,1,1,1,28894
2,1,1,2,28894
3,2,0,2,28894
4,2,1,3,28894
5,2,1,4,28894
6,1,1,5,28894
7,2,1,6,28894
8,2,0,6,28894
9,1,1,7,28894
10,1,0,7,28894
11,1,1,8,28894
12,1,1,9,28894
13,1,1,10,28894
14,2,0,10,28894
15,2,1,11,28894
16,2,0,11,28894
17,1,1,12,28894
18,1,1,13,28894
19,1,1,14,28894
20,1,1,15,28894
21,1,1,16,28894
22,1,1,17,28894
23,1,1,18,28894
24,1,1,19,28894
25,1,1,20,28894
26,1,1,21,28894
27,1,1,22,28894
28,1,1,23,28894
29,1,1,24,28894
30,1,1,25,28894
31,1,1,26,28894
32,1,1,27,28894
33,1,1,28,28894
34,1,1,29,28894
35,1,1,30,28894
36,1,1,31,28894
37,1,1,32,28894
38,1,1,33,28894
39,1,1,34,28894
40,1,1,35,28894
41,1,1,36,28894
42,2,0,36,28894
43,1,1,37,28894
44,1,1,38,28894
45,2,1,39,28894
46,1,1,40,28894
47,1,1,41,28894
48,1,1,42,28894
49,1,1,43,28894
50,1,1,44,28894
51,2,1,45,28894
52,1,1,46,28894
53,1,0,46,28894
54,2,1,47,28894
55,2,1,48,28894
56,2,1,49,28894
57,2,1,50,28894
58,1,0,50,28894
59,2,1,51,28894
60,2,1,52,28894
61,2,1,53,28894
62,2,1,54,28894
63,2,1,55,28894
64,2,1,56,28894
65,2,1,57,28894
66,2,1,58,28894
67,2,1,59,28894
68,1,0,59,28894
69,2,1,60,28894
70,2,1,61,28894
71,1,0,61,28894
72,2,1,62,28894
73,2,1,63,28894
74,2,1,64,28894
75,2,1,65,28894
76,2,1,66,28894
77,2,1,67,28894
78,1,0,67,28894
79,2,1,68,28894
80,2,1,69,28894
81,1,0,69,28894
82,2,1,70,28894
83,2,1,71,28894
84,2,1,72,28894
85,2,1,73,28894
86,2,1,74,28894
87,2,1,75,28894
88,2,1,76,28894
89,2,0,76,28894
90,2,1,77,28894
91,2,1,78,28894
92,2,1,79,28894
93,2,1,80,28894
94,2,1,81,28894
95,2,1,82,28894
96,2,1,83,28894
97,2,1,84,28894
98,2,1,85,28894
99,2,1,86,28894
100,2,1,87,28894
