trial,choice,reward,cumulative_reward,model_id
1,2,1,1,85182
2,1,1,2,85182
3,2,0,2,85182
4,1,0,2,85182
5,2,1,3,85182
6,2,0,3,85182
7,1,1,4,85182
8,1,1,5,85182
9,1,1,6,85182
10,1,0,6,85182
11,1,1,7,85182
12,1,1,8,85182
13,1,1,9,85182
14,1,1,10,85182
15,1,1,11,85182
16,1,1,12,85182
17,2,0,12,85182
18,1,1,13,85182
19,1,1,14,85182
20,1,1,15,85182
21,1,1,16,85182
22,1,1,17,85182
23,1,1,18,85182
24,1,1,19,85182
25,1,1,20,85182
26,1,1,21,85182
27,1,1,22,85182
28,1,1,23,85182
29,1,1,24,85182
30,1,1,25,85182
31,1,1,26,85182
32,2,0,26,85182
33,1,1,27,85182
34,1,1,28,85182
35,1,1,29,85182
36,1,1,30,85182
37,1,1,31,85182
38,1,1,32,85182
39,1,1,33,85182
40,1,1,34,85182
41,1,1,35,85182
42,1,1,36,85182
43,1,1,37,85182
44,1,1,38,85182
45,1,1,39,85182
46,1,1,40,85182
47,1,1,41,85182
48,1,1,42,85182
49,2,0,42,85182
50,1,1,43,85182
51,1,1,44,85182
52,1,1,45,85182
53,1,0,45,85182
54,1,0,45,85182
55,1,0,45,85182
56,2,1,46,85182
57,2,1,47,85182
58,2,1,48,85182
59,2,1,49,85182
60,1,1,50,85182
61,2,1,51,85182
62,2,1,52,85182
63,1,1,53,85182
64,2,1,54,85182
65,1,0,54,85182
66,2,1,55,85182
67,2,1,56,85182
68,2,1,57,85182
69,2,1,58,85182
70,2,1,59,85182
71,2,1,60,85182
72,2,1,61,85182
73,2,1,62,85182
74,2,1,63,85182
75,1,0,63,85182
76,2,1,64,85182
77,2,1,65,85182
78,1,0,65,85182
79,2,1,66,85182
80,1,0,66,85182
81,2,1,67,85182
82,2,1,68,85182
83,2,1,69,85182
84,2,1,70,85182
85,2,1,71,85182
86,2,1,72,85182
87,2,1,73,85182
88,2,1,74,85182
89,2,0,74,85182
90,2,1,75,85182
91,2,1,76,85182
92,2,1,77,85182
93,2,1,78,85182
94,2,1,79,85182
95,2,1,80,85182
96,2,1,81,85182
97,2,1,82,85182
98,1,0,82,85182
99,2,1,83,85182
100,2,1,84,85182
