trial,choice,reward,cumulative_reward,model_id
1,1,1,1,83811
2,2,0,1,83811
3,1,1,2,83811
4,2,1,3,83811
5,1,1,4,83811
6,1,1,5,83811
7,1,1,6,83811
8,2,0,6,83811
9,1,1,7,83811
10,1,0,7,83811
11,1,1,8,83811
12,2,1,9,83811
13,2,0,9,83811
14,2,0,9,83811
15,1,1,10,83811
16,2,0,10,83811
17,1,1,11,83811
18,2,0,11,83811
19,1,1,12,83811
20,1,1,13,83811
21,1,1,14,83811
22,1,1,15,83811
23,1,1,16,83811
24,1,1,17,83811
25,1,1,18,83811
26,1,1,19,83811
27,1,1,20,83811
28,1,1,21,83811
29,2,0,21,83811
30,1,1,22,83811
31,1,1,23,83811
32,1,1,24,83811
33,1,1,25,83811
34,1,1,26,83811
35,1,1,27,83811
36,1,1,28,83811
37,1,1,29,83811
38,1,1,30,83811
39,1,1,31,83811
40,1,1,32,83811
41,1,1,33,83811
42,1,1,34,83811
43,1,1,35,83811
44,1,1,36,83811
45,1,1,37,83811
46,1,1,38,83811
47,1,1,39,83811
48,2,0,39,83811
49,1,1,40,83811
50,1,1,41,83811
51,2,1,42,83811
52,1,1,43,83811
53,1,0,43,83811
54,2,1,44,83811
55,2,1,45,83811
56,2,1,46,83811
57,2,1,47,83811
58,2,1,48,83811
59,2,1,49,83811
60,2,1,50,83811
61,2,1,51,83811
62,2,1,52,83811
63,2,1,53,83811
64,1,0,53,83811
65,2,1,54,83811
66,2,1,55,83811
67,2,1,56,83811
68,2,1,57,83811
69,2,1,58,83811
70,2,1,59,83811
71,2,1,60,83811
72,2,1,61,83811
73,2,1,62,83811
74,2,1,63,83811
75,2,1,64,83811
76,2,1,65,83811
77,2,1,66,83811
78,2,1,67,83811
79,2,1,68,83811
80,2,1,69,83811
81,2,1,70,83811
82,2,1,71,83811
83,2,1,72,83811
84,2,1,73,83811
85,2,1,74,83811
86,1,0,74,83811
87,1,0,74,83811
88,2,1,75,83811
89,2,0,75,83811
90,2,1,76,83811
91,2,1,77,83811
92,2,1,78,83811
93,2,1,79,83811
94,2,1,80,83811
95,2,1,81,83811
96,2,1,82,83811
97,1,0,82,83811
98,2,1,83,83811
99,2,1,84,83811
100,2,1,85,83811
