trial,choice,reward,cumulative_reward,model_id
1,1,1,1,73564
2,1,1,2,73564
3,1,1,3,73564
4,1,0,3,73564
5,2,1,4,73564
6,2,0,4,73564
7,2,1,5,73564
8,2,0,5,73564
9,2,0,5,73564
10,1,0,5,73564
11,1,1,6,73564
12,2,1,7,73564
13,2,0,7,73564
14,2,0,7,73564
15,1,1,8,73564
16,1,1,9,73564
17,1,1,10,73564
18,1,1,11,73564
19,1,1,12,73564
20,1,1,13,73564
21,1,1,14,73564
22,1,1,15,73564
23,1,1,16,73564
24,1,1,17,73564
25,1,1,18,73564
26,1,1,19,73564
27,1,1,20,73564
28,1,1,21,73564
29,1,1,22,73564
30,1,1,23,73564
31,1,1,24,73564
32,1,1,25,73564
33,1,1,26,73564
34,1,1,27,73564
35,1,1,28,73564
36,1,1,29,73564
37,1,1,30,73564
38,1,1,31,73564
39,1,1,32,73564
40,1,1,33,73564
41,1,1,34,73564
42,1,1,35,73564
43,1,1,36,73564
44,1,1,37,73564
45,2,1,38,73564
46,2,0,38,73564
47,1,1,39,73564
48,2,0,39,73564
49,1,1,40,73564
50,1,1,41,73564
51,1,1,42,73564
52,1,1,43,73564
53,1,0,43,73564
54,1,0,43,73564
55,1,0,43,73564
56,2,1,44,73564
57,1,0,44,73564
58,2,1,45,73564
59,2,1,46,73564
60,1,1,47,73564
61,1,0,47,73564
62,2,1,48,73564
63,2,1,49,73564
64,2,1,50,73564
65,2,1,51,73564
66,2,1,52,73564
67,1,0,52,73564
68,2,1,53,73564
69,2,1,54,73564
70,2,1,55,73564
71,2,1,56,73564
72,2,1,57,73564
73,2,1,58,73564
74,2,1,59,73564
75,2,1,60,73564
76,2,1,61,73564
77,2,1,62,73564
78,2,1,63,73564
79,2,1,64,73564
80,2,1,65,73564
81,2,1,66,73564
82,2,1,67,73564
83,2,1,68,73564
84,2,1,69,73564
85,2,1,70,73564
86,2,1,71,73564
87,2,1,72,73564
88,1,1,73,73564
89,2,0,73,73564
90,1,1,74,73564
91,2,1,75,73564
92,1,0,75,73564
93,2,1,76,73564
94,2,1,77,73564
95,2,1,78,73564
96,2,1,79,73564
97,2,1,80,73564
98,2,1,81,73564
99,2,1,82,73564
100,2,1,83,73564
