participant_id,trial,block,condition,cue1,cue2,criterium,choice,prompt_hash
136,1,1,4,3,5,50,60,3b0e42c464963f6ba774598f1a45e8324f7751f60dc07747105e770df3bcd878
136,2,1,4,3,2,50,40,5d608b74f9d2a859a6f1e7f792d17b87f18607a1483faae071129110d06375db
136,3,1,4,5,5,90,80,8755c3084c4047e15740ee776448a2359065724f8074bad38736207062e286f9
136,4,1,4,5,4,70,80,559cce8f2995752ffbde1aaafa5a532350ea93aa8e6b3d5ebf7fadea45eec377
136,5,1,4,2,2,60,20,335fb9fabf692bffe571424f8a8d91927138224e78021dc23eb835a2a2dd4021
136,6,1,4,3,4,50,50,b3bf0dd9d66d99dc3d9c393c4224442274a36b819bf811d30a2c18957c60e55b
136,7,1,4,2,5,30,50,a20dbbcfc5428aa2232338b2e99a270588451dcb8cb9b12cc80e513139eba2ab
136,8,1,4,2,4,40,40,8dbdc571926386173f914b4779cd8576bc90e635004fd86f5fdc10426c33d9c0
136,9,1,4,5,2,30,60,77ec9a80ed0aa59cf9e98b65687576a5a6b5ae3b368dfb88198ee7de7f78743e
136,10,1,4,1,2,70,20,3ad80c39e521acb81cee538eb8cb61af8f869b0eeb3999533b803e85d39291be
136,11,1,4,1,5,10,60,0f9423da6459290d954eb2b4a7043c4022e985bee9238f70eca18d8e35e4383e
136,12,1,4,4,2,40,30,f589ae9d83b80b55cab17e3df41b13feb70eed7d180ca5b5f826814334b7cd84
136,13,1,4,4,5,70,60,afbc1f57fab7fc306780a01550a0e9f446702c8f7c8b580ed277abf007ee4675
136,14,1,4,2,1,70,10,1a734423342e1486e4abebccc4c29cef86aa7b187716b9e5fcea8c896f2babf4
136,15,1,4,1,4,30,40,0066b040183bba952d198e97e48ebddd09fe9d6e144c0d436e0b001b51dbae05
136,16,1,4,1,3,50,30,4aa215eaeea047e998545eac76676f9dc8237385bfec0036a60816669c5d60a6
136,17,1,4,4,3,50,50,d4c2f2bd4875c14ee7800fa9936b9810dfefb7b8439a14365d729071773d561a
136,18,1,4,2,3,50,50,55ba2b0a778253a726bfc0287c17646ce81dc2336a6ce4f2236948d2b10b6304
136,19,1,4,3,3,50,50,23d47cc16405cc2b9ff42cd3a1b8c3087ffa721921b0f065af3dd4043330408a
136,20,1,4,3,1,50,20,a33b72f93b0a85bc4a1fd13b0285ea71445a455779187cc6ad59d210ccd09c82
136,21,1,4,4,1,30,40,029c9e744f1a5548452b66e2707de74526db0c3fa485b87f5f7b927ded8d1299
136,22,1,4,5,3,50,60,eded11c86f2d74a6f1c2abebe6c591a543556eb8a5edbf24e5f1aa4a38c3ed8f
136,23,1,4,4,4,60,50,7d1230e8797ffe7e4284dbf8ba681b9e9686bb3ed28b897caccd4f9e1207895c
136,24,2,4,1,4,30,30,dfbd7476e264fbaa84173ceb63afb3dd41b415908a2ce83155821b835dce4255
136,25,2,4,5,2,30,50,43544277e6edc84a8ea7c2325ffa43446cfbe4c15da16e058eafd3db0b92dde3
136,26,2,4,5,4,70,70,19e7da3ec91cf1ecf52d380b8f78e1ad2e0d38409e4aafe0da416425d6bfce5e
136,27,2,4,4,4,60,60,efe89583ba1cb69b336a8ccae65819ac42b75ff2d700ad283ed156006cc02ca4
136,28,2,4,5,3,50,50,9fbf914b7cd37d5b8efcb1d1d14dca25ea1bac0a1a4351d7458c4fa1b43f16ce
136,29,2,4,1,3,50,20,1de151e3dd8afe2fdbc4e3d1f1903c9af0b860d4ba16d019902681d85c4646ae
136,30,2,4,2,3,50,50,78b4c9a24c00d7326c7e6e940702c4ac47cb17d89ef41fa26ef7368797a4fccb
136,31,2,4,3,3,50,50,b3f9640043be586596729fed606a330adce7e3ff8953413ee552c64693da4b47
136,32,2,4,3,4,50,50,38dff6728b99b5967a3ae0c2568e85ecc9803cbd49cf46cf06aaf4bcd88403f9
136,33,2,4,3,5,50,50,ce90b9b93e8d6ef167ac625befcb00cc77acc762f89227acb58fad1612ba1408
136,34,2,4,3,2,50,50,e259eb106e0b7d4e20f85cc92abd484d73909d330dee52c6b617e50c318aef48
136,35,2,4,2,4,40,50,1cd1def69295e30fe4c33f6f7340a29b5e62af283cf3c159b9545abfd780a283
136,36,2,4,1,5,10,30,ebf1cde6c1366892b621091caacba37e3fc49aee2d894b3be6b1b91a43a7c570
136,37,2,4,5,5,90,90,9acc4d0a302cffcefa4b47f130cebec41c583b9921a18ddcef89ff6657387875
136,38,2,4,1,2,70,10,6f54a5191658798a5ac0ac49f179b8a595069f555aae99aa8c65e9033dec2666
136,39,2,4,4,1,30,40,75dcbc4a1e09c7bb1c7ed7a55c0cf4228600bed8c741aaa1fcba593b7c324fd7
136,40,2,4,2,2,60,50,cc2e159ccd182fa27359fd7ab2ca33f9a19a5a3467ac1bd78d702203a45de270
136,41,2,4,4,3,50,50,004916c951d8ac5f340a1d913689e10d6316775dfd749d6efedb3f5b3468a0bf
136,42,2,4,4,5,70,70,8d258875deeebdf88f854f9bab16cca57503453b1784ea6f34d0b05640abaa43
136,43,2,4,2,5,30,50,84329087d3e6436d03c3cd2d19c1ca872a80ed5d08b05a3cc94618c135cfaeb6
136,44,2,4,2,1,70,70,bbcadcec3542969690daf1e196b5b7ba2d147bd51290e2c997095ef98a7b095b
