participant_id,trial,block,condition,cue1,cue2,criterium,choice,prompt_hash
141,1,1,1,average,a lot,somewhat low,somewhat high,14bb6e7f95bfc0971be2366285cc1e7f56c8a182619b771971035c1478a73683
141,2,1,1,average,average,normal,normal,5117dae151797cf6d0c23b1ed12352a3fbcb9c34dedcf9dd9bcd398de237dd83
141,3,1,1,a little,a lot,low,somewhat low,4ca688762e477eff281035c72863b98c55ecfef03a5ad4f8d9b549a748a87116
141,4,1,1,very little,a lot,very low,very low,28973feb31fb838a53c29ca0619235d7a8026c963deee349f07593bb95f5db10
141,5,1,1,a lot,a lot,normal,high,56dc6e70b278fdd21c411bcaa56c20526c7dfe7b959ac1da36343d858d828f6d
141,6,1,1,very much,a lot,somewhat high,normal,36278072025de3d47f5a286cb47e1e67f4b08a2f24b6c1fca45d0811cf0fc81b
141,7,1,1,a little,very much,very low,low,200091ec7373dfc0e1bdb439cbf46008531ca951395c09e2d00549419d4d8e67
141,8,1,1,very much,very much,normal,very high,7eaa7c7b231970bda448144726722dfc4afb130a1140b9cd4bb3b9d41cc261ec
141,9,1,1,a little,very little,somewhat high,extremely low,16a7d6fc1155e0892f064d6ff4d2bb8613a361d85a633ecabb3a486c81973117
141,10,1,1,a lot,very much,somewhat low,very high,3b4a8da97bca8be3258a8058d5ddd4d4ba3582f7bf9564ab2e35bf2077cbe9e1
141,11,1,1,very little,very little,normal,extremely low,7037da86e1e9f3fc08a46067a34c2a81da4dd0625d4a0cd4c3d95c5b31f5952e
141,12,1,1,a lot,a little,high,high,c9b6ce14bf33a7aa3259063ff54200773ca273f787139db34cc11f74c22bddfc
141,13,1,1,very much,a little,very high,high,e3c9210a7b9189939472a338ca0432d14a4a69b689ecd5b23a1698e6e66a5464
141,14,1,1,a lot,very little,very high,high,f645364db0e0bb1cd9e6c06e9ed820aff71421ad0bd45a3de7342a04fd3588ef
141,15,1,1,average,very little,high,somewhat low,ac9bdee0ed97e9c4a153e90bf0cdafc0e563ae9511b12bd37410f3e53f8a72d4
141,16,1,1,a lot,average,somewhat high,very high,591f668a2612344588648a7fe4d6a3a7f86c34d2fcc35286afb844908f066e14
141,17,1,1,very little,a little,somewhat low,very low,44657ce19d8949275068fd3351999a0615047eacc6783a785c2fd40f6d8efe37
141,18,1,1,very much,average,high,very high,df7b5578ae4622665c41a839a89000ce4a7a8e90b8e37bad8ae8d7870f7c3098
141,19,1,1,a little,average,somewhat low,normal,ce81cec6cba1f3d2dcd7b4edb70354ad6b3637c0bf8813bf30a0dfc07dc441bb
141,20,1,1,a little,a little,normal,low,74fadf686ffbc63d282e24cda9929f5f59d9ff0c605beed9ab74db6f116279f1
141,21,1,1,average,a little,somewhat high,somewhat low,b3e7dfb97f9df96241509f1a814b80b8296d2ec9789a999dcd8a03fd001f6de8
141,22,1,1,very little,average,low,somewhat low,3290b03609f53278615f1ed65e83f7fe947d3b243cb179052593c3dc5b45672a
141,23,1,1,average,very much,low,somewhat high,c10d40512f574cecfede8664a546a5dc3436f4d833dcc4a14d588ca081b4b9ce
141,24,2,1,a lot,very much,somewhat low,very high,76cadeef55a548f0ddec84d5a71195f97a9516d8cbf3ee87c534fb3979b633c6
141,25,2,1,a little,very much,very low,low,bb6b46e4659f3afefdf3e0af8c424b8d84361f070eb88d0198a7c29f61f4fd3d
141,26,2,1,a little,a little,normal,low,3f8f052e198e9c6d62157cfccf17ed5644e6d96fd465121000dc2789d0f56f72
141,27,2,1,average,very much,low,high,fa9819b108f3caaadc7016c414bbf1ada3d790a87448b0ac563f5a4afce7ccf5
141,28,2,1,a little,a lot,low,somewhat low,0630907a28e726fa694a56b8dc1ac3109d2524c5fc950f6d2f3e3ed293140e73
141,29,2,1,a lot,very little,very high,very high,6cabf5c0c45298b003e4ea55797f29c1844e99ebaddd49450dba88411bd42a1d
141,30,2,1,average,a lot,somewhat low,high,153d1be4bd9861576def3111d273e57dfc379b33ef0075227e34858dafa916b2
141,31,2,1,very much,very much,normal,extremely high,ea6cf59ef5d65d68126d9ddd32bb03b7501dd0a55e08b6aa4a8ae104615d60a0
141,32,2,1,average,a little,somewhat high,normal,4d25bdabf2e1d1c58ab3f4da788f78189e7c8b12fbfa65a6f3079bf0ef3426d5
141,33,2,1,a lot,a lot,normal,high,8f6e4fbe114927d92dfe29b12fae04744941b57da475c6c8058c629cf0e1ebf3
141,34,2,1,very little,a little,somewhat low,very low,9647a8db1f7738cdadbb10635593e297bf66dcf118477c219da246ec595ffc9e
141,35,2,1,average,very little,high,low,24e4687411cf10774625f836e1badf630deaa94c1bbe531ac46e1475d50b8adb
141,36,2,1,a little,average,somewhat low,normal,42f7c7ef32fa4dd3bbd5c20fc7d37d915f1c8c0f276e58d079194211111f8ee8
141,37,2,1,average,average,normal,normal,7dbcdf87f709b77b356e6285196a106787ee17b90c9bddbd75346abc297ccfcb
141,38,2,1,very little,very little,normal,extremely low,cba295afcc8be68d00a28b39f65856cf3d2e0b33ed01af7b398c01a7210ce7ae
141,39,2,1,a lot,average,somewhat high,high,5a59edf34436d1b55a121d7f179c07e3ac8ac13f318d60f024afd6321d2426ac
141,40,2,1,very little,average,low,very low,17d0953ee9fd27854c0b0bfa3ca84d87774851a8ff8a77666782a54dd7d52f04
141,41,2,1,very little,a lot,very low,low,c8f97277f57dd2d2f85c9463ee8131a7e788c817431450e39bc301645bc592cd
141,42,2,1,a little,very little,somewhat high,very low,b6acc14be13d1cc00d162763573a0a13bdb5810482bb511d13bf1dd6c0f7ce06
141,43,2,1,very much,a little,very high,very high,5c75a94ec8c9e75be260b68aac0580e439f46bc5401a080a96895104d9c3efec
141,44,2,1,very much,average,high,extremely high,14e0b76ad376eec9d81851864642e2706c77d3cff904681c2cad7e4709d5f35f
141,45,2,1,very much,a lot,somewhat high,extremely high,8bb125f9c704a65251e8d43dbf654d9b75eae3a8cd410c09e63feedc06cd7b79
141,46,2,1,a lot,a little,high,somewhat high,964bf54b089b6f84c9ed4e27664d419b9a42d0482a08a12335a0508a03216cce
141,47,3,1,very little,very little,normal,very low,27ec367bc8d173568f46d52f3352c5b6562bae2e06cb47e280a6ca4fbd5b881c
141,48,3,1,very little,a lot,very low,low,71f5bc88b3b0ba20b1a8c5a50db768ee0354996b2f0aec650662c828e4b460a3
141,49,3,1,a little,a lot,low,somewhat low,502cd5459626daa2efae8eccf14385d6845047227277ee739036b3a54568fd1e
141,50,3,1,average,very much,low,high,9926e4a5a3becb5f56090e5b6fd822ad30f6db66ac32bee06ff5067a06333225
141,51,3,1,average,a little,somewhat high,somewhat low,a49dc3035f2b929a7e58be24d6e2e7bec63dcb1defab48eec7303cd32796190a
141,52,3,1,very much,a lot,somewhat high,very high,0c61101ae9b9a236f5cd84b6837d06a1a06d76037e0e63321e2abd08adda878b
141,53,3,1,a lot,average,somewhat high,high,d0e226a402763cff3b079c508dce552fd1736a21a1d9e8750818b4f75d91a40c
141,54,3,1,average,average,normal,normal,1e0eb6b3c8a8c6345fd66453324de8bac4b4bbe1dc49b08d7c2a21047067fb78
141,55,3,1,average,very little,high,low,64cc7daeeabe1d82a1780f352c0468ede0c25287f65e3d193ebb61b8de44c08c
141,56,3,1,a little,average,somewhat low,somewhat low,8d7a156c4fcd289c70f6156307de28a2a54f0bf7a3017576d73e330b582f8e70
141,57,3,1,a lot,a lot,normal,very high,5a37043fbce1c8c6c2e8128b5fbebd406833dd64af025d14d1de6a7bcafb5048
141,58,3,1,a lot,a little,high,high,7330660d4f366f9dd255a9f84f8f650f5d769d99da3633cf50f8795011df24c1
141,59,3,1,a lot,very little,very high,very high,6cd458ca48d14ae0c703e560e9f04ceca2f1768e783f694c6c8e67e11a664d99
141,60,3,1,a little,very much,very low,low,e5c85743f8830194ffec5303d9db16838bc56032283c1d65964e54fe02fb5141
141,61,3,1,very much,very much,normal,extremely high,3eec8d5caa19fbc5d53bc720d2fa0eccdba6603a654b82c7cbe75327898c9974
141,62,3,1,very much,average,high,high,edd99a7fbe6386de1f9bea4fbdcc92f48db1f33e3b45d92edcb406dd81f60a2d
141,63,3,1,average,a lot,somewhat low,somewhat high,bfb757a97e809b23974643e1c048414e275ec5db6d7ec54ab6aad98aae9d46ab
141,64,3,1,very little,average,low,somewhat low,347518ac6cf0a96865249c2ffaeb6f459d6e3b7b2938f81ce78e5080929a250c
141,65,3,1,a little,very little,somewhat high,very low,136753dc96fab561929eb1461de09abc285be7d85db3e6419a3a6678c57d68ee
141,66,3,1,a little,a little,normal,normal,5f91104c362fc397ea489fb9f7445d89fe59af25e2884e6ebc1f9df620a93dbb
141,67,3,1,very little,a little,somewhat low,very low,a146467233ca61a167fabe04a888aa50dd9fe0459db5ebefee9ce9446f64a79a
141,68,3,1,a lot,very much,somewhat low,very high,da95ca7f36a413517d5ed26516684ad9eecaf88b889a7f0bd8013e526fb2f5de
141,69,3,1,very much,a little,very high,high,b4e34df8f93387b554b40b1e4c10a45cce99a50b4dce02d58950f14c5b990d5d
