participant_id,trial,block,condition,cue1,cue2,criterium,choice,prompt_hash
134,1,1,2,4,1,80,30,e25087fedcf7a159761e42e68a856431ca68edb494d96fdffa9eaab01b0f74db
134,2,1,2,1,1,50,10,01be4ef9e4f41c0327d5042f2fb677adc43b2f4a925d4bd54e1aa353c66620d6
134,3,1,2,2,4,30,60,ab0287ef142fa4710c25478bba85506e2ea097f753ce1988cf149b7edea3215b
134,4,1,2,3,5,30,40,52da0fce3ab9ed9d727afa4c14b1888172657ad90ad4db05175d71016db15156
134,5,1,2,5,2,80,70,d7e04f7e3e88cc20779d72f7606eb6109de1ed89394f97e50898a715c06a3e8e
134,6,1,2,5,4,60,80,34f0beb8584752b82778abd540035ba54337b6f9d3d835622e7a1a3aca22671b
134,7,1,2,2,2,50,40,78234501eb244a1457f626eb84baadd982419151a18b5494bd371d913138fb96
134,8,1,2,1,4,20,40,eb9635ac47f59f78fbd20cd0463272fb6d34c882e2630308b4075bf489bc8017
134,9,1,2,3,1,70,30,cffe9d30df07ee03d666b4f5f87693aeaf5967767f016c7e0986176bb48b6e1a
134,10,1,2,4,5,40,90,5e73728c1083d808d7fc21547acb390c5642e101d1adcede94f8036725912a29
134,11,1,2,4,3,60,50,7ed66cd1df47fe1f7256278af570cc3da7aee7be5cc0ed3c160cc1184df6cec6
134,12,1,2,2,5,20,80,40fdc701bb237209a37287f89a256d66bf480678d934ea90a7bb736bf784967b
134,13,1,2,3,4,40,60,38c976043efa36d7525974585b24a08be7547a9a6a9b5e948f71bd5061119b54
134,14,1,2,5,5,50,90,f682b766cb67401455537c420256ce983cf9ae344d568bbd0df43d2ba685d130
134,15,1,2,1,2,40,20,ab196c92a57697234ccd324908712ccef59a0e9172d062acc0ed03715b1e21fd
134,16,1,2,5,3,70,60,d1622a254a84b0ed47e3bf2380564c5820e246720a0f6a87d90238872e5981d7
134,17,1,2,1,3,30,30,df22a350d226fbd5cba8995d3319990b9cb9dbb81bfafab57024eef4794556b0
134,18,1,2,4,2,70,40,1c8c2a508f6287cf977da4c5ce88056e7ab9c10a63e125a5e5b8dc7523c7b859
134,19,1,2,2,3,40,50,94f41908b842a05335fe78a0c4386f122b31628d311b4cdf1b750729dde06cab
134,20,1,2,4,4,50,80,a4cf5e20c851c7412e9b248e401116347517f4ce190b544b7030a0a1e9ebfb04
134,21,1,2,3,3,50,60,ab1704c3e74ebc9c19ffb1d42242ae5938bcbc0ad08290274a7465261f6e06cf
134,22,1,2,3,2,60,40,67051c14bb913a93e441dbb028c5d01827a3255b18cb55f511d0cc25c3761907
134,23,1,2,2,1,60,30,2a5e4ba18aa960d6384e44d61d532c0bf11c7b6c4d70cd99001a633c107fbfc5
134,24,2,2,1,3,30,40,e84cdb48353acc831008573703c2f2210ce565a368e25c06ba5359a2a1196a05
134,25,2,2,3,1,70,40,d0f1c175b5e9842f0ed34ea6a499acd9223a453168f5be70ef7dce4057a233b8
134,26,2,2,1,2,40,30,f317f6ae6dcf45bb11a7653183cfa563c48287763cc5e7f40cbbb2d0897ccfe4
134,27,2,2,4,3,60,50,01bbdd9133274ab7df0e752932c516d829a13854b0f88115642ec10ee0427902
134,28,2,2,3,5,30,70,d7c28dd23077f7455fb71f9083b457475b05bf968b78701307e79b0db9644bbd
134,29,2,2,5,3,70,80,87f20bca8099e950eacc694cca060cc60064c8779e05fc7e5d445db2787bad3e
134,30,2,2,4,4,50,60,978a20b5d4b478266b316202f263c7346ce17226cb31b49a61ccb9a1876725c2
134,31,2,2,3,2,60,50,c32b8d6f486271876c8f4f4dfecc219607cab5858e5c926bde7f5899bd266fb9
134,32,2,2,3,4,40,60,4aaa303903b0ffeafbf3784a1a39f973112d66d9d59734fe5317598dfdacbd5a
134,33,2,2,5,5,50,90,a562960711c65ced38a0cb6a120ae5e458070ff31a686de95227bfebb53f15f5
134,34,2,2,5,4,60,80,009b15ef7fbed676a3612b44986752fe88fd7e81af8b2d37fc67dc0db81a6f8e
134,35,2,2,1,4,20,40,f854293895fdc92c9f53e7e2392da8c4e28e8929adf54c008ff6def61613de1e
134,36,2,2,3,3,50,60,cf2e883f5c57381f3e3f1828caadd15056699a9456b31906c289b6fa283c4f75
134,37,2,2,2,4,30,60,57c075d48429b9093b42eb3c5c373efd9d523a9a03778e2f0a7524bdeb5024a4
134,38,2,2,5,2,80,70,cd4efb482234ad49180caefa32081784d052820e814d611070cceaa5769e9007
134,39,2,2,2,3,40,50,519c351770917e85bee72ae382f518f3bfb4fa5485bd627a2d1349824fcb847f
134,40,2,2,4,5,40,80,734edf899c95246ef4aa4d7881b8def9bcb26b0c6a6ab5cecacbe07654b360f1
134,41,2,2,2,2,50,40,6710045c4e233f33b6f1e181b6c687dcba1de4a65366bc9a6f163baac929dfb5
134,42,2,2,4,2,70,60,1076d6f3df3acef15780242f9446f4bc4d1dd7de9e0a1cd51f9da68e71b8da04
134,43,2,2,4,1,80,50,ee3e2dbdc29e3f36405db11777ad6d7f9c58296f1e01450048a174590a4f809d
134,44,2,2,1,1,50,20,1a1ac43e7c794d428336bbee564857c0451b1aa3bee29a4cce08e6f058cf6c19
134,45,2,2,2,1,60,30,6a2f499513c36b237815e2f8c367d31391965e60ab840f90bbc4e336c4ab2c78
134,46,2,2,2,5,20,80,0c607a3d6bd34cc1cf8c0dea06f7ea409b11f18da7f7283024b7d2c0801f5a5a
134,47,3,2,3,2,60,40,3829962d1d65a9a86a81dd47451ca0ae6d8be179e6218e2ccd16e808edf89c4e
134,48,3,2,3,4,40,60,ca3c6b55caf8662badf82a013ff87585fe3aa0eeccc04ec8925524b059c434ed
