game,trial,type,choice,mapped_choice,reward,horizon,choice_numeric,prompt_hash
1,1,forced,2.0,Y,66.0,1,,
1,2,forced,2.0,Y,80.0,1,,
1,3,forced,1.0,P,29.0,1,,
1,4,forced,2.0,Y,75.0,1,,
1,5,free,,P,45.0,1,1.0,3509b7109a2ca62770350bdb827b2ddd2aa9b9af67b652acb0730f61d1ce7fe5
2,1,forced,2.0,Y,69.0,6,,
2,2,forced,2.0,Y,50.0,6,,
2,3,forced,1.0,P,51.0,6,,
2,4,forced,2.0,Y,64.0,6,,
2,5,free,,Y,60.0,6,2.0,b5b192a4cb8e6929d34e98e65a76de304de1fe3bb314de26b5cfdd456e49b4cd
2,6,free,,Y,54.0,6,2.0,b5b192a4cb8e6929d34e98e65a76de304de1fe3bb314de26b5cfdd456e49b4cd
2,7,free,,P,43.0,6,1.0,b5b192a4cb8e6929d34e98e65a76de304de1fe3bb314de26b5cfdd456e49b4cd
2,8,free,,Y,64.0,6,2.0,b5b192a4cb8e6929d34e98e65a76de304de1fe3bb314de26b5cfdd456e49b4cd
2,9,free,,P,44.0,6,1.0,b5b192a4cb8e6929d34e98e65a76de304de1fe3bb314de26b5cfdd456e49b4cd
2,10,free,,P,55.0,6,1.0,b5b192a4cb8e6929d34e98e65a76de304de1fe3bb314de26b5cfdd456e49b4cd
3,1,forced,2.0,Y,31.0,6,,
3,2,forced,1.0,P,43.0,6,,
3,3,forced,2.0,Y,26.0,6,,
3,4,forced,1.0,P,36.0,6,,
3,5,free,,Y,40.0,6,2.0,17e3b24ef3347472c5794e4e7d76eddedee1e4ae13b9fe37a19ac8a222abb843
3,6,free,,Y,49.0,6,2.0,17e3b24ef3347472c5794e4e7d76eddedee1e4ae13b9fe37a19ac8a222abb843
3,7,free,,Y,31.0,6,2.0,17e3b24ef3347472c5794e4e7d76eddedee1e4ae13b9fe37a19ac8a222abb843
3,8,free,,Y,49.0,6,2.0,17e3b24ef3347472c5794e4e7d76eddedee1e4ae13b9fe37a19ac8a222abb843
3,9,free,,P,43.0,6,1.0,17e3b24ef3347472c5794e4e7d76eddedee1e4ae13b9fe37a19ac8a222abb843
3,10,free,,Y,21.0,6,2.0,17e3b24ef3347472c5794e4e7d76eddedee1e4ae13b9fe37a19ac8a222abb843
4,1,forced,1.0,P,65.0,6,,
4,2,forced,2.0,Y,77.0,6,,
4,3,forced,2.0,Y,52.0,6,,
4,4,forced,1.0,P,73.0,6,,
4,5,free,,P,61.0,6,1.0,cb24ba54c6a5fc9de38141a6885b94ae2f86b2fd8cfd56035e21d22e939bd142
4,6,free,,P,81.0,6,1.0,cb24ba54c6a5fc9de38141a6885b94ae2f86b2fd8cfd56035e21d22e939bd142
4,7,free,,P,70.0,6,1.0,cb24ba54c6a5fc9de38141a6885b94ae2f86b2fd8cfd56035e21d22e939bd142
4,8,free,,Y,70.0,6,2.0,cb24ba54c6a5fc9de38141a6885b94ae2f86b2fd8cfd56035e21d22e939bd142
4,9,free,,P,69.0,6,1.0,cb24ba54c6a5fc9de38141a6885b94ae2f86b2fd8cfd56035e21d22e939bd142
4,10,free,,P,68.0,6,1.0,cb24ba54c6a5fc9de38141a6885b94ae2f86b2fd8cfd56035e21d22e939bd142
5,1,forced,2.0,Y,70.0,6,,
5,2,forced,1.0,P,19.0,6,,
5,3,forced,2.0,Y,43.0,6,,
5,4,forced,1.0,P,41.0,6,,
5,5,free,,Y,53.0,6,2.0,6659c9bb7c3f67f87691a91d5effbd0da56f29239cdf5c7e570c7bf29fd8afbe
5,6,free,,P,19.0,6,1.0,6659c9bb7c3f67f87691a91d5effbd0da56f29239cdf5c7e570c7bf29fd8afbe
5,7,free,,P,22.0,6,1.0,6659c9bb7c3f67f87691a91d5effbd0da56f29239cdf5c7e570c7bf29fd8afbe
5,8,free,,Y,68.0,6,2.0,6659c9bb7c3f67f87691a91d5effbd0da56f29239cdf5c7e570c7bf29fd8afbe
5,9,free,,Y,62.0,6,2.0,6659c9bb7c3f67f87691a91d5effbd0da56f29239cdf5c7e570c7bf29fd8afbe
5,10,free,,Y,59.0,6,2.0,6659c9bb7c3f67f87691a91d5effbd0da56f29239cdf5c7e570c7bf29fd8afbe
6,1,forced,1.0,P,63.0,6,,
6,2,forced,2.0,Y,44.0,6,,
6,3,forced,1.0,P,49.0,6,,
6,4,forced,1.0,P,47.0,6,,
6,5,free,,Y,52.0,6,2.0,cca401cacd5c06c9768971e62e314cbbf645fe549c2ab84552720d5e046a00ab
6,6,free,,Y,52.0,6,2.0,cca401cacd5c06c9768971e62e314cbbf645fe549c2ab84552720d5e046a00ab
6,7,free,,P,55.0,6,1.0,cca401cacd5c06c9768971e62e314cbbf645fe549c2ab84552720d5e046a00ab
6,8,free,,Y,51.0,6,2.0,cca401cacd5c06c9768971e62e314cbbf645fe549c2ab84552720d5e046a00ab
6,9,free,,P,40.0,6,1.0,cca401cacd5c06c9768971e62e314cbbf645fe549c2ab84552720d5e046a00ab
6,10,free,,P,56.0,6,1.0,cca401cacd5c06c9768971e62e314cbbf645fe549c2ab84552720d5e046a00ab
7,1,forced,1.0,P,61.0,1,,
7,2,forced,2.0,Y,44.0,1,,
7,3,forced,2.0,Y,41.0,1,,
7,4,forced,2.0,Y,47.0,1,,
7,5,free,,P,39.0,1,1.0,30b46d3924fa7aadeaa1ffdef362e2ed9567cbc5502590c4ebaeceaa8d3575bd
8,1,forced,1.0,P,51.0,1,,
8,2,forced,2.0,Y,76.0,1,,
8,3,forced,1.0,P,54.0,1,,
8,4,forced,2.0,Y,84.0,1,,
8,5,free,,Y,56.0,1,2.0,a38240acb3f9ad02f6b0bfe9675ddf2ed8ae5f96b58a7cc51c66123a54e965c5
9,1,forced,1.0,P,54.0,6,,
9,2,forced,2.0,Y,14.0,6,,
9,3,forced,2.0,Y,15.0,6,,
9,4,forced,1.0,P,46.0,6,,
9,5,free,,P,38.0,6,1.0,337902e16a6f038482a6fae2c1e8c1eca0675a36399a4fa495dd55507e9d063b
9,6,free,,P,44.0,6,1.0,337902e16a6f038482a6fae2c1e8c1eca0675a36399a4fa495dd55507e9d063b
9,7,free,,P,30.0,6,1.0,337902e16a6f038482a6fae2c1e8c1eca0675a36399a4fa495dd55507e9d063b
9,8,free,,Y,18.0,6,2.0,337902e16a6f038482a6fae2c1e8c1eca0675a36399a4fa495dd55507e9d063b
9,9,free,,P,34.0,6,1.0,337902e16a6f038482a6fae2c1e8c1eca0675a36399a4fa495dd55507e9d063b
9,10,free,,Y,21.0,6,2.0,337902e16a6f038482a6fae2c1e8c1eca0675a36399a4fa495dd55507e9d063b
10,1,forced,1.0,P,9.0,6,,
10,2,forced,1.0,P,17.0,6,,
10,3,forced,2.0,Y,40.0,6,,
10,4,forced,2.0,Y,42.0,6,,
10,5,free,,Y,39.0,6,2.0,621d8835230df39442dd7193ef2a073cc890f23b61e98f6769ed01eb1276fc23
10,6,free,,Y,33.0,6,2.0,621d8835230df39442dd7193ef2a073cc890f23b61e98f6769ed01eb1276fc23
10,7,free,,Y,34.0,6,2.0,621d8835230df39442dd7193ef2a073cc890f23b61e98f6769ed01eb1276fc23
10,8,free,,Y,43.0,6,2.0,621d8835230df39442dd7193ef2a073cc890f23b61e98f6769ed01eb1276fc23
10,9,free,,Y,45.0,6,2.0,621d8835230df39442dd7193ef2a073cc890f23b61e98f6769ed01eb1276fc23
10,10,free,,Y,49.0,6,2.0,621d8835230df39442dd7193ef2a073cc890f23b61e98f6769ed01eb1276fc23
11,1,forced,2.0,Y,61.0,6,,
11,2,forced,1.0,P,52.0,6,,
11,3,forced,1.0,P,48.0,6,,
11,4,forced,2.0,Y,67.0,6,,
11,5,free,,Y,42.0,6,2.0,1d3b76c2f70641041b2b10d7ede8a4c5628e6358b51d46ca6ec8b403e8a901d8
11,6,free,,Y,56.0,6,2.0,1d3b76c2f70641041b2b10d7ede8a4c5628e6358b51d46ca6ec8b403e8a901d8
11,7,free,,Y,58.0,6,2.0,1d3b76c2f70641041b2b10d7ede8a4c5628e6358b51d46ca6ec8b403e8a901d8
11,8,free,,Y,66.0,6,2.0,1d3b76c2f70641041b2b10d7ede8a4c5628e6358b51d46ca6ec8b403e8a901d8
11,9,free,,Y,51.0,6,2.0,1d3b76c2f70641041b2b10d7ede8a4c5628e6358b51d46ca6ec8b403e8a901d8
11,10,free,,Y,70.0,6,2.0,1d3b76c2f70641041b2b10d7ede8a4c5628e6358b51d46ca6ec8b403e8a901d8
12,1,forced,2.0,Y,32.0,6,,
12,2,forced,2.0,Y,26.0,6,,
12,3,forced,2.0,Y,33.0,6,,
12,4,forced,1.0,P,10.0,6,,
12,5,free,,Y,51.0,6,2.0,4ae4d0f42ed3334b6c3c164240e0737beb16809150a28f5569185921dc0ddb57
12,6,free,,Y,43.0,6,2.0,4ae4d0f42ed3334b6c3c164240e0737beb16809150a28f5569185921dc0ddb57
12,7,free,,Y,45.0,6,2.0,4ae4d0f42ed3334b6c3c164240e0737beb16809150a28f5569185921dc0ddb57
12,8,free,,Y,29.0,6,2.0,4ae4d0f42ed3334b6c3c164240e0737beb16809150a28f5569185921dc0ddb57
12,9,free,,Y,43.0,6,2.0,4ae4d0f42ed3334b6c3c164240e0737beb16809150a28f5569185921dc0ddb57
12,10,free,,Y,38.0,6,2.0,4ae4d0f42ed3334b6c3c164240e0737beb16809150a28f5569185921dc0ddb57
13,1,forced,1.0,P,66.0,1,,
13,2,forced,1.0,P,79.0,1,,
13,3,forced,2.0,Y,62.0,1,,
13,4,forced,2.0,Y,58.0,1,,
13,5,free,,P,88.0,1,1.0,e51b0c2293f7addaab78f7a21c9356b5430492bf0ac9d9423fb0df4ad7f2c409
14,1,forced,1.0,P,52.0,6,,
14,2,forced,1.0,P,60.0,6,,
14,3,forced,2.0,Y,53.0,6,,
14,4,forced,2.0,Y,54.0,6,,
14,5,free,,Y,46.0,6,2.0,c46bc976d6c0a6ef9f89602619768a11f7ab094993100a7507b4f58eb746f4e2
14,6,free,,P,67.0,6,1.0,c46bc976d6c0a6ef9f89602619768a11f7ab094993100a7507b4f58eb746f4e2
14,7,free,,Y,61.0,6,2.0,c46bc976d6c0a6ef9f89602619768a11f7ab094993100a7507b4f58eb746f4e2
14,8,free,,Y,51.0,6,2.0,c46bc976d6c0a6ef9f89602619768a11f7ab094993100a7507b4f58eb746f4e2
14,9,free,,Y,49.0,6,2.0,c46bc976d6c0a6ef9f89602619768a11f7ab094993100a7507b4f58eb746f4e2
14,10,free,,Y,44.0,6,2.0,c46bc976d6c0a6ef9f89602619768a11f7ab094993100a7507b4f58eb746f4e2
15,1,forced,2.0,Y,47.0,6,,
15,2,forced,1.0,P,73.0,6,,
15,3,forced,2.0,Y,53.0,6,,
15,4,forced,1.0,P,82.0,6,,
15,5,free,,P,81.0,6,1.0,d49f6fe1004539c6138e40ba84f7f54b9aa7bee0310913e45f283a51ae3e3197
15,6,free,,P,81.0,6,1.0,d49f6fe1004539c6138e40ba84f7f54b9aa7bee0310913e45f283a51ae3e3197
15,7,free,,P,88.0,6,1.0,d49f6fe1004539c6138e40ba84f7f54b9aa7bee0310913e45f283a51ae3e3197
15,8,free,,P,95.0,6,1.0,d49f6fe1004539c6138e40ba84f7f54b9aa7bee0310913e45f283a51ae3e3197
15,9,free,,P,85.0,6,1.0,d49f6fe1004539c6138e40ba84f7f54b9aa7bee0310913e45f283a51ae3e3197
15,10,free,,P,65.0,6,1.0,d49f6fe1004539c6138e40ba84f7f54b9aa7bee0310913e45f283a51ae3e3197
16,1,forced,2.0,Y,54.0,6,,
16,2,forced,1.0,P,86.0,6,,
16,3,forced,2.0,Y,46.0,6,,
16,4,forced,1.0,P,77.0,6,,
16,5,free,,P,77.0,6,1.0,73b9548ed402ead8738f1114aede19330bd190fe3259affc66ddc0a4c56c9e31
16,6,free,,P,90.0,6,1.0,73b9548ed402ead8738f1114aede19330bd190fe3259affc66ddc0a4c56c9e31
16,7,free,,P,84.0,6,1.0,73b9548ed402ead8738f1114aede19330bd190fe3259affc66ddc0a4c56c9e31
16,8,free,,P,89.0,6,1.0,73b9548ed402ead8738f1114aede19330bd190fe3259affc66ddc0a4c56c9e31
