game,trial,type,choice,mapped_choice,reward,horizon,choice_numeric,prompt_hash
1,1,forced,2.0,O,66.0,1,,
1,2,forced,2.0,O,80.0,1,,
1,3,forced,1.0,G,29.0,1,,
1,4,forced,2.0,O,75.0,1,,
1,5,free,,O,81.0,1,2.0,81179ed9d654d9abbe9a5dd1fd1982ee49dacbeedcdca04913993e58a41f45b1
2,1,forced,2.0,O,69.0,6,,
2,2,forced,2.0,O,50.0,6,,
2,3,forced,1.0,G,51.0,6,,
2,4,forced,2.0,O,64.0,6,,
2,5,free,,G,42.0,6,1.0,c24379f7960b634291c659832e9a3348b1317842560131ba9fc31ff3644bec3c
2,6,free,,G,56.0,6,1.0,c24379f7960b634291c659832e9a3348b1317842560131ba9fc31ff3644bec3c
2,7,free,,G,65.0,6,1.0,c24379f7960b634291c659832e9a3348b1317842560131ba9fc31ff3644bec3c
2,8,free,,O,64.0,6,2.0,c24379f7960b634291c659832e9a3348b1317842560131ba9fc31ff3644bec3c
2,9,free,,O,57.0,6,2.0,c24379f7960b634291c659832e9a3348b1317842560131ba9fc31ff3644bec3c
2,10,free,,G,55.0,6,1.0,c24379f7960b634291c659832e9a3348b1317842560131ba9fc31ff3644bec3c
3,1,forced,2.0,O,31.0,6,,
3,2,forced,1.0,G,43.0,6,,
3,3,forced,2.0,O,26.0,6,,
3,4,forced,1.0,G,36.0,6,,
3,5,free,,G,26.0,6,1.0,d2f1cedc6986303e4ef1d0f85184ea048bdc7a9d56301e4997f6398f1c9216e9
3,6,free,,G,41.0,6,1.0,d2f1cedc6986303e4ef1d0f85184ea048bdc7a9d56301e4997f6398f1c9216e9
3,7,free,,O,41.0,6,2.0,d2f1cedc6986303e4ef1d0f85184ea048bdc7a9d56301e4997f6398f1c9216e9
3,8,free,,O,31.0,6,2.0,d2f1cedc6986303e4ef1d0f85184ea048bdc7a9d56301e4997f6398f1c9216e9
3,9,free,,G,43.0,6,1.0,d2f1cedc6986303e4ef1d0f85184ea048bdc7a9d56301e4997f6398f1c9216e9
3,10,free,,G,53.0,6,1.0,d2f1cedc6986303e4ef1d0f85184ea048bdc7a9d56301e4997f6398f1c9216e9
4,1,forced,1.0,G,65.0,6,,
4,2,forced,2.0,O,77.0,6,,
4,3,forced,2.0,O,52.0,6,,
4,4,forced,1.0,G,73.0,6,,
4,5,free,,O,50.0,6,2.0,abc2d743d5707aba876cf3217e5d6b2893ca55948676cbb15cceb56f27eced46
4,6,free,,G,81.0,6,1.0,abc2d743d5707aba876cf3217e5d6b2893ca55948676cbb15cceb56f27eced46
4,7,free,,O,55.0,6,2.0,abc2d743d5707aba876cf3217e5d6b2893ca55948676cbb15cceb56f27eced46
4,8,free,,G,67.0,6,1.0,abc2d743d5707aba876cf3217e5d6b2893ca55948676cbb15cceb56f27eced46
4,9,free,,O,62.0,6,2.0,abc2d743d5707aba876cf3217e5d6b2893ca55948676cbb15cceb56f27eced46
4,10,free,,O,55.0,6,2.0,abc2d743d5707aba876cf3217e5d6b2893ca55948676cbb15cceb56f27eced46
5,1,forced,2.0,O,70.0,6,,
5,2,forced,1.0,G,19.0,6,,
5,3,forced,2.0,O,43.0,6,,
5,4,forced,1.0,G,41.0,6,,
5,5,free,,O,53.0,6,2.0,1b87449b326abc947e2d3a338bb5c5ee861e4ac7602c51bb085cd51b8e3a41cc
5,6,free,,O,55.0,6,2.0,1b87449b326abc947e2d3a338bb5c5ee861e4ac7602c51bb085cd51b8e3a41cc
5,7,free,,O,61.0,6,2.0,1b87449b326abc947e2d3a338bb5c5ee861e4ac7602c51bb085cd51b8e3a41cc
5,8,free,,O,68.0,6,2.0,1b87449b326abc947e2d3a338bb5c5ee861e4ac7602c51bb085cd51b8e3a41cc
5,9,free,,O,62.0,6,2.0,1b87449b326abc947e2d3a338bb5c5ee861e4ac7602c51bb085cd51b8e3a41cc
5,10,free,,O,66.0,6,2.0,1b87449b326abc947e2d3a338bb5c5ee861e4ac7602c51bb085cd51b8e3a41cc
6,1,forced,1.0,G,63.0,6,,
