game,trial,type,choice,mapped_choice,reward,horizon,choice_numeric,prompt_hash
1,1,forced,2.0,O,66.0,1,,
1,2,forced,2.0,O,80.0,1,,
1,3,forced,1.0,D,29.0,1,,
1,4,forced,2.0,O,75.0,1,,
1,5,free,,D,33.0,1,1.0,92f92c95a902214a1ebf023ab6db38110ae328968ba30fe6376d97da7e04060d
2,1,forced,2.0,O,69.0,6,,
2,2,forced,2.0,O,50.0,6,,
2,3,forced,1.0,D,51.0,6,,
2,4,forced,2.0,O,64.0,6,,
2,5,free,,D,42.0,6,1.0,1293f063d04b1f0ccee11ab935fa6401a270d8ce2220dcb5b17d4ff311728836
2,6,free,,O,54.0,6,2.0,1293f063d04b1f0ccee11ab935fa6401a270d8ce2220dcb5b17d4ff311728836
2,7,free,,D,59.0,6,1.0,1293f063d04b1f0ccee11ab935fa6401a270d8ce2220dcb5b17d4ff311728836
2,8,free,,D,59.0,6,1.0,1293f063d04b1f0ccee11ab935fa6401a270d8ce2220dcb5b17d4ff311728836
2,9,free,,D,70.0,6,1.0,1293f063d04b1f0ccee11ab935fa6401a270d8ce2220dcb5b17d4ff311728836
2,10,free,,D,55.0,6,1.0,1293f063d04b1f0ccee11ab935fa6401a270d8ce2220dcb5b17d4ff311728836
3,1,forced,2.0,O,31.0,6,,
3,2,forced,1.0,D,43.0,6,,
3,3,forced,2.0,O,26.0,6,,
3,4,forced,1.0,D,36.0,6,,
3,5,free,,O,37.0,6,2.0,9397ed33f159d2053ca9a6be04f5897dfbb1978780f8b2f23780e44e97ae6f36
3,6,free,,O,45.0,6,2.0,9397ed33f159d2053ca9a6be04f5897dfbb1978780f8b2f23780e44e97ae6f36
3,7,free,,O,30.0,6,2.0,9397ed33f159d2053ca9a6be04f5897dfbb1978780f8b2f23780e44e97ae6f36
3,8,free,,O,33.0,6,2.0,9397ed33f159d2053ca9a6be04f5897dfbb1978780f8b2f23780e44e97ae6f36
3,9,free,,D,43.0,6,1.0,9397ed33f159d2053ca9a6be04f5897dfbb1978780f8b2f23780e44e97ae6f36
3,10,free,,D,53.0,6,1.0,9397ed33f159d2053ca9a6be04f5897dfbb1978780f8b2f23780e44e97ae6f36
4,1,forced,1.0,D,65.0,6,,
4,2,forced,2.0,O,77.0,6,,
4,3,forced,2.0,O,52.0,6,,
4,4,forced,1.0,D,73.0,6,,
4,5,free,,O,44.0,6,2.0,49f8cc702664cb2f8f9f440658e69de6efff1b8a8f4b29c8a2a4a0dd5b77eec2
4,6,free,,O,40.0,6,2.0,49f8cc702664cb2f8f9f440658e69de6efff1b8a8f4b29c8a2a4a0dd5b77eec2
4,7,free,,D,70.0,6,1.0,49f8cc702664cb2f8f9f440658e69de6efff1b8a8f4b29c8a2a4a0dd5b77eec2
4,8,free,,O,53.0,6,2.0,49f8cc702664cb2f8f9f440658e69de6efff1b8a8f4b29c8a2a4a0dd5b77eec2
4,9,free,,O,62.0,6,2.0,49f8cc702664cb2f8f9f440658e69de6efff1b8a8f4b29c8a2a4a0dd5b77eec2
4,10,free,,D,68.0,6,1.0,49f8cc702664cb2f8f9f440658e69de6efff1b8a8f4b29c8a2a4a0dd5b77eec2
5,1,forced,2.0,O,70.0,6,,
5,2,forced,1.0,D,19.0,6,,
5,3,forced,2.0,O,43.0,6,,
5,4,forced,1.0,D,41.0,6,,
5,5,free,,O,53.0,6,2.0,03629ba752d88b707072f21a7a26b2922223baac563fdcd2d2b27819cdd71c9e
5,6,free,,O,59.0,6,2.0,03629ba752d88b707072f21a7a26b2922223baac563fdcd2d2b27819cdd71c9e
5,7,free,,O,61.0,6,2.0,03629ba752d88b707072f21a7a26b2922223baac563fdcd2d2b27819cdd71c9e
5,8,free,,O,68.0,6,2.0,03629ba752d88b707072f21a7a26b2922223baac563fdcd2d2b27819cdd71c9e
5,9,free,,O,62.0,6,2.0,03629ba752d88b707072f21a7a26b2922223baac563fdcd2d2b27819cdd71c9e
