game,trial,type,choice,mapped_choice,reward,horizon,choice_numeric,prompt_hash
1,1,forced,2.0,P,66.0,1,,
1,2,forced,2.0,P,80.0,1,,
1,3,forced,1.0,K,29.0,1,,
1,4,forced,2.0,P,75.0,1,,
1,5,free,,P,81.0,1,2.0,16ad0c60c9c3b7fc17b5200803a5deac10f7e263b656864b3311f907afd5804a
2,1,forced,2.0,P,69.0,6,,
2,2,forced,2.0,P,50.0,6,,
2,3,forced,1.0,K,51.0,6,,
2,4,forced,2.0,P,64.0,6,,
2,5,free,,P,52.0,6,2.0,a6aee488ca4f9f6653802e7ecb75d1cc6d53c5f291f0dd4999dbaf5befe338cc
2,6,free,,P,54.0,6,2.0,a6aee488ca4f9f6653802e7ecb75d1cc6d53c5f291f0dd4999dbaf5befe338cc
2,7,free,,K,44.0,6,1.0,a6aee488ca4f9f6653802e7ecb75d1cc6d53c5f291f0dd4999dbaf5befe338cc
2,8,free,,P,64.0,6,2.0,a6aee488ca4f9f6653802e7ecb75d1cc6d53c5f291f0dd4999dbaf5befe338cc
2,9,free,,K,51.0,6,1.0,a6aee488ca4f9f6653802e7ecb75d1cc6d53c5f291f0dd4999dbaf5befe338cc
2,10,free,,P,75.0,6,2.0,a6aee488ca4f9f6653802e7ecb75d1cc6d53c5f291f0dd4999dbaf5befe338cc
3,1,forced,2.0,P,31.0,6,,
3,2,forced,1.0,K,43.0,6,,
3,3,forced,2.0,P,26.0,6,,
3,4,forced,1.0,K,36.0,6,,
3,5,free,,K,26.0,6,1.0,ddee8fd86b69fb6549c54ae5476b3d8725edb68f2ea632e9c3a19ba9b973e53d
3,6,free,,K,41.0,6,1.0,ddee8fd86b69fb6549c54ae5476b3d8725edb68f2ea632e9c3a19ba9b973e53d
3,7,free,,K,44.0,6,1.0,ddee8fd86b69fb6549c54ae5476b3d8725edb68f2ea632e9c3a19ba9b973e53d
3,8,free,,K,44.0,6,1.0,ddee8fd86b69fb6549c54ae5476b3d8725edb68f2ea632e9c3a19ba9b973e53d
3,9,free,,K,43.0,6,1.0,ddee8fd86b69fb6549c54ae5476b3d8725edb68f2ea632e9c3a19ba9b973e53d
3,10,free,,K,53.0,6,1.0,ddee8fd86b69fb6549c54ae5476b3d8725edb68f2ea632e9c3a19ba9b973e53d
4,1,forced,1.0,K,65.0,6,,
4,2,forced,2.0,P,77.0,6,,
4,3,forced,2.0,P,52.0,6,,
4,4,forced,1.0,K,73.0,6,,
4,5,free,,K,61.0,6,1.0,bc4a600b5665f7296929cb3b9acc73d4b95ddaff1331f04f4c1f360d62756e7b
4,6,free,,P,62.0,6,2.0,bc4a600b5665f7296929cb3b9acc73d4b95ddaff1331f04f4c1f360d62756e7b
4,7,free,,P,60.0,6,2.0,bc4a600b5665f7296929cb3b9acc73d4b95ddaff1331f04f4c1f360d62756e7b
4,8,free,,P,44.0,6,2.0,bc4a600b5665f7296929cb3b9acc73d4b95ddaff1331f04f4c1f360d62756e7b
4,9,free,,K,83.0,6,1.0,bc4a600b5665f7296929cb3b9acc73d4b95ddaff1331f04f4c1f360d62756e7b
4,10,free,,K,68.0,6,1.0,bc4a600b5665f7296929cb3b9acc73d4b95ddaff1331f04f4c1f360d62756e7b
5,1,forced,2.0,P,70.0,6,,
5,2,forced,1.0,K,19.0,6,,
5,3,forced,2.0,P,43.0,6,,
5,4,forced,1.0,K,41.0,6,,
5,5,free,,P,53.0,6,2.0,4f6a1ce46c3c0506399db2b6cf2b5fdfc02c98aa05b9df2720ec4d9894368679
5,6,free,,P,70.0,6,2.0,4f6a1ce46c3c0506399db2b6cf2b5fdfc02c98aa05b9df2720ec4d9894368679
5,7,free,,P,61.0,6,2.0,4f6a1ce46c3c0506399db2b6cf2b5fdfc02c98aa05b9df2720ec4d9894368679
5,8,free,,K,17.0,6,1.0,4f6a1ce46c3c0506399db2b6cf2b5fdfc02c98aa05b9df2720ec4d9894368679
5,9,free,,P,62.0,6,2.0,4f6a1ce46c3c0506399db2b6cf2b5fdfc02c98aa05b9df2720ec4d9894368679
5,10,free,,P,45.0,6,2.0,4f6a1ce46c3c0506399db2b6cf2b5fdfc02c98aa05b9df2720ec4d9894368679
6,1,forced,1.0,K,63.0,6,,
6,2,forced,2.0,P,44.0,6,,
6,3,forced,1.0,K,49.0,6,,
6,4,forced,1.0,K,47.0,6,,
6,5,free,,K,42.0,6,1.0,e42b2b78c8a9826c39d22880c4f79dfa4b99d61b58afe212e37c3c66b97dadf7
6,6,free,,K,66.0,6,1.0,e42b2b78c8a9826c39d22880c4f79dfa4b99d61b58afe212e37c3c66b97dadf7
6,7,free,,K,55.0,6,1.0,e42b2b78c8a9826c39d22880c4f79dfa4b99d61b58afe212e37c3c66b97dadf7
6,8,free,,K,50.0,6,1.0,e42b2b78c8a9826c39d22880c4f79dfa4b99d61b58afe212e37c3c66b97dadf7
6,9,free,,K,53.0,6,1.0,e42b2b78c8a9826c39d22880c4f79dfa4b99d61b58afe212e37c3c66b97dadf7
6,10,free,,K,56.0,6,1.0,e42b2b78c8a9826c39d22880c4f79dfa4b99d61b58afe212e37c3c66b97dadf7
7,1,forced,1.0,K,61.0,1,,
7,2,forced,2.0,P,44.0,1,,
7,3,forced,2.0,P,41.0,1,,
7,4,forced,2.0,P,47.0,1,,
7,5,free,,K,40.0,1,1.0,55f41f8400ed6718203adef1078831dbc054ee808ece8a886bed4823cd7bf8d7
8,1,forced,1.0,K,51.0,1,,
8,2,forced,2.0,P,76.0,1,,
8,3,forced,1.0,K,54.0,1,,
8,4,forced,2.0,P,84.0,1,,
8,5,free,,P,48.0,1,2.0,d2be9326f233bb4cce593d417b6432df9eeaff2d5799058481a4c4d20999bf7d
9,1,forced,1.0,K,54.0,6,,
9,2,forced,2.0,P,14.0,6,,
9,3,forced,2.0,P,15.0,6,,
9,4,forced,1.0,K,46.0,6,,
9,5,free,,K,27.0,6,1.0,f0c0fab2ef2184bda22c7a419f58e5b96dd5d757ee3ad1a05afb4a5054dbfa43
9,6,free,,K,44.0,6,1.0,f0c0fab2ef2184bda22c7a419f58e5b96dd5d757ee3ad1a05afb4a5054dbfa43
9,7,free,,K,43.0,6,1.0,f0c0fab2ef2184bda22c7a419f58e5b96dd5d757ee3ad1a05afb4a5054dbfa43
9,8,free,,K,46.0,6,1.0,f0c0fab2ef2184bda22c7a419f58e5b96dd5d757ee3ad1a05afb4a5054dbfa43
9,9,free,,K,34.0,6,1.0,f0c0fab2ef2184bda22c7a419f58e5b96dd5d757ee3ad1a05afb4a5054dbfa43
9,10,free,,K,25.0,6,1.0,f0c0fab2ef2184bda22c7a419f58e5b96dd5d757ee3ad1a05afb4a5054dbfa43
10,1,forced,1.0,K,9.0,6,,
10,2,forced,1.0,K,17.0,6,,
