game,trial,type,choice,mapped_choice,reward,horizon,choice_numeric,prompt_hash
1,1,forced,2.0,V,66.0,1,,
1,2,forced,2.0,V,80.0,1,,
1,3,forced,1.0,Q,29.0,1,,
1,4,forced,2.0,V,75.0,1,,
1,5,free,,Q,32.0,1,1.0,486d0537cb7e1020e52a57c7ead9b92cfd304c99727bb436c6e25f352026a2ad
2,1,forced,2.0,V,69.0,6,,
2,2,forced,2.0,V,50.0,6,,
2,3,forced,1.0,Q,51.0,6,,
2,4,forced,2.0,V,64.0,6,,
2,5,free,,Q,42.0,6,1.0,2d319673f5e0d9353c4931cd513474a105964cb673dc61eb37b14575b831fdca
2,6,free,,V,54.0,6,2.0,2d319673f5e0d9353c4931cd513474a105964cb673dc61eb37b14575b831fdca
2,7,free,,Q,58.0,6,1.0,2d319673f5e0d9353c4931cd513474a105964cb673dc61eb37b14575b831fdca
2,8,free,,Q,53.0,6,1.0,2d319673f5e0d9353c4931cd513474a105964cb673dc61eb37b14575b831fdca
2,9,free,,Q,56.0,6,1.0,2d319673f5e0d9353c4931cd513474a105964cb673dc61eb37b14575b831fdca
2,10,free,,V,67.0,6,2.0,2d319673f5e0d9353c4931cd513474a105964cb673dc61eb37b14575b831fdca
3,1,forced,2.0,V,31.0,6,,
3,2,forced,1.0,Q,43.0,6,,
3,3,forced,2.0,V,26.0,6,,
3,4,forced,1.0,Q,36.0,6,,
3,5,free,,V,49.0,6,2.0,b3ed41434b31e638ea1eb17070a766201a99d983476c9f7fbb68c983fba2d398
3,6,free,,V,41.0,6,2.0,b3ed41434b31e638ea1eb17070a766201a99d983476c9f7fbb68c983fba2d398
3,7,free,,Q,44.0,6,1.0,b3ed41434b31e638ea1eb17070a766201a99d983476c9f7fbb68c983fba2d398
3,8,free,,V,43.0,6,2.0,b3ed41434b31e638ea1eb17070a766201a99d983476c9f7fbb68c983fba2d398
3,9,free,,V,34.0,6,2.0,b3ed41434b31e638ea1eb17070a766201a99d983476c9f7fbb68c983fba2d398
3,10,free,,V,42.0,6,2.0,b3ed41434b31e638ea1eb17070a766201a99d983476c9f7fbb68c983fba2d398
4,1,forced,1.0,Q,65.0,6,,
4,2,forced,2.0,V,77.0,6,,
4,3,forced,2.0,V,52.0,6,,
4,4,forced,1.0,Q,73.0,6,,
4,5,free,,V,68.0,6,2.0,b5f16cd2ca1db64cf611f292164815583d5eba3b1535d51761b6feb76d4ccae5
4,6,free,,V,70.0,6,2.0,b5f16cd2ca1db64cf611f292164815583d5eba3b1535d51761b6feb76d4ccae5
4,7,free,,V,56.0,6,2.0,b5f16cd2ca1db64cf611f292164815583d5eba3b1535d51761b6feb76d4ccae5
4,8,free,,Q,67.0,6,1.0,b5f16cd2ca1db64cf611f292164815583d5eba3b1535d51761b6feb76d4ccae5
4,9,free,,V,62.0,6,2.0,b5f16cd2ca1db64cf611f292164815583d5eba3b1535d51761b6feb76d4ccae5
4,10,free,,Q,68.0,6,1.0,b5f16cd2ca1db64cf611f292164815583d5eba3b1535d51761b6feb76d4ccae5
5,1,forced,2.0,V,70.0,6,,
5,2,forced,1.0,Q,19.0,6,,
5,3,forced,2.0,V,43.0,6,,
5,4,forced,1.0,Q,41.0,6,,
5,5,free,,V,53.0,6,2.0,a7e716df8345f7bcada71108add79203b78cc63a95fb79178cfa5f185ee7420e
5,6,free,,V,50.0,6,2.0,a7e716df8345f7bcada71108add79203b78cc63a95fb79178cfa5f185ee7420e
5,7,free,,V,61.0,6,2.0,a7e716df8345f7bcada71108add79203b78cc63a95fb79178cfa5f185ee7420e
5,8,free,,V,68.0,6,2.0,a7e716df8345f7bcada71108add79203b78cc63a95fb79178cfa5f185ee7420e
5,9,free,,Q,47.0,6,1.0,a7e716df8345f7bcada71108add79203b78cc63a95fb79178cfa5f185ee7420e
5,10,free,,Q,46.0,6,1.0,a7e716df8345f7bcada71108add79203b78cc63a95fb79178cfa5f185ee7420e
6,1,forced,1.0,Q,63.0,6,,
6,2,forced,2.0,V,44.0,6,,
6,3,forced,1.0,Q,49.0,6,,
6,4,forced,1.0,Q,47.0,6,,
6,5,free,,V,52.0,6,2.0,513ad28ce2dd7ae8600c5cc84d08ddadbb9397cb84af68f509dc7d14d0a688e4
