game,trial,type,choice,mapped_choice,reward,horizon,choice_numeric,prompt_hash
1,1,forced,2.0,B,66.0,1,,
1,2,forced,2.0,B,80.0,1,,
1,3,forced,1.0,M,29.0,1,,
1,4,forced,2.0,B,75.0,1,,
1,5,free,,M,33.0,1,1.0,6354fa7fbb6a48e7d8cdf60a57fdc55fc5cd8c7c83039843a8d4300f2ad64f52
2,1,forced,2.0,B,69.0,6,,
2,2,forced,2.0,B,50.0,6,,
2,3,forced,1.0,M,51.0,6,,
2,4,forced,2.0,B,64.0,6,,
2,5,free,,B,51.0,6,2.0,9e15d1c85fa45e21fac56a27a7354ff0061f573b6a9b62b0d06a9bb670fa778a
2,6,free,,M,56.0,6,1.0,9e15d1c85fa45e21fac56a27a7354ff0061f573b6a9b62b0d06a9bb670fa778a
2,7,free,,B,64.0,6,2.0,9e15d1c85fa45e21fac56a27a7354ff0061f573b6a9b62b0d06a9bb670fa778a
2,8,free,,M,50.0,6,1.0,9e15d1c85fa45e21fac56a27a7354ff0061f573b6a9b62b0d06a9bb670fa778a
2,9,free,,M,47.0,6,1.0,9e15d1c85fa45e21fac56a27a7354ff0061f573b6a9b62b0d06a9bb670fa778a
2,10,free,,M,55.0,6,1.0,9e15d1c85fa45e21fac56a27a7354ff0061f573b6a9b62b0d06a9bb670fa778a
3,1,forced,2.0,B,31.0,6,,
3,2,forced,1.0,M,43.0,6,,
3,3,forced,2.0,B,26.0,6,,
3,4,forced,1.0,M,36.0,6,,
3,5,free,,M,26.0,6,1.0,6ad9d5807a30ec5ca932641fd23d0a95a03247e3fb3a542a2d74259123e1b687
3,6,free,,M,41.0,6,1.0,6ad9d5807a30ec5ca932641fd23d0a95a03247e3fb3a542a2d74259123e1b687
3,7,free,,B,48.0,6,2.0,6ad9d5807a30ec5ca932641fd23d0a95a03247e3fb3a542a2d74259123e1b687
3,8,free,,M,44.0,6,1.0,6ad9d5807a30ec5ca932641fd23d0a95a03247e3fb3a542a2d74259123e1b687
3,9,free,,M,43.0,6,1.0,6ad9d5807a30ec5ca932641fd23d0a95a03247e3fb3a542a2d74259123e1b687
3,10,free,,M,53.0,6,1.0,6ad9d5807a30ec5ca932641fd23d0a95a03247e3fb3a542a2d74259123e1b687
4,1,forced,1.0,M,65.0,6,,
4,2,forced,2.0,B,77.0,6,,
4,3,forced,2.0,B,52.0,6,,
4,4,forced,1.0,M,73.0,6,,
4,5,free,,B,63.0,6,2.0,a0e0268a67bdd143eb3cea770b63ef3c1851b50c48b6be5811c871f85f8678de
4,6,free,,B,63.0,6,2.0,a0e0268a67bdd143eb3cea770b63ef3c1851b50c48b6be5811c871f85f8678de
4,7,free,,B,69.0,6,2.0,a0e0268a67bdd143eb3cea770b63ef3c1851b50c48b6be5811c871f85f8678de
4,8,free,,M,67.0,6,1.0,a0e0268a67bdd143eb3cea770b63ef3c1851b50c48b6be5811c871f85f8678de
4,9,free,,M,66.0,6,1.0,a0e0268a67bdd143eb3cea770b63ef3c1851b50c48b6be5811c871f85f8678de
