game,trial,type,choice,mapped_choice,reward,horizon,choice_numeric,prompt_hash
1,1,forced,2.0,G,66.0,1,,
1,2,forced,2.0,G,80.0,1,,
1,3,forced,1.0,F,29.0,1,,
1,4,forced,2.0,G,75.0,1,,
1,5,free,,F,50.0,1,1.0,e60d69c702f76125a11802a4f34213686571513b3a6ba7a879a7af17b1321a31
2,1,forced,2.0,G,69.0,6,,
2,2,forced,2.0,G,50.0,6,,
2,3,forced,1.0,F,51.0,6,,
2,4,forced,2.0,G,64.0,6,,
2,5,free,,F,42.0,6,1.0,ee5df6df354f641df21a75362738614c7580f1b4f2eb1250522d8403e4f3d2f7
2,6,free,,G,54.0,6,2.0,ee5df6df354f641df21a75362738614c7580f1b4f2eb1250522d8403e4f3d2f7
2,7,free,,G,64.0,6,2.0,ee5df6df354f641df21a75362738614c7580f1b4f2eb1250522d8403e4f3d2f7
2,8,free,,F,44.0,6,1.0,ee5df6df354f641df21a75362738614c7580f1b4f2eb1250522d8403e4f3d2f7
2,9,free,,G,57.0,6,2.0,ee5df6df354f641df21a75362738614c7580f1b4f2eb1250522d8403e4f3d2f7
2,10,free,,F,55.0,6,1.0,ee5df6df354f641df21a75362738614c7580f1b4f2eb1250522d8403e4f3d2f7
3,1,forced,2.0,G,31.0,6,,
3,2,forced,1.0,F,43.0,6,,
3,3,forced,2.0,G,26.0,6,,
3,4,forced,1.0,F,36.0,6,,
3,5,free,,F,26.0,6,1.0,98ab876c287f619c53f240a128df65af4014a023722af27ae66b6a5cf639ea14
3,6,free,,F,41.0,6,1.0,98ab876c287f619c53f240a128df65af4014a023722af27ae66b6a5cf639ea14
3,7,free,,G,33.0,6,2.0,98ab876c287f619c53f240a128df65af4014a023722af27ae66b6a5cf639ea14
3,8,free,,F,44.0,6,1.0,98ab876c287f619c53f240a128df65af4014a023722af27ae66b6a5cf639ea14
3,9,free,,F,43.0,6,1.0,98ab876c287f619c53f240a128df65af4014a023722af27ae66b6a5cf639ea14
3,10,free,,G,24.0,6,2.0,98ab876c287f619c53f240a128df65af4014a023722af27ae66b6a5cf639ea14
4,1,forced,1.0,F,65.0,6,,
4,2,forced,2.0,G,77.0,6,,
4,3,forced,2.0,G,52.0,6,,
4,4,forced,1.0,F,73.0,6,,
4,5,free,,F,61.0,6,1.0,fd40ceca1fce0d81fd4d4e529f966def5f906903dfd1717f1befd2cb9b56a130
4,6,free,,F,81.0,6,1.0,fd40ceca1fce0d81fd4d4e529f966def5f906903dfd1717f1befd2cb9b56a130
4,7,free,,G,61.0,6,2.0,fd40ceca1fce0d81fd4d4e529f966def5f906903dfd1717f1befd2cb9b56a130
4,8,free,,G,66.0,6,2.0,fd40ceca1fce0d81fd4d4e529f966def5f906903dfd1717f1befd2cb9b56a130
4,9,free,,G,62.0,6,2.0,fd40ceca1fce0d81fd4d4e529f966def5f906903dfd1717f1befd2cb9b56a130
4,10,free,,F,68.0,6,1.0,fd40ceca1fce0d81fd4d4e529f966def5f906903dfd1717f1befd2cb9b56a130
5,1,forced,2.0,G,70.0,6,,
5,2,forced,1.0,F,19.0,6,,
5,3,forced,2.0,G,43.0,6,,
5,4,forced,1.0,F,41.0,6,,
5,5,free,,F,26.0,6,1.0,baf7774a25b6626c8f1a72929562cb6ebce7669164af482c6162b1fb41068e96
5,6,free,,F,19.0,6,1.0,baf7774a25b6626c8f1a72929562cb6ebce7669164af482c6162b1fb41068e96
5,7,free,,G,61.0,6,2.0,baf7774a25b6626c8f1a72929562cb6ebce7669164af482c6162b1fb41068e96
5,8,free,,G,68.0,6,2.0,baf7774a25b6626c8f1a72929562cb6ebce7669164af482c6162b1fb41068e96
5,9,free,,F,27.0,6,1.0,baf7774a25b6626c8f1a72929562cb6ebce7669164af482c6162b1fb41068e96
5,10,free,,G,60.0,6,2.0,baf7774a25b6626c8f1a72929562cb6ebce7669164af482c6162b1fb41068e96
6,1,forced,1.0,F,63.0,6,,
6,2,forced,2.0,G,44.0,6,,
6,3,forced,1.0,F,49.0,6,,
6,4,forced,1.0,F,47.0,6,,
6,5,free,,F,52.0,6,1.0,e68ab10308a6f2f99c0dc1f2ab93629b2465627cc95b8c420667b61879b46158
6,6,free,,F,54.0,6,1.0,e68ab10308a6f2f99c0dc1f2ab93629b2465627cc95b8c420667b61879b46158
6,7,free,,G,50.0,6,2.0,e68ab10308a6f2f99c0dc1f2ab93629b2465627cc95b8c420667b61879b46158
6,8,free,,F,49.0,6,1.0,e68ab10308a6f2f99c0dc1f2ab93629b2465627cc95b8c420667b61879b46158
6,9,free,,F,45.0,6,1.0,e68ab10308a6f2f99c0dc1f2ab93629b2465627cc95b8c420667b61879b46158
6,10,free,,F,56.0,6,1.0,e68ab10308a6f2f99c0dc1f2ab93629b2465627cc95b8c420667b61879b46158
7,1,forced,1.0,F,61.0,1,,
7,2,forced,2.0,G,44.0,1,,
7,3,forced,2.0,G,41.0,1,,
7,4,forced,2.0,G,47.0,1,,
7,5,free,,F,46.0,1,1.0,7faa4e0446a460f678004c0c5b3bb35f26f3af3b930b8ba29ab2ee05efae78e4
8,1,forced,1.0,F,51.0,1,,
8,2,forced,2.0,G,76.0,1,,
8,3,forced,1.0,F,54.0,1,,
8,4,forced,2.0,G,84.0,1,,
8,5,free,,G,70.0,1,2.0,95b836c7cdcb4593d40d2553fbf349d1baf0882484afd35463123a113f9a8256
9,1,forced,1.0,F,54.0,6,,
9,2,forced,2.0,G,14.0,6,,
9,3,forced,2.0,G,15.0,6,,
9,4,forced,1.0,F,46.0,6,,
9,5,free,,F,42.0,6,1.0,57a46c337c90fc684c0a79114ca1fbe5106ce20341adc22d1c1d2a39aac88769
9,6,free,,F,44.0,6,1.0,57a46c337c90fc684c0a79114ca1fbe5106ce20341adc22d1c1d2a39aac88769
9,7,free,,F,36.0,6,1.0,57a46c337c90fc684c0a79114ca1fbe5106ce20341adc22d1c1d2a39aac88769
9,8,free,,F,46.0,6,1.0,57a46c337c90fc684c0a79114ca1fbe5106ce20341adc22d1c1d2a39aac88769
9,9,free,,F,34.0,6,1.0,57a46c337c90fc684c0a79114ca1fbe5106ce20341adc22d1c1d2a39aac88769
9,10,free,,F,25.0,6,1.0,57a46c337c90fc684c0a79114ca1fbe5106ce20341adc22d1c1d2a39aac88769
10,1,forced,1.0,F,9.0,6,,
10,2,forced,1.0,F,17.0,6,,
10,3,forced,2.0,G,40.0,6,,
10,4,forced,2.0,G,42.0,6,,
10,5,free,,G,72.0,6,2.0,6f403d401182bf9a6d6217781a535d4185246e8702d679916b8724810f90f639
