game,trial,type,choice,mapped_choice,reward,horizon,choice_numeric,prompt_hash
1,1,forced,2.0,K,66.0,1,,
1,2,forced,2.0,K,80.0,1,,
1,3,forced,1.0,M,29.0,1,,
1,4,forced,2.0,K,75.0,1,,
1,5,free,,K,81.0,1,2.0,34e9492e784f98e181a848171ddff307783b6516e0a3982ec5ee05364aeedc2b
2,1,forced,2.0,K,69.0,6,,
2,2,forced,2.0,K,50.0,6,,
2,3,forced,1.0,M,51.0,6,,
2,4,forced,2.0,K,64.0,6,,
2,5,free,,K,63.0,6,2.0,c2f398a315cf69a464d7d49fd3c6d048372d609e2f1b004e3a87ab0d155cd0b7
2,6,free,,K,54.0,6,2.0,c2f398a315cf69a464d7d49fd3c6d048372d609e2f1b004e3a87ab0d155cd0b7
2,7,free,,K,64.0,6,2.0,c2f398a315cf69a464d7d49fd3c6d048372d609e2f1b004e3a87ab0d155cd0b7
2,8,free,,K,64.0,6,2.0,c2f398a315cf69a464d7d49fd3c6d048372d609e2f1b004e3a87ab0d155cd0b7
2,9,free,,K,57.0,6,2.0,c2f398a315cf69a464d7d49fd3c6d048372d609e2f1b004e3a87ab0d155cd0b7
2,10,free,,K,70.0,6,2.0,c2f398a315cf69a464d7d49fd3c6d048372d609e2f1b004e3a87ab0d155cd0b7
3,1,forced,2.0,K,31.0,6,,
3,2,forced,1.0,M,43.0,6,,
3,3,forced,2.0,K,26.0,6,,
3,4,forced,1.0,M,36.0,6,,
3,5,free,,M,26.0,6,1.0,9ad4262940e20ddb8f0844ddc8117845113e6299b9ef2b5cebaec45f6bd4c454
3,6,free,,M,41.0,6,1.0,9ad4262940e20ddb8f0844ddc8117845113e6299b9ef2b5cebaec45f6bd4c454
3,7,free,,M,44.0,6,1.0,9ad4262940e20ddb8f0844ddc8117845113e6299b9ef2b5cebaec45f6bd4c454
3,8,free,,M,44.0,6,1.0,9ad4262940e20ddb8f0844ddc8117845113e6299b9ef2b5cebaec45f6bd4c454
3,9,free,,M,43.0,6,1.0,9ad4262940e20ddb8f0844ddc8117845113e6299b9ef2b5cebaec45f6bd4c454
3,10,free,,M,53.0,6,1.0,9ad4262940e20ddb8f0844ddc8117845113e6299b9ef2b5cebaec45f6bd4c454
4,1,forced,1.0,M,65.0,6,,
4,2,forced,2.0,K,77.0,6,,
4,3,forced,2.0,K,52.0,6,,
4,4,forced,1.0,M,73.0,6,,
4,5,free,,K,75.0,6,2.0,d2606ba0a1ffcea6319151d5e53a79980d9ff7d4c64fbeb77861577fdd4f88fc
4,6,free,,K,59.0,6,2.0,d2606ba0a1ffcea6319151d5e53a79980d9ff7d4c64fbeb77861577fdd4f88fc
4,7,free,,K,64.0,6,2.0,d2606ba0a1ffcea6319151d5e53a79980d9ff7d4c64fbeb77861577fdd4f88fc
4,8,free,,M,67.0,6,1.0,d2606ba0a1ffcea6319151d5e53a79980d9ff7d4c64fbeb77861577fdd4f88fc
4,9,free,,K,62.0,6,2.0,d2606ba0a1ffcea6319151d5e53a79980d9ff7d4c64fbeb77861577fdd4f88fc
4,10,free,,K,67.0,6,2.0,d2606ba0a1ffcea6319151d5e53a79980d9ff7d4c64fbeb77861577fdd4f88fc
5,1,forced,2.0,K,70.0,6,,
5,2,forced,1.0,M,19.0,6,,
5,3,forced,2.0,K,43.0,6,,
5,4,forced,1.0,M,41.0,6,,
5,5,free,,K,53.0,6,2.0,6740665409dde7fceb2672208d36e01afc8c002f9c3619437faf1c8c2ed52e40
5,6,free,,K,72.0,6,2.0,6740665409dde7fceb2672208d36e01afc8c002f9c3619437faf1c8c2ed52e40
5,7,free,,K,61.0,6,2.0,6740665409dde7fceb2672208d36e01afc8c002f9c3619437faf1c8c2ed52e40
5,8,free,,K,68.0,6,2.0,6740665409dde7fceb2672208d36e01afc8c002f9c3619437faf1c8c2ed52e40
5,9,free,,K,62.0,6,2.0,6740665409dde7fceb2672208d36e01afc8c002f9c3619437faf1c8c2ed52e40
5,10,free,,K,61.0,6,2.0,6740665409dde7fceb2672208d36e01afc8c002f9c3619437faf1c8c2ed52e40
6,1,forced,1.0,M,63.0,6,,
6,2,forced,2.0,K,44.0,6,,
6,3,forced,1.0,M,49.0,6,,
6,4,forced,1.0,M,47.0,6,,
6,5,free,,M,37.0,6,1.0,1c69a630717d544e2e3a2a0cc7f896aca5af4a4f21b43fafec0357bd51362fcc
6,6,free,,M,44.0,6,1.0,1c69a630717d544e2e3a2a0cc7f896aca5af4a4f21b43fafec0357bd51362fcc
6,7,free,,M,55.0,6,1.0,1c69a630717d544e2e3a2a0cc7f896aca5af4a4f21b43fafec0357bd51362fcc
6,8,free,,M,50.0,6,1.0,1c69a630717d544e2e3a2a0cc7f896aca5af4a4f21b43fafec0357bd51362fcc
6,9,free,,M,36.0,6,1.0,1c69a630717d544e2e3a2a0cc7f896aca5af4a4f21b43fafec0357bd51362fcc
6,10,free,,M,56.0,6,1.0,1c69a630717d544e2e3a2a0cc7f896aca5af4a4f21b43fafec0357bd51362fcc
7,1,forced,1.0,M,61.0,1,,
7,2,forced,2.0,K,44.0,1,,
7,3,forced,2.0,K,41.0,1,,
