game,trial,type,choice,mapped_choice,reward,horizon,choice_numeric,prompt_hash
1,1,forced,2.0,K,66.0,1,,
1,2,forced,2.0,K,80.0,1,,
1,3,forced,1.0,P,29.0,1,,
1,4,forced,2.0,K,75.0,1,,
1,5,free,,K,81.0,1,2.0,0458f231607e7f3864b72ae4cb93c1a1f89cb6a8a39441d4d56160aff993ecad
2,1,forced,2.0,K,69.0,6,,
2,2,forced,2.0,K,50.0,6,,
2,3,forced,1.0,P,51.0,6,,
2,4,forced,2.0,K,64.0,6,,
2,5,free,,K,67.0,6,2.0,995ea77e92099b75c75858bc59f98d5d45dd72244c5e4837dada4baa2662f03f
2,6,free,,K,54.0,6,2.0,995ea77e92099b75c75858bc59f98d5d45dd72244c5e4837dada4baa2662f03f
2,7,free,,K,64.0,6,2.0,995ea77e92099b75c75858bc59f98d5d45dd72244c5e4837dada4baa2662f03f
2,8,free,,K,64.0,6,2.0,995ea77e92099b75c75858bc59f98d5d45dd72244c5e4837dada4baa2662f03f
2,9,free,,K,57.0,6,2.0,995ea77e92099b75c75858bc59f98d5d45dd72244c5e4837dada4baa2662f03f
2,10,free,,K,54.0,6,2.0,995ea77e92099b75c75858bc59f98d5d45dd72244c5e4837dada4baa2662f03f
3,1,forced,2.0,K,31.0,6,,
3,2,forced,1.0,P,43.0,6,,
3,3,forced,2.0,K,26.0,6,,
3,4,forced,1.0,P,36.0,6,,
3,5,free,,P,26.0,6,1.0,4383b8d18c02d237607851142fa5dfe02d0f208cd9b0137d779f1ea17d55af5a
3,6,free,,P,41.0,6,1.0,4383b8d18c02d237607851142fa5dfe02d0f208cd9b0137d779f1ea17d55af5a
3,7,free,,P,44.0,6,1.0,4383b8d18c02d237607851142fa5dfe02d0f208cd9b0137d779f1ea17d55af5a
3,8,free,,P,44.0,6,1.0,4383b8d18c02d237607851142fa5dfe02d0f208cd9b0137d779f1ea17d55af5a
3,9,free,,P,43.0,6,1.0,4383b8d18c02d237607851142fa5dfe02d0f208cd9b0137d779f1ea17d55af5a
3,10,free,,P,53.0,6,1.0,4383b8d18c02d237607851142fa5dfe02d0f208cd9b0137d779f1ea17d55af5a
4,1,forced,1.0,P,65.0,6,,
4,2,forced,2.0,K,77.0,6,,
4,3,forced,2.0,K,52.0,6,,
4,4,forced,1.0,P,73.0,6,,
4,5,free,,P,61.0,6,1.0,e9f226d2184a1600e9ec8c81ea9cd347ce0788167f14b8b4d7bd09adfd6977a7
4,6,free,,K,64.0,6,2.0,e9f226d2184a1600e9ec8c81ea9cd347ce0788167f14b8b4d7bd09adfd6977a7
4,7,free,,K,59.0,6,2.0,e9f226d2184a1600e9ec8c81ea9cd347ce0788167f14b8b4d7bd09adfd6977a7
4,8,free,,K,58.0,6,2.0,e9f226d2184a1600e9ec8c81ea9cd347ce0788167f14b8b4d7bd09adfd6977a7
4,9,free,,K,62.0,6,2.0,e9f226d2184a1600e9ec8c81ea9cd347ce0788167f14b8b4d7bd09adfd6977a7
4,10,free,,K,55.0,6,2.0,e9f226d2184a1600e9ec8c81ea9cd347ce0788167f14b8b4d7bd09adfd6977a7
5,1,forced,2.0,K,70.0,6,,
5,2,forced,1.0,P,19.0,6,,
5,3,forced,2.0,K,43.0,6,,
5,4,forced,1.0,P,41.0,6,,
5,5,free,,K,53.0,6,2.0,e53ccb59aaec10746e724a1946cf3aa1ff9273177913b73b08aa19cba29c74bb
5,6,free,,K,55.0,6,2.0,e53ccb59aaec10746e724a1946cf3aa1ff9273177913b73b08aa19cba29c74bb
5,7,free,,K,61.0,6,2.0,e53ccb59aaec10746e724a1946cf3aa1ff9273177913b73b08aa19cba29c74bb
5,8,free,,K,68.0,6,2.0,e53ccb59aaec10746e724a1946cf3aa1ff9273177913b73b08aa19cba29c74bb
5,9,free,,P,28.0,6,1.0,e53ccb59aaec10746e724a1946cf3aa1ff9273177913b73b08aa19cba29c74bb
5,10,free,,K,56.0,6,2.0,e53ccb59aaec10746e724a1946cf3aa1ff9273177913b73b08aa19cba29c74bb
6,1,forced,1.0,P,63.0,6,,
6,2,forced,2.0,K,44.0,6,,
6,3,forced,1.0,P,49.0,6,,
6,4,forced,1.0,P,47.0,6,,
6,5,free,,P,44.0,6,1.0,0facd7b0e8797f975d896fe39becdc8d39c12770c95321d5ee7958662fbd80ff
6,6,free,,P,57.0,6,1.0,0facd7b0e8797f975d896fe39becdc8d39c12770c95321d5ee7958662fbd80ff
6,7,free,,P,55.0,6,1.0,0facd7b0e8797f975d896fe39becdc8d39c12770c95321d5ee7958662fbd80ff
6,8,free,,P,58.0,6,1.0,0facd7b0e8797f975d896fe39becdc8d39c12770c95321d5ee7958662fbd80ff
6,9,free,,P,42.0,6,1.0,0facd7b0e8797f975d896fe39becdc8d39c12770c95321d5ee7958662fbd80ff
6,10,free,,P,56.0,6,1.0,0facd7b0e8797f975d896fe39becdc8d39c12770c95321d5ee7958662fbd80ff
7,1,forced,1.0,P,61.0,1,,
7,2,forced,2.0,K,44.0,1,,
7,3,forced,2.0,K,41.0,1,,
7,4,forced,2.0,K,47.0,1,,
