game,trial,type,choice,mapped_choice,reward,horizon,choice_numeric,prompt_hash
1,1,forced,2.0,N,66.0,1,,
1,2,forced,2.0,N,80.0,1,,
1,3,forced,1.0,F,29.0,1,,
1,4,forced,2.0,N,75.0,1,,
1,5,free,,N,81.0,1,2.0,9026af4d8b5963d1e87011f8a023cad91d41090cef168223a12b8a8a538a434c
2,1,forced,2.0,N,69.0,6,,
2,2,forced,2.0,N,50.0,6,,
2,3,forced,1.0,F,51.0,6,,
2,4,forced,2.0,N,64.0,6,,
2,5,free,,N,66.0,6,2.0,65014fcb052003e454d8fd18203a01fae30e06bc7aabd9cb14d776748f277ac8
2,6,free,,F,59.0,6,1.0,65014fcb052003e454d8fd18203a01fae30e06bc7aabd9cb14d776748f277ac8
2,7,free,,N,64.0,6,2.0,65014fcb052003e454d8fd18203a01fae30e06bc7aabd9cb14d776748f277ac8
2,8,free,,N,64.0,6,2.0,65014fcb052003e454d8fd18203a01fae30e06bc7aabd9cb14d776748f277ac8
2,9,free,,N,57.0,6,2.0,65014fcb052003e454d8fd18203a01fae30e06bc7aabd9cb14d776748f277ac8
2,10,free,,F,55.0,6,1.0,65014fcb052003e454d8fd18203a01fae30e06bc7aabd9cb14d776748f277ac8
3,1,forced,2.0,N,31.0,6,,
3,2,forced,1.0,F,43.0,6,,
3,3,forced,2.0,N,26.0,6,,
3,4,forced,1.0,F,36.0,6,,
3,5,free,,F,26.0,6,1.0,a31a617a38817c9c82db9b1cd51c5aa65b170b8aa5d74b5e1453f0417dc4282d
3,6,free,,F,41.0,6,1.0,a31a617a38817c9c82db9b1cd51c5aa65b170b8aa5d74b5e1453f0417dc4282d
3,7,free,,F,44.0,6,1.0,a31a617a38817c9c82db9b1cd51c5aa65b170b8aa5d74b5e1453f0417dc4282d
3,8,free,,F,44.0,6,1.0,a31a617a38817c9c82db9b1cd51c5aa65b170b8aa5d74b5e1453f0417dc4282d
3,9,free,,N,33.0,6,2.0,a31a617a38817c9c82db9b1cd51c5aa65b170b8aa5d74b5e1453f0417dc4282d
3,10,free,,F,53.0,6,1.0,a31a617a38817c9c82db9b1cd51c5aa65b170b8aa5d74b5e1453f0417dc4282d
4,1,forced,1.0,F,65.0,6,,
