game,trial,type,choice,mapped_choice,reward,horizon,choice_numeric,prompt_hash
1,1,forced,2.0,Y,66.0,1,,
1,2,forced,2.0,Y,80.0,1,,
1,3,forced,1.0,O,29.0,1,,
1,4,forced,2.0,Y,75.0,1,,
1,5,free,,O,47.0,1,1.0,40024bd5c88280d28c564eeab2aa96468fedb0c9fe80fc885c6498637d244c88
2,1,forced,2.0,Y,69.0,6,,
2,2,forced,2.0,Y,50.0,6,,
2,3,forced,1.0,O,51.0,6,,
2,4,forced,2.0,Y,64.0,6,,
2,5,free,,O,42.0,6,1.0,aa350c36781f994f31f4d4ec23a1e38e6cb752b20df61effbaa0e473c595410e
2,6,free,,O,56.0,6,1.0,aa350c36781f994f31f4d4ec23a1e38e6cb752b20df61effbaa0e473c595410e
2,7,free,,O,60.0,6,1.0,aa350c36781f994f31f4d4ec23a1e38e6cb752b20df61effbaa0e473c595410e
2,8,free,,O,47.0,6,1.0,aa350c36781f994f31f4d4ec23a1e38e6cb752b20df61effbaa0e473c595410e
2,9,free,,Y,57.0,6,2.0,aa350c36781f994f31f4d4ec23a1e38e6cb752b20df61effbaa0e473c595410e
2,10,free,,O,55.0,6,1.0,aa350c36781f994f31f4d4ec23a1e38e6cb752b20df61effbaa0e473c595410e
3,1,forced,2.0,Y,31.0,6,,
3,2,forced,1.0,O,43.0,6,,
3,3,forced,2.0,Y,26.0,6,,
3,4,forced,1.0,O,36.0,6,,
3,5,free,,O,26.0,6,1.0,1784a8e9db681d3d735b9920f17f7010f58df0707789e5d0ee00860caae37d6e
3,6,free,,O,41.0,6,1.0,1784a8e9db681d3d735b9920f17f7010f58df0707789e5d0ee00860caae37d6e
3,7,free,,O,44.0,6,1.0,1784a8e9db681d3d735b9920f17f7010f58df0707789e5d0ee00860caae37d6e
3,8,free,,Y,30.0,6,2.0,1784a8e9db681d3d735b9920f17f7010f58df0707789e5d0ee00860caae37d6e
3,9,free,,O,43.0,6,1.0,1784a8e9db681d3d735b9920f17f7010f58df0707789e5d0ee00860caae37d6e
3,10,free,,O,53.0,6,1.0,1784a8e9db681d3d735b9920f17f7010f58df0707789e5d0ee00860caae37d6e
4,1,forced,1.0,O,65.0,6,,
4,2,forced,2.0,Y,77.0,6,,
4,3,forced,2.0,Y,52.0,6,,
4,4,forced,1.0,O,73.0,6,,
4,5,free,,O,61.0,6,1.0,d0a1b286363d5aced0aa747ba3eba45db9a1d14a5550cd9790830ac1f720b7df
4,6,free,,Y,65.0,6,2.0,d0a1b286363d5aced0aa747ba3eba45db9a1d14a5550cd9790830ac1f720b7df
4,7,free,,O,70.0,6,1.0,d0a1b286363d5aced0aa747ba3eba45db9a1d14a5550cd9790830ac1f720b7df
4,8,free,,Y,74.0,6,2.0,d0a1b286363d5aced0aa747ba3eba45db9a1d14a5550cd9790830ac1f720b7df
4,9,free,,Y,62.0,6,2.0,d0a1b286363d5aced0aa747ba3eba45db9a1d14a5550cd9790830ac1f720b7df
4,10,free,,Y,62.0,6,2.0,d0a1b286363d5aced0aa747ba3eba45db9a1d14a5550cd9790830ac1f720b7df
5,1,forced,2.0,Y,70.0,6,,
5,2,forced,1.0,O,19.0,6,,
5,3,forced,2.0,Y,43.0,6,,
5,4,forced,1.0,O,41.0,6,,
5,5,free,,Y,53.0,6,2.0,6675153cb0109626fc33d2b2eba7d1531a1bc1e154b7ecbef6f1d71bd378448f
5,6,free,,Y,62.0,6,2.0,6675153cb0109626fc33d2b2eba7d1531a1bc1e154b7ecbef6f1d71bd378448f
5,7,free,,Y,61.0,6,2.0,6675153cb0109626fc33d2b2eba7d1531a1bc1e154b7ecbef6f1d71bd378448f
5,8,free,,O,21.0,6,1.0,6675153cb0109626fc33d2b2eba7d1531a1bc1e154b7ecbef6f1d71bd378448f
5,9,free,,Y,62.0,6,2.0,6675153cb0109626fc33d2b2eba7d1531a1bc1e154b7ecbef6f1d71bd378448f
5,10,free,,Y,62.0,6,2.0,6675153cb0109626fc33d2b2eba7d1531a1bc1e154b7ecbef6f1d71bd378448f
6,1,forced,1.0,O,63.0,6,,
6,2,forced,2.0,Y,44.0,6,,
6,3,forced,1.0,O,49.0,6,,
6,4,forced,1.0,O,47.0,6,,
6,5,free,,O,60.0,6,1.0,77e592b19dd6efba145ce068973590aa5b7be6cb20bacd0c30928250e1ce26f8
6,6,free,,O,53.0,6,1.0,77e592b19dd6efba145ce068973590aa5b7be6cb20bacd0c30928250e1ce26f8
6,7,free,,O,55.0,6,1.0,77e592b19dd6efba145ce068973590aa5b7be6cb20bacd0c30928250e1ce26f8
6,8,free,,O,52.0,6,1.0,77e592b19dd6efba145ce068973590aa5b7be6cb20bacd0c30928250e1ce26f8
6,9,free,,O,57.0,6,1.0,77e592b19dd6efba145ce068973590aa5b7be6cb20bacd0c30928250e1ce26f8
6,10,free,,O,56.0,6,1.0,77e592b19dd6efba145ce068973590aa5b7be6cb20bacd0c30928250e1ce26f8
7,1,forced,1.0,O,61.0,1,,
7,2,forced,2.0,Y,44.0,1,,
7,3,forced,2.0,Y,41.0,1,,
7,4,forced,2.0,Y,47.0,1,,
7,5,free,,O,50.0,1,1.0,f23de6adeb82000ec0bfa3a06ed1a4878053b183de37fd63ba7c29c7475f0d3c
8,1,forced,1.0,O,51.0,1,,
8,2,forced,2.0,Y,76.0,1,,
8,3,forced,1.0,O,54.0,1,,
8,4,forced,2.0,Y,84.0,1,,
8,5,free,,Y,70.0,1,2.0,ddb198de0cceaf48bfe3a9db0c6f47d72121ed72ca2e57dc249b68103bd225fb
9,1,forced,1.0,O,54.0,6,,
9,2,forced,2.0,Y,14.0,6,,
9,3,forced,2.0,Y,15.0,6,,
9,4,forced,1.0,O,46.0,6,,
9,5,free,,O,40.0,6,1.0,fd54f455aaabe54f2476579d0e60bc214c7ad0a738d2d3627302cdc6276aebf7
9,6,free,,O,44.0,6,1.0,fd54f455aaabe54f2476579d0e60bc214c7ad0a738d2d3627302cdc6276aebf7
9,7,free,,O,35.0,6,1.0,fd54f455aaabe54f2476579d0e60bc214c7ad0a738d2d3627302cdc6276aebf7
9,8,free,,O,46.0,6,1.0,fd54f455aaabe54f2476579d0e60bc214c7ad0a738d2d3627302cdc6276aebf7
9,9,free,,O,34.0,6,1.0,fd54f455aaabe54f2476579d0e60bc214c7ad0a738d2d3627302cdc6276aebf7
9,10,free,,O,25.0,6,1.0,fd54f455aaabe54f2476579d0e60bc214c7ad0a738d2d3627302cdc6276aebf7
10,1,forced,1.0,O,9.0,6,,
10,2,forced,1.0,O,17.0,6,,
10,3,forced,2.0,Y,40.0,6,,
10,4,forced,2.0,Y,42.0,6,,
10,5,free,,Y,46.0,6,2.0,62387b6835e9d9bee9f9fb494d9f665c953cb9e7894d0bc8b7a1dd8aa7e7512b
10,6,free,,Y,33.0,6,2.0,62387b6835e9d9bee9f9fb494d9f665c953cb9e7894d0bc8b7a1dd8aa7e7512b
10,7,free,,Y,34.0,6,2.0,62387b6835e9d9bee9f9fb494d9f665c953cb9e7894d0bc8b7a1dd8aa7e7512b
10,8,free,,Y,43.0,6,2.0,62387b6835e9d9bee9f9fb494d9f665c953cb9e7894d0bc8b7a1dd8aa7e7512b
10,9,free,,Y,42.0,6,2.0,62387b6835e9d9bee9f9fb494d9f665c953cb9e7894d0bc8b7a1dd8aa7e7512b
10,10,free,,Y,49.0,6,2.0,62387b6835e9d9bee9f9fb494d9f665c953cb9e7894d0bc8b7a1dd8aa7e7512b
11,1,forced,2.0,Y,61.0,6,,
11,2,forced,1.0,O,52.0,6,,
11,3,forced,1.0,O,48.0,6,,
11,4,forced,2.0,Y,67.0,6,,
11,5,free,,Y,42.0,6,2.0,2233284f337b0421b1e70e5a5910a730de32a0427fdeb97218c22b95f5651283
11,6,free,,Y,56.0,6,2.0,2233284f337b0421b1e70e5a5910a730de32a0427fdeb97218c22b95f5651283
11,7,free,,Y,58.0,6,2.0,2233284f337b0421b1e70e5a5910a730de32a0427fdeb97218c22b95f5651283
11,8,free,,Y,66.0,6,2.0,2233284f337b0421b1e70e5a5910a730de32a0427fdeb97218c22b95f5651283
11,9,free,,Y,51.0,6,2.0,2233284f337b0421b1e70e5a5910a730de32a0427fdeb97218c22b95f5651283
11,10,free,,Y,70.0,6,2.0,2233284f337b0421b1e70e5a5910a730de32a0427fdeb97218c22b95f5651283
12,1,forced,2.0,Y,32.0,6,,
12,2,forced,2.0,Y,26.0,6,,
12,3,forced,2.0,Y,33.0,6,,
12,4,forced,1.0,O,10.0,6,,
12,5,free,,O,15.0,6,1.0,326b39d760bdafe8f66d3857a81a26c9e473f517a8b392b7bf1fea364a4839e7
12,6,free,,Y,43.0,6,2.0,326b39d760bdafe8f66d3857a81a26c9e473f517a8b392b7bf1fea364a4839e7
12,7,free,,Y,27.0,6,2.0,326b39d760bdafe8f66d3857a81a26c9e473f517a8b392b7bf1fea364a4839e7
12,8,free,,Y,29.0,6,2.0,326b39d760bdafe8f66d3857a81a26c9e473f517a8b392b7bf1fea364a4839e7
12,9,free,,Y,43.0,6,2.0,326b39d760bdafe8f66d3857a81a26c9e473f517a8b392b7bf1fea364a4839e7
12,10,free,,Y,38.0,6,2.0,326b39d760bdafe8f66d3857a81a26c9e473f517a8b392b7bf1fea364a4839e7
13,1,forced,1.0,O,66.0,1,,
13,2,forced,1.0,O,79.0,1,,
13,3,forced,2.0,Y,62.0,1,,
13,4,forced,2.0,Y,58.0,1,,
13,5,free,,O,88.0,1,1.0,d5a1015fb7c09c406b08df89848c1671eb24c74e0d55a74a5cff4c75343949b6
14,1,forced,1.0,O,52.0,6,,
14,2,forced,1.0,O,60.0,6,,
14,3,forced,2.0,Y,53.0,6,,
14,4,forced,2.0,Y,54.0,6,,
14,5,free,,Y,46.0,6,2.0,23a52105c782823a024254b4666d2925b633f0d37e8c24d3022bb7b4f9964a55
14,6,free,,Y,66.0,6,2.0,23a52105c782823a024254b4666d2925b633f0d37e8c24d3022bb7b4f9964a55
14,7,free,,O,57.0,6,1.0,23a52105c782823a024254b4666d2925b633f0d37e8c24d3022bb7b4f9964a55
14,8,free,,O,65.0,6,1.0,23a52105c782823a024254b4666d2925b633f0d37e8c24d3022bb7b4f9964a55
14,9,free,,O,55.0,6,1.0,23a52105c782823a024254b4666d2925b633f0d37e8c24d3022bb7b4f9964a55
14,10,free,,O,47.0,6,1.0,23a52105c782823a024254b4666d2925b633f0d37e8c24d3022bb7b4f9964a55
15,1,forced,2.0,Y,47.0,6,,
15,2,forced,1.0,O,73.0,6,,
15,3,forced,2.0,Y,53.0,6,,
15,4,forced,1.0,O,82.0,6,,
15,5,free,,O,81.0,6,1.0,c17f008a146f15bf1aa742c6c3fae7f34926dcbb16f2c0ab26cc016e04bcb5c5
15,6,free,,O,81.0,6,1.0,c17f008a146f15bf1aa742c6c3fae7f34926dcbb16f2c0ab26cc016e04bcb5c5
15,7,free,,O,88.0,6,1.0,c17f008a146f15bf1aa742c6c3fae7f34926dcbb16f2c0ab26cc016e04bcb5c5
15,8,free,,O,95.0,6,1.0,c17f008a146f15bf1aa742c6c3fae7f34926dcbb16f2c0ab26cc016e04bcb5c5
15,9,free,,O,85.0,6,1.0,c17f008a146f15bf1aa742c6c3fae7f34926dcbb16f2c0ab26cc016e04bcb5c5
15,10,free,,O,65.0,6,1.0,c17f008a146f15bf1aa742c6c3fae7f34926dcbb16f2c0ab26cc016e04bcb5c5
16,1,forced,2.0,Y,54.0,6,,
16,2,forced,1.0,O,86.0,6,,
16,3,forced,2.0,Y,46.0,6,,
16,4,forced,1.0,O,77.0,6,,
16,5,free,,O,77.0,6,1.0,4cc6834b06c2d552deb0382ba134031477c94ce5dba24e60897eafe2853f41a4
16,6,free,,O,90.0,6,1.0,4cc6834b06c2d552deb0382ba134031477c94ce5dba24e60897eafe2853f41a4
16,7,free,,O,84.0,6,1.0,4cc6834b06c2d552deb0382ba134031477c94ce5dba24e60897eafe2853f41a4
16,8,free,,O,84.0,6,1.0,4cc6834b06c2d552deb0382ba134031477c94ce5dba24e60897eafe2853f41a4
16,9,free,,O,97.0,6,1.0,4cc6834b06c2d552deb0382ba134031477c94ce5dba24e60897eafe2853f41a4
